CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.30337508E+01,   0.21900018E+01,   0.40966638E+01,   0.28220886E+00,   0.48779011E+00
1986,   0.35963171E+01,   0.27623221E+01,   0.46033100E+01,   0.27128746E+00,   0.47052919E+00
1987,   0.42596361E+01,   0.34115718E+01,   0.52543484E+01,   0.27040356E+00,   0.47072975E+00
1988,   0.34833286E+01,   0.29182028E+01,   0.41255823E+01,   0.17601662E+00,   0.30827070E+00
1989,   0.17114887E+02,   0.14202303E+02,   0.20447276E+02,   0.97259528E+00,   0.15946293E+01
1990,   0.71953148E+01,   0.56407793E+01,   0.90459889E+01,   0.34997509E+00,   0.87007955E+00
1991,   0.58854621E+01,   0.47934959E+01,   0.71513154E+01,   0.29052733E+00,   0.60217900E+00
1992,   0.48714682E+01,   0.40971097E+01,   0.57490858E+01,   0.26548103E+00,   0.42177036E+00
1993,   0.71468730E+01,   0.56156896E+01,   0.89668448E+01,   0.43031236E+00,   0.85624233E+00
1994,   0.15882984E+02,   0.12039310E+02,   0.20566413E+02,   0.10250832E+01,   0.21798178E+01
1995,   0.51641013E+01,   0.42802980E+01,   0.61761201E+01,   0.30417108E+00,   0.48409642E+00
1996,   0.25574056E+02,   0.20111725E+02,   0.32062848E+02,   0.16527784E+01,   0.30535582E+01
1997,   0.95688886E+01,   0.76853008E+01,   0.11773872E+02,   0.54689274E+00,   0.10443741E+01
1998,   0.10491061E+02,   0.81585759E+01,   0.13283398E+02,   0.67877769E+00,   0.13096049E+01
1999,   0.12978606E+02,   0.64080389E+01,   0.23543537E+02,   0.13091646E+01,   0.44298948E+01
2000,   0.12211740E+02,   0.98155919E+01,   0.15015211E+02,   0.73105319E+00,   0.13281650E+01
2001,   0.13738263E+02,   0.87057647E+01,   0.20652219E+02,   0.11382406E+01,   0.30645841E+01
2002,   0.61939792E+01,   0.47680947E+01,   0.79130202E+01,   0.50868485E+00,   0.80377136E+00
2003,   0.26439713E+02,   0.20546249E+02,   0.33498667E+02,   0.26140789E+01,   0.33099133E+01
2004,   0.69618814E+01,   0.50053345E+01,   0.94334088E+01,   0.77684558E+00,   0.11329345E+01
