CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.17809022E+08,   0.50294929E+07,   0.45880528E+08,   0.45463945E+07,   0.10897689E+08
1986,   0.22204107E+07,   0.11071269E+07,   0.39998085E+07,   0.35046671E+06,   0.74754230E+06
1987,   0.47058765E+07,   0.23544899E+07,   0.84563086E+07,   0.71550409E+06,   0.15766617E+07
1988,   0.46431702E+07,   0.24027628E+07,   0.81434954E+07,   0.67900885E+06,   0.14815418E+07
1989,   0.35784022E+07,   0.23300446E+07,   0.52631814E+07,   0.39621124E+06,   0.75194859E+06
1990,   0.16800258E+07,   0.10832588E+07,   0.24906298E+07,   0.16289692E+06,   0.36087961E+06
1991,   0.15658722E+07,   0.10001097E+07,   0.23391629E+07,   0.16755222E+06,   0.34343812E+06
1992,   0.13919756E+07,   0.86393709E+06,   0.21273142E+07,   0.13080420E+06,   0.32425649E+06
1993,   0.75640385E+07,   0.47897491E+07,   0.11377341E+08,   0.10748203E+07,   0.16899228E+07
1994,   0.51278742E+07,   0.33718173E+07,   0.74825954E+07,   0.67267958E+06,   0.10536208E+07
1995,   0.99499085E+06,   0.68606230E+06,   0.13963709E+07,   0.94848785E+05,   0.18187594E+06
1996,   0.23589784E+08,   0.10372338E+08,   0.46365913E+08,   0.47569859E+07,   0.93501349E+07
1997,   0.11468680E+07,   0.65816242E+06,   0.18625588E+07,   0.11773415E+06,   0.30978323E+06
1998,   0.46092168E+07,   0.31212468E+07,   0.65659270E+07,   0.57560364E+06,   0.88233889E+06
1999,   0.30181512E+06,   0.22713383E+06,   0.39326350E+06,   0.23531086E+05,   0.42472984E+05
2000,   0.42806749E+06,   0.32017717E+06,   0.56073675E+06,   0.31762833E+05,   0.61507638E+05
2001,   0.44737608E+06,   0.32396989E+06,   0.60250560E+06,   0.34975285E+05,   0.71255202E+05
2002,   0.42161426E+06,   0.31105347E+06,   0.55884735E+06,   0.33659380E+05,   0.63371116E+05
2003,   0.80296452E+07,   0.53273553E+07,   0.11631800E+08,   0.10198996E+07,   0.16155548E+07
2004,   0.23701229E+07,   0.14596019E+07,   0.36445325E+07,   0.29743711E+06,   0.56089254E+06
