CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.29604046E+05,   0.16075337E+05,   0.50118527E+05,   0.64113192E+04,   0.87713281E+04
1986,   0.46835629E+05,   0.16311798E+05,   0.10685675E+06,   0.14546274E+05,   0.23812013E+05
1987,   0.31661323E+05,   0.13678710E+05,   0.62969309E+05,   0.69633748E+04,   0.12814637E+05
1988,   0.92286969E+05,   0.28075921E+05,   0.22801392E+06,   0.32310456E+05,   0.53047727E+05
1989,   0.12316124E+06,   0.54125837E+05,   0.24215783E+06,   0.31985857E+05,   0.48846639E+05
1990,   0.43082215E+05,   0.22448497E+05,   0.75182795E+05,   0.81349072E+04,   0.13606123E+05
1991,   0.22238806E+05,   0.13026653E+05,   0.35554676E+05,   0.30434425E+04,   0.57909988E+04
1992,   0.46010188E+05,   0.24120492E+05,   0.79936907E+05,   0.82410664E+04,   0.14398296E+05
1993,   0.26223002E+06,   0.10373276E+06,   0.55254812E+06,   0.98277898E+05,   0.11718981E+06
1994,   0.17248152E+06,   0.86119666E+05,   0.31040111E+06,   0.47589932E+05,   0.57957032E+05
1995,   0.32390223E+05,   0.20071734E+05,   0.49562206E+05,   0.42931360E+04,   0.75692809E+04
1996,   0.47339221E+06,   0.16924386E+06,   0.10629387E+07,   0.18373905E+06,   0.23466208E+06
1997,   0.80042487E+05,   0.17497720E+05,   0.23577016E+06,   0.32497039E+05,   0.59522655E+05
1998,   0.17171868E+06,   0.81370208E+05,   0.32064275E+06,   0.48938845E+05,   0.61957272E+05
1999,   0.29047788E+05,   0.18702511E+05,   0.43113421E+05,   0.35900635E+04,   0.62596831E+04
2000,   0.31266529E+05,   0.18818293E+05,   0.48949783E+05,   0.41442743E+04,   0.77397139E+04
2001,   0.21327496E+05,   0.10774336E+05,   0.38060631E+05,   0.29076814E+04,   0.70480383E+04
2002,   0.13147614E+05,   0.89448329E+04,   0.18657222E+05,   0.16273650E+04,   0.24875454E+04
2003,   0.35333932E+06,   0.10815480E+06,   0.86994214E+06,   0.14843787E+06,   0.20203139E+06
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
