CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.36894449E+04,   0.30943459E+04,   0.43652277E+04,   0.22535111E+03,   0.32448075E+03
1986,   0.66671071E+04,   0.54589234E+04,   0.80625003E+04,   0.35722556E+03,   0.66490614E+03
1987,   0.38425530E+04,   0.32624409E+04,   0.44956403E+04,   0.15697434E+03,   0.31482416E+03
1988,   0.26205848E+04,   0.22660951E+04,   0.30145089E+04,   0.90581242E+02,   0.19103349E+03
1989,   0.46569983E+04,   0.39529544E+04,   0.54497457E+04,   0.16224452E+03,   0.38211751E+03
1990,   0.58807807E+04,   0.50818826E+04,   0.67689728E+04,   0.20370011E+03,   0.43063407E+03
1991,   0.27586502E+04,   0.23625677E+04,   0.32018249E+04,   0.88221216E+02,   0.21423831E+03
1992,   0.36165886E+04,   0.32040213E+04,   0.40671909E+04,   0.12065517E+03,   0.22028612E+03
1993,   0.71922673E+04,   0.57527401E+04,   0.88822725E+04,   0.36310556E+03,   0.79943890E+03
1994,   0.60850503E+04,   0.51577519E+04,   0.71302354E+04,   0.23463991E+03,   0.50356397E+03
1995,   0.21334367E+04,   0.18341209E+04,   0.24674312E+04,   0.75721289E+02,   0.16166081E+03
1996,   0.75514832E+04,   0.62899434E+04,   0.89910445E+04,   0.32783408E+03,   0.68968966E+03
1997,   0.18448447E+04,   0.16175143E+04,   0.20949838E+04,   0.65418933E+02,   0.12186187E+03
1998,   0.40308774E+04,   0.34004880E+04,   0.47437901E+04,   0.13898966E+03,   0.34295227E+03
1999,   0.21003977E+04,   0.17782688E+04,   0.24637748E+04,   0.67678020E+02,   0.17500765E+03
2000,   0.40500170E+04,   0.34917369E+04,   0.46717196E+04,   0.12924092E+03,   0.30119917E+03
2001,   0.20881829E+04,   0.17534774E+04,   0.24679443E+04,   0.70208670E+02,   0.18241516E+03
2002,   0.31674178E+04,   0.27588533E+04,   0.36190967E+04,   0.11197111E+03,   0.21956583E+03
2003,   0.62581098E+04,   0.53762347E+04,   0.72426632E+04,   0.27997699E+03,   0.47643339E+03
2004,   0.62886448E+04,   0.49298022E+04,   0.79063902E+04,   0.37214115E+03,   0.76056103E+03
