CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.21298675E+05,   0.20038625E+05,   0.22616394E+05,   0.48188423E+03,   0.65766281E+03
1986,   0.20347481E+05,   0.19249532E+05,   0.21491078E+05,   0.38162982E+03,   0.57187263E+03
1987,   0.16804840E+05,   0.15979735E+05,   0.17661043E+05,   0.26145141E+03,   0.42893565E+03
1988,   0.14075027E+05,   0.13402102E+05,   0.14772624E+05,   0.19518565E+03,   0.34964665E+03
1989,   0.23727000E+05,   0.22659170E+05,   0.24831604E+05,   0.34917095E+03,   0.55422553E+03
1990,   0.21783326E+05,   0.20814404E+05,   0.22785212E+05,   0.32749455E+03,   0.50278656E+03
1991,   0.14343330E+05,   0.13642243E+05,   0.15070719E+05,   0.22444622E+03,   0.36443291E+03
1992,   0.10520635E+05,   0.10016328E+05,   0.11043481E+05,   0.17493423E+03,   0.26204667E+03
1993,   0.24948922E+05,   0.23586720E+05,   0.26368458E+05,   0.43230656E+03,   0.70968994E+03
1994,   0.22512994E+05,   0.21305384E+05,   0.23770503E+05,   0.38508821E+03,   0.62891096E+03
1995,   0.13935768E+05,   0.13252404E+05,   0.14644852E+05,   0.23872453E+03,   0.35524161E+03
1996,   0.37612725E+05,   0.35792037E+05,   0.39501029E+05,   0.64638326E+03,   0.94623716E+03
1997,   0.18164568E+05,   0.17269588E+05,   0.19093401E+05,   0.28017992E+03,   0.46529177E+03
1998,   0.23080976E+05,   0.21987147E+05,   0.24214543E+05,   0.34970379E+03,   0.56825109E+03
1999,   0.12407171E+05,   0.11833207E+05,   0.13001472E+05,   0.17720626E+03,   0.29804550E+03
2000,   0.12399226E+05,   0.11848441E+05,   0.12968725E+05,   0.17502976E+03,   0.28580350E+03
2001,   0.98000573E+04,   0.93288753E+04,   0.10288615E+05,   0.14466764E+03,   0.24484843E+03
2002,   0.12963623E+05,   0.12382203E+05,   0.13564994E+05,   0.18343070E+03,   0.30175031E+03
2003,   0.37476655E+05,   0.35750002E+05,   0.39264230E+05,   0.65361884E+03,   0.89654309E+03
2004,   0.34578120E+05,   0.32686044E+05,   0.36550015E+05,   0.74776327E+03,   0.98579478E+03
