CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.63220492E+05,   0.97051965E+04,   0.21892128E+06,   0.51728558E+05,   0.59344819E+05
1986,   0.12557237E+04,   0.95004517E+03,   0.16286689E+04,   0.14575545E+03,   0.17348419E+03
1987,   0.28800354E+05,   0.97030684E+04,   0.67035848E+05,   0.12861351E+05,   0.15108617E+05
1988,   0.21220743E+04,   0.14396461E+04,   0.30183889E+04,   0.23311913E+03,   0.40437242E+03
1989,   0.11051206E+05,   0.69966959E+04,   0.16624827E+05,   0.19962302E+04,   0.24699263E+04
1990,   0.39132682E+04,   0.28542388E+04,   0.52380614E+04,   0.40261513E+03,   0.60975684E+03
1991,   0.48957840E+04,   0.32413339E+04,   0.71042397E+04,   0.67085182E+03,   0.98994008E+03
1992,   0.91445141E+04,   0.47841192E+04,   0.15911243E+05,   0.21461905E+04,   0.28705360E+04
1993,   0.11098217E+05,   0.61494569E+04,   0.18507925E+05,   0.26641948E+04,   0.31821327E+04
1994,   0.65878648E+04,   0.41255810E+04,   0.99968897E+04,   0.12040053E+04,   0.15065834E+04
1995,   0.20514444E+05,   0.76083738E+04,   0.45027608E+05,   0.77262269E+04,   0.98046451E+04
1996,   0.31716650E+05,   0.88773592E+04,   0.82114853E+05,   0.16637355E+05,   0.19550640E+05
1997,   0.20976544E+04,   0.16925211E+04,   0.25703923E+04,   0.16714210E+03,   0.22422908E+03
1998,   0.20967645E+05,   0.10042062E+05,   0.38861663E+05,   0.66415571E+04,   0.74593517E+04
1999,   0.25316029E+04,   0.15845022E+04,   0.38433392E+04,   0.35666064E+03,   0.57962778E+03
2000,   0.17377056E+04,   0.13586454E+04,   0.21898121E+04,   0.15238672E+03,   0.21238235E+03
2001,   0.16987646E+04,   0.11939000E+04,   0.23463712E+04,   0.19684703E+03,   0.29498433E+03
2002,   0.64019595E+03,   0.47680608E+03,   0.84169721E+03,   0.68952901E+02,   0.93303631E+02
2003,   0.40587956E+05,   0.78891390E+04,   0.12651560E+06,   0.25890562E+05,   0.32736131E+05
2004,   0.52541914E+04,   0.27435121E+04,   0.91550796E+04,   0.12753935E+04,   0.16541450E+04
