CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1989,   0.39562942E+05,   0.32989187E+05,   0.47058647E+05,   0.26775798E+04,   0.35924081E+04
1990,   0.31249845E+05,   0.26394815E+05,   0.36735711E+05,   0.16731355E+04,   0.26400567E+04
1991,   0.22146483E+05,   0.18174178E+05,   0.26727038E+05,   0.93668957E+03,   0.21841917E+04
1992,   0.20256909E+05,   0.16967428E+05,   0.23995811E+05,   0.67785096E+03,   0.17945049E+04
1993,   0.85401248E+05,   0.73239871E+05,   0.98995301E+05,   0.35265439E+04,   0.65745478E+04
1994,   0.59671973E+05,   0.49918290E+05,   0.70768214E+05,   0.25576804E+04,   0.53235215E+04
1995,   0.29904197E+05,   0.26104839E+05,   0.34097831E+05,   0.11527967E+04,   0.20400723E+04
1996,   0.83376509E+05,   0.70873973E+05,   0.97439856E+05,   0.40738688E+04,   0.67819471E+04
1997,   0.28922641E+05,   0.24970529E+05,   0.33319367E+05,   0.10911682E+04,   0.21310778E+04
1998,   0.93665050E+05,   0.78566267E+05,   0.11080952E+06,   0.48237117E+04,   0.82323170E+04
1999,   0.24247060E+05,   0.19147012E+05,   0.30288159E+05,   0.10808011E+04,   0.28464560E+04
2000,   0.22242372E+05,   0.18695223E+05,   0.26264280E+05,   0.82008531E+03,   0.19324873E+04
2001,   0.20869888E+05,   0.16496071E+05,   0.26047288E+05,   0.94954864E+03,   0.24402143E+04
2002,   0.15742701E+05,   0.12756564E+05,   0.19216751E+05,   0.92656339E+03,   0.16500041E+04
2003,   0.14537388E+06,   0.11908736E+06,   0.17572324E+06,   0.10973374E+05,   0.14463696E+05
2004,   0.56668930E+05,   0.44781950E+05,   0.70742155E+05,   0.48219171E+04,   0.66325215E+04
