CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.29578106E+05,   0.27249860E+05,   0.32050320E+05,   0.10791478E+04,   0.12248377E+04
1986,   0.49329980E+05,   0.45938223E+05,   0.52903502E+05,   0.14887698E+04,   0.17771101E+04
1987,   0.32746006E+05,   0.30780007E+05,   0.34803381E+05,   0.80482714E+03,   0.10264816E+04
1988,   0.26461488E+05,   0.25069933E+05,   0.27909368E+05,   0.54441784E+03,   0.72440542E+03
1989,   0.34846243E+05,   0.33101504E+05,   0.36658091E+05,   0.58614166E+03,   0.90736023E+03
1990,   0.50405892E+05,   0.48134312E+05,   0.52755809E+05,   0.78228372E+03,   0.11790240E+04
1991,   0.29914741E+05,   0.28478590E+05,   0.31403773E+05,   0.44688483E+03,   0.74627118E+03
1992,   0.38105827E+05,   0.36512239E+05,   0.39750286E+05,   0.55922557E+03,   0.82607492E+03
1993,   0.47356826E+05,   0.44476025E+05,   0.50373374E+05,   0.82981814E+03,   0.15045924E+04
1994,   0.45258979E+05,   0.43071126E+05,   0.47527969E+05,   0.66233973E+03,   0.11370285E+04
1995,   0.22359312E+05,   0.21287300E+05,   0.23470742E+05,   0.35344321E+03,   0.55703848E+03
1996,   0.54252165E+05,   0.51556986E+05,   0.57050167E+05,   0.85058814E+03,   0.14014242E+04
1997,   0.23993674E+05,   0.22875744E+05,   0.25151511E+05,   0.37462457E+03,   0.58059009E+03
1998,   0.35544936E+05,   0.33790611E+05,   0.37365737E+05,   0.49479309E+03,   0.91208773E+03
1999,   0.21822707E+05,   0.20748152E+05,   0.22937883E+05,   0.30987144E+03,   0.55864507E+03
2000,   0.37069371E+05,   0.35399055E+05,   0.38797281E+05,   0.46992038E+03,   0.86694627E+03
2001,   0.21639007E+05,   0.20498618E+05,   0.22825658E+05,   0.29259341E+03,   0.59368175E+03
2002,   0.29082541E+05,   0.27834713E+05,   0.30371272E+05,   0.40540883E+03,   0.64711651E+03
2003,   0.43362465E+05,   0.41322164E+05,   0.45476341E+05,   0.72982984E+03,   0.10598086E+04
2004,   0.38953869E+05,   0.36922951E+05,   0.41066257E+05,   0.80388986E+03,   0.10570513E+04
