CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.35321600E+04,   0.33274847E+04,   0.37460019E+04,   0.10018029E+03,   0.10677529E+03
1986,   0.34642880E+04,   0.32944526E+04,   0.36405144E+04,   0.81488578E+02,   0.88287382E+02
1987,   0.31930492E+04,   0.30622865E+04,   0.33278969E+04,   0.60498059E+02,   0.67761094E+02
1988,   0.28352851E+04,   0.27241083E+04,   0.29497829E+04,   0.48399791E+02,   0.57572661E+02
1989,   0.33726944E+04,   0.32490310E+04,   0.34998055E+04,   0.53399134E+02,   0.63975604E+02
1990,   0.36283215E+04,   0.35113237E+04,   0.37481781E+04,   0.50589621E+02,   0.60423888E+02
1991,   0.36929335E+04,   0.35677320E+04,   0.38213557E+04,   0.53816329E+02,   0.64702106E+02
1992,   0.42673303E+04,   0.41116265E+04,   0.44273532E+04,   0.67914231E+02,   0.80545670E+02
1993,   0.62448400E+04,   0.59167903E+04,   0.65861530E+04,   0.15789584E+03,   0.17076981E+03
1994,   0.58907251E+04,   0.56115302E+04,   0.61800642E+04,   0.13223612E+03,   0.14504382E+03
1995,   0.29001225E+04,   0.27976291E+04,   0.30053673E+04,   0.46147380E+02,   0.52996368E+02
1996,   0.95000535E+04,   0.89207135E+04,   0.10106764E+05,   0.28973333E+03,   0.30259751E+03
1997,   0.38033472E+04,   0.36707349E+04,   0.39394703E+04,   0.58029576E+02,   0.68557414E+02
1998,   0.63047703E+04,   0.59316531E+04,   0.66949700E+04,   0.18258835E+03,   0.19474411E+03
1999,   0.22476903E+04,   0.21712877E+04,   0.23260635E+04,   0.33718857E+02,   0.39484967E+02
2000,   0.31489831E+04,   0.30422959E+04,   0.32584127E+04,   0.47184004E+02,   0.55133694E+02
2001,   0.20908447E+04,   0.20119422E+04,   0.21720129E+04,   0.35578567E+02,   0.40836074E+02
2002,   0.12996953E+04,   0.12438694E+04,   0.13573531E+04,   0.25568759E+02,   0.28951490E+02
2003,   0.65969296E+04,   0.62264239E+04,   0.69834960E+04,   0.18381124E+03,   0.19314882E+03
2004,   0.46615821E+04,   0.43991581E+04,   0.49354094E+04,   0.12996789E+03,   0.13681173E+03
