CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.96859060E+02,   0.73975169E+02,   0.12459831E+03,   0.77271450E+01,   0.12939572E+02
1986,   0.82451556E+02,   0.63331516E+02,   0.10553755E+03,   0.54627504E+01,   0.10787234E+02
1987,   0.95136075E+02,   0.74750390E+02,   0.11936732E+03,   0.49612489E+01,   0.11399928E+02
1988,   0.61187753E+02,   0.45845191E+02,   0.80031690E+02,   0.28375966E+01,   0.87407645E+01
1989,   0.14049047E+03,   0.10783398E+03,   0.17994025E+03,   0.59418130E+01,   0.18429478E+02
1990,   0.11091896E+03,   0.90668017E+02,   0.13433506E+03,   0.33100643E+01,   0.11151969E+02
1991,   0.45508745E+02,   0.37541631E+02,   0.54662168E+02,   0.13650439E+01,   0.43719268E+01
1992,   0.90891543E+02,   0.71612398E+02,   0.11376375E+03,   0.23399707E+01,   0.10769573E+02
1993,   0.15233749E+03,   0.11598257E+03,   0.19650099E+03,   0.46653907E+01,   0.20581916E+02
1994,   0.10253461E+03,   0.87643294E+02,   0.11921929E+03,   0.32434257E+01,   0.80605805E+01
1995,   0.67557303E+02,   0.53318071E+02,   0.84430402E+02,   0.19305248E+01,   0.79489569E+01
1996,   0.32929411E+03,   0.25012756E+03,   0.42561826E+03,   0.12805595E+02,   0.44860016E+02
1997,   0.35269711E+02,   0.27312749E+02,   0.44823208E+02,   0.11642470E+01,   0.44749053E+01
1998,   0.90086440E+02,   0.73992938E+02,   0.10863281E+03,   0.34985573E+01,   0.88460950E+01
1999,   0.52837371E+02,   0.41205704E+02,   0.66735166E+02,   0.21070533E+01,   0.65235916E+01
2000,   0.65089106E+02,   0.51886887E+02,   0.80624848E+02,   0.28562097E+01,   0.73414091E+01
2001,   0.23996309E+02,   0.18925046E+02,   0.30008591E+02,   0.12162344E+01,   0.28317847E+01
2002,   0.53282519E+02,   0.43584459E+02,   0.64490951E+02,   0.35243115E+01,   0.53391939E+01
2003,   0.21310254E+03,   0.16478218E+03,   0.27117745E+03,   0.17059609E+02,   0.27190517E+02
2004,   0.12445447E+03,   0.95721787E+02,   0.15911510E+03,   0.11465091E+02,   0.16202084E+02
