CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.40448301E+03,   0.28670882E+03,   0.55469015E+03,   0.56986812E+02,   0.68581163E+02
1986,   0.47083171E+03,   0.35278091E+03,   0.61582094E+03,   0.53926684E+02,   0.67253745E+02
1987,   0.10470788E+04,   0.78543307E+03,   0.13681819E+04,   0.11607628E+03,   0.14899391E+03
1988,   0.14758541E+04,   0.10847258E+04,   0.19625937E+04,   0.17346198E+03,   0.22452087E+03
1989,   0.30787598E+04,   0.16410943E+04,   0.52841217E+04,   0.74723820E+03,   0.93921417E+03
1990,   0.18286756E+04,   0.13767475E+04,   0.23819140E+04,   0.19127202E+03,   0.25698095E+03
1991,   0.12084794E+04,   0.91592256E+03,   0.15649813E+04,   0.11288433E+03,   0.16592180E+03
1992,   0.54349563E+03,   0.44895820E+03,   0.65200578E+03,   0.39603093E+02,   0.51849810E+02
1993,   0.29423895E+04,   0.19104427E+04,   0.43377236E+04,   0.53777368E+03,   0.62230627E+03
1994,   0.22820002E+04,   0.16378237E+04,   0.30966877E+04,   0.29699581E+03,   0.37326563E+03
1995,   0.62144574E+03,   0.51051345E+03,   0.74927050E+03,   0.48407276E+02,   0.60972049E+02
1996,   0.62623621E+04,   0.42945141E+04,   0.88284579E+04,   0.10327295E+04,   0.11610511E+04
1997,   0.17771984E+04,   0.13999800E+04,   0.22247754E+04,   0.16389048E+03,   0.21073382E+03
1998,   0.21380907E+04,   0.13534616E+04,   0.32168010E+04,   0.35580595E+03,   0.47800837E+03
1999,   0.45583945E+03,   0.37853000E+03,   0.54424833E+03,   0.35779395E+02,   0.42315226E+02
2000,   0.85765753E+03,   0.69970252E+03,   0.10405508E+04,   0.66645322E+02,   0.87049880E+02
2001,   0.12377360E+04,   0.92966237E+03,   0.16154793E+04,   0.10930711E+03,   0.17534226E+03
2002,   0.40101157E+03,   0.31897969E+03,   0.49768885E+03,   0.41543052E+02,   0.45654317E+02
2003,   0.65399904E+04,   0.38762250E+04,   0.10361493E+05,   0.15338617E+04,   0.16665361E+04
2004,   0.17995171E+04,   0.12714846E+04,   0.24744102E+04,   0.26323514E+03,   0.30786798E+03
