CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.30373962E+05,   0.28085350E+05,   0.32797676E+05,   0.94785993E+03,   0.12023308E+04
1986,   0.37011729E+05,   0.34496117E+05,   0.39660527E+05,   0.94774493E+03,   0.13176348E+04
1987,   0.26995012E+05,   0.25452917E+05,   0.28605149E+05,   0.55226761E+03,   0.80421916E+03
1988,   0.22730563E+05,   0.21373826E+05,   0.24149973E+05,   0.40035892E+03,   0.70827629E+03
1989,   0.30248651E+05,   0.28508841E+05,   0.32065777E+05,   0.47938773E+03,   0.90747120E+03
1990,   0.39227403E+05,   0.37184186E+05,   0.41352501E+05,   0.66099676E+03,   0.10634315E+04
1991,   0.22865639E+05,   0.21443940E+05,   0.24355882E+05,   0.39579545E+03,   0.74292839E+03
1992,   0.28144654E+05,   0.26692087E+05,   0.29654878E+05,   0.52228864E+03,   0.75587381E+03
1993,   0.42867260E+05,   0.39874190E+05,   0.46023351E+05,   0.84184865E+03,   0.15688942E+04
1994,   0.41475289E+05,   0.38910187E+05,   0.44163377E+05,   0.76382618E+03,   0.13402531E+04
1995,   0.21257210E+05,   0.19981463E+05,   0.22592228E+05,   0.41920902E+03,   0.66608335E+03
1996,   0.48308716E+05,   0.45180746E+05,   0.51594054E+05,   0.94540489E+03,   0.16362539E+04
1997,   0.23078531E+05,   0.21755996E+05,   0.24459612E+05,   0.44772332E+03,   0.68976540E+03
1998,   0.28200328E+05,   0.26375055E+05,   0.30117394E+05,   0.50823433E+03,   0.95479841E+03
1999,   0.20787182E+05,   0.19531747E+05,   0.22101330E+05,   0.37677956E+03,   0.65557747E+03
2000,   0.21478692E+05,   0.20271020E+05,   0.22738775E+05,   0.37660746E+03,   0.62958871E+03
2001,   0.17096934E+05,   0.16135173E+05,   0.18100455E+05,   0.32012157E+03,   0.50139474E+03
2002,   0.23560697E+05,   0.22212915E+05,   0.24968034E+05,   0.43076707E+03,   0.70290515E+03
2003,   0.39327422E+05,   0.37018769E+05,   0.41740882E+05,   0.83392150E+03,   0.12047448E+04
2004,   0.40382095E+05,   0.37600058E+05,   0.43313536E+05,   0.10517777E+04,   0.14577284E+04
