CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.20303483E+03,   0.10219881E+03,   0.36327591E+03,   0.38705018E+02,   0.67445132E+02
1986,   0.78010663E+02,   0.57022769E+02,   0.10422672E+03,   0.10589129E+02,   0.12073837E+02
1987,   0.16991059E+03,   0.12085055E+03,   0.23233652E+03,   0.20757755E+02,   0.28529455E+02
1988,   0.95212190E+02,   0.72157802E+02,   0.12330693E+03,   0.94242294E+01,   0.13075495E+02
1989,   0.11461307E+03,   0.93133749E+02,   0.13955295E+03,   0.96633466E+01,   0.11855608E+02
1990,   0.14212549E+03,   0.11503692E+03,   0.17366496E+03,   0.11114961E+02,   0.14974447E+02
1991,   0.14128407E+03,   0.11024675E+03,   0.17835305E+03,   0.10784640E+02,   0.17403192E+02
1992,   0.14126105E+03,   0.11392737E+03,   0.17316589E+03,   0.95914774E+01,   0.15130996E+02
1993,   0.27341170E+03,   0.21190007E+03,   0.34722422E+03,   0.21988879E+02,   0.34582537E+02
1994,   0.29401707E+03,   0.23416090E+03,   0.36449899E+03,   0.22391647E+02,   0.33296595E+02
1995,   0.16377224E+03,   0.13441341E+03,   0.19762371E+03,   0.10076226E+02,   0.16142349E+02
1996,   0.80428492E+03,   0.42842328E+03,   0.13810954E+04,   0.11695906E+03,   0.24561540E+03
1997,   0.19452028E+03,   0.16107690E+03,   0.23284087E+03,   0.11105552E+02,   0.18325040E+02
1998,   0.42319641E+03,   0.34292075E+03,   0.51658890E+03,   0.29449935E+02,   0.44356792E+02
1999,   0.15150560E+03,   0.12992012E+03,   0.17563537E+03,   0.76397667E+01,   0.11669667E+02
2000,   0.17107498E+03,   0.14765267E+03,   0.19713807E+03,   0.90176948E+01,   0.12631398E+02
2001,   0.28098131E+03,   0.22843657E+03,   0.34197042E+03,   0.18315049E+02,   0.28996738E+02
2002,   0.31918647E+03,   0.25648663E+03,   0.39255871E+03,   0.26333146E+02,   0.34757693E+02
2003,   0.11640693E+04,   0.89099268E+03,   0.14945876E+04,   0.13039887E+03,   0.15427758E+03
2004,   0.76113118E+03,   0.56596806E+03,   0.10020809E+04,   0.99553385E+02,   0.11151802E+03
