CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.77662735E+03,   0.56447122E+03,   0.10426565E+04,   0.10857803E+03,   0.12232201E+03
1986,   0.27301782E+03,   0.24165405E+03,   0.30729527E+03,   0.15344299E+02,   0.16752141E+02
1987,   0.66911805E+03,   0.55739441E+03,   0.79659812E+03,   0.53843605E+02,   0.61077372E+02
1988,   0.33003536E+03,   0.30112949E+03,   0.36094404E+03,   0.12850984E+02,   0.15262397E+02
1989,   0.67786715E+03,   0.58843976E+03,   0.77696968E+03,   0.41441660E+02,   0.48121027E+02
1990,   0.70362610E+03,   0.60308193E+03,   0.81606070E+03,   0.46173501E+02,   0.54367014E+02
1991,   0.41515856E+03,   0.37961873E+03,   0.45310143E+03,   0.15189215E+02,   0.18749786E+02
1992,   0.73870126E+03,   0.63889021E+03,   0.84960147E+03,   0.47183650E+02,   0.53784221E+02
1993,   0.78369880E+03,   0.66316720E+03,   0.91971355E+03,   0.58257079E+02,   0.65495825E+02
1994,   0.54980055E+03,   0.49580664E+03,   0.60802505E+03,   0.24834721E+02,   0.28635677E+02
1995,   0.82896934E+03,   0.59037260E+03,   0.11323053E+04,   0.12222168E+03,   0.13867831E+03
1996,   0.11070065E+04,   0.88499748E+03,   0.13677360E+04,   0.11077822E+03,   0.12331628E+03
1997,   0.43831415E+03,   0.40030589E+03,   0.47892796E+03,   0.15999049E+02,   0.20061267E+02
1998,   0.88482579E+03,   0.72503166E+03,   0.10692819E+04,   0.80916100E+02,   0.87914537E+02
1999,   0.39975681E+03,   0.32991730E+03,   0.47997069E+03,   0.27360507E+02,   0.38317690E+02
2000,   0.24170241E+03,   0.22365673E+03,   0.26080309E+03,   0.80470916E+01,   0.94777133E+01
2001,   0.23632060E+03,   0.21407565E+03,   0.26023072E+03,   0.92638451E+01,   0.11777466E+02
2002,   0.17285881E+03,   0.15501879E+03,   0.19217374E+03,   0.82969752E+01,   0.94814375E+01
2003,   0.10999249E+04,   0.91374886E+03,   0.13127701E+04,   0.93218208E+02,   0.10188737E+03
2004,   0.61904029E+03,   0.52783554E+03,   0.72140742E+03,   0.45172776E+02,   0.49415217E+02
