CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.93869978E+04,   0.78016828E+04,   0.11198822E+05,   0.69879094E+03,   0.86743261E+03
1986,   0.37038338E+04,   0.32707542E+04,   0.41779326E+04,   0.20678761E+03,   0.23152247E+03
1987,   0.96843454E+04,   0.85524527E+04,   0.10923397E+05,   0.49805977E+03,   0.60509219E+03
1988,   0.39580058E+04,   0.35830228E+04,   0.43612543E+04,   0.15861195E+03,   0.19858336E+03
1989,   0.92809926E+04,   0.84599764E+04,   0.10159505E+05,   0.35337028E+03,   0.43365729E+03
1990,   0.79398038E+04,   0.72915483E+04,   0.86297332E+04,   0.26385117E+03,   0.34144302E+03
1991,   0.64526719E+04,   0.59209647E+04,   0.70188970E+04,   0.20537744E+03,   0.28014274E+03
1992,   0.81999075E+04,   0.75171087E+04,   0.89275309E+04,   0.25131559E+03,   0.35987769E+03
1993,   0.97313586E+04,   0.88717947E+04,   0.10651022E+05,   0.33022899E+03,   0.45399298E+03
1994,   0.93670314E+04,   0.85545219E+04,   0.10235258E+05,   0.31056542E+03,   0.42885802E+03
1995,   0.66751053E+04,   0.61288666E+04,   0.72565448E+04,   0.18828628E+03,   0.28773171E+03
1996,   0.15096893E+05,   0.13686600E+05,   0.16611893E+05,   0.51538297E+03,   0.74644861E+03
1997,   0.56168250E+04,   0.52137930E+04,   0.60424503E+04,   0.14395348E+03,   0.21142506E+03
1998,   0.11359373E+05,   0.10358336E+05,   0.12430225E+05,   0.38227674E+03,   0.52866888E+03
1999,   0.31432877E+04,   0.29324450E+04,   0.33651392E+04,   0.72510345E+02,   0.11039614E+03
2000,   0.35168968E+04,   0.32903824E+04,   0.37547438E+04,   0.86189834E+02,   0.11847431E+03
2001,   0.27919543E+04,   0.25599550E+04,   0.30391502E+04,   0.83967722E+02,   0.12226943E+03
2002,   0.20606524E+04,   0.18655012E+04,   0.22705075E+04,   0.78815827E+02,   0.10334648E+03
2003,   0.11351531E+05,   0.10053944E+05,   0.12769012E+05,   0.62085524E+03,   0.69290320E+03
2004,   0.57701465E+04,   0.50244228E+04,   0.65947317E+04,   0.36580386E+03,   0.40080160E+03
