CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.14405227E+04,   0.12104172E+04,   0.17014833E+04,   0.94625056E+02,   0.12537649E+03
1986,   0.13937846E+04,   0.11790360E+04,   0.16361756E+04,   0.76777448E+02,   0.11670728E+03
1987,   0.14783631E+04,   0.12844670E+04,   0.16931013E+04,   0.64701517E+02,   0.10430052E+03
1988,   0.88939606E+03,   0.76708234E+03,   0.10255689E+04,   0.33427777E+02,   0.65980367E+02
1989,   0.14386380E+04,   0.12679741E+04,   0.16257244E+04,   0.43298917E+02,   0.91303234E+02
1990,   0.15690236E+04,   0.13999551E+04,   0.17527394E+04,   0.38662968E+02,   0.90028568E+02
1991,   0.92426408E+03,   0.82097058E+03,   0.10368692E+04,   0.25319054E+02,   0.55097684E+02
1992,   0.12840489E+04,   0.11284345E+04,   0.14549931E+04,   0.28018596E+02,   0.83344367E+02
1993,   0.19290924E+04,   0.16989280E+04,   0.21815449E+04,   0.45182817E+02,   0.12317174E+03
1994,   0.16833088E+04,   0.15073465E+04,   0.18740215E+04,   0.44409961E+02,   0.93571322E+02
1995,   0.99680142E+03,   0.87042386E+03,   0.11362632E+04,   0.24982232E+02,   0.67850711E+02
1996,   0.29824619E+04,   0.26805316E+04,   0.33088385E+04,   0.74691691E+02,   0.16033327E+03
1997,   0.70735873E+03,   0.62523228E+03,   0.79720377E+03,   0.21110649E+02,   0.43888844E+02
1998,   0.14766898E+04,   0.12994371E+04,   0.16712209E+04,   0.47072307E+02,   0.94885865E+02
1999,   0.86427168E+03,   0.76376605E+03,   0.97423986E+03,   0.27339025E+02,   0.53715099E+02
2000,   0.10450050E+04,   0.91359545E+03,   0.11898974E+04,   0.37218006E+02,   0.70520496E+02
2001,   0.53251061E+03,   0.46169921E+03,   0.61105090E+03,   0.22436744E+02,   0.38121401E+02
2002,   0.92779082E+03,   0.79916717E+03,   0.10711197E+04,   0.49527679E+02,   0.69418386E+02
2003,   0.25009616E+04,   0.21487883E+04,   0.28941059E+04,   0.15428056E+03,   0.19025310E+03
2004,   0.17216804E+04,   0.14529439E+04,   0.20255203E+04,   0.12440607E+03,   0.14618136E+03
