CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.19857720E+04,   0.15594062E+04,   0.24927607E+04,   0.16059185E+03,   0.23848008E+03
1986,   0.25246114E+04,   0.19804337E+04,   0.31721689E+04,   0.17258246E+03,   0.30450281E+03
1987,   0.15586755E+04,   0.12924946E+04,   0.18633761E+04,   0.82782716E+02,   0.14577339E+03
1988,   0.13308178E+04,   0.10465960E+04,   0.16684436E+04,   0.60719907E+02,   0.15888441E+03
1989,   0.20103258E+04,   0.16045279E+04,   0.24874424E+04,   0.93014671E+02,   0.22554628E+03
1990,   0.24398854E+04,   0.20165595E+04,   0.29255971E+04,   0.11254096E+03,   0.23212868E+03
1991,   0.11913880E+04,   0.94138790E+03,   0.14873882E+04,   0.51215860E+02,   0.13949673E+03
1992,   0.14312528E+04,   0.12238409E+04,   0.16635825E+04,   0.64733960E+02,   0.11225492E+03
1993,   0.31886850E+04,   0.23678594E+04,   0.42030197E+04,   0.20029661E+03,   0.46927725E+03
1994,   0.27388736E+04,   0.21510739E+04,   0.34377625E+04,   0.14451159E+03,   0.32875946E+03
1995,   0.99157028E+03,   0.79870659E+03,   0.12168839E+04,   0.45435172E+02,   0.10681448E+03
1996,   0.32850676E+04,   0.24069528E+04,   0.43801579E+04,   0.20238911E+03,   0.50468697E+03
1997,   0.10122410E+04,   0.84407453E+03,   0.12039879E+04,   0.46083653E+02,   0.91898017E+02
1998,   0.14739900E+04,   0.11353928E+04,   0.18820222E+04,   0.69499545E+02,   0.19081980E+03
1999,   0.89983242E+03,   0.72286816E+03,   0.11069594E+04,   0.39328052E+02,   0.98111010E+02
2000,   0.91933212E+03,   0.76424697E+03,   0.10965471E+04,   0.40112066E+02,   0.84850019E+02
2001,   0.66899413E+03,   0.56249062E+03,   0.78972418E+03,   0.31440617E+02,   0.58015755E+02
2002,   0.10686582E+04,   0.85802587E+03,   0.13152853E+04,   0.51889235E+02,   0.11680161E+03
2003,   0.20593232E+04,   0.16751940E+04,   0.25050037E+04,   0.12167444E+03,   0.21193344E+03
2004,   0.25102940E+04,   0.17486990E+04,   0.34930439E+04,   0.20435369E+03,   0.44655409E+03
