CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.17901108E+03,   0.16607155E+03,   0.19268163E+03,   0.58452114E+01,   0.67893585E+01
1986,   0.23754656E+03,   0.22094721E+03,   0.25505078E+03,   0.64801862E+01,   0.87011701E+01
1987,   0.26232960E+03,   0.24570292E+03,   0.27977420E+03,   0.59981132E+01,   0.86927003E+01
1988,   0.21635016E+03,   0.20495184E+03,   0.22821072E+03,   0.40268135E+01,   0.59338782E+01
1989,   0.51055271E+03,   0.48610001E+03,   0.53590356E+03,   0.89693481E+01,   0.12705853E+02
1990,   0.31273763E+03,   0.29704880E+03,   0.32903111E+03,   0.53224647E+01,   0.81593624E+01
1991,   0.28852382E+03,   0.27350153E+03,   0.30414787E+03,   0.52721687E+01,   0.78185726E+01
1992,   0.26349898E+03,   0.24984820E+03,   0.27769374E+03,   0.53259039E+01,   0.71040229E+01
1993,   0.33919299E+03,   0.31830569E+03,   0.36107721E+03,   0.72632466E+01,   0.10912341E+02
1994,   0.51212831E+03,   0.48138874E+03,   0.54429623E+03,   0.10635597E+02,   0.16049559E+02
1995,   0.30120238E+03,   0.28393093E+03,   0.31923891E+03,   0.67301922E+01,   0.90080205E+01
1996,   0.68991061E+03,   0.65253406E+03,   0.72884762E+03,   0.14286654E+02,   0.19469446E+02
1997,   0.42045941E+03,   0.39695041E+03,   0.44498272E+03,   0.89062152E+01,   0.12254283E+02
1998,   0.43588141E+03,   0.40734425E+03,   0.46587104E+03,   0.97293572E+01,   0.14932226E+02
1999,   0.34415307E+03,   0.32443954E+03,   0.36473890E+03,   0.67798368E+01,   0.10281457E+02
2000,   0.45919308E+03,   0.43377379E+03,   0.48569773E+03,   0.96000697E+01,   0.13247112E+02
2001,   0.40376486E+03,   0.37833202E+03,   0.43044072E+03,   0.96228641E+01,   0.13294617E+02
2002,   0.29378324E+03,   0.27332990E+03,   0.31534721E+03,   0.83201676E+01,   0.10720270E+02
2003,   0.77521764E+03,   0.71842989E+03,   0.83525921E+03,   0.26328452E+02,   0.29808237E+02
2004,   0.36007198E+03,   0.32921378E+03,   0.39301912E+03,   0.14331384E+02,   0.16280527E+02
