CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.80080683E+02,   0.36383120E+02,   0.15393956E+03,   0.28278989E+02,   0.30493776E+02
1986,   0.19504340E+02,   0.16263762E+02,   0.23199359E+02,   0.16612580E+01,   0.17708920E+01
1987,   0.73283303E+02,   0.47440652E+02,   0.10829434E+03,   0.14430181E+02,   0.15602732E+02
1988,   0.22073072E+02,   0.19009538E+02,   0.25487294E+02,   0.13797584E+01,   0.16535093E+01
1989,   0.57266318E+02,   0.46637136E+02,   0.69588894E+02,   0.52936027E+01,   0.58618061E+01
1990,   0.35160096E+02,   0.30484196E+02,   0.40346412E+02,   0.21748707E+01,   0.25172899E+01
1991,   0.34479413E+02,   0.29341657E+02,   0.40254023E+02,   0.23432225E+01,   0.27857673E+01
1992,   0.42069702E+02,   0.33602295E+02,   0.52020165E+02,   0.40396486E+01,   0.47049235E+01
1993,   0.48216203E+02,   0.36913836E+02,   0.61893835E+02,   0.57915299E+01,   0.63848135E+01
1994,   0.36888996E+02,   0.29792651E+02,   0.45164020E+02,   0.34704589E+01,   0.39261685E+01
1995,   0.45133634E+02,   0.31751563E+02,   0.62287827E+02,   0.69397923E+01,   0.78158592E+01
1996,   0.59556775E+02,   0.38050991E+02,   0.88944770E+02,   0.11986769E+02,   0.13053048E+02
1997,   0.19440386E+02,   0.16937122E+02,   0.22207306E+02,   0.11884728E+01,   0.13451426E+01
1998,   0.58471107E+02,   0.41115043E+02,   0.80726557E+02,   0.96132573E+01,   0.10138790E+02
1999,   0.15246385E+02,   0.13157110E+02,   0.17571450E+02,   0.90797914E+00,   0.11267838E+01
2000,   0.13048979E+02,   0.11468711E+02,   0.14784798E+02,   0.72273930E+00,   0.84633178E+00
2001,   0.10451152E+02,   0.89255846E+01,   0.12161494E+02,   0.67715617E+00,   0.82605466E+00
2002,   0.58564037E+01,   0.49851009E+01,   0.68355207E+01,   0.42424911E+00,   0.47238394E+00
2003,   0.39009139E+02,   0.24567813E+02,   0.58929456E+02,   0.81205965E+01,   0.88159994E+01
2004,   0.15109845E+02,   0.11713015E+02,   0.19185347E+02,   0.17794756E+01,   0.19095738E+01
