CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.15656640E+06,   0.14771110E+06,   0.16580839E+06,   0.36720857E+04,   0.46170949E+04
1986,   0.20697656E+06,   0.19648905E+06,   0.21787247E+06,   0.38199684E+04,   0.54553711E+04
1987,   0.15538830E+06,   0.14860258E+06,   0.16240053E+06,   0.22834482E+04,   0.35200828E+04
1988,   0.12737554E+06,   0.12196239E+06,   0.13296438E+06,   0.16695466E+04,   0.28067794E+04
1989,   0.17682581E+06,   0.16966069E+06,   0.18421234E+06,   0.20232574E+04,   0.37123359E+04
1990,   0.22271635E+06,   0.21374672E+06,   0.23196140E+06,   0.30254710E+04,   0.46468228E+04
1991,   0.13638596E+06,   0.13001010E+06,   0.14299021E+06,   0.20365598E+04,   0.33114690E+04
1992,   0.15446937E+06,   0.14788714E+06,   0.16126583E+06,   0.24487770E+04,   0.34131152E+04
1993,   0.22814058E+06,   0.21640188E+06,   0.24034377E+06,   0.34715050E+04,   0.61081061E+04
1994,   0.21823103E+06,   0.20783489E+06,   0.22900692E+06,   0.33140798E+04,   0.54013912E+04
1995,   0.11847856E+06,   0.11277375E+06,   0.12439407E+06,   0.20891336E+04,   0.29645715E+04
1996,   0.26776865E+06,   0.25500425E+06,   0.28099960E+06,   0.43027769E+04,   0.66319115E+04
1997,   0.12202468E+06,   0.11638749E+06,   0.12786134E+06,   0.21081983E+04,   0.29271881E+04
1998,   0.16831426E+06,   0.16014397E+06,   0.17678885E+06,   0.26119344E+04,   0.42464381E+04
1999,   0.10783243E+06,   0.10269983E+06,   0.11315234E+06,   0.17748813E+04,   0.26666361E+04
2000,   0.13252298E+06,   0.12638793E+06,   0.13887557E+06,   0.21961319E+04,   0.31858247E+04
2001,   0.89982182E+05,   0.85448457E+05,   0.94691426E+05,   0.17040634E+04,   0.23580779E+04
2002,   0.12653095E+06,   0.11998208E+06,   0.13334053E+06,   0.26868654E+04,   0.34080386E+04
2003,   0.23115031E+06,   0.21757230E+06,   0.24534515E+06,   0.61061495E+04,   0.70856428E+04
2004,   0.24714125E+06,   0.22999460E+06,   0.26521557E+06,   0.80322694E+04,   0.89862457E+04
