TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.053500,1,0.03,0.3,0,21.21750,36.45650,5,0.5,2,0,5051.701,0.234000,5,1,8,0,1858.570,0.010500,6,0.5,1,0,1077.933,0,0,0,0,na,na
A10003,0.090000,1,0.03,0.3,0,23.71600,34.07700,5,0.5,2,0,4984.796,0.176000,5,1,8,0,1605.071,0.013500,6,0.5,1,0,1113.433,0,0,0,0,na,na
A10005,0.051500,1,0.03,0.3,0,13.08950,31.71000,5,0.5,2,0,4276.748,0.584500,5,1,8,0,2098.844,0.187000,6,0.5,1,0,1162.945,0,0,0,0,na,na
A11001,0.076500,1,0.03,0.3,0,16.37000,36.99300,5,0.5,2,0,5729.004,0.165500,5,1,8,0,1815.412,0.005500,6,0.5,1,0,1046.725,0,0,0,0,na,na
A24001,0.051000,1,0.03,0.3,0,27.92450,36.75150,5,0.5,2,0,4655.119,0.095500,5,1,8,0,1694.280,0.006000,6,0.5,1,0,1079.919,0,0,0,0,na,na
A24003,0.042500,1,0.03,0.3,0,22.75250,32.39300,5,0.5,2,0,4598.207,0.214000,5,1,8,0,1576.636,0.024000,6,0.5,1,0,1139.946,0,0,0,0,na,na
A24009,0.047000,1,0.03,0.3,0,18.45800,28.71950,5,0.5,2,0,4108.040,0.235000,5,1,8,0,1806.483,0.014000,6,0.5,1,0,1102.810,0,0,0,0,na,na
A24005,0.041500,1,0.03,0.3,0,22.57450,36.10800,5,0.5,2,0,4328.450,0.268000,5,1,8,0,1985.000,0.052500,6,0.5,1,0,1118.622,0,0,0,0,na,na
A24011,0.176500,1,0.03,0.3,0,22.83250,33.04350,5,0.5,2,0,5382.237,0.161000,5,1,8,0,1589.686,0.013000,6,0.5,1,0,1105.577,0,0,0,0,na,na
A24013,0.051000,1,0.03,0.3,0,22.60900,40.26050,5,0.5,2,0,5107.241,0.134500,5,1,8,0,1804.617,0.013500,6,0.5,1,0,1099.045,0,0,0,0,na,na
A24015,0.054000,1,0.03,0.3,0,29.89050,38.10350,5,0.5,2,0,4862.438,0.226000,5,1,8,0,1851.676,0.013000,6,0.5,1,0,1093.106,0,0,0,0,na,na
A24017,0.662500,1,0.03,0.3,0,17.51350,25.10400,5,0.5,2,0,5308.912,0.083000,5,1,8,0,1571.758,0.004500,6,0.5,1,0,1035.203,0,0,0,0,na,na
A24019,0.605500,1,0.03,0.3,0,14.66500,26.80700,5,0.5,2,0,5411.329,0.085500,5,1,8,0,1552.644,0.006500,6,0.5,1,0,1044.434,0,0,0,0,na,na
A24021,0.054500,1,0.03,0.3,0,18.44000,37.65450,5,0.5,2,0,5226.696,0.128500,5,1,8,0,1842.664,0.010500,6,0.5,1,0,1053.313,0,0,0,0,na,na
A24023,0.402000,1,0.03,0.3,0,26.01550,39.32150,5,0.5,2,0,4497.006,0.165000,5,1,8,0,1621.766,0.025500,6,0.5,1,0,1084.140,0,0,0,0,na,na
A24025,0.048000,1,0.03,0.3,0,25.87800,36.85650,5,0.5,2,0,4499.566,0.264000,5,1,8,0,1926.883,0.033000,6,0.5,1,0,1116.220,0,0,0,0,na,na
A24027,0.045500,1,0.03,0.3,0,20.52500,36.46750,5,0.5,2,0,4757.857,0.185500,5,1,8,0,1870.493,0.016500,6,0.5,1,0,1115.213,0,0,0,0,na,na
A24029,0.057000,1,0.03,0.3,0,29.18150,35.28550,5,0.5,2,0,5203.559,0.168500,5,1,8,0,1714.339,0.013000,6,0.5,1,0,1068.658,0,0,0,0,na,na
A24031,0.046500,1,0.03,0.3,0,22.30500,35.32550,5,0.5,2,0,4962.092,0.150000,5,1,8,0,1825.841,0.015000,6,0.5,1,0,1104.427,0,0,0,0,na,na
A24033,0.053500,1,0.03,0.3,0,20.58100,35.63850,5,0.5,2,0,4961.895,0.158500,5,1,8,0,1833.807,0.009000,6,0.5,1,0,1075.109,0,0,0,0,na,na
A24035,0.046500,1,0.03,0.3,0,26.37050,35.66500,5,0.5,2,0,4845.226,0.260500,5,1,8,0,1869.112,0.019000,6,0.5,1,0,1063.981,0,0,0,0,na,na
A24037,0.098000,1,0.03,0.3,0,16.18050,28.27150,5,0.5,2,0,4944.518,0.113500,5,1,8,0,1761.104,0.004000,6,0.5,1,0,1024.776,0,0,0,0,na,na
A24039,0.687000,1,0.03,0.3,0,22.27650,26.17700,5,0.5,2,0,5438.456,0.091500,5,1,8,0,1567.428,0.007000,6,0.5,1,0,1025.244,0,0,0,0,na,na
A24041,0.155500,1,0.03,0.3,0,21.95200,31.37600,5,0.5,2,0,5231.810,0.106000,5,1,8,0,1655.297,0.008000,6,0.5,1,0,1044.503,0,0,0,0,na,na
A24043,0.036500,1,0.03,0.3,0,16.78550,30.67100,5,0.5,2,0,2828.617,1.566500,5,1,8,0,2637.822,0.174000,6,0.5,1,0,1112.720,0,0,0,0,na,na
A24045,0.445000,1,0.03,0.3,0,24.02200,27.95800,5,0.5,2,0,5263.637,0.163000,5,1,8,0,1673.281,0.008000,6,0.5,1,0,1076.789,0,0,0,0,na,na
A24047,0.490000,1,0.03,0.3,0,24.15750,27.87550,5,0.5,2,0,5169.166,0.155000,5,1,8,0,1667.646,0.008000,6,0.5,1,0,1067.476,0,0,0,0,na,na
A24510,0.056000,1,0.03,0.3,0,20.85700,38.65950,5,0.5,2,0,5280.982,0.193000,5,1,8,0,1834.074,0.030000,6,0.5,1,0,1103.302,0,0,0,0,na,na
A36003,0.602000,1,0.03,0.3,0,15.85700,50.14800,5,0.5,2,0,5156.902,0.181000,5,1,8,0,1672.815,0.008000,6,0.5,1,0,1057.594,0,0,0,0,na,na
A36007,0.297000,1,0.03,0.3,0,18.42300,38.36300,5,0.5,2,0,4430.194,0.220500,5,1,8,0,1619.574,0.019500,6,0.5,1,0,1086.237,0,0,0,0,na,na
A36015,0.975000,1,0.03,0.3,0,16.40650,44.51100,5,0.5,2,0,5339.959,0.168000,5,1,8,0,1593.708,0.006000,6,0.5,1,0,1067.186,0,0,0,0,na,na
A36017,0.414500,1,0.03,0.3,0,21.19150,43.75050,5,0.5,2,0,4653.728,0.238000,5,1,8,0,1632.569,0.024500,6,0.5,1,0,1099.710,0,0,0,0,na,na
A36023,0.389500,1,0.03,0.3,0,21.59050,44.49000,5,0.5,2,0,4526.688,0.296000,5,1,8,0,1782.328,0.037500,6,0.5,1,0,1108.334,0,0,0,0,na,na
A36025,0.868000,1,0.03,0.3,0,20.49700,42.03500,5,0.5,2,0,4930.303,0.178000,5,1,8,0,1566.552,0.027000,6,0.5,1,0,1173.606,0,0,0,0,na,na
A36043,0.474000,1,0.03,0.3,0,15.90450,40.56100,5,0.5,2,0,4134.120,0.233000,5,1,8,0,1585.677,0.017500,6,0.5,1,0,1179.996,0,0,0,0,na,na
A36051,1.337500,1,0.03,0.3,0,21.89500,48.47950,5,0.5,2,0,5238.576,0.067500,5,1,8,0,1613.422,0.004000,6,0.5,1,0,1019.144,0,0,0,0,na,na
A36053,0.273000,1,0.03,0.3,0,30.75550,41.27800,5,0.5,2,0,4105.736,0.403000,5,1,8,0,1810.944,0.090500,6,0.5,1,0,1094.950,0,0,0,0,na,na
A36065,0.440500,1,0.03,0.3,0,11.43400,40.43950,5,0.5,2,0,4049.446,0.256000,5,1,8,0,1709.449,0.038500,6,0.5,1,0,1150.586,0,0,0,0,na,na
A36067,0.260000,1,0.03,0.3,0,29.91500,41.25850,5,0.5,2,0,4157.896,0.328500,5,1,8,0,1801.398,0.073000,6,0.5,1,0,1150.038,0,0,0,0,na,na
A36069,1.378000,1,0.03,0.3,0,22.91200,47.64750,5,0.5,2,0,5341.871,0.162500,5,1,8,0,1597.706,0.010000,6,0.5,1,0,1066.018,0,0,0,0,na,na
