TABLE->,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1
VARS->,CSNO,RTOP,UZFG,VCS,VUZ,VNN,VIFW,VIRC,VLE,FOREST,LZSN,INFILT,LSUR,SLSUR,KVARY,AGWR,PETMAX,PETMIN,INFEXP,INFILD,DEEPFR,BASETPR,AGWETP,CEPSC,UZSN,NSUR,INTFW,IRC,LZETP,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,CEPS,SURS,UZS,IFWS,LZS,AGWS,GWVS
A10001,1,1,0,1,0,0,0,0,0,0.134865,12.00000,0.040993,501,0.010,0.,0.925911,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.110834,0.313344,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A10003,1,1,0,1,0,0,0,0,0,0.134865,12.00000,0.040993,369,0.033,0.,0.925911,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.110834,0.313344,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A10005,1,1,0,1,0,0,0,0,0,0.172161,8.019775,0.091084,528,0.008,0.,0.969468,40,35,2,2,0,0,0.049336,NA,0.801978,0.25,1.318482,0.560250,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A11001,1,1,0,1,0,0,0,0,0,0.060939,12.00000,0.023470,302,0.060,0.,0.963073,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.725749,0.300000,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24001,1,1,0,1,0,0,0,0,0,0.050949,12.00000,0.014286,243,0.101,0.,0.920000,40,35,2,2,0,0,0.016662,NA,1.200000,0.25,2.000000,0.438164,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24003,1,1,0,1,0,0,0,0,0,0.062937,12.00000,0.032889,355,0.037,0.,0.980493,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.145451,0.437647,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24005,1,1,0,1,0,0,0,0,0,0.064935,12.00000,0.048216,313,0.054,0.,0.956668,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.197956,0.300000,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24009,1,1,0,1,0,0,0,0,0,0.065268,12.00000,0.046065,314,0.053,0.,0.920000,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,3.077707,0.332385,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24011,1,1,0,1,0,0,0,0,0,0.131868,9.767185,0.044227,508,0.009,0.,0.946019,40,35,2,2,0,0,0.046432,NA,0.976719,0.25,2.000000,0.321404,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24013,1,1,0,1,0,0,0,0,0,0.065934,12.00000,0.028101,289,0.067,0.,0.944966,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.272629,0.300000,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24015,1,1,0,1,0,0,0,0,0,0.068598,12.00000,0.033920,333,0.045,0.,0.958721,40,35,2,2,0,0,0.002000,NA,1.200000,0.25,2.000000,0.300000,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
A24017,1,1,0,1,0,0,0,0,0,0.07326,8.000000,0.022331,387,0.028,0.,0.920000,40,35,2,2,0,0,0.098957,NA,0.800000,0.25,3.496762,0.312914,0.6,0.072,0.07,0.072,0.104,0.148,0.15,0.15,0.148,0.148,0.104,0.076,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,5,1,0
