TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A51710,50,1.000000,1.465959,1.5,20.00000,17.05367,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51720,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51730,50,1.000000,0.815433,1.5,20.00000,30.65848,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51735,50,1.000000,0.608923,1.5,20.00000,41.05610,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51740,50,1.000000,1.106217,1.5,20.00000,22.59959,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51750,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51760,50,1.000000,0.734400,1.5,20.00000,34.04136,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51770,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51775,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51790,50,1.000000,2.268202,1.5,20.00000,11.02194,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51800,50,1.000000,10.79503,1.5,20.00000,2.315880,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51810,50,1.000000,2.053173,1.5,20.00000,12.17627,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51820,50,1.000000,3.110740,1.5,20.00000,8.036674,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51830,50,1.000000,0.590623,1.5,20.00000,42.32812,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51840,50,1.000000,0.876100,1.5,20.00000,28.53554,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54003,50,1.000000,61.35695,1.5,20.00000,0.407452,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54023,50,1.000000,17.71049,1.5,20.00000,1.411594,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54027,50,1.000000,84.14413,1.5,20.00000,0.297109,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54031,50,1.000000,1.072991,1.5,20.00000,23.29936,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54037,50,1.000000,50.00389,1.5,20.00000,0.499961,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54057,50,1.000000,47.64008,1.5,20.00000,0.524768,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54063,50,1.000000,20.99087,1.5,20.00000,1.190994,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54065,50,1.000000,21.77500,1.5,20.00000,1.148106,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54071,50,1.000000,3.559473,1.5,20.00000,7.023509,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54077,50,1.000000,0.471098,1.5,20.00000,53.06754,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54093,50,1.000000,0.239188,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24001,50,1.000000,22.94765,1.5,20.00000,1.089435,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24021,50,1.000000,17.27521,1.5,20.00000,1.447162,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B37005,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B37009,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B42001,50,1.000000,26.88192,1.5,20.00000,0.929992,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42009,50,1.000000,1.215527,1.5,20.00000,20.56722,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42015,50,1.000000,9.792618,1.5,20.00000,2.552943,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42027,50,1.000000,16.68741,1.5,20.00000,1.498136,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42035,50,1.000000,7.492178,1.5,20.00000,3.336813,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42041,50,1.000000,43.72778,1.5,20.00000,0.571719,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42043,50,1.000000,13.37260,1.5,20.00000,1.869495,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42055,50,1.000000,21.24757,1.5,20.00000,1.176605,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42079,50,1.000000,1.403767,1.5,20.00000,17.80923,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42081,50,1.000000,31.00743,1.5,20.00000,0.806258,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42119,50,1.000000,5.086716,1.5,20.00000,4.914762,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42131,50,1.000000,3.387908,1.5,20.00000,7.379186,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51003,50,1.000000,44.99622,1.5,20.00000,0.555601,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51009,50,1.000000,15.04728,1.5,20.00000,1.661431,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51015,50,1.000000,12.27202,1.5,20.00000,2.037157,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51017,50,1.000000,8.306475,1.5,20.00000,3.009702,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51019,50,1.000000,11.28668,1.5,20.00000,2.215000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51023,50,1.000000,10.83472,1.5,20.00000,2.307397,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51035,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51061,50,1.000000,32.39854,1.5,20.00000,0.771640,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51067,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51077,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51079,50,1.000000,1.295896,1.5,20.00000,19.29168,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51091,50,1.000000,2.463656,1.5,20.00000,10.14752,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51105,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51113,50,1.000000,1.068859,1.5,20.00000,23.38942,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51125,50,1.000000,27.28536,1.5,20.00000,0.916241,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51139,50,1.000000,42.86785,1.5,20.00000,0.583188,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51141,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51157,50,1.000000,18.08393,1.5,20.00000,1.382443,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51161,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51163,50,1.000000,14.51916,1.5,20.00000,1.721864,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51165,50,1.000000,1.033178,1.5,20.00000,24.19715,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51167,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51169,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51171,50,1.000000,6.922737,1.5,20.00000,3.611286,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51173,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51185,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51187,50,1.000000,18.27028,1.5,20.00000,1.368342,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51191,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51195,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51197,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B54023,50,1.000000,92.44057,1.5,20.00000,0.270443,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54031,50,1.000000,3.125182,1.5,20.00000,7.999534,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54057,50,1.000000,100.0000,1.5,20.00000,0.126979,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54071,50,1.000000,16.37864,1.5,20.00000,1.526377,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C42009,50,1.000000,1.367977,1.5,20.00000,18.27518,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51015,50,1.000000,4.997460,1.5,20.00000,5.002546,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
C51165,50,1.000000,1.836612,1.5,20.00000,13.61202,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
end,,,,,,,,,,,,,
