TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.304468,0.100000,0.,10.00000,0.304468,na,na,0.304468,0.022283,0.,10.00000,0.304468,na,na,0.031656,0.003237,0.000619,7.155282,0.031656,na,na,0.000100,0.003237,0.000837,1.192544,0.000100,115.8269,43279.32,0.0001,1.07,8633.581,32.98794,0.0001,1.07,2.013839,1.791359,0.0001,1.07,2.013839,1.791359,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.038113,0.001225,0.,10.00000,0.038113,na,na,0.038113,0.000245,0.,10.00000,0.038113,na,na,0.004938,0.028422,0.000050,8.780413,0.004938,na,na,0.000100,0.028422,0.000102,1.463406,0.000100,197.2113,48830.93,0.0001,1.07,5070.698,95.61311,0.0001,1.07,0.413818,2.818504,0.0001,1.07,0.413818,2.818504,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.209313,0.100000,0.,10.00000,0.209313,na,na,0.182214,0.021698,0.,10.00000,0.182214,na,na,0.018220,0.000244,0.007109,0.441747,0.018220,na,na,0.000100,0.000244,0.007109,0.073625,0.000100,364.9680,26111.07,0.0001,1.07,2739.963,21.58047,0.0001,1.07,5.948529,2.464953,0.0001,1.07,5.948529,2.464953,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.001000,0.001907,0.,8.585557,1.000000,na,na,0.001000,0.000381,0.,4.292778,1.000000,na,na,0.001000,0.000574,0.005317,0.389712,0.200000,na,na,0.000100,0.000574,0.005319,0.064955,0.000100,9276.795,40819.00,0.0001,1.07,107.7957,36.52043,0.0001,1.07,2.129056,1.552957,0.0001,1.07,2.129056,1.552957,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.031182,0.,10.00000,1.000000,na,na,0.285564,0.100000,0.100E-04,10.00000,0.285564,na,na,0.000100,0.100000,0.100E-04,3.204242,0.000100,28.01548,47379.29,0.0001,1.07,35694.58,19.12265,0.0001,1.07,0.242731,1.314069,0.0001,1.07,0.242731,1.314069,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.075709,0.005859,0.,10.00000,0.075709,na,na,0.075709,0.001172,0.,10.00000,0.075709,na,na,0.010216,0.024724,0.000065,2.493015,0.010216,na,na,0.000100,0.024724,0.000130,0.415504,0.000100,179.8157,49676.60,0.0001,1.07,5561.249,94.20866,0.0001,1.07,0.536491,2.889406,0.0001,1.07,0.536491,2.889406,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.060824,0.010109,0.,7.537549,0.060824,na,na,0.060824,0.002024,0.,7.537549,0.060824,na,na,0.008191,0.002668,0.000724,3.372404,0.008191,na,na,0.000100,0.002668,0.000920,0.562068,0.000100,188.6606,48863.30,0.0001,1.07,5300.523,53.86666,0.0001,1.07,2.740604,2.577143,0.0001,1.07,2.740604,2.577143,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,1.000000,0.048097,0.,10.00000,1.000000,na,na,0.152851,0.015995,0.000086,10.00000,0.152851,na,na,0.000100,0.015995,0.000166,2.615531,0.000100,2130.974,50000.00,0.0001,1.07,469.2692,51.51318,0.0001,1.07,0.859398,1.916411,0.0001,1.07,0.859398,1.916411,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.088461,0.003875,0.,10.00000,0.088461,na,na,0.088461,0.000774,0.,10.00000,0.088461,na,na,0.010793,0.020898,0.000076,6.228088,0.010793,na,na,0.000100,0.020898,0.000154,1.038017,0.000100,6.027792,44464.85,0.0001,1.07,50000.00,57.14282,0.0001,1.07,0.531513,2.233274,0.0001,1.07,0.531513,2.233274,0.0001,1.07,0.5,0.1,0,0,1.07,20
