YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.12255776E+05,   0.37026899E+04,   0.30400706E+05,   0.82888557E+03,   0.70870127E+04,   0.65700000E+05
1985,   1,   2,   0.13138084E+05,   0.39693137E+04,   0.32588993E+05,   0.88767362E+03,   0.75971116E+04,   0.69000000E+05
1985,   1,   3,   0.15089825E+05,   0.45589498E+04,   0.37430422E+05,   0.10199563E+04,   0.87257565E+04,   0.75800000E+05
1985,   1,   4,   0.13786580E+05,   0.41654523E+04,   0.34196589E+05,   0.92848722E+03,   0.79717549E+04,   0.71600000E+05
1985,   1,   5,   0.10736591E+05,   0.32441532E+04,   0.26630292E+05,   0.71998136E+03,   0.62078127E+04,   0.60700000E+05
1985,   1,   6,   0.72244680E+04,   0.21829518E+04,   0.17918990E+05,   0.48422817E+03,   0.41771037E+04,   0.46200000E+05
1985,   1,   7,   0.89878277E+04,   0.27158981E+04,   0.22292087E+05,   0.60060341E+03,   0.51964476E+04,   0.54000000E+05
1985,   1,   8,   0.71935316E+04,   0.21737012E+04,   0.17841803E+05,   0.48077541E+03,   0.41590569E+04,   0.46300000E+05
1985,   1,   9,   0.55344394E+04,   0.16722897E+04,   0.13727186E+05,   0.37097318E+03,   0.31999511E+04,   0.38400000E+05
1985,   1,  10,   0.45548512E+04,   0.13762141E+04,   0.11297879E+05,   0.30648007E+03,   0.26336999E+04,   0.33300000E+05
1985,   1,  11,   0.53596216E+04,   0.16195084E+04,   0.13293386E+05,   0.35866359E+03,   0.30988049E+04,   0.37700000E+05
1985,   1,  12,   0.22074853E+04,   0.66654144E+03,   0.54774888E+04,   0.15453851E+03,   0.12771218E+04,   0.18800000E+05
1985,   1,  13,   0.59903067E+03,   0.17938167E+03,   0.14934133E+04,   0.58944110E+02,   0.34903072E+03,   0.53300000E+04
1985,   1,  14,   0.31035783E+04,   0.93752621E+03,   0.76990534E+04,   0.21158735E+03,   0.17948699E+04,   0.25000000E+05
1985,   1,  15,   0.31397233E+04,   0.94846529E+03,   0.77886229E+04,   0.21376675E+03,   0.18157398E+04,   0.25300000E+05
1985,   1,  16,   0.27788636E+04,   0.83935635E+03,   0.68939091E+04,   0.19056654E+03,   0.16072121E+04,   0.23000000E+05
1985,   1,  17,   0.24780227E+04,   0.74838453E+03,   0.61480524E+04,   0.17135387E+03,   0.14333834E+04,   0.21000000E+05
1985,   1,  18,   0.20015652E+04,   0.60427676E+03,   0.49669455E+04,   0.14131215E+03,   0.11581330E+04,   0.17600000E+05
1985,   1,  19,   0.13213815E+04,   0.39844591E+03,   0.32813070E+04,   0.99580929E+02,   0.76536241E+03,   0.12200000E+05
1985,   1,  20,   0.14232557E+04,   0.42928858E+03,   0.35337049E+04,   0.10568069E+03,   0.82416560E+03,   0.13100000E+05
1985,   1,  21,   0.29122760E+04,   0.87974612E+03,   0.72244507E+04,   0.19842941E+03,   0.16842218E+04,   0.24200000E+05
1985,   1,  22,   0.73977268E+03,   0.22217513E+03,   0.18412340E+04,   0.66140924E+02,   0.42996194E+03,   0.69400000E+04
1985,   1,  23,   0.66900996E+03,   0.20068622E+03,   0.16662275E+04,   0.62311658E+02,   0.38922607E+03,   0.62500000E+04
1985,   1,  24,   0.13356684E+04,   0.40278022E+03,   0.33166615E+04,   0.10032443E+03,   0.77359429E+03,   0.12500000E+05
1985,   1,  25,   0.19845833E+04,   0.59916871E+03,   0.49247164E+04,   0.13985950E+03,   0.11482761E+04,   0.17800000E+05
1985,   1,  26,   0.10408807E+04,   0.31349869E+03,   0.25864723E+04,   0.82946622E+02,   0.60349511E+03,   0.99300000E+04
1985,   1,  27,   0.78478646E+03,   0.23585008E+03,   0.19525351E+04,   0.68468408E+02,   0.45586634E+03,   0.75000000E+04
1985,   1,  28,   0.18775853E+04,   0.56680962E+03,   0.46594604E+04,   0.13306130E+03,   0.10864579E+04,   0.17100000E+05
1985,   1,  29,   0.23894589E+04,   0.72168107E+03,   0.59281189E+04,   0.16462965E+03,   0.13820831E+04,   0.21000000E+05
1985,   1,  30,   0.22333304E+04,   0.67445567E+03,   0.55411021E+04,   0.15484100E+03,   0.12918928E+04,   0.19900000E+05
1985,   1,  31,   0.24041176E+04,   0.72613247E+03,   0.59643736E+04,   0.16530699E+03,   0.13905223E+04,   0.21200000E+05
1985,   2,   1,   0.32699459E+04,   0.98806362E+03,   0.81104464E+04,   0.21897599E+03,   0.18906221E+04,   0.27200000E+05
1985,   2,   2,   0.54890084E+03,   0.16419910E+03,   0.13692459E+04,   0.55668684E+02,   0.32010617E+03,   0.51700000E+04
1985,   2,   3,   0.36060172E+03,   0.10673300E+03,   0.90494533E+03,   0.46275133E+02,   0.21219727E+03,   0.30900000E+04
1985,   2,   4,   0.25453956E+04,   0.76891254E+03,   0.63143609E+04,   0.17351014E+03,   0.14720575E+04,   0.22400000E+05
1985,   2,   5,   0.16789867E+04,   0.50675132E+03,   0.41671049E+04,   0.12038775E+03,   0.97171216E+03,   0.15800000E+05
1985,   2,   6,   0.14847279E+04,   0.44795412E+03,   0.36857488E+04,   0.10864202E+03,   0.85955825E+03,   0.14200000E+05
1985,   2,   7,   0.18932041E+04,   0.57159714E+03,   0.46978814E+04,   0.13319201E+03,   0.10953766E+04,   0.17600000E+05
1985,   2,   8,   0.19141430E+04,   0.57794133E+03,   0.47497353E+04,   0.13436275E+03,   0.11074548E+04,   0.17800000E+05
1985,   2,   9,   0.17109513E+03,   0.47854879E+02,   0.44314075E+03,   0.38486320E+02,   0.10552670E+03,   0.93100000E+03
1985,   2,  10,   0.16120083E+03,   0.44663474E+02,   0.41968804E+03,   0.38311940E+02,   0.10019049E+03,   0.82100000E+03
1985,   2,  11,   0.12652267E+04,   0.38151509E+03,   0.31418522E+04,   0.95324458E+02,   0.73283360E+03,   0.12400000E+05
1985,   2,  12,   0.52560244E+04,   0.15891855E+04,   0.13031849E+05,   0.33753300E+03,   0.30372970E+04,   0.39700000E+05
1985,   2,  13,   0.94917774E+04,   0.28709150E+04,   0.23529219E+05,   0.59416919E+03,   0.54833225E+04,   0.60300000E+05
1985,   2,  14,   0.91077277E+04,   0.27547753E+04,   0.22577097E+05,   0.56980696E+03,   0.52614253E+04,   0.58700000E+05
1985,   2,  15,   0.77119655E+04,   0.23324765E+04,   0.19117751E+05,   0.48442850E+03,   0.44553212E+04,   0.52400000E+05
1985,   2,  16,   0.62240988E+04,   0.18822737E+04,   0.15430300E+05,   0.39395834E+03,   0.35960841E+04,   0.45100000E+05
1985,   2,  17,   0.39811468E+04,   0.12035503E+04,   0.98716949E+04,   0.25815425E+03,   0.23008621E+04,   0.32500000E+05
1985,   2,  18,   0.44360475E+04,   0.13412373E+04,   0.10998901E+05,   0.28522930E+03,   0.25634965E+04,   0.35300000E+05
1985,   2,  19,   0.43788551E+04,   0.13239562E+04,   0.10857044E+05,   0.28138961E+03,   0.25304282E+04,   0.35000000E+05
1985,   2,  20,   0.44561223E+04,   0.13473672E+04,   0.11048393E+05,   0.28563038E+03,   0.25749984E+04,   0.35500000E+05
1985,   2,  21,   0.46189799E+04,   0.13966832E+04,   0.11451833E+05,   0.29497444E+03,   0.26689855E+04,   0.36500000E+05
1985,   2,  22,   0.39997137E+04,   0.12092890E+04,   0.99171462E+04,   0.25751329E+03,   0.23113864E+04,   0.32800000E+05
1985,   2,  23,   0.35230877E+04,   0.10650593E+04,   0.87359522E+04,   0.22865702E+03,   0.20361547E+04,   0.29800000E+05
1985,   2,  24,   0.37827792E+04,   0.11436795E+04,   0.93793615E+04,   0.24385059E+03,   0.21860565E+04,   0.31500000E+05
1985,   2,  25,   0.71073636E+04,   0.21499973E+04,   0.17617174E+05,   0.44064864E+03,   0.41054066E+04,   0.50000000E+05
1985,   2,  26,   0.13700277E+05,   0.41455224E+04,   0.33953797E+05,   0.83163889E+03,   0.79117660E+04,   0.78000000E+05
1985,   2,  27,   0.29739430E+05,   0.89963492E+04,   0.73715346E+05,   0.18424517E+04,   0.17178158E+05,   0.12700000E+06
1985,   2,  28,   0.22467764E+05,   0.67981862E+04,   0.55683735E+05,   0.13679187E+04,   0.12975326E+05,   0.10700000E+06
1985,   3,   1,   0.17923970E+05,   0.54238866E+04,   0.44419952E+05,   0.10828532E+04,   0.10350361E+05,   0.92900000E+05
1985,   3,   2,   0.13275446E+05,   0.40173197E+04,   0.32899312E+05,   0.80044244E+03,   0.76658640E+04,   0.76600000E+05
1985,   3,   3,   0.86659484E+04,   0.26221069E+04,   0.21477513E+05,   0.52751167E+03,   0.50046486E+04,   0.57600000E+05
1985,   3,   4,   0.92379592E+04,   0.27953287E+04,   0.22894496E+05,   0.56006977E+03,   0.53347512E+04,   0.60200000E+05
1985,   3,   5,   0.76921179E+04,   0.23273976E+04,   0.19064233E+05,   0.46903746E+03,   0.44423392E+04,   0.53100000E+05
1985,   3,   6,   0.57983424E+04,   0.17541040E+04,   0.14372058E+05,   0.35812391E+03,   0.33491339E+04,   0.43500000E+05
1985,   3,   7,   0.56846770E+04,   0.17197277E+04,   0.14090277E+05,   0.35095688E+03,   0.32834649E+04,   0.42900000E+05
1985,   3,   8,   0.57373268E+04,   0.17357033E+04,   0.14220553E+05,   0.35346945E+03,   0.33137965E+04,   0.43200000E+05
1985,   3,   9,   0.39492849E+04,   0.11943955E+04,   0.97904578E+04,   0.24900663E+03,   0.22816641E+04,   0.32800000E+05
1985,   3,  10,   0.30384169E+04,   0.91865327E+03,   0.75336150E+04,   0.19552628E+03,   0.17558539E+04,   0.26800000E+05
1985,   3,  11,   0.56218017E+04,   0.17008311E+04,   0.13933851E+05,   0.34516054E+03,   0.32469441E+04,   0.42600000E+05
1985,   3,  12,   0.59722877E+04,   0.18069865E+04,   0.14801989E+05,   0.36484342E+03,   0.34491771E+04,   0.44500000E+05
1985,   3,  13,   0.75257455E+04,   0.22773967E+04,   0.18650314E+05,   0.45360916E+03,   0.43457015E+04,   0.52400000E+05
1985,   3,  14,   0.92958024E+04,   0.28134026E+04,   0.23035182E+05,   0.55458626E+03,   0.53672181E+04,   0.60600000E+05
1985,   3,  15,   0.14419476E+05,   0.43646889E+04,   0.35728986E+05,   0.85083529E+03,   0.83245600E+04,   0.81100000E+05
1985,   3,  16,   0.17221776E+05,   0.52129855E+04,   0.42672337E+05,   0.10152683E+04,   0.99422719E+04,   0.90900000E+05
1985,   3,  17,   0.13906006E+05,   0.42093976E+04,   0.34456076E+05,   0.81840370E+03,   0.80279092E+04,   0.79200000E+05
1985,   3,  18,   0.11329253E+05,   0.34293267E+04,   0.28071804E+05,   0.66801464E+03,   0.65404831E+04,   0.69200000E+05
1985,   3,  19,   0.99908565E+04,   0.30241231E+04,   0.24755858E+05,   0.59031059E+03,   0.57679385E+04,   0.63600000E+05
1985,   3,  20,   0.75749349E+04,   0.22925873E+04,   0.18770790E+05,   0.45175407E+03,   0.43736052E+04,   0.52600000E+05
1985,   3,  21,   0.66318396E+04,   0.20070297E+04,   0.16434374E+05,   0.39749963E+03,   0.38292881E+04,   0.47900000E+05
1985,   3,  22,   0.59270023E+04,   0.17936174E+04,   0.14688199E+05,   0.35688553E+03,   0.34224781E+04,   0.44200000E+05
1985,   3,  23,   0.38921801E+04,   0.11774481E+04,   0.96473836E+04,   0.24050303E+03,   0.22481426E+04,   0.32400000E+05
1985,   3,  24,   0.23024033E+04,   0.69604298E+03,   0.57090745E+04,   0.14932986E+03,   0.13306535E+04,   0.21400000E+05
1985,   3,  25,   0.79093748E+04,   0.23940630E+04,   0.19598341E+05,   0.46761840E+03,   0.45662838E+04,   0.54100000E+05
1985,   3,  26,   0.85158253E+04,   0.25777609E+04,   0.21100419E+05,   0.50133447E+03,   0.49161846E+04,   0.56900000E+05
1985,   3,  27,   0.91874698E+04,   0.27812026E+04,   0.22763991E+05,   0.53872845E+03,   0.53037065E+04,   0.59900000E+05
1985,   3,  28,   0.98358446E+04,   0.29775960E+04,   0.24369925E+05,   0.57481695E+03,   0.56778020E+04,   0.62700000E+05
1985,   3,  29,   0.92944093E+04,   0.28136664E+04,   0.23028530E+05,   0.54352179E+03,   0.53652903E+04,   0.60300000E+05
1985,   3,  30,   0.94858207E+04,   0.28716721E+04,   0.23502504E+05,   0.55373809E+03,   0.54756855E+04,   0.61100000E+05
1985,   3,  31,   0.12935040E+05,   0.39162173E+04,   0.32046802E+05,   0.74935583E+03,   0.74661681E+04,   0.75100000E+05
1985,   4,   1,   0.15296940E+05,   0.46313838E+04,   0.37898096E+05,   0.88493248E+03,   0.88293428E+04,   0.83700000E+05
1985,   4,   2,   0.26823745E+05,   0.81195090E+04,   0.66464065E+05,   0.15807987E+04,   0.15485513E+05,   0.11900000E+06
1985,   4,   3,   0.33485023E+05,   0.10133626E+05,   0.82979900E+05,   0.20090653E+04,   0.19334787E+05,   0.13600000E+06
1985,   4,   4,   0.27262812E+05,   0.82524088E+04,   0.67552013E+05,   0.16067579E+04,   0.15738998E+05,   0.12000000E+06
1985,   4,   5,   0.19121616E+05,   0.57893105E+04,   0.47373960E+05,   0.11070541E+04,   0.11037020E+05,   0.96200000E+05
