YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.20671707E+03,   0.11293998E+03,   0.34837332E+03,   0.13766298E+02,   0.60648019E+02,   0.96000000E+02
1985,   1,   2,   0.20438972E+03,   0.11167014E+03,   0.34444719E+03,   0.13604774E+02,   0.59963724E+02,   0.95000000E+02
1985,   1,   3,   0.25902163E+03,   0.14152038E+03,   0.43651175E+03,   0.17235071E+02,   0.75990199E+02,   0.12000000E+03
1985,   1,   4,   0.43065057E+03,   0.23518303E+03,   0.72599774E+03,   0.29070280E+02,   0.12643647E+03,   0.20300000E+03
1985,   1,   5,   0.44821006E+03,   0.24476538E+03,   0.75561609E+03,   0.30282293E+02,   0.13159797E+03,   0.21200000E+03
1985,   1,   6,   0.41236049E+03,   0.22523476E+03,   0.69507183E+03,   0.27683955E+02,   0.12103182E+03,   0.19400000E+03
1985,   1,   7,   0.41219237E+03,   0.22515400E+03,   0.69476301E+03,   0.27630678E+02,   0.12097288E+03,   0.19400000E+03
1985,   1,   8,   0.39196154E+03,   0.21412874E+03,   0.66060471E+03,   0.26177517E+02,   0.11501329E+03,   0.18400000E+03
1985,   1,   9,   0.34694758E+03,   0.18956976E+03,   0.58466518E+03,   0.23048485E+02,   0.10177698E+03,   0.16200000E+03
1985,   1,  10,   0.31983872E+03,   0.17477371E+03,   0.53894534E+03,   0.21186125E+02,   0.93810700E+02,   0.14900000E+03
1985,   1,  11,   0.30505620E+03,   0.16670513E+03,   0.51401483E+03,   0.20171520E+02,   0.89466903E+02,   0.14200000E+03
1985,   1,  12,   0.28381020E+03,   0.15510232E+03,   0.47819828E+03,   0.18737557E+02,   0.83229319E+02,   0.13200000E+03
1985,   1,  13,   0.26235870E+03,   0.14338303E+03,   0.44204507E+03,   0.17306060E+02,   0.76935088E+02,   0.12200000E+03
1985,   1,  14,   0.25799519E+03,   0.14100130E+03,   0.43468620E+03,   0.17006715E+02,   0.75652929E+02,   0.12000000E+03
1985,   1,  15,   0.24498488E+03,   0.13389159E+03,   0.41276385E+03,   0.16146105E+02,   0.71837193E+02,   0.11400000E+03
1985,   1,  16,   0.21879050E+03,   0.11956927E+03,   0.36864460E+03,   0.14443990E+02,   0.64161644E+02,   0.10200000E+03
1985,   1,  17,   0.23186762E+03,   0.12672345E+03,   0.39066124E+03,   0.15278343E+02,   0.67990074E+02,   0.10800000E+03
1985,   1,  18,   0.22965658E+03,   0.12551618E+03,   0.38693339E+03,   0.15128297E+02,   0.67340758E+02,   0.10700000E+03
1985,   1,  19,   0.22089165E+03,   0.12072349E+03,   0.37217123E+03,   0.14559830E+02,   0.64772674E+02,   0.10300000E+03
1985,   1,  20,   0.19223005E+03,   0.10504144E+03,   0.32392107E+03,   0.12738592E+02,   0.56383468E+02,   0.90000000E+02
1985,   1,  21,   0.16770797E+03,   0.91616109E+02,   0.28265838E+03,   0.11211265E+02,   0.49212999E+02,   0.79000000E+02
1985,   1,  22,   0.19221185E+03,   0.10503262E+03,   0.32388781E+03,   0.12733069E+02,   0.56377154E+02,   0.90000000E+02
1985,   1,  23,   0.17664087E+03,   0.96507928E+02,   0.29768670E+03,   0.11763005E+02,   0.51823982E+02,   0.83000000E+02
