YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.48148896E+01,   0.76691176E+00,   0.16413034E+02,   0.82633622E+00,   0.44175995E+01,   0.48000000E+02
1985,   1,   2,   0.76293279E+01,   0.12149691E+01,   0.26008976E+02,   0.13136515E+01,   0.70006159E+01,   0.64000000E+02
1985,   1,   3,   0.60723676E+01,   0.96724470E+00,   0.20699141E+02,   0.10413226E+01,   0.55711655E+01,   0.56000000E+02
1985,   1,   4,   0.53524480E+01,   0.85264821E+00,   0.18244413E+02,   0.91638960E+00,   0.49103908E+01,   0.52000000E+02
1985,   1,   5,   0.59924576E+01,   0.95462162E+00,   0.20425778E+02,   0.10255900E+01,   0.54974722E+01,   0.56000000E+02
1985,   1,   6,   0.52834705E+01,   0.84174346E+00,   0.18008529E+02,   0.90297335E+00,   0.48468106E+01,   0.52000000E+02
1985,   1,   7,   0.49334709E+01,   0.78601809E+00,   0.16815242E+02,   0.84247572E+00,   0.45256104E+01,   0.50000000E+02
1985,   1,   8,   0.45989244E+01,   0.73273779E+00,   0.15674783E+02,   0.78494401E+00,   0.42186468E+01,   0.48000000E+02
1985,   1,   9,   0.35938968E+01,   0.57252983E+00,   0.12250013E+02,   0.61492598E+00,   0.32970064E+01,   0.41000000E+02
1985,   1,  10,   0.37042228E+01,   0.59014743E+00,   0.12625680E+02,   0.63299416E+00,   0.33980677E+01,   0.42000000E+02
1985,   1,  11,   0.39517312E+01,   0.62964421E+00,   0.13468709E+02,   0.67404722E+00,   0.36248882E+01,   0.44000000E+02
1985,   1,  12,   0.37951607E+01,   0.60469817E+00,   0.12935061E+02,   0.64732312E+00,   0.34812641E+01,   0.43000000E+02
1985,   1,  13,   0.39088465E+01,   0.62285570E+00,   0.13322136E+02,   0.66587293E+00,   0.35853907E+01,   0.44000000E+02
1985,   1,  14,   0.37551293E+01,   0.59836043E+00,   0.12798248E+02,   0.63971026E+00,   0.34443979E+01,   0.43000000E+02
1985,   1,  15,   0.33527910E+01,   0.53418909E+00,   0.11427556E+02,   0.57234408E+00,   0.30755709E+01,   0.40000000E+02
1985,   1,  16,   0.33363627E+01,   0.53158687E+00,   0.11371422E+02,   0.56924533E+00,   0.30604462E+01,   0.40000000E+02
1985,   1,  17,   0.34446979E+01,   0.54889572E+00,   0.11740226E+02,   0.58680815E+00,   0.31596508E+01,   0.41000000E+02
1985,   1,  18,   0.36832953E+01,   0.58699314E+00,   0.12552696E+02,   0.62594222E+00,   0.33782241E+01,   0.43000000E+02
