YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.44107328E+06,   0.24763136E+06,   0.72832203E+06,   0.17280684E+05,   0.12372044E+06,   0.76500000E+05
1985,   1,   2,   0.43138747E+06,   0.24219779E+06,   0.71231874E+06,   0.16875041E+05,   0.12099993E+06,   0.75000000E+05
1985,   1,   3,   0.39193502E+06,   0.22005444E+06,   0.64715871E+06,   0.15290577E+05,   0.10992818E+06,   0.68700000E+05
1985,   1,   4,   0.34414392E+06,   0.19322566E+06,   0.56823808E+06,   0.13402819E+05,   0.96520709E+05,   0.61000000E+05
1985,   1,   5,   0.31385750E+06,   0.17622194E+06,   0.51822772E+06,   0.12216439E+05,   0.88025440E+05,   0.56100000E+05
1985,   1,   6,   0.28257330E+06,   0.15865630E+06,   0.46657365E+06,   0.11001581E+05,   0.79251770E+05,   0.51000000E+05
1985,   1,   7,   0.24914598E+06,   0.13988569E+06,   0.41138465E+06,   0.97134014E+04,   0.69878437E+05,   0.45500000E+05
1985,   1,   8,   0.21487241E+06,   0.12063859E+06,   0.35480136E+06,   0.84004645E+04,   0.60268905E+05,   0.39800000E+05
1985,   1,   9,   0.18807099E+06,   0.10558707E+06,   0.31055535E+06,   0.73771564E+04,   0.52754878E+05,   0.35300000E+05
1985,   1,  10,   0.16507217E+06,   0.92670640E+05,   0.27258792E+06,   0.65014989E+04,   0.46307302E+05,   0.31400000E+05
1985,   1,  11,   0.14637544E+06,   0.82170013E+05,   0.24172325E+06,   0.57913805E+04,   0.41066049E+05,   0.28200000E+05
1985,   1,  12,   0.11767934E+06,   0.66052467E+05,   0.19435372E+06,   0.47069700E+04,   0.33022500E+05,   0.23200000E+05
1985,   1,  13,   0.86843368E+05,   0.48731234E+05,   0.14345585E+06,   0.35511587E+04,   0.24380665E+05,   0.17700000E+05
1985,   1,  14,   0.95020598E+05,   0.53324932E+05,   0.15695237E+06,   0.38556968E+04,   0.26672035E+05,   0.19200000E+05
1985,   1,  15,   0.10491010E+06,   0.58880353E+05,   0.17327539E+06,   0.42247907E+04,   0.29443356E+05,   0.21000000E+05
1985,   1,  16,   0.89814788E+05,   0.50400695E+05,   0.14835971E+06,   0.36605954E+04,   0.25213115E+05,   0.18300000E+05
1985,   1,  17,   0.85308511E+05,   0.47869235E+05,   0.14092206E+06,   0.34926212E+04,   0.23950381E+05,   0.17500000E+05
1985,   1,  18,   0.90123780E+05,   0.50574497E+05,   0.14886921E+06,   0.36708216E+04,   0.25299513E+05,   0.18400000E+05
1985,   1,  19,   0.88902408E+05,   0.49888477E+05,   0.14685310E+06,   0.36247116E+04,   0.24957178E+05,   0.18200000E+05
1985,   1,  20,   0.75195702E+05,   0.42187921E+05,   0.12423148E+06,   0.31171611E+04,   0.21116867E+05,   0.15700000E+05
1985,   1,  21,   0.39964671E+05,   0.22388444E+05,   0.66100165E+05,   0.18380954E+04,   0.11251305E+05,   0.90000000E+04
1985,   1,  22,   0.35879169E+05,   0.20091502E+05,   0.59361166E+05,   0.16922033E+04,   0.10108056E+05,   0.82000000E+04
1985,   1,  23,   0.33831802E+05,   0.18940355E+05,   0.55984237E+05,   0.16190582E+04,   0.95352102E+04,   0.78000000E+04
1985,   1,  24,   0.42820773E+05,   0.23994208E+05,   0.70811257E+05,   0.19394460E+04,   0.12050520E+05,   0.96000000E+04
1985,   1,  25,   0.61365344E+05,   0.34417172E+05,   0.10140739E+06,   0.26079026E+04,   0.17242523E+05,   0.13200000E+05
1985,   1,  26,   0.73972214E+05,   0.41501299E+05,   0.12221057E+06,   0.30675524E+04,   0.20773444E+05,   0.15600000E+05
1985,   1,  27,   0.69598303E+05,   0.39043808E+05,   0.11499226E+06,   0.29064234E+04,   0.19548129E+05,   0.14800000E+05
1985,   1,  28,   0.72663751E+05,   0.40766471E+05,   0.12005046E+06,   0.30174566E+04,   0.20406607E+05,   0.15400000E+05
1985,   1,  29,   0.78395900E+05,   0.43987480E+05,   0.12950942E+06,   0.32262177E+04,   0.22012092E+05,   0.16500000E+05
1985,   1,  30,   0.76661962E+05,   0.43013465E+05,   0.12664744E+06,   0.31612589E+04,   0.21526173E+05,   0.16200000E+05
