 1985, 1, 1, 0, 0,  0.144258767
 1985, 1, 2, 0, 0,  0.148974851
 1985, 1, 3, 0, 0,  0.137926996
 1985, 1, 4, 0, 0,  0.113488801
 1985, 1, 5, 0, 0,  0.0973980501
 1985, 1, 6, 0, 0,  0.0948821604
 1985, 1, 7, 0, 0,  0.100799188
 1985, 1, 8, 0, 0,  0.106644087
 1985, 1, 9, 0, 0,  0.115180947
 1985, 1, 10, 0, 0,  0.120048836
 1985, 1, 11, 0, 0,  0.124038614
 1985, 1, 12, 0, 0,  0.131752163
 1985, 1, 13, 0, 0,  0.137133658
 1985, 1, 14, 0, 0,  0.138706699
 1985, 1, 15, 0, 0,  0.14193505
 1985, 1, 16, 0, 0,  0.146401837
 1985, 1, 17, 0, 0,  0.147470415
 1985, 1, 18, 0, 0,  0.149758995
 1985, 1, 19, 0, 0,  0.152878702
 1985, 1, 20, 0, 0,  0.150239199
 1985, 1, 21, 0, 0,  0.163302049
 1985, 1, 22, 0, 0,  0.18254596
 1985, 1, 23, 0, 0,  0.177185342
 1985, 1, 24, 0, 0,  0.169220924
 1985, 1, 25, 0, 0,  0.16211237
 1985, 1, 26, 0, 0,  0.154160559
 1985, 1, 27, 0, 0,  0.163355291
 1985, 1, 28, 0, 0,  0.166428506
 1985, 1, 29, 0, 0,  0.157113031
 1985, 1, 30, 0, 0,  0.161754891
 1985, 1, 31, 0, 0,  0.161866114
 1985, 2, 1, 0, 0,  0.136816815
 1985, 2, 2, 0, 0,  0.0943109915
 1985, 2, 3, 0, 0,  0.0809192285
 1985, 2, 4, 0, 0,  0.0845489427
 1985, 2, 5, 0, 0,  0.094071053
 1985, 2, 6, 0, 0,  0.102415904
 1985, 2, 7, 0, 0,  0.108523168
 1985, 2, 8, 0, 0,  0.11452084
 1985, 2, 9, 0, 0,  0.119594708
 1985, 2, 10, 0, 0,  0.127577931
 1985, 2, 11, 0, 0,  0.130075023
 1985, 2, 12, 0, 0,  0.106913731
 1985, 2, 13, 0, 0,  0.0853257999
 1985, 2, 14, 0, 0,  0.09088099
 1985, 2, 15, 0, 0,  0.0994793326
 1985, 2, 16, 0, 0,  0.108268581
 1985, 2, 17, 0, 0,  0.115105219
 1985, 2, 18, 0, 0,  0.120358519
 1985, 2, 19, 0, 0,  0.124302953
 1985, 2, 20, 0, 0,  0.126755998
 1985, 2, 21, 0, 0,  0.128943697
 1985, 2, 22, 0, 0,  0.130463928
 1985, 2, 23, 0, 0,  0.13265793
 1985, 2, 24, 0, 0,  0.130510211
 1985, 2, 25, 0, 0,  0.122154742
 1985, 2, 26, 0, 0,  0.112408549
 1985, 2, 27, 0, 0,  0.101418145
