YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.81999080E+04,   0.48825647E+04,   0.12944963E+05,   0.20008990E+03,   0.20715506E+04,   0.33800000E+03
1985,   1,   2,   0.10395873E+05,   0.61913075E+04,   0.16409258E+05,   0.24380026E+03,   0.26253838E+04,   0.43100000E+03
1985,   1,   3,   0.15789673E+05,   0.94050426E+04,   0.24920105E+05,   0.35779515E+03,   0.39863983E+04,   0.66300000E+03
1985,   1,   4,   0.11450116E+05,   0.68194949E+04,   0.18072645E+05,   0.26569762E+03,   0.28913625E+04,   0.47500000E+03
1985,   1,   5,   0.10620083E+05,   0.63248672E+04,   0.16763099E+05,   0.24880031E+03,   0.26819822E+04,   0.43900000E+03
1985,   1,   6,   0.10138378E+05,   0.60377894E+04,   0.16003158E+05,   0.23917877E+03,   0.25604878E+04,   0.41800000E+03
1985,   1,   7,   0.95126779E+04,   0.56648816E+04,   0.15016083E+05,   0.22679151E+03,   0.24026877E+04,   0.39100000E+03
1985,   1,   8,   0.94284831E+04,   0.56146862E+04,   0.14883295E+05,   0.22526127E+03,   0.23814671E+04,   0.38700000E+03
1985,   1,   9,   0.88932149E+04,   0.52956482E+04,   0.14038934E+05,   0.21485442E+03,   0.22464944E+04,   0.36400000E+03
1985,   1,  10,   0.79259113E+04,   0.47190616E+04,   0.12513140E+05,   0.19630230E+03,   0.20026125E+04,   0.32300000E+03
1985,   1,  11,   0.84354954E+04,   0.50227957E+04,   0.13316976E+05,   0.20622954E+03,   0.21311050E+04,   0.34400000E+03
1985,   1,  12,   0.95393515E+04,   0.56807001E+04,   0.15058323E+05,   0.22798174E+03,   0.24094773E+04,   0.39000000E+03
1985,   1,  13,   0.92157769E+04,   0.54878370E+04,   0.14547903E+05,   0.22170781E+03,   0.23278864E+04,   0.37600000E+03
1985,   1,  14,   0.89863311E+04,   0.53510697E+04,   0.14185982E+05,   0.21732368E+03,   0.22700373E+04,   0.36600000E+03
1985,   1,  15,   0.81334812E+04,   0.48427101E+04,   0.12840716E+05,   0.20093846E+03,   0.20550091E+04,   0.33000000E+03
1985,   1,  16,   0.67200038E+04,   0.40000466E+04,   0.10611396E+05,   0.17454186E+03,   0.16987339E+04,   0.27100000E+03
1985,   1,  17,   0.83406479E+04,   0.49661700E+04,   0.13167550E+05,   0.20514198E+03,   0.21072627E+04,   0.33800000E+03
1985,   1,  18,   0.81558421E+04,   0.48559972E+04,   0.12876073E+05,   0.20170749E+03,   0.20606800E+04,   0.33000000E+03
1985,   1,  19,   0.79221663E+04,   0.47166898E+04,   0.12507519E+05,   0.19736050E+03,   0.20017795E+04,   0.32000000E+03
1985,   1,  20,   0.60387671E+04,   0.35937854E+04,   0.95372310E+04,   0.16262566E+03,   0.15271301E+04,   0.24200000E+03
1985,   1,  21,   0.55065316E+04,   0.32763746E+04,   0.86980252E+04,   0.15320537E+03,   0.13930660E+04,   0.22000000E+03
1985,   1,  22,   0.53885167E+04,   0.32059766E+04,   0.85119798E+04,   0.15121657E+03,   0.13633531E+04,   0.21500000E+03
1985,   1,  23,   0.53927301E+04,   0.32084748E+04,   0.85186531E+04,   0.15139655E+03,   0.13644260E+04,   0.21500000E+03
1985,   1,  24,   0.67408542E+04,   0.40123652E+04,   0.10644511E+05,   0.17579951E+03,   0.17040783E+04,   0.27000000E+03
1985,   1,  25,   0.72323830E+04,   0.43054082E+04,   0.11419720E+05,   0.18495496E+03,   0.18279618E+04,   0.29000000E+03
1985,   1,  26,   0.75776348E+04,   0.45112274E+04,   0.11964262E+05,   0.19146958E+03,   0.19149903E+04,   0.30400000E+03
1985,   1,  27,   0.80922651E+04,   0.48180077E+04,   0.12775979E+05,   0.20123646E+03,   0.20447245E+04,   0.32500000E+03
1985,   1,  28,   0.83883604E+04,   0.49945041E+04,   0.13243028E+05,   0.20692609E+03,   0.21193768E+04,   0.33700000E+03
1985,   1,  29,   0.73980736E+04,   0.44041557E+04,   0.11681110E+05,   0.18830368E+03,   0.18697499E+04,   0.29600000E+03
