YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.42948549E+02,   0.19301842E+02,   0.83174881E+02,   0.31751496E+01,   0.16576305E+02,   0.36000000E+03
1985,   1,   2,   0.47878743E+02,   0.21519640E+02,   0.92716675E+02,   0.35281195E+01,   0.18476947E+02,   0.39800000E+03
1985,   1,   3,   0.62420832E+02,   0.28061466E+02,   0.12086051E+03,   0.45679058E+01,   0.24082852E+02,   0.50600000E+03
1985,   1,   4,   0.92960591E+02,   0.41799164E+02,   0.17996742E+03,   0.67554391E+01,   0.35856579E+02,   0.72300000E+03
1985,   1,   5,   0.12069654E+03,   0.54272933E+02,   0.23365570E+03,   0.87571403E+01,   0.46552224E+02,   0.91300000E+03
1985,   1,   6,   0.13346600E+03,   0.60015100E+02,   0.25837546E+03,   0.96825383E+01,   0.51477156E+02,   0.10000000E+04
1985,   1,   7,   0.14070167E+03,   0.63268992E+02,   0.27238215E+03,   0.10205998E+02,   0.54267640E+02,   0.10500000E+04
1985,   1,   8,   0.14490829E+03,   0.65161118E+02,   0.28052408E+03,   0.10508071E+02,   0.55889528E+02,   0.10800000E+04
1985,   1,   9,   0.14759506E+03,   0.66370029E+02,   0.28572314E+03,   0.10698699E+02,   0.56924996E+02,   0.11000000E+04
1985,   1,  10,   0.12926637E+03,   0.58130806E+02,   0.25023329E+03,   0.93545667E+01,   0.49852999E+02,   0.98100000E+03
1985,   1,  11,   0.93292472E+02,   0.41952251E+02,   0.18059862E+03,   0.67578644E+01,   0.35980511E+02,   0.73700000E+03
1985,   1,  12,   0.75079642E+02,   0.33759086E+02,   0.14535078E+03,   0.54561343E+01,   0.28959593E+02,   0.60900000E+03
1985,   1,  13,   0.66540736E+02,   0.29917531E+02,   0.12882597E+03,   0.48473221E+01,   0.25668192E+02,   0.54800000E+03
1985,   1,  14,   0.60856614E+02,   0.27360255E+02,   0.11782601E+03,   0.44423376E+01,   0.23477251E+02,   0.50700000E+03
1985,   1,  15,   0.57789471E+02,   0.25980402E+02,   0.11189030E+03,   0.42235327E+01,   0.22294972E+02,   0.48500000E+03
1985,   1,  16,   0.53833165E+02,   0.24200424E+02,   0.10423415E+03,   0.39418718E+01,   0.20770063E+02,   0.45600000E+03
1985,   1,  17,   0.50060366E+02,   0.22502986E+02,   0.96933180E+02,   0.36733820E+01,   0.19315907E+02,   0.42800000E+03
1985,   1,  18,   0.49318479E+02,   0.22169300E+02,   0.95497221E+02,   0.36200338E+01,   0.19029856E+02,   0.42300000E+03
1985,   1,  19,   0.51576733E+02,   0.23185566E+02,   0.99866587E+02,   0.37793820E+01,   0.19899999E+02,   0.44100000E+03
1985,   1,  20,   0.52797019E+02,   0.23734813E+02,   0.10222738E+03,   0.38649809E+01,   0.20370101E+02,   0.45100000E+03
1985,   1,  21,   0.49073630E+02,   0.22059504E+02,   0.95022327E+02,   0.36005745E+01,   0.18935096E+02,   0.42300000E+03
1985,   1,  22,   0.55644110E+02,   0.25016310E+02,   0.10773535E+03,   0.40645174E+01,   0.21466879E+02,   0.47400000E+03
1985,   1,  23,   0.60177136E+02,   0.27056411E+02,   0.11650565E+03,   0.43835615E+01,   0.23213388E+02,   0.50900000E+03
1985,   1,  24,   0.55229670E+02,   0.24830158E+02,   0.10693243E+03,   0.40332902E+01,   0.21306812E+02,   0.47200000E+03
1985,   1,  25,   0.48676009E+02,   0.21881092E+02,   0.94251451E+02,   0.35695896E+01,   0.18781330E+02,   0.42200000E+03
1985,   1,  26,   0.48619223E+02,   0.21855668E+02,   0.94141191E+02,   0.35648491E+01,   0.18759309E+02,   0.42200000E+03
1985,   1,  27,   0.48823407E+02,   0.21947687E+02,   0.94535871E+02,   0.35785261E+01,   0.18837846E+02,   0.42400000E+03
1985,   1,  28,   0.48774589E+02,   0.21925854E+02,   0.94441016E+02,   0.35743239E+01,   0.18818892E+02,   0.42400000E+03
1985,   1,  29,   0.46046412E+02,   0.20698249E+02,   0.89162022E+02,   0.33810507E+01,   0.17767534E+02,   0.40300000E+03
1985,   1,  30,   0.44231053E+02,   0.19881428E+02,   0.85649198E+02,   0.32522053E+01,   0.17067904E+02,   0.38900000E+03
1985,   1,  31,   0.43439577E+02,   0.19525366E+02,   0.84117464E+02,   0.31956846E+01,   0.16762808E+02,   0.38300000E+03
1985,   2,   1,   0.60557981E+02,   0.27229781E+02,   0.11723672E+03,   0.43993236E+01,   0.23358040E+02,   0.51600000E+03
1985,   2,   2,   0.10336157E+03,   0.46494821E+02,   0.20004779E+03,   0.74043485E+01,   0.39848416E+02,   0.83000000E+03
1985,   2,   3,   0.14222160E+03,   0.63979910E+02,   0.27524414E+03,   0.10160778E+02,   0.54824841E+02,   0.11000000E+04
1985,   2,   4,   0.17199373E+03,   0.77370906E+02,   0.33286948E+03,   0.12300993E+02,   0.66304111E+02,   0.13000000E+04
1985,   2,   5,   0.19019956E+03,   0.85557635E+02,   0.36811338E+03,   0.13620790E+02,   0.73325802E+02,   0.14200000E+04
1985,   2,   6,   0.21645340E+03,   0.97359302E+02,   0.41894902E+03,   0.15547069E+02,   0.83455779E+02,   0.15900000E+04
1985,   2,   7,   0.26235503E+03,   0.11798104E+03,   0.50786415E+03,   0.18982618E+02,   0.10117952E+03,   0.18800000E+04
1985,   2,   8,   0.27846835E+03,   0.12521836E+03,   0.53908209E+03,   0.20198309E+02,   0.10740313E+03,   0.19800000E+04
1985,   2,   9,   0.22737778E+03,   0.10227364E+03,   0.44009150E+03,   0.16328173E+02,   0.87667122E+02,   0.16600000E+04
1985,   2,  10,   0.11396783E+03,   0.51273083E+02,   0.22055401E+03,   0.81226096E+01,   0.43929692E+02,   0.90600000E+03
1985,   2,  11,   0.79689156E+02,   0.35844380E+02,   0.15423751E+03,   0.57196632E+01,   0.30724186E+02,   0.66000000E+03
1985,   2,  12,   0.95824928E+02,   0.43108344E+02,   0.18545039E+03,   0.68433407E+01,   0.36938939E+02,   0.77700000E+03
1985,   2,  13,   0.14218838E+03,   0.63974538E+02,   0.27515181E+03,   0.10103664E+02,   0.54801916E+02,   0.11000000E+04
1985,   2,  14,   0.17512853E+03,   0.78793381E+02,   0.33890042E+03,   0.12454949E+02,   0.67499589E+02,   0.13200000E+04
1985,   2,  15,   0.19509286E+03,   0.87772348E+02,   0.37754421E+03,   0.13893877E+02,   0.75197942E+02,   0.14500000E+04
1985,   2,  16,   0.21695762E+03,   0.97603287E+02,   0.41987458E+03,   0.15485429E+02,   0.83632011E+02,   0.15900000E+04
1985,   2,  17,   0.24715401E+03,   0.11117490E+03,   0.47835102E+03,   0.17714312E+02,   0.95285660E+02,   0.17800000E+04
1985,   2,  18,   0.26339688E+03,   0.11847382E+03,   0.50980990E+03,   0.18920823E+02,   0.10155568E+03,   0.18800000E+04
1985,   2,  19,   0.21276984E+03,   0.95725896E+02,   0.41175079E+03,   0.15148947E+02,   0.82010772E+02,   0.15600000E+04
1985,   2,  20,   0.11922314E+03,   0.53645594E+02,   0.23070025E+03,   0.84501978E+01,   0.45946729E+02,   0.93800000E+03
1985,   2,  21,   0.85436420E+02,   0.38436186E+02,   0.16534173E+03,   0.60941615E+01,   0.32932991E+02,   0.69800000E+03
1985,   2,  22,   0.74982458E+02,   0.33729851E+02,   0.14512026E+03,   0.53673093E+01,   0.28906815E+02,   0.62100000E+03
1985,   2,  23,   0.69390185E+02,   0.31212322E+02,   0.13430266E+03,   0.49779304E+01,   0.26752943E+02,   0.57900000E+03
1985,   2,  24,   0.66120511E+02,   0.29740503E+02,   0.12797749E+03,   0.47495617E+01,   0.25493494E+02,   0.55400000E+03
1985,   2,  25,   0.63802597E+02,   0.28697197E+02,   0.12349326E+03,   0.45871797E+01,   0.24600564E+02,   0.53600000E+03
1985,   2,  26,   0.65635602E+02,   0.29522889E+02,   0.12703750E+03,   0.47119225E+01,   0.25306009E+02,   0.54900000E+03
1985,   2,  27,   0.72495277E+02,   0.32612029E+02,   0.14030366E+03,   0.51835619E+01,   0.27946910E+02,   0.59900000E+03
1985,   2,  28,   0.76988519E+02,   0.34635707E+02,   0.14899264E+03,   0.54911901E+01,   0.29676526E+02,   0.63100000E+03
1985,   3,   1,   0.76568845E+02,   0.34447186E+02,   0.14817964E+03,   0.54596438E+01,   0.29514457E+02,   0.62700000E+03
1985,   3,   2,   0.70952677E+02,   0.31918667E+02,   0.13731650E+03,   0.50699711E+01,   0.27351628E+02,   0.58500000E+03
1985,   3,   3,   0.64571409E+02,   0.29045571E+02,   0.12497378E+03,   0.46278168E+01,   0.24894272E+02,   0.53700000E+03
1985,   3,   4,   0.59454944E+02,   0.26742007E+02,   0.11507726E+03,   0.42728850E+01,   0.22923907E+02,   0.49800000E+03
1985,   3,   5,   0.56105058E+02,   0.25233929E+02,   0.10859738E+03,   0.40397674E+01,   0.21633723E+02,   0.47200000E+03
1985,   3,   6,   0.53433509E+02,   0.24031301E+02,   0.10342943E+03,   0.38534393E+01,   0.20604719E+02,   0.45100000E+03
1985,   3,   7,   0.51299901E+02,   0.23070902E+02,   0.99301895E+02,   0.37042350E+01,   0.19782842E+02,   0.43400000E+03
1985,   3,   8,   0.48778321E+02,   0.21935814E+02,   0.94423967E+02,   0.35281808E+01,   0.18811571E+02,   0.41400000E+03
