YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.10266297E+03,   0.43200173E+02,   0.20778695E+03,   0.86111176E+01,   0.42842664E+02,   0.20400000E+03
1985,   1,   2,   0.11239237E+03,   0.47283604E+02,   0.22751287E+03,   0.94872239E+01,   0.46914979E+02,   0.22900000E+03
1985,   1,   3,   0.11355340E+03,   0.47771999E+02,   0.22986327E+03,   0.95855172E+01,   0.47399676E+02,   0.23300000E+03
1985,   1,   4,   0.10621819E+03,   0.44695037E+02,   0.21498631E+03,   0.89158665E+01,   0.44327624E+02,   0.21600000E+03
1985,   1,   5,   0.11021009E+03,   0.46371595E+02,   0.22307604E+03,   0.92688513E+01,   0.45997155E+02,   0.22700000E+03
1985,   1,   6,   0.10496353E+03,   0.44170295E+02,   0.21243671E+03,   0.87924802E+01,   0.43800391E+02,   0.21500000E+03
1985,   1,   7,   0.10255901E+03,   0.43161532E+02,   0.20756035E+03,   0.85735413E+01,   0.42793492E+02,   0.21000000E+03
1985,   1,   8,   0.10176167E+03,   0.42827506E+02,   0.20594182E+03,   0.84982153E+01,   0.42459060E+02,   0.20900000E+03
1985,   1,   9,   0.98611823E+02,   0.41505036E+02,   0.19955716E+03,   0.82171253E+01,   0.41141209E+02,   0.20200000E+03
1985,   1,  10,   0.96277610E+02,   0.40524789E+02,   0.19482649E+03,   0.80100766E+01,   0.40164863E+02,   0.19700000E+03
1985,   1,  11,   0.96304988E+02,   0.40536936E+02,   0.19487991E+03,   0.80088098E+01,   0.40175578E+02,   0.19800000E+03
1985,   1,  12,   0.96336019E+02,   0.40550627E+02,   0.19494070E+03,   0.80078049E+01,   0.40187808E+02,   0.19900000E+03
1985,   1,  13,   0.94048969E+02,   0.39589660E+02,   0.19030729E+03,   0.78079055E+01,   0.39231786E+02,   0.19400000E+03
1985,   1,  14,   0.93710008E+02,   0.39447683E+02,   0.18961915E+03,   0.77757276E+01,   0.39089588E+02,   0.19400000E+03
1985,   1,  15,   0.93377512E+02,   0.39308402E+02,   0.18894418E+03,   0.77442335E+01,   0.38950116E+02,   0.19400000E+03
1985,   1,  16,   0.89231001E+02,   0.37564268E+02,   0.18054954E+03,   0.73924074E+01,   0.37218925E+02,   0.18400000E+03
1985,   1,  17,   0.90827057E+02,   0.38236426E+02,   0.18377818E+03,   0.75231844E+01,   0.37884364E+02,   0.18900000E+03
1985,   1,  18,   0.90520567E+02,   0.38107922E+02,   0.18315638E+03,   0.74948115E+01,   0.37755933E+02,   0.18900000E+03
1985,   1,  19,   0.89464316E+02,   0.37663793E+02,   0.18101748E+03,   0.74042822E+01,   0.37314762E+02,   0.18700000E+03
1985,   1,  20,   0.85785929E+02,   0.36115222E+02,   0.17357482E+03,   0.70998426E+01,   0.35780539E+02,   0.17800000E+03
1985,   1,  21,   0.75047564E+02,   0.31585552E+02,   0.15187563E+03,   0.62617980E+01,   0.31311760E+02,   0.15000000E+03
1985,   1,  22,   0.93862709E+02,   0.39516631E+02,   0.18991332E+03,   0.77617390E+01,   0.39147990E+02,   0.20100000E+03
1985,   1,  23,   0.88339035E+02,   0.37191728E+02,   0.17873535E+03,   0.73016031E+01,   0.36843524E+02,   0.18700000E+03
1985,   1,  24,   0.86214330E+02,   0.36297117E+02,   0.17443673E+03,   0.71264774E+01,   0.35957471E+02,   0.18200000E+03
1985,   1,  25,   0.85961349E+02,   0.36190885E+02,   0.17392400E+03,   0.71039914E+01,   0.35851648E+02,   0.18200000E+03
1985,   1,  26,   0.83129992E+02,   0.34997812E+02,   0.16819865E+03,   0.68759179E+01,   0.34671955E+02,   0.17500000E+03
1985,   1,  27,   0.81058457E+02,   0.34124442E+02,   0.16401124E+03,   0.67117294E+01,   0.33809376E+02,   0.17000000E+03
1985,   1,  28,   0.80103972E+02,   0.33721967E+02,   0.16208203E+03,   0.66364126E+01,   0.33412000E+02,   0.16800000E+03
1985,   1,  29,   0.79159845E+02,   0.33323724E+02,   0.16017419E+03,   0.65626849E+01,   0.33019089E+02,   0.16600000E+03
