YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.10507712E+03,   0.28650408E+02,   0.27597696E+03,   0.16927203E+02,   0.66157638E+02,   0.34500000E+03
1985,   1,   2,   0.10629832E+03,   0.28986261E+02,   0.27916926E+03,   0.17103081E+02,   0.66921189E+02,   0.34900000E+03
1985,   1,   3,   0.24093749E+03,   0.65813137E+02,   0.63218042E+03,   0.37944236E+02,   0.15147667E+03,   0.70600000E+03
1985,   1,   4,   0.34745029E+03,   0.94690165E+02,   0.91279227E+03,   0.56303268E+02,   0.21884331E+03,   0.97400000E+03
1985,   1,   5,   0.36949612E+03,   0.10062674E+03,   0.97108487E+03,   0.60389202E+02,   0.23286162E+03,   0.10300000E+04
1985,   1,   6,   0.34531011E+03,   0.94126064E+02,   0.90706922E+03,   0.55818316E+02,   0.21745981E+03,   0.97200000E+03
1985,   1,   7,   0.31815059E+03,   0.86800659E+02,   0.83531757E+03,   0.50863548E+02,   0.20021188E+03,   0.90600000E+03
1985,   1,   8,   0.29327229E+03,   0.80069217E+02,   0.76970469E+03,   0.46476159E+02,   0.18445225E+03,   0.84500000E+03
1985,   1,   9,   0.26121862E+03,   0.71366405E+02,   0.68532470E+03,   0.41039357E+02,   0.16420262E+03,   0.76500000E+03
1985,   1,  10,   0.18872492E+03,   0.51581920E+02,   0.49502163E+03,   0.29492960E+02,   0.11859375E+03,   0.57800000E+03
1985,   1,  11,   0.98525407E+02,   0.26869128E+02,   0.25874256E+03,   0.15834702E+02,   0.62023139E+02,   0.33200000E+03
1985,   1,  12,   0.96954376E+02,   0.26439734E+02,   0.25462180E+03,   0.15589130E+02,   0.61035919E+02,   0.32800000E+03
1985,   1,  13,   0.63547828E+02,   0.17296990E+02,   0.16706106E+03,   0.10452456E+02,   0.40066005E+02,   0.23000000E+03
1985,   1,  14,   0.61470213E+02,   0.16729115E+02,   0.16161168E+03,   0.10127593E+02,   0.38760501E+02,   0.22400000E+03
1985,   1,  15,   0.45360049E+02,   0.12327764E+02,   0.11934564E+03,   0.75931084E+01,   0.28633643E+02,   0.17400000E+03
1985,   1,  16,   0.36358458E+02,   0.98702380E+01,   0.95720324E+02,   0.61637708E+01,   0.22972039E+02,   0.14500000E+03
1985,   1,  17,   0.35392689E+02,   0.96062850E+01,   0.93187122E+02,   0.60123555E+01,   0.22365152E+02,   0.14200000E+03
1985,   1,  18,   0.36237905E+02,   0.98366164E+01,   0.95407666E+02,   0.61495418E+01,   0.22897537E+02,   0.14500000E+03
1985,   1,  19,   0.60961970E+02,   0.16590382E+02,   0.16027763E+03,   0.10046796E+02,   0.38440793E+02,   0.22400000E+03
1985,   1,  20,   0.10885437E+03,   0.29709402E+02,   0.28574510E+03,   0.17324068E+02,   0.68481991E+02,   0.36600000E+03
1985,   1,  21,   0.11253577E+03,   0.30720134E+02,   0.29537754E+03,   0.17866217E+02,   0.70786963E+02,   0.37700000E+03
1985,   1,  22,   0.10747772E+03,   0.29333720E+02,   0.28213116E+03,   0.17104665E+02,   0.67615844E+02,   0.36300000E+03
1985,   1,  23,   0.61234297E+02,   0.16664933E+02,   0.16099131E+03,   0.10088561E+02,   0.38611700E+02,   0.22600000E+03
1985,   1,  24,   0.32048207E+02,   0.86907862E+01,   0.84422101E+02,   0.54976044E+01,   0.20266144E+02,   0.13200000E+03
1985,   1,  25,   0.32001832E+02,   0.86777629E+01,   0.84302296E+02,   0.54927206E+01,   0.20237651E+02,   0.13200000E+03
1985,   1,  26,   0.33427265E+02,   0.90665481E+01,   0.88045394E+02,   0.57218524E+01,   0.21134873E+02,   0.13700000E+03
1985,   1,  27,   0.32205130E+02,   0.87325583E+01,   0.84839597E+02,   0.55298944E+01,   0.20366835E+02,   0.13300000E+03
1985,   1,  28,   0.30702592E+02,   0.83220137E+01,   0.80897885E+02,   0.52933175E+01,   0.19422442E+02,   0.12800000E+03
1985,   1,  29,   0.30661863E+02,   0.83105524E+01,   0.80792793E+02,   0.52891793E+01,   0.19397463E+02,   0.12800000E+03
1985,   1,  30,   0.30332335E+02,   0.82202522E+01,   0.79929705E+02,   0.52390728E+01,   0.19190834E+02,   0.12700000E+03
1985,   1,  31,   0.34382427E+02,   0.93257371E+01,   0.90560607E+02,   0.58845349E+01,   0.21738567E+02,   0.14100000E+03
1985,   2,   1,   0.29606354E+03,   0.80909428E+02,   0.77662131E+03,   0.46342006E+02,   0.18606337E+03,   0.88000000E+03
1985,   2,   2,   0.81870722E+03,   0.21667667E+03,   0.21852149E+04,   0.17401274E+03,   0.52781784E+03,   0.21900000E+04
1985,   2,   3,   0.10784611E+04,   0.27920153E+03,   0.29126573E+04,   0.26363571E+03,   0.70737235E+03,   0.28300000E+04
1985,   2,   4,   0.94290398E+03,   0.24695487E+03,   0.25308373E+04,   0.21510748E+03,   0.61288961E+03,   0.25000000E+04
1985,   2,   5,   0.52984638E+03,   0.14320546E+03,   0.13982579E+04,   0.94125288E+02,   0.33594783E+03,   0.14800000E+04
1985,   2,   6,   0.25760102E+03,   0.70464323E+02,   0.67538241E+03,   0.39828906E+02,   0.16176930E+03,   0.78300000E+03
1985,   2,   7,   0.23072281E+03,   0.63134532E+02,   0.60479515E+03,   0.35504264E+02,   0.14484873E+03,   0.71200000E+03
1985,   2,   8,   0.10047422E+03,   0.27423352E+02,   0.26374112E+03,   0.15982129E+02,   0.63207821E+02,   0.34900000E+03
1985,   2,   9,   0.63793439E+02,   0.17365927E+02,   0.16769579E+03,   0.10478018E+02,   0.40216991E+02,   0.23800000E+03
1985,   2,  10,   0.45946196E+02,   0.12482941E+02,   0.12090955E+03,   0.77200939E+01,   0.29011318E+02,   0.18100000E+03
1985,   2,  11,   0.39877479E+02,   0.10824263E+02,   0.10499157E+03,   0.67692510E+01,   0.25197822E+02,   0.16100000E+03
1985,   2,  12,   0.26291164E+03,   0.71917825E+02,   0.68930154E+03,   0.40643779E+02,   0.16510276E+03,   0.80100000E+03
1985,   2,  13,   0.89037508E+03,   0.23406420E+03,   0.23851000E+04,   0.19828471E+03,   0.57706508E+03,   0.23900000E+04
1985,   2,  14,   0.87354441E+03,   0.22994944E+03,   0.23383245E+04,   0.19278774E+03,   0.56555835E+03,   0.23500000E+04
1985,   2,  15,   0.30116719E+03,   0.82309196E+02,   0.78998270E+03,   0.47103603E+02,   0.18926152E+03,   0.90400000E+03
1985,   2,  16,   0.22118914E+03,   0.60539747E+02,   0.57973141E+03,   0.33931806E+02,   0.13883766E+03,   0.69100000E+03
1985,   2,  17,   0.21110977E+03,   0.57784104E+02,   0.55329745E+03,   0.32362214E+02,   0.13250526E+03,   0.66400000E+03
1985,   2,  18,   0.19527207E+03,   0.53448999E+02,   0.51178884E+03,   0.29934939E+02,   0.12256471E+03,   0.62100000E+03
1985,   2,  19,   0.75477275E+02,   0.20569241E+02,   0.19829009E+03,   0.12234321E+02,   0.47540631E+02,   0.27600000E+03
1985,   2,  20,   0.47420603E+02,   0.12885910E+02,   0.12477692E+03,   0.79510909E+01,   0.29937837E+02,   0.18700000E+03
1985,   2,  21,   0.64488773E+02,   0.17558037E+02,   0.16950879E+03,   0.10572084E+02,   0.40650104E+02,   0.24200000E+03
1985,   2,  22,   0.62871991E+02,   0.17115347E+02,   0.16527220E+03,   0.10324833E+02,   0.39635608E+02,   0.23700000E+03
1985,   2,  23,   0.11188108E+03,   0.30563209E+02,   0.29354504E+03,   0.17601982E+02,   0.70334868E+02,   0.38600000E+03
