YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.58704341E+03,   0.87506626E+02,   0.20581084E+04,   0.52332739E+02,   0.56108337E+03,   0.90700000E+04
1985,   1,   2,   0.54650304E+03,   0.81463497E+02,   0.19159789E+04,   0.48720740E+02,   0.52233595E+03,   0.86400000E+04
1985,   1,   3,   0.56308632E+03,   0.83935999E+02,   0.19741127E+04,   0.50176247E+02,   0.53818376E+03,   0.89000000E+04
1985,   1,   4,   0.64947433E+03,   0.96815089E+02,   0.22769616E+04,   0.57801473E+02,   0.62074448E+03,   0.10000000E+05
1985,   1,   5,   0.61659791E+03,   0.91914369E+02,   0.21617011E+04,   0.54872857E+02,   0.58932211E+03,   0.96700000E+04
1985,   1,   6,   0.67210509E+03,   0.10019022E+03,   0.23562858E+04,   0.59746963E+02,   0.64236777E+03,   0.10400000E+05
1985,   1,   7,   0.79425339E+03,   0.11840205E+03,   0.27844846E+04,   0.70467310E+02,   0.75909878E+03,   0.11900000E+05
1985,   1,   8,   0.84868947E+03,   0.12651922E+03,   0.29753045E+04,   0.75204512E+02,   0.81111688E+03,   0.12600000E+05
1985,   1,   9,   0.80723678E+03,   0.12033982E+03,   0.28299792E+04,   0.71522818E+02,   0.77149857E+03,   0.12200000E+05
1985,   1,  10,   0.73316580E+03,   0.10929694E+03,   0.25703105E+04,   0.64987656E+02,   0.70070945E+03,   0.11400000E+05
1985,   1,  11,   0.64556941E+03,   0.96237284E+02,   0.22632295E+04,   0.57273474E+02,   0.61699551E+03,   0.10400000E+05
1985,   1,  12,   0.54939479E+03,   0.81898504E+02,   0.19260783E+04,   0.48812453E+02,   0.52508436E+03,   0.92400000E+04
1985,   1,  13,   0.46554470E+03,   0.69397128E+02,   0.16321328E+04,   0.41438585E+02,   0.44495166E+03,   0.81800000E+04
1985,   1,  14,   0.42723672E+03,   0.63685782E+02,   0.14978395E+04,   0.38066896E+02,   0.40834176E+03,   0.77000000E+04
1985,   1,  15,   0.37349824E+03,   0.55673634E+02,   0.13094552E+04,   0.33348155E+02,   0.35698639E+03,   0.69800000E+04
1985,   1,  16,   0.33480260E+03,   0.49904201E+02,   0.11738057E+04,   0.29954316E+02,   0.32000715E+03,   0.64500000E+04
1985,   1,  17,   0.29757015E+03,   0.44352776E+02,   0.10432870E+04,   0.26695002E+02,   0.28442679E+03,   0.59200000E+04
1985,   1,  18,   0.32602834E+03,   0.48596144E+02,   0.11430455E+04,   0.29177847E+02,   0.31162144E+03,   0.63900000E+04
1985,   1,  19,   0.31525342E+03,   0.46989646E+02,   0.11052733E+04,   0.28232062E+02,   0.30132439E+03,   0.62600000E+04
1985,   1,  20,   0.25139456E+03,   0.37467689E+02,   0.88142020E+03,   0.22661727E+02,   0.24030099E+03,   0.52800000E+04
1985,   1,  21,   0.10924149E+03,   0.16268107E+02,   0.38314350E+03,   0.10380193E+02,   0.10447245E+03,   0.27700000E+04
1985,   1,  22,   0.12786335E+03,   0.19045645E+02,   0.44841293E+03,   0.11975244E+02,   0.12226416E+03,   0.31500000E+04
1985,   1,  23,   0.13375596E+03,   0.19924490E+02,   0.46906713E+03,   0.12482191E+02,   0.12789434E+03,   0.32800000E+04
1985,   1,  24,   0.16368237E+03,   0.24387757E+02,   0.57396280E+03,   0.15057447E+02,   0.15648819E+03,   0.38600000E+04
1985,   1,  25,   0.19237994E+03,   0.28667513E+02,   0.67455360E+03,   0.17534800E+02,   0.18390887E+03,   0.44000000E+04
1985,   1,  26,   0.18672446E+03,   0.27824140E+02,   0.65472957E+03,   0.17044820E+02,   0.17850486E+03,   0.43200000E+04
1985,   1,  27,   0.22680386E+03,   0.33801185E+02,   0.79521716E+03,   0.20508096E+02,   0.21680140E+03,   0.50500000E+04
1985,   1,  28,   0.22773878E+03,   0.33940707E+02,   0.79849331E+03,   0.20584824E+02,   0.21769435E+03,   0.50900000E+04
1985,   1,  29,   0.21615300E+03,   0.32213041E+02,   0.75788125E+03,   0.19578801E+02,   0.20662346E+03,   0.49100000E+04
1985,   1,  30,   0.19873278E+03,   0.29615228E+02,   0.69681869E+03,   0.18070848E+02,   0.18997789E+03,   0.46200000E+04
1985,   1,  31,   0.20091643E+03,   0.29940987E+02,   0.70447181E+03,   0.18254997E+02,   0.19206397E+03,   0.46800000E+04
1985,   2,   1,   0.23390972E+03,   0.34861526E+02,   0.82011849E+03,   0.21095227E+02,   0.22358864E+03,   0.52900000E+04
1985,   2,   2,   0.43249965E+03,   0.64477940E+02,   0.15162157E+04,   0.38213846E+02,   0.41334205E+03,   0.85500000E+04
1985,   2,   3,   0.45782774E+03,   0.68255852E+02,   0.16049893E+04,   0.40369193E+02,   0.43754061E+03,   0.89700000E+04
1985,   2,   4,   0.53131649E+03,   0.79216703E+02,   0.18625701E+04,   0.46650143E+02,   0.50775462E+03,   0.10100000E+05
1985,   2,   5,   0.59070621E+03,   0.88075252E+02,   0.20707276E+04,   0.51701254E+02,   0.56449565E+03,   0.11000000E+05
1985,   2,   6,   0.45104822E+03,   0.67246596E+02,   0.15812081E+04,   0.39708738E+02,   0.43105572E+03,   0.89700000E+04
1985,   2,   7,   0.39145999E+03,   0.58359991E+02,   0.13723396E+04,   0.34573857E+02,   0.37411896E+03,   0.80700000E+04
1985,   2,   8,   0.30872471E+03,   0.46021103E+02,   0.10823388E+04,   0.27455326E+02,   0.29506621E+03,   0.67400000E+04
1985,   2,   9,   0.21403040E+03,   0.31898343E+02,   0.75042289E+03,   0.19319040E+02,   0.20458805E+03,   0.50900000E+04
1985,   2,  10,   0.26510521E+03,   0.39516232E+02,   0.92944117E+03,   0.23684409E+02,   0.25338660E+03,   0.60300000E+04
1985,   2,  11,   0.29028237E+03,   0.43271690E+02,   0.10176853E+04,   0.25825402E+02,   0.27744074E+03,   0.64900000E+04
1985,   2,  12,   0.14508240E+04,   0.21637937E+03,   0.50852999E+04,   0.12443100E+03,   0.13862173E+04,   0.22400000E+05
1985,   2,  13,   0.75656853E+04,   0.11264695E+04,   0.26537181E+05,   0.72685577E+03,   0.72361939E+04,   0.78200000E+05
1985,   2,  14,   0.81222967E+04,   0.12090722E+04,   0.28492211E+05,   0.79088078E+03,   0.77696311E+04,   0.82700000E+05
1985,   2,  15,   0.31740227E+04,   0.47328551E+03,   0.11126245E+05,   0.27636735E+03,   0.30330550E+04,   0.40900000E+05
1985,   2,  16,   0.18193131E+04,   0.27134581E+03,   0.63768066E+04,   0.15563923E+03,   0.17382618E+04,   0.26900000E+05
1985,   2,  17,   0.12689442E+04,   0.18926115E+03,   0.44477146E+04,   0.10849299E+03,   0.12124064E+04,   0.20500000E+05
1985,   2,  18,   0.96712778E+03,   0.14424078E+03,   0.33898808E+04,   0.82902073E+02,   0.92405659E+03,   0.16700000E+05
1985,   2,  19,   0.80177655E+03,   0.11957573E+03,   0.28103472E+04,   0.68902161E+02,   0.76608493E+03,   0.14500000E+05
1985,   2,  20,   0.70735334E+03,   0.10549117E+03,   0.24794034E+04,   0.60892905E+02,   0.67587450E+03,   0.13200000E+05
1985,   2,  21,   0.67088575E+03,   0.10005222E+03,   0.23515813E+04,   0.57769166E+02,   0.64103120E+03,   0.12700000E+05
1985,   2,  22,   0.69684953E+03,   0.10392677E+03,   0.24425652E+04,   0.59898249E+02,   0.66582999E+03,   0.13100000E+05
1985,   2,  23,   0.75113531E+03,   0.11202661E+03,   0.26328083E+04,   0.64400385E+02,   0.71768456E+03,   0.13900000E+05
1985,   2,  24,   0.90072703E+03,   0.13434491E+03,   0.31570671E+04,   0.76888317E+02,   0.86058419E+03,   0.16000000E+05
1985,   2,  25,   0.17511846E+04,   0.26120743E+03,   0.61377877E+04,   0.14881114E+03,   0.16730792E+04,   0.26600000E+05
1985,   2,  26,   0.24159588E+04,   0.36033375E+03,   0.84680888E+04,   0.20668974E+03,   0.23083273E+04,   0.34000000E+05
1985,   2,  27,   0.25345199E+04,   0.37801011E+03,   0.88837190E+04,   0.21712598E+03,   0.24216327E+04,   0.35300000E+05
1985,   2,  28,   0.21591913E+04,   0.32205770E+03,   0.75679050E+04,   0.18384194E+03,   0.20629202E+04,   0.31300000E+05
1985,   3,   1,   0.17920459E+04,   0.26731118E+03,   0.62809169E+04,   0.15189356E+03,   0.17120833E+04,   0.27200000E+05
1985,   3,   2,   0.14438156E+04,   0.21537386E+03,   0.50603448E+04,   0.12208731E+03,   0.13793656E+04,   0.23100000E+05
1985,   3,   3,   0.11548242E+04,   0.17226517E+03,   0.40474746E+04,   0.97644809E+02,   0.11032739E+04,   0.19500000E+05
1985,   3,   4,   0.91982370E+03,   0.13720707E+03,   0.32238654E+04,   0.77909942E+02,   0.87877561E+03,   0.16400000E+05
1985,   3,   5,   0.76152755E+03,   0.11359124E+03,   0.26690899E+04,   0.64647958E+02,   0.72755654E+03,   0.14200000E+05
1985,   3,   6,   0.65800801E+03,   0.98147504E+02,   0.23062874E+04,   0.55970703E+02,   0.62866476E+03,   0.12700000E+05
1985,   3,   7,   0.59772224E+03,   0.89154056E+02,   0.20950015E+04,   0.50900310E+02,   0.57107251E+03,   0.11800000E+05
1985,   3,   8,   0.54543551E+03,   0.81353943E+02,   0.19117497E+04,   0.46501017E+02,   0.52112176E+03,   0.11000000E+05
1985,   3,   9,   0.50073641E+03,   0.74685810E+02,   0.17550901E+04,   0.42737417E+02,   0.47841941E+03,   0.10300000E+05
1985,   3,  10,   0.44412430E+03,   0.66240105E+02,   0.15566823E+04,   0.37988630E+02,   0.42433783E+03,   0.93900000E+04
1985,   3,  11,   0.41321061E+03,   0.61628600E+02,   0.14483358E+04,   0.35379337E+02,   0.39480453E+03,   0.88800000E+04
1985,   3,  12,   0.40256448E+03,   0.60041056E+02,   0.14110175E+04,   0.34455505E+02,   0.38463152E+03,   0.87000000E+04
1985,   3,  13,   0.39921176E+03,   0.59541720E+02,   0.13992590E+04,   0.34137555E+02,   0.38142538E+03,   0.86400000E+04
1985,   3,  14,   0.39055340E+03,   0.58250723E+02,   0.13689072E+04,   0.33380478E+02,   0.37315129E+03,   0.84900000E+04
1985,   3,  15,   0.48968186E+03,   0.73042834E+02,   0.17162865E+04,   0.41537965E+02,   0.46783475E+03,   0.10100000E+05
1985,   3,  16,   0.52838641E+03,   0.78819214E+02,   0.18519121E+04,   0.44686169E+02,   0.50480053E+03,   0.10700000E+05
1985,   3,  17,   0.44836619E+03,   0.66880036E+02,   0.15714791E+04,   0.38032999E+02,   0.42836235E+03,   0.94200000E+04
1985,   3,  18,   0.39538150E+03,   0.58974820E+02,   0.13857908E+04,   0.33618380E+02,   0.37774867E+03,   0.85400000E+04
1985,   3,  19,   0.35976228E+03,   0.53660692E+02,   0.12609590E+04,   0.30641996E+02,   0.34372261E+03,   0.79300000E+04
1985,   3,  20,   0.32895711E+03,   0.49064793E+02,   0.11529986E+04,   0.28067464E+02,   0.31429525E+03,   0.73900000E+04
1985,   3,  21,   0.31295544E+03,   0.46677798E+02,   0.10969156E+04,   0.26715531E+02,   0.29900799E+03,   0.71000000E+04
1985,   3,  22,   0.28480848E+03,   0.42478347E+02,   0.99827247E+03,   0.24368983E+02,   0.27212047E+03,   0.65900000E+04
1985,   3,  23,   0.28935765E+03,   0.43157956E+02,   0.10142067E+04,   0.24709568E+02,   0.27646263E+03,   0.66600000E+04
1985,   3,  24,   0.38016101E+03,   0.56709166E+02,   0.13323985E+04,   0.32120511E+02,   0.36318889E+03,   0.82100000E+04
1985,   3,  25,   0.77694260E+03,   0.11592084E+03,   0.27228216E+04,   0.64612509E+02,   0.74216572E+03,   0.14200000E+05
1985,   3,  26,   0.13652516E+04,   0.20370453E+03,   0.47844997E+04,   0.11321294E+03,   0.13041131E+04,   0.21800000E+05
1985,   3,  27,   0.13856203E+04,   0.20674531E+03,   0.48558653E+04,   0.11482842E+03,   0.13235632E+04,   0.22000000E+05
1985,   3,  28,   0.11624925E+04,   0.17345648E+03,   0.40738853E+04,   0.96176104E+02,   0.11104145E+04,   0.19200000E+05
1985,   3,  29,   0.95629179E+03,   0.14268994E+03,   0.33512592E+04,   0.79079011E+02,   0.91344807E+03,   0.16500000E+05
1985,   3,  30,   0.92913665E+03,   0.13863935E+03,   0.32560833E+04,   0.76775827E+02,   0.88750455E+03,   0.16100000E+05
1985,   3,  31,   0.13451582E+04,   0.20071610E+03,   0.47139880E+04,   0.11111201E+03,   0.12848818E+04,   0.21300000E+05
1985,   4,   1,   0.16050552E+04,   0.23949112E+03,   0.56248251E+04,   0.13281406E+03,   0.15331531E+04,   0.24300000E+05
1985,   4,   2,   0.21917422E+04,   0.32699546E+03,   0.76811850E+04,   0.18295663E+03,   0.20936970E+04,   0.30700000E+05
1985,   4,   3,   0.22476254E+04,   0.33533064E+03,   0.78770556E+04,   0.18772319E+03,   0.21470892E+04,   0.31200000E+05
1985,   4,   4,   0.17568934E+04,   0.26214652E+03,   0.61569379E+04,   0.14539881E+03,   0.16781912E+04,   0.25800000E+05
1985,   4,   5,   0.13126295E+04,   0.19587148E+03,   0.45999046E+04,   0.10801232E+03,   0.12537751E+04,   0.20600000E+05
1985,   4,   6,   0.10726396E+04,   0.16006380E+03,   0.37588609E+04,   0.88093478E+02,   0.10245310E+04,   0.17600000E+05
1985,   4,   7,   0.89714231E+03,   0.13387660E+03,   0.31438517E+04,   0.73623424E+02,   0.85689993E+03,   0.15300000E+05
1985,   4,   8,   0.77284471E+03,   0.11532857E+03,   0.27082727E+04,   0.63406858E+02,   0.73817646E+03,   0.13600000E+05
1985,   4,   9,   0.68121488E+03,   0.10165511E+03,   0.23871742E+04,   0.55884819E+02,   0.65065658E+03,   0.12300000E+05
1985,   4,  10,   0.62716472E+03,   0.93589735E+02,   0.21977635E+04,   0.51435810E+02,   0.59902975E+03,   0.11500000E+05
1985,   4,  11,   0.57389993E+03,   0.85641381E+02,   0.20111068E+04,   0.47059396E+02,   0.54815376E+03,   0.10700000E+05
1985,   4,  12,   0.51942010E+03,   0.77511486E+02,   0.18201945E+04,   0.42593550E+02,   0.49611812E+03,   0.98700000E+04
1985,   4,  13,   0.47799000E+03,   0.71329063E+02,   0.16750111E+04,   0.39193189E+02,   0.45654638E+03,   0.92200000E+04
1985,   4,  14,   0.44176081E+03,   0.65922737E+02,   0.15480534E+04,   0.36220284E+02,   0.42194232E+03,   0.86400000E+04
1985,   4,  15,   0.42631494E+03,   0.63618311E+02,   0.14939217E+04,   0.34930253E+02,   0.40718736E+03,   0.83700000E+04
1985,   4,  16,   0.42410096E+03,   0.63288795E+02,   0.14861547E+04,   0.34709058E+02,   0.40506930E+03,   0.83000000E+04
1985,   4,  17,   0.40802811E+03,   0.60890709E+02,   0.14298268E+04,   0.33372054E+02,   0.38971588E+03,   0.80200000E+04
1985,   4,  18,   0.38090126E+03,   0.56842621E+02,   0.13347670E+04,   0.31148934E+02,   0.36380609E+03,   0.75700000E+04
1985,   4,  19,   0.36045955E+03,   0.53792270E+02,   0.12631324E+04,   0.29467975E+02,   0.34428103E+03,   0.72200000E+04
1985,   4,  20,   0.34847262E+03,   0.52003857E+02,   0.12211233E+04,   0.28468537E+02,   0.33283044E+03,   0.70000000E+04
1985,   4,  21,   0.34356870E+03,   0.51272680E+02,   0.12039325E+04,   0.28038117E+02,   0.32814410E+03,   0.68900000E+04
1985,   4,  22,   0.31690148E+03,   0.47292808E+02,   0.11104870E+04,   0.25869807E+02,   0.30267479E+03,   0.64400000E+04
1985,   4,  23,   0.28677726E+03,   0.42796690E+02,   0.10049308E+04,   0.23434743E+02,   0.27390500E+03,   0.59300000E+04
1985,   4,  24,   0.27433998E+03,   0.40940744E+02,   0.96134677E+03,   0.22413408E+02,   0.26202555E+03,   0.57000000E+04
1985,   4,  25,   0.28748790E+03,   0.42904253E+02,   0.10074063E+04,   0.23423705E+02,   0.27457784E+03,   0.58800000E+04
1985,   4,  26,   0.26995696E+03,   0.40287844E+02,   0.94597602E+03,   0.22000747E+02,   0.25783461E+03,   0.55700000E+04
1985,   4,  27,   0.25499968E+03,   0.38055542E+02,   0.89356417E+03,   0.20786668E+02,   0.24354940E+03,   0.53000000E+04
1985,   4,  28,   0.24379346E+03,   0.36383163E+02,   0.85429548E+03,   0.19872720E+02,   0.23284634E+03,   0.50900000E+04
1985,   4,  29,   0.23260082E+03,   0.34712734E+02,   0.81507514E+03,   0.18963345E+02,   0.22215654E+03,   0.48800000E+04
1985,   4,  30,   0.23183491E+03,   0.34599018E+02,   0.81238549E+03,   0.18874044E+02,   0.22142273E+03,   0.48400000E+04
1985,   5,   1,   0.20603781E+03,   0.30747816E+02,   0.72200068E+03,   0.16830872E+02,   0.19678910E+03,   0.43900000E+04
1985,   5,   2,   0.20033068E+03,   0.29896208E+02,   0.70200080E+03,   0.16360613E+02,   0.19133781E+03,   0.42700000E+04
