YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.13807199E+04,   0.62165304E+03,   0.26706069E+04,   0.78458233E+02,   0.53170122E+03,   0.33000000E+03
1985,   1,   2,   0.12533604E+04,   0.56432868E+03,   0.24242144E+04,   0.71093797E+02,   0.48263758E+03,   0.30700000E+03
1985,   1,   3,   0.10492255E+04,   0.47242391E+03,   0.20293605E+04,   0.59461024E+02,   0.40402245E+03,   0.26900000E+03
1985,   1,   4,   0.10025010E+04,   0.45139282E+03,   0.19389675E+04,   0.56762260E+02,   0.38602288E+03,   0.26000000E+03
1985,   1,   5,   0.10395326E+04,   0.46807845E+03,   0.20105578E+04,   0.58776278E+02,   0.40027013E+03,   0.26700000E+03
1985,   1,   6,   0.88006270E+03,   0.39626786E+03,   0.17021415E+04,   0.49794370E+02,   0.33887162E+03,   0.23600000E+03
1985,   1,   7,   0.81035708E+03,   0.36487917E+03,   0.15673293E+04,   0.45866029E+02,   0.31203350E+03,   0.22200000E+03
1985,   1,   8,   0.79085126E+03,   0.35609805E+03,   0.15295975E+04,   0.44749394E+02,   0.30452080E+03,   0.21800000E+03
1985,   1,   9,   0.54620300E+03,   0.24590810E+03,   0.10565124E+04,   0.31133489E+02,   0.21035141E+03,   0.16600000E+03
1985,   1,  10,   0.51515981E+03,   0.23192564E+03,   0.99648471E+03,   0.29409560E+02,   0.19840293E+03,   0.15900000E+03
1985,   1,  11,   0.60549075E+03,   0.27261392E+03,   0.11711519E+04,   0.34415279E+02,   0.23316963E+03,   0.17900000E+03
1985,   1,  12,   0.53754112E+03,   0.24200655E+03,   0.10397633E+04,   0.30652959E+02,   0.20701753E+03,   0.16400000E+03
1985,   1,  13,   0.49340198E+03,   0.22212339E+03,   0.95441811E+03,   0.28216197E+02,   0.19003059E+03,   0.15400000E+03
1985,   1,  14,   0.55558580E+03,   0.25013436E+03,   0.10746556E+04,   0.31654077E+02,   0.21396276E+03,   0.16800000E+03
1985,   1,  15,   0.49345863E+03,   0.22214700E+03,   0.95453323E+03,   0.28232922E+02,   0.19005441E+03,   0.15400000E+03
1985,   1,  16,   0.36695075E+03,   0.16515664E+03,   0.70993269E+03,   0.21267515E+02,   0.14137097E+03,   0.12400000E+03
1985,   1,  17,   0.45879086E+03,   0.20652714E+03,   0.88751087E+03,   0.26341706E+02,   0.17671594E+03,   0.14600000E+03
1985,   1,  18,   0.48034610E+03,   0.21623613E+03,   0.92919160E+03,   0.27538281E+02,   0.18501242E+03,   0.15100000E+03
1985,   1,  19,   0.46731978E+03,   0.21036617E+03,   0.90401056E+03,   0.26833518E+02,   0.18000140E+03,   0.14800000E+03
1985,   1,  20,   0.29965675E+03,   0.13483194E+03,   0.57984891E+03,   0.17626131E+02,   0.11548458E+03,   0.10700000E+03
1985,   1,  21,   0.39128555E+03,   0.17610836E+03,   0.75701524E+03,   0.22683826E+02,   0.15074705E+03,   0.13000000E+03
1985,   1,  22,   0.43293980E+03,   0.19487195E+03,   0.83755637E+03,   0.24986085E+02,   0.16677791E+03,   0.14000000E+03
1985,   1,  23,   0.47561386E+03,   0.21409572E+03,   0.92006705E+03,   0.27338642E+02,   0.18320041E+03,   0.15000000E+03
1985,   1,  24,   0.43272120E+03,   0.19476921E+03,   0.83714617E+03,   0.25004046E+02,   0.16669828E+03,   0.14000000E+03
