YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1988,   1,   1,   0.79021673E+06,   0.13036485E+06,   0.26530148E+07,   0.87312879E+05,   0.70920717E+06,   0.96100000E+04
1988,   1,   2,   0.48295797E+06,   0.79664566E+05,   0.16215424E+07,   0.53661448E+05,   0.43348406E+06,   0.79200000E+04
1988,   1,   3,   0.34148913E+06,   0.56322197E+05,   0.11466188E+07,   0.38133726E+05,   0.30653089E+06,   0.69300000E+04
1988,   1,   4,   0.26779414E+06,   0.44162773E+05,   0.89921587E+06,   0.30037258E+05,   0.24039664E+06,   0.63200000E+04
1988,   1,   5,   0.26000752E+06,   0.42878391E+05,   0.87307182E+06,   0.29171189E+05,   0.23340756E+06,   0.62600000E+04
1988,   1,   6,   0.16733595E+06,   0.27587466E+05,   0.56196604E+06,   0.18999872E+05,   0.15024511E+06,   0.53000000E+04
1988,   1,   7,   0.10909294E+06,   0.17977627E+05,   0.36643674E+06,   0.12595402E+05,   0.97977347E+05,   0.45200000E+04
1988,   1,   8,   0.78150444E+05,   0.12872585E+05,   0.26255584E+06,   0.91813712E+04,   0.70208159E+05,   0.40000000E+04
1988,   1,   9,   0.69654192E+05,   0.11470910E+05,   0.23403133E+06,   0.82411969E+04,   0.62582976E+05,   0.38400000E+04
1988,   1,  10,   0.81744290E+05,   0.13465486E+05,   0.27462144E+06,   0.95788255E+04,   0.73433535E+05,   0.40800000E+04
1988,   1,  11,   0.69560127E+05,   0.11455358E+05,   0.23371583E+06,   0.82316603E+04,   0.62498670E+05,   0.38500000E+04
1988,   1,  12,   0.62175445E+05,   0.10237095E+05,   0.20892295E+06,   0.74133277E+04,   0.55870996E+05,   0.37000000E+04
1988,   1,  13,   0.71465246E+05,   0.11769632E+05,   0.24011211E+06,   0.84431524E+04,   0.64208552E+05,   0.39000000E+04
1988,   1,  14,   0.86991830E+05,   0.14331297E+05,   0.29223819E+06,   0.10156749E+05,   0.78142753E+05,   0.42000000E+04
1988,   1,  15,   0.78559307E+05,   0.12940026E+05,   0.26392862E+06,   0.92269086E+04,   0.70575143E+05,   0.40500000E+04
1988,   1,  16,   0.73149379E+05,   0.12047469E+05,   0.24576629E+06,   0.86296240E+04,   0.65720033E+05,   0.39500000E+04
1988,   1,  17,   0.86044850E+05,   0.14175111E+05,   0.28905852E+06,   0.10050896E+05,   0.77292716E+05,   0.42000000E+04
1988,   1,  18,   0.14407204E+06,   0.23750465E+05,   0.48385326E+06,   0.16403163E+05,   0.12936292E+06,   0.51000000E+04
1988,   1,  19,   0.46182955E+06,   0.76198106E+05,   0.15504371E+07,   0.50792297E+05,   0.41445578E+06,   0.80000000E+04
1988,   1,  20,   0.15367549E+07,   0.25368117E+06,   0.51579894E+07,   0.16535577E+06,   0.13786735E+07,   0.13000000E+05
1988,   1,  21,   0.33301738E+07,   0.54985984E+06,   0.11176310E+08,   0.35463433E+06,   0.29871678E+07,   0.18000000E+05
1988,   1,  22,   0.56863783E+07,   0.93893045E+06,   0.19083665E+08,   0.60476365E+06,   0.51005914E+07,   0.22700000E+05
1988,   1,  23,   0.35302588E+07,   0.58292872E+06,   0.11847526E+08,   0.37501707E+06,   0.31665346E+07,   0.18500000E+05
1988,   1,  24,   0.23181055E+07,   0.38274759E+06,   0.77797795E+07,   0.24700681E+06,   0.20793597E+07,   0.15500000E+05
1988,   1,  25,   0.10068744E+07,   0.16620137E+06,   0.33795727E+07,   0.10860666E+06,   0.90333223E+06,   0.11000000E+05
1988,   1,  26,   0.73522361E+06,   0.12134672E+06,   0.24679028E+07,   0.79708374E+05,   0.65966530E+06,   0.97000000E+04
1988,   1,  27,   0.54224653E+06,   0.89484831E+05,   0.18202449E+07,   0.59113730E+05,   0.48655991E+06,   0.86000000E+04
1988,   1,  28,   0.32016405E+06,   0.52820039E+05,   0.10748821E+07,   0.35335429E+05,   0.28733729E+06,   0.70000000E+04
1988,   1,  29,   0.27987343E+06,   0.46169224E+05,   0.93964830E+06,   0.30993167E+05,   0.25119057E+06,   0.66500000E+04
1988,   1,  30,   0.23779454E+06,   0.39223225E+05,   0.79841216E+06,   0.26457499E+05,   0.21343949E+06,   0.62500000E+04
1988,   1,  31,   0.19090751E+06,   0.31483642E+05,   0.64103680E+06,   0.21399863E+05,   0.17137445E+06,   0.57500000E+04
1988,   2,   1,   0.19492370E+06,   0.32146949E+05,   0.65451390E+06,   0.21823276E+05,   0.17497638E+06,   0.58000000E+04
1988,   2,   2,   0.31702173E+06,   0.52304795E+05,   0.10643043E+07,   0.34899966E+05,   0.28450626E+06,   0.70000000E+04
1988,   2,   3,   0.50395050E+06,   0.83171187E+05,   0.16916355E+07,   0.54763330E+05,   0.45217544E+06,   0.84000000E+04
1988,   2,   4,   0.44464933E+06,   0.73380048E+05,   0.14926133E+07,   0.48437218E+05,   0.39898109E+06,   0.80000000E+04
1988,   2,   5,   0.40286754E+06,   0.66481822E+05,   0.13523857E+07,   0.43971067E+05,   0.36150091E+06,   0.77000000E+04
1988,   2,   6,   0.43646295E+06,   0.72030495E+05,   0.14651203E+07,   0.47504785E+05,   0.39163057E+06,   0.79500000E+04
1988,   2,   7,   0.56859115E+06,   0.93851891E+05,   0.19085068E+07,   0.61431986E+05,   0.51013206E+06,   0.88300000E+04
1988,   2,   8,   0.45526632E+06,   0.75137972E+05,   0.15282012E+07,   0.49429142E+05,   0.40848770E+06,   0.80900000E+04
1988,   2,   9,   0.34753119E+06,   0.57347918E+05,   0.11666468E+07,   0.37993837E+05,   0.31185413E+06,   0.72800000E+04
1988,   2,  10,   0.28370678E+06,   0.46809519E+05,   0.95244796E+06,   0.31196180E+05,   0.25460383E+06,   0.67300000E+04
1988,   2,  11,   0.23502399E+06,   0.38771624E+05,   0.78906194E+06,   0.25999433E+05,   0.21093419E+06,   0.62600000E+04
1988,   2,  12,   0.31591390E+06,   0.52129277E+05,   0.10605206E+07,   0.34574105E+05,   0.28348711E+06,   0.70200000E+04
1988,   2,  13,   0.28324425E+06,   0.46735136E+05,   0.95087806E+06,   0.31091185E+05,   0.25418212E+06,   0.67300000E+04
