YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.14180977E+03,   0.68452805E+02,   0.26138675E+03,   0.10209391E+02,   0.49921340E+02,   0.27000000E+02
1985,   1,   2,   0.22297266E+03,   0.10760866E+03,   0.41104746E+03,   0.16158787E+02,   0.78514927E+02,   0.41000000E+02
1985,   1,   3,   0.51700070E+03,   0.24915103E+03,   0.95404751E+03,   0.39142492E+02,   0.18240265E+03,   0.88000000E+02
1985,   1,   4,   0.56373799E+03,   0.27159432E+03,   0.10405099E+04,   0.43047082E+02,   0.19897088E+03,   0.95000000E+02
1985,   1,   5,   0.63117891E+03,   0.30393060E+03,   0.11654051E+04,   0.48897302E+02,   0.22292668E+03,   0.10500000E+03
1985,   1,   6,   0.26620162E+03,   0.12848185E+03,   0.49071133E+03,   0.19241405E+02,   0.93726740E+02,   0.48000000E+02
1985,   1,   7,   0.17745039E+03,   0.85670063E+02,   0.32704481E+03,   0.12711644E+02,   0.62454935E+02,   0.33000000E+02
1985,   1,   8,   0.14886367E+03,   0.71875415E+02,   0.27434133E+03,   0.10632242E+02,   0.52387213E+02,   0.28000000E+02
1985,   1,   9,   0.12073660E+03,   0.58297490E+02,   0.22249893E+03,   0.86108158E+01,   0.42486366E+02,   0.23000000E+02
1985,   1,  10,   0.11528854E+03,   0.55667863E+02,   0.21245642E+03,   0.82176076E+01,   0.40568287E+02,   0.22000000E+02
1985,   1,  11,   0.11543233E+03,   0.55738658E+02,   0.21271772E+03,   0.82212297E+01,   0.40617542E+02,   0.22000000E+02
1985,   1,  12,   0.10998380E+03,   0.53107989E+02,   0.20267654E+03,   0.78319484E+01,   0.38700102E+02,   0.21000000E+02
1985,   1,  13,   0.10454497E+03,   0.50481358E+02,   0.19265497E+03,   0.74464847E+01,   0.36786708E+02,   0.20000000E+02
1985,   1,  14,   0.99116902E+02,   0.47859243E+02,   0.18265503E+03,   0.70650787E+01,   0.34877766E+02,   0.19000000E+02
1985,   1,  15,   0.93700710E+02,   0.45242140E+02,   0.17267893E+03,   0.66880140E+01,   0.32973713E+02,   0.18000000E+02
1985,   1,  16,   0.99345945E+02,   0.47971417E+02,   0.18307288E+03,   0.70737451E+01,   0.34956812E+02,   0.19000000E+02
1985,   1,  17,   0.10502879E+03,   0.50718765E+02,   0.19353636E+03,   0.74625427E+01,   0.36953228E+02,   0.20000000E+02
1985,   1,  18,   0.11637749E+03,   0.56204026E+02,   0.21443537E+03,   0.82448845E+01,   0.40941304E+02,   0.22000000E+02
1985,   1,  19,   0.11650314E+03,   0.56265904E+02,   0.21466368E+03,   0.82479522E+01,   0.40984332E+02,   0.22000000E+02
1985,   1,  20,   0.11098489E+03,   0.53600123E+02,   0.20449790E+03,   0.78607457E+01,   0.39043780E+02,   0.21000000E+02
1985,   1,  21,   0.10547802E+03,   0.50939245E+02,   0.19435465E+03,   0.74772092E+01,   0.37107805E+02,   0.20000000E+02
1985,   1,  22,   0.99983628E+02,   0.48283776E+02,   0.18423608E+03,   0.70975775E+01,   0.35176834E+02,   0.19000000E+02
1985,   1,  23,   0.11698035E+03,   0.56500990E+02,   0.21553060E+03,   0.82592097E+01,   0.41147683E+02,   0.22000000E+02
1985,   1,  24,   0.11709308E+03,   0.56556547E+02,   0.21573532E+03,   0.82617410E+01,   0.41186245E+02,   0.22000000E+02
1985,   1,  25,   0.11153362E+03,   0.53870053E+02,   0.20549578E+03,   0.78755892E+01,   0.39231991E+02,   0.21000000E+02
1985,   1,  26,   0.10598674E+03,   0.51189079E+02,   0.19528089E+03,   0.74930241E+01,   0.37282703E+02,   0.20000000E+02
1985,   1,  27,   0.10608104E+03,   0.51235422E+02,   0.19545251E+03,   0.74957936E+01,   0.37315092E+02,   0.20000000E+02
1985,   1,  28,   0.10617277E+03,   0.51280515E+02,   0.19561940E+03,   0.74984186E+01,   0.37346585E+02,   0.20000000E+02
1985,   1,  29,   0.10626190E+03,   0.51324343E+02,   0.19578151E+03,   0.75008934E+01,   0.37377168E+02,   0.20000000E+02
1985,   1,  30,   0.10070665E+03,   0.48638330E+02,   0.18555388E+03,   0.71226049E+01,   0.35425914E+02,   0.19000000E+02
1985,   1,  31,   0.13504856E+03,   0.65244784E+02,   0.24877498E+03,   0.94517567E+01,   0.47486534E+02,   0.25000000E+02
1985,   2,   1,   0.24538466E+04,   0.11543338E+04,   0.46052497E+04,   0.28977778E+03,   0.89384651E+03,   0.33900000E+03
1985,   2,   2,   0.21914397E+04,   0.10350304E+04,   0.41013380E+04,   0.24564184E+03,   0.79409621E+03,   0.30700000E+03
1985,   2,   3,   0.45422956E+03,   0.21934739E+03,   0.83701244E+03,   0.32282069E+02,   0.15981731E+03,   0.76000000E+02
1985,   2,   4,   0.24324317E+03,   0.11754654E+03,   0.44799963E+03,   0.16872174E+02,   0.85500428E+02,   0.43000000E+02
1985,   2,   5,   0.23724988E+03,   0.11465400E+03,   0.43695143E+03,   0.16438094E+02,   0.83390153E+02,   0.42000000E+02
1985,   2,   6,   0.40248406E+03,   0.19443079E+03,   0.74146935E+03,   0.28256033E+02,   0.14154106E+03,   0.68000000E+02
1985,   2,   7,   0.23754257E+03,   0.11480200E+03,   0.43747292E+03,   0.16425727E+02,   0.83486601E+02,   0.42000000E+02
1985,   2,   8,   0.12996957E+03,   0.62798797E+02,   0.23939803E+03,   0.90578549E+01,   0.45692995E+02,   0.24000000E+02
1985,   2,   9,   0.13584731E+03,   0.65642608E+02,   0.25021439E+03,   0.94486832E+01,   0.47755693E+02,   0.25000000E+02
1985,   2,  10,   0.13010781E+03,   0.62867905E+02,   0.23964647E+03,   0.90560458E+01,   0.45739331E+02,   0.24000000E+02
1985,   2,  11,   0.13017149E+03,   0.62899817E+02,   0.23976070E+03,   0.90548168E+01,   0.45760597E+02,   0.24000000E+02
1985,   2,  12,   0.10623662E+05,   0.45019870E+04,   0.21402051E+05,   0.24368208E+04,   0.43976824E+04,   0.11900000E+04
