YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.25149848E+07,   0.89555015E+06,   0.56609358E+07,   0.14340448E+06,   0.12515668E+07,   0.65700000E+05
1985,   1,   2,   0.27708275E+07,   0.98666584E+06,   0.62367546E+07,   0.15782911E+06,   0.13788667E+07,   0.69000000E+05
1985,   1,   3,   0.33561600E+07,   0.11951014E+07,   0.75542421E+07,   0.19112098E+06,   0.16701442E+07,   0.75800000E+05
1985,   1,   4,   0.29726351E+07,   0.10585611E+07,   0.66908663E+07,   0.16892532E+06,   0.14792480E+07,   0.71600000E+05
1985,   1,   5,   0.21206688E+07,   0.75518282E+06,   0.47732104E+07,   0.12040866E+06,   0.10552793E+07,   0.60700000E+05
1985,   1,   6,   0.12494654E+07,   0.44490836E+06,   0.28124328E+07,   0.71344743E+05,   0.62180033E+06,   0.46200000E+05
1985,   1,   7,   0.16763474E+07,   0.59695612E+06,   0.37731346E+07,   0.95195086E+05,   0.83417943E+06,   0.54000000E+05
1985,   1,   8,   0.12478226E+07,   0.44433202E+06,   0.28087017E+07,   0.71148439E+05,   0.62097104E+06,   0.46300000E+05
1985,   1,   9,   0.88476805E+06,   0.31501970E+06,   0.19916392E+07,   0.50847183E+05,   0.44034516E+06,   0.38400000E+05
1985,   1,  10,   0.68786167E+06,   0.24488457E+06,   0.15485019E+07,   0.39849006E+05,   0.34238258E+06,   0.33300000E+05
1985,   1,  11,   0.85203320E+06,   0.30336368E+06,   0.19179554E+07,   0.48975910E+05,   0.42405433E+06,   0.37700000E+05
1985,   1,  12,   0.27644459E+06,   0.98334991E+05,   0.62264357E+06,   0.16944623E+05,   0.13771137E+06,   0.18800000E+05
1985,   1,  13,   0.63188910E+05,   0.22292549E+05,   0.14304153E+06,   0.55670453E+04,   0.31730653E+05,   0.53300000E+04
1985,   1,  14,   0.42443487E+06,   0.15105255E+06,   0.95567340E+06,   0.25165467E+05,   0.21133007E+06,   0.25000000E+05
1985,   1,  15,   0.43158847E+06,   0.15360080E+06,   0.97177164E+06,   0.25562790E+05,   0.21488872E+06,   0.25300000E+05
1985,   1,  16,   0.37082634E+06,   0.13195581E+06,   0.83503602E+06,   0.22191514E+05,   0.18466236E+06,   0.23000000E+05
1985,   1,  17,   0.32205704E+06,   0.11458228E+06,   0.72529109E+06,   0.19491245E+05,   0.16040283E+06,   0.21000000E+05
1985,   1,  18,   0.24808727E+06,   0.88229637E+05,   0.55884453E+06,   0.15407863E+05,   0.12361006E+06,   0.17600000E+05
1985,   1,  19,   0.15140174E+06,   0.53775814E+05,   0.34131596E+06,   0.10127456E+05,   0.75529987E+05,   0.12200000E+05
1985,   1,  20,   0.16546677E+06,   0.58788626E+05,   0.37295731E+06,   0.10892596E+05,   0.82523254E+05,   0.13100000E+05
1985,   1,  21,   0.39747935E+06,   0.14145056E+06,   0.89501334E+06,   0.23667433E+05,   0.19792062E+06,   0.24200000E+05
1985,   1,  22,   0.79563215E+05,   0.28147930E+05,   0.17980069E+06,   0.63644567E+04,   0.39844965E+05,   0.69400000E+04
1985,   1,  23,   0.71688014E+05,   0.25333085E+05,   0.16211626E+06,   0.59767512E+04,   0.35940584E+05,   0.62500000E+04
1985,   1,  24,   0.15473814E+06,   0.54963247E+05,   0.34882817E+06,   0.10326264E+05,   0.77191159E+05,   0.12500000E+05
1985,   1,  25,   0.24899938E+06,   0.88552686E+05,   0.56090435E+06,   0.15479120E+05,   0.12406635E+06,   0.17800000E+05
1985,   1,  26,   0.11655900E+06,   0.41350630E+05,   0.26296001E+06,   0.82867437E+04,   0.58215666E+05,   0.99300000E+04
1985,   1,  27,   0.85439097E+05,   0.30245774E+05,   0.19300487E+06,   0.66687085E+04,   0.42761419E+05,   0.75000000E+04
1985,   1,  28,   0.23417870E+06,   0.83271648E+05,   0.52755875E+06,   0.14670007E+05,   0.11669585E+06,   0.17100000E+05
1985,   1,  29,   0.31563695E+06,   0.11229447E+06,   0.71084684E+06,   0.19143646E+05,   0.15721024E+06,   0.21000000E+05
1985,   1,  30,   0.29090130E+06,   0.10348170E+06,   0.65518827E+06,   0.17783408E+05,   0.14490719E+06,   0.19900000E+05
1985,   1,  31,   0.31941576E+06,   0.11364120E+06,   0.71934805E+06,   0.19346679E+05,   0.15908918E+06,   0.21200000E+05
1985,   2,   1,   0.47153538E+06,   0.16783981E+06,   0.10616313E+07,   0.27674956E+05,   0.23474830E+06,   0.27200000E+05
1985,   2,   2,   0.59492480E+05,   0.20967843E+05,   0.13475474E+06,   0.54010606E+04,   0.29902899E+05,   0.51700000E+04
1985,   2,   3,   0.40338110E+05,   0.14076649E+05,   0.91922126E+05,   0.46191410E+04,   0.20469786E+05,   0.30900000E+04
1985,   2,   4,   0.34599087E+06,   0.12311116E+06,   0.77913854E+06,   0.20786031E+05,   0.17230463E+06,   0.22400000E+05
1985,   2,   5,   0.20796487E+06,   0.73930698E+05,   0.46858009E+06,   0.13238676E+05,   0.10365970E+06,   0.15800000E+05
1985,   2,   6,   0.17987430E+06,   0.63920035E+05,   0.40538267E+06,   0.11710319E+05,   0.89691562E+05,   0.14200000E+05
1985,   2,   7,   0.24156536E+06,   0.85904226E+05,   0.54417633E+06,   0.15067946E+05,   0.12036864E+06,   0.17600000E+05
1985,   2,   8,   0.24535122E+06,   0.87253506E+05,   0.55269326E+06,   0.15271685E+05,   0.12225103E+06,   0.17800000E+05
1985,   2,   9,   0.25829928E+05,   0.85572642E+04,   0.60726939E+05,   0.51334986E+04,   0.13762690E+05,   0.93100000E+03
1985,   2,  10,   0.25583874E+05,   0.84029870E+04,   0.60456468E+05,   0.53676167E+04,   0.13739664E+05,   0.82100000E+03
1985,   2,  11,   0.15048473E+06,   0.53444829E+05,   0.33926917E+06,   0.10119749E+05,   0.75079727E+05,   0.12400000E+05
1985,   2,  12,   0.89381579E+06,   0.31834110E+06,   0.20116186E+07,   0.50173653E+05,   0.44471195E+06,   0.39700000E+05
1985,   2,  13,   0.19705948E+07,   0.70214222E+06,   0.44338676E+07,   0.10698656E+06,   0.98005294E+06,   0.60300000E+05
1985,   2,  14,   0.18680795E+07,   0.66561141E+06,   0.42032207E+07,   0.10146588E+06,   0.92907305E+06,   0.58700000E+05
1985,   2,  15,   0.14971214E+07,   0.53339194E+06,   0.33687279E+07,   0.81866457E+05,   0.74464050E+06,   0.52400000E+05
1985,   2,  16,   0.11276581E+07,   0.40170464E+06,   0.25375999E+07,   0.62347332E+05,   0.56095190E+06,   0.45100000E+05
1985,   2,  17,   0.62938541E+06,   0.22411458E+06,   0.14166749E+07,   0.35894310E+05,   0.31321058E+06,   0.32500000E+05
1985,   2,  18,   0.72587952E+06,   0.25850795E+06,   0.16337433E+07,   0.40999933E+05,   0.36118506E+06,   0.35300000E+05
1985,   2,  19,   0.71533113E+06,   0.25475135E+06,   0.16100019E+07,   0.40404039E+05,   0.35593636E+06,   0.35000000E+05
1985,   2,  20,   0.73344743E+06,   0.26121139E+06,   0.16507444E+07,   0.41327898E+05,   0.36493944E+06,   0.35500000E+05
1985,   2,  21,   0.77031033E+06,   0.27435361E+06,   0.17336570E+07,   0.43238781E+05,   0.38326242E+06,   0.36500000E+05
1985,   2,  22,   0.64028132E+06,   0.22801077E+06,   0.14411372E+07,   0.36321271E+05,   0.31861065E+06,   0.32800000E+05
1985,   2,  23,   0.54486712E+06,   0.19400614E+06,   0.12264834E+07,   0.31225642E+05,   0.27116787E+06,   0.29800000E+05
1985,   2,  24,   0.59839378E+06,   0.21308635E+06,   0.13468876E+07,   0.34038537E+05,   0.29777764E+06,   0.31500000E+05
1985,   2,  25,   0.13732737E+07,   0.48931521E+06,   0.30898696E+07,   0.74503138E+05,   0.68297621E+06,   0.50000000E+05
