YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.13366030E+05,   0.32338924E+04,   0.37402645E+05,   0.10117738E+04,   0.92311594E+04,   0.33300000E+05
1985,   1,   2,   0.11753826E+05,   0.28440256E+04,   0.32889936E+05,   0.88575167E+03,   0.81172655E+04,   0.30700000E+05
1985,   1,   3,   0.10185466E+05,   0.24646748E+04,   0.28500472E+05,   0.76484085E+03,   0.70338502E+04,   0.28000000E+05
1985,   1,   4,   0.99749642E+04,   0.24137875E+04,   0.27911157E+05,   0.74805444E+03,   0.68883759E+04,   0.27700000E+05
1985,   1,   5,   0.85790923E+04,   0.20760773E+04,   0.24004925E+05,   0.64201065E+03,   0.59242857E+04,   0.25100000E+05
1985,   1,   6,   0.67713317E+04,   0.16386246E+04,   0.18946607E+05,   0.50649006E+03,   0.46759122E+04,   0.21400000E+05
1985,   1,   7,   0.54372467E+04,   0.13157519E+04,   0.15213942E+05,   0.40732208E+03,   0.37547331E+04,   0.18400000E+05
1985,   1,   8,   0.47270692E+04,   0.11438686E+04,   0.13226967E+05,   0.35468008E+03,   0.32643753E+04,   0.16700000E+05
1985,   1,   9,   0.40967491E+04,   0.99130565E+03,   0.11463466E+05,   0.30810132E+03,   0.28291725E+04,   0.15100000E+05
1985,   1,  10,   0.34698929E+04,   0.83957403E+03,   0.97096974E+04,   0.26191445E+03,   0.23963765E+04,   0.13400000E+05
1985,   1,  11,   0.26312038E+04,   0.63655665E+03,   0.73633476E+04,   0.20033010E+03,   0.18173502E+04,   0.10900000E+05
1985,   1,  12,   0.19858090E+04,   0.48032025E+03,   0.55578184E+04,   0.15309134E+03,   0.13717921E+04,   0.87700000E+04
1985,   1,  13,   0.18184279E+04,   0.43979935E+03,   0.50895690E+04,   0.14086304E+03,   0.12562412E+04,   0.82000000E+04
1985,   1,  14,   0.16490074E+04,   0.39878232E+03,   0.46156289E+04,   0.12852781E+03,   0.11392876E+04,   0.76000000E+04
1985,   1,  15,   0.14860098E+04,   0.35931748E+03,   0.41596732E+04,   0.11670765E+03,   0.10267739E+04,   0.70000000E+04
1985,   1,  16,   0.13293997E+04,   0.32139575E+03,   0.37216057E+04,   0.10540673E+03,   0.91867658E+03,   0.64000000E+04
1985,   1,  17,   0.12267829E+04,   0.29654608E+03,   0.34345791E+04,   0.98031795E+02,   0.84785132E+03,   0.60000000E+04
1985,   1,  18,   0.11741728E+04,   0.28380579E+03,   0.32874262E+04,   0.94252526E+02,   0.81154076E+03,   0.58000000E+04
1985,   1,  19,   0.10994667E+04,   0.26571288E+03,   0.30784805E+04,   0.88914894E+02,   0.75998376E+03,   0.55000000E+04
1985,   1,  20,   0.10041947E+04,   0.24263629E+03,   0.28120310E+04,   0.82151556E+02,   0.69423971E+03,   0.51000000E+04
1985,   1,  21,   0.66126633E+03,   0.15953076E+03,   0.18532090E+04,   0.58385505E+02,   0.45768698E+03,   0.35000000E+04
1985,   1,  22,   0.65861511E+03,   0.15888982E+03,   0.18457869E+04,   0.58173762E+02,   0.45585483E+03,   0.35000000E+04
1985,   1,  23,   0.81954847E+03,   0.19790293E+03,   0.22956794E+04,   0.69158814E+02,   0.56684036E+03,   0.43000000E+04
1985,   1,  24,   0.90121137E+03,   0.21769320E+03,   0.25240076E+04,   0.74803513E+02,   0.62317161E+03,   0.47000000E+04
1985,   1,  25,   0.10065514E+04,   0.24321623E+03,   0.28185678E+04,   0.82154436E+02,   0.69584658E+03,   0.52000000E+04
1985,   1,  26,   0.98079595E+03,   0.23697890E+03,   0.27465303E+04,   0.80304865E+02,   0.67807125E+03,   0.51000000E+04
1985,   1,  27,   0.91235841E+03,   0.22040026E+03,   0.25551405E+04,   0.75471241E+02,   0.63084873E+03,   0.48000000E+04
1985,   1,  28,   0.10172973E+04,   0.24582618E+03,   0.28485787E+04,   0.82788850E+02,   0.70324681E+03,   0.53000000E+04
1985,   1,  29,   0.10136415E+04,   0.24494300E+03,   0.28383403E+04,   0.82486848E+02,   0.70071904E+03,   0.53000000E+04
1985,   1,  30,   0.94515225E+03,   0.22835287E+03,   0.26467998E+04,   0.77636005E+02,   0.65345865E+03,   0.50000000E+04
1985,   1,  31,   0.96330297E+03,   0.23275298E+03,   0.26975403E+04,   0.78859672E+02,   0.66597598E+03,   0.51000000E+04
1985,   2,   1,   0.10031386E+04,   0.24240662E+03,   0.28089212E+04,   0.81603087E+02,   0.69345509E+03,   0.53000000E+04
1985,   2,   2,   0.95682512E+03,   0.23118908E+03,   0.26793928E+04,   0.78306327E+02,   0.66149482E+03,   0.51000000E+04
1985,   2,   3,   0.91140551E+03,   0.22018729E+03,   0.25523688E+04,   0.75083752E+02,   0.63015300E+03,   0.49000000E+04
1985,   2,   4,   0.82578450E+03,   0.19944255E+03,   0.23129454E+04,   0.69090262E+02,   0.57108125E+03,   0.45000000E+04
1985,   2,   5,   0.78278419E+03,   0.18902412E+03,   0.21927034E+04,   0.66074633E+02,   0.54141459E+03,   0.43000000E+04
1985,   2,   6,   0.82067867E+03,   0.19821113E+03,   0.22986340E+04,   0.68632409E+02,   0.56754654E+03,   0.45000000E+04
1985,   2,   7,   0.90017221E+03,   0.21747776E+03,   0.25208843E+04,   0.74080545E+02,   0.62237695E+03,   0.49000000E+04
1985,   2,   8,   0.81583559E+03,   0.19704368E+03,   0.22850555E+04,   0.68187307E+02,   0.56419242E+03,   0.45000000E+04
