YEAR,MONTH,DAY,LOAD (KG/DAY),LOWER 95% CI,UPPER 95% CI,SE,SEP,Q
1985,   1,   1,   0.45496557E+03,   0.32681375E+03,   0.61694515E+03,   0.15717086E+02,   0.74232040E+02,   0.48000000E+02
1985,   1,   2,   0.60614982E+03,   0.43538955E+03,   0.82199307E+03,   0.21015056E+02,   0.98915168E+02,   0.64000000E+02
1985,   1,   3,   0.53252712E+03,   0.38253138E+03,   0.72211565E+03,   0.18386641E+02,   0.86884872E+02,   0.56000000E+02
1985,   1,   4,   0.49535901E+03,   0.35584117E+03,   0.67170093E+03,   0.17075361E+02,   0.80814766E+02,   0.52000000E+02
1985,   1,   5,   0.53407442E+03,   0.38365375E+03,   0.72419639E+03,   0.18405606E+02,   0.87130037E+02,   0.56000000E+02
1985,   1,   6,   0.49677854E+03,   0.35686996E+03,   0.67361130E+03,   0.17095562E+02,   0.81040287E+02,   0.52000000E+02
1985,   1,   7,   0.47826087E+03,   0.34357165E+03,   0.64849537E+03,   0.16444984E+02,   0.78016658E+02,   0.50000000E+02
1985,   1,   8,   0.45957440E+03,   0.33015033E+03,   0.62315338E+03,   0.15794176E+02,   0.74966670E+02,   0.48000000E+02
1985,   1,   9,   0.39156504E+03,   0.28128401E+03,   0.53095236E+03,   0.13487251E+02,   0.63879252E+02,   0.41000000E+02
1985,   1,  10,   0.40198461E+03,   0.28877420E+03,   0.54507270E+03,   0.13829637E+02,   0.65575599E+02,   0.42000000E+02
1985,   1,  11,   0.42225409E+03,   0.30334304E+03,   0.57254466E+03,   0.14502109E+02,   0.68876912E+02,   0.44000000E+02
1985,   1,  12,   0.41293024E+03,   0.29664501E+03,   0.55990204E+03,   0.14181506E+02,   0.67355952E+02,   0.43000000E+02
1985,   1,  13,   0.42333778E+03,   0.30412704E+03,   0.57400530E+03,   0.14521891E+02,   0.69050012E+02,   0.44000000E+02
1985,   1,  14,   0.41397119E+03,   0.29739790E+03,   0.56130537E+03,   0.14201104E+02,   0.67522350E+02,   0.43000000E+02
1985,   1,  15,   0.38460186E+03,   0.27629081E+03,   0.52149630E+03,   0.13219317E+02,   0.62737366E+02,   0.40000000E+02
1985,   1,  16,   0.38506390E+03,   0.27662470E+03,   0.52211965E+03,   0.13228940E+02,   0.62811417E+02,   0.40000000E+02
1985,   1,  17,   0.39552549E+03,   0.28414643E+03,   0.53629480E+03,   0.13568422E+02,   0.64513712E+02,   0.41000000E+02
1985,   1,  18,   0.41594416E+03,   0.29882535E+03,   0.56396441E+03,   0.14236715E+02,   0.67837420E+02,   0.43000000E+02
1985,   1,  19,   0.40643415E+03,   0.29199180E+03,   0.55107222E+03,   0.13915383E+02,   0.66287284E+02,   0.42000000E+02
1985,   1,  20,   0.38682424E+03,   0.27789719E+03,   0.52449394E+03,   0.13264350E+02,   0.63093289E+02,   0.40000000E+02
1985,   1,  21,   0.40732199E+03,   0.29263428E+03,   0.55226860E+03,   0.13931012E+02,   0.66428987E+02,   0.42000000E+02
1985,   1,  22,   0.40775122E+03,   0.29294496E+03,   0.55284687E+03,   0.13938314E+02,   0.66497441E+02,   0.42000000E+02
1985,   1,  23,   0.40817046E+03,   0.29324847E+03,   0.55341160E+03,   0.13945265E+02,   0.66564266E+02,   0.42000000E+02
1985,   1,  24,   0.38843715E+03,   0.27906382E+03,   0.52666822E+03,   0.13294468E+02,   0.63351072E+02,   0.40000000E+02
1985,   1,  25,   0.39891024E+03,   0.28659525E+03,   0.54085668E+03,   0.13629697E+02,   0.65054283E+02,   0.41000000E+02
1985,   1,  26,   0.38918558E+03,   0.27960549E+03,   0.52767664E+03,   0.13307401E+02,   0.63470475E+02,   0.40000000E+02
1985,   1,  27,   0.37940649E+03,   0.27257608E+03,   0.51442367E+03,   0.12984980E+02,   0.61878157E+02,   0.39000000E+02
1985,   1,  28,   0.36957394E+03,   0.26550771E+03,   0.50109909E+03,   0.12662453E+02,   0.60277484E+02,   0.38000000E+02
1985,   1,  29,   0.35968898E+03,   0.25840115E+03,   0.48770431E+03,   0.12339842E+02,   0.58668625E+02,   0.37000000E+02
1985,   1,  30,   0.34975273E+03,   0.25125720E+03,   0.47424086E+03,   0.12017174E+02,   0.57051764E+02,   0.36000000E+02
1985,   1,  31,   0.37050803E+03,   0.26618393E+03,   0.50235734E+03,   0.12678009E+02,   0.60426379E+02,   0.38000000E+02
1985,   2,   1,   0.73987238E+03,   0.53165129E+03,   0.10029960E+04,   0.24979756E+02,   0.12059595E+03,   0.76000000E+02
1985,   2,   2,   0.11479828E+04,   0.82432039E+03,   0.15571839E+04,   0.40613623E+02,   0.18750921E+03,   0.12300000E+03
1985,   2,   3,   0.54152224E+03,   0.38914392E+03,   0.73407166E+03,   0.18213770E+02,   0.88251435E+02,   0.55000000E+02
1985,   2,   4,   0.49262878E+03,   0.35399980E+03,   0.66780708E+03,   0.16597547E+02,   0.80289149E+02,   0.50000000E+02
1985,   2,   5,   0.46304820E+03,   0.33273571E+03,   0.62771994E+03,   0.15625739E+02,   0.75473208E+02,   0.47000000E+02
1985,   2,   6,   0.49327920E+03,   0.35447426E+03,   0.66867748E+03,   0.16596550E+02,   0.80390422E+02,   0.50000000E+02
1985,   2,   7,   0.43343788E+03,   0.31145027E+03,   0.58759247E+03,   0.14652826E+02,   0.70652410E+02,   0.44000000E+02
1985,   2,   8,   0.39303554E+03,   0.28239832E+03,   0.53285362E+03,   0.13353022E+02,   0.64080367E+02,   0.40000000E+02
1985,   2,   9,   0.41364777E+03,   0.29722382E+03,   0.56077365E+03,   0.14003481E+02,   0.67430613E+02,   0.42000000E+02
1985,   2,  10,   0.40367820E+03,   0.29005636E+03,   0.54726433E+03,   0.13678500E+02,   0.65808030E+02,   0.41000000E+02
1985,   2,  11,   0.40388020E+03,   0.29020382E+03,   0.54753449E+03,   0.13677894E+02,   0.65839412E+02,   0.41000000E+02
1985,   2,  12,   0.73792406E+04,   0.48130130E+04,   0.10838779E+05,   0.10007803E+04,   0.15447264E+04,   0.19500000E+04
1985,   2,  13,   0.15664314E+04,   0.11232271E+04,   0.21272952E+04,   0.60069387E+02,   0.25690546E+03,   0.17600000E+03
1985,   2,  14,   0.10045155E+04,   0.72170073E+03,   0.13619401E+04,   0.34286122E+02,   0.16380897E+03,   0.10500000E+03
1985,   2,  15,   0.81929510E+03,   0.58879837E+03,   0.11105424E+04,   0.27414247E+02,   0.13349057E+03,   0.84000000E+02
