TABLE->,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#1,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#2,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#3,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4,MON-NITUPT#4
VARS->,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
A51163,0.625377,0.575347,0.775470,1.050635,1.250756,1.075651,1.075651,1.075651,1.300784,1.300784,0.950576,0.625377,0.625377,0.575347,0.775470,1.050635,1.250756,1.075651,1.075651,1.075651,1.300784,1.300784,0.950576,0.625377,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0.250153,0,0,0,0,0,0,0,0,0,0,0,0
A51165,0.181727,0.167188,0.225340,0.305299,0.363450,0.312569,0.312569,0.312569,0.377989,0.377989,0.276223,0.181727,0.181727,0.167188,0.225340,0.305299,0.363450,0.312569,0.312569,0.312569,0.377989,0.377989,0.276223,0.181727,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0.072690,0,0,0,0,0,0,0,0,0,0,0,0
A51167,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51169,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51171,0.298513,0.274631,0.370156,0.501501,0.597023,0.513441,0.513441,0.513441,0.620905,0.620905,0.453738,0.298513,0.298513,0.274631,0.370156,0.501501,0.597023,0.513441,0.513441,0.513441,0.620905,0.620905,0.453738,0.298513,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0.119405,0,0,0,0,0,0,0,0,0,0,0,0
A51173,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51175,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51177,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51179,0.916545,0.843224,1.136515,1.539795,1.833091,1.576456,1.576456,1.576456,1.906414,1.906414,1.393147,0.916545,0.916545,0.843224,1.136515,1.539795,1.833091,1.576456,1.576456,1.576456,1.906414,1.906414,1.393147,0.916545,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0.366618,0,0,0,0,0,0,0,0,0,0,0,0
A51181,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,2.999309,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0.499885,0,0,0,0,0,0,0,0,0,0,0,0
A51183,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51185,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51187,0.559181,0.514446,0.693385,0.939423,1.118363,0.961793,0.961793,0.961793,1.163097,1.163097,0.849955,0.559181,0.559181,0.514446,0.693385,0.939423,1.118363,0.961793,0.961793,0.961793,1.163097,1.163097,0.849955,0.559181,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0.223672,0,0,0,0,0,0,0,0,0,0,0,0
A51191,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51193,1.975865,1.817797,2.450072,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.975865,1.975865,1.817797,2.450072,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.975865,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51195,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51197,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51199,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,2.947907,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0.491318,0,0,0,0,0,0,0,0,0,0,0,0
A51510,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51515,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51520,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51530,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51540,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51550,1.531527,1.409003,1.899095,2.572963,2.827443,2.634224,2.634224,2.634224,2.827443,2.827443,2.327922,1.531527,1.531527,1.409003,1.899095,2.572963,2.827443,2.634224,2.634224,2.634224,2.827443,2.827443,2.327922,1.531527,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0.471241,0,0,0,0,0,0,0,0,0,0,0,0
A51570,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51580,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51590,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51595,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51600,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51610,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51620,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51630,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51640,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51650,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51660,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51670,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51678,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51680,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51683,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51685,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51690,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51700,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51710,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51720,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51730,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51735,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51740,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51750,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51760,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51770,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51775,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.25,0.23,0.31,0.42,0.5,0.43,0.43,0.43,0.52,0.52,0.38,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
A51790,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51800,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A51810,1.748845,1.608940,2.168566,2.839408,2.839408,2.839408,2.839408,2.839408,2.839408,2.839408,2.658243,1.748845,1.748845,1.608940,2.168566,2.839408,2.839408,2.839408,2.839408,2.839408,2.839408,2.839408,2.658243,1.748845,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0.473234,0,0,0,0,0,0,0,0,0,0,0,0
A51820,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51830,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A51840,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.250000,0.230000,0.310000,0.420000,0.500000,0.430000,0.430000,0.430000,0.520000,0.520000,0.380000,0.250000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0
A54003,0.772083,0.710316,0.957384,1.225750,1.225750,1.225750,1.225750,1.225750,1.225750,1.225750,1.173565,0.772083,0.772083,0.710316,0.957384,1.225750,1.225750,1.225750,1.225750,1.225750,1.225750,1.225750,1.173565,0.772083,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0.204291,0,0,0,0,0,0,0,0,0,0,0,0
A54023,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A54027,2.686591,2.679460,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.679460,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,2.686591,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0.447766,0,0,0,0,0,0,0,0,0,0,0,0
A54031,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.793187,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0.132198,0,0,0,0,0,0,0,0,0,0,0,0
A54037,0.616615,0.567286,0.764604,1.035915,1.090321,1.060581,1.060581,1.060581,1.090321,1.090321,0.937258,0.616615,0.616615,0.567286,0.764604,1.035915,1.090321,1.060581,1.060581,1.060581,1.090321,1.090321,0.937258,0.616615,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0.181719,0,0,0,0,0,0,0,0,0,0,0,0
A54057,2.710663,2.493805,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.710663,2.710663,2.493805,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.983738,2.710663,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0.497290,0,0,0,0,0,0,0,0,0,0,0,0
A54063,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A54065,2.413431,2.220356,2.992650,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.413431,2.413431,2.220356,2.992650,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.413431,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
A54071,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.826877,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0.137813,0,0,0,0,0,0,0,0,0,0,0,0
A54077,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0,0,0,0,0,0,0,0,0,0,0,0
