TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.053500,1,0.03,0.3,0,21.24950,36.44350,5,0.5,2,0,5054.047,0.234500,5,1,8,0,1856.623,0.010500,6,0.5,1,0,1077.831,0,0,0,0,na,na
A10003,0.092500,1,0.03,0.3,0,23.79950,34.01750,5,0.5,2,0,4999.056,0.168000,5,1,8,0,1595.062,0.013000,6,0.5,1,0,1112.243,0,0,0,0,na,na
A10005,0.051500,1,0.03,0.3,0,13.11500,31.71200,5,0.5,2,0,4278.265,0.584000,5,1,8,0,2098.030,0.187000,6,0.5,1,0,1162.771,0,0,0,0,na,na
A11001,0.079000,1,0.03,0.3,0,15.94500,36.77400,5,0.5,2,0,5758.148,0.156500,5,1,8,0,1801.786,0.005500,6,0.5,1,0,1046.466,0,0,0,0,na,na
A24001,0.052500,1,0.03,0.3,0,27.45950,36.53600,5,0.5,2,0,4677.421,0.093500,5,1,8,0,1687.363,0.006000,6,0.5,1,0,1079.968,0,0,0,0,na,na
A24003,0.042500,1,0.03,0.3,0,22.49000,32.31800,5,0.5,2,0,4610.504,0.212500,5,1,8,0,1570.766,0.023000,6,0.5,1,0,1139.241,0,0,0,0,na,na
A24009,0.047000,1,0.03,0.3,0,18.09650,28.67050,5,0.5,2,0,4117.596,0.231500,5,1,8,0,1802.614,0.014000,6,0.5,1,0,1102.554,0,0,0,0,na,na
A24005,0.041500,1,0.03,0.3,0,23.16750,36.06200,5,0.5,2,0,4353.565,0.265000,5,1,8,0,1972.713,0.051500,6,0.5,1,0,1117.883,0,0,0,0,na,na
A24011,0.177000,1,0.03,0.3,0,23.19950,33.05050,5,0.5,2,0,5382.981,0.162000,5,1,8,0,1591.053,0.013000,6,0.5,1,0,1105.594,0,0,0,0,na,na
