TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
A24013,0.4,8.66617512,70.98147405,60,72.92644084,80.24670512,57.62090095,58.81679335,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.038981,0.100000,0.,9.302929,0.038981,na,na,0.038981,0.011370,0.,9.302929,0.038981,na,na,0.000100,0.100000,0.100E-04,0.499414,0.200000,na,na,0.000100,0.100000,0.100E-04,0.083239,0.000100,21499.06,11694.28,0.001,1.07,46.51364,769.6062,0.001,1.07,0.100000,48.05998,0.001,1.07,0.100000,48.05998,0.001,1.07,na,na,na,na,na,na
A24015,0.4,10.82687498,71.69084761,60,73.02493327,80.37095332,73.41010492,75.06862099,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.029264,0.100000,0.,7.661742,0.029264,na,na,0.029264,0.018081,0.,7.661742,0.029264,na,na,0.000100,0.100000,0.100E-04,0.211664,0.200000,na,na,0.000100,0.100000,0.100E-04,0.056187,0.000100,31886.91,15521.75,0.001,1.07,31.36084,579.8320,0.001,1.07,0.100000,41.72383,0.001,1.07,0.100000,41.72383,0.001,1.07,na,na,na,na,na,na
A24017,0.4,11.38160131,93.82588115,60,72.46194161,79.66073934,74.2061067,75.88794563,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.350375,0.010957,0.,10.00000,0.350375,na,na,0.350375,0.000656,0.,10.00000,0.350375,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,27585.30,9794.585,0.001,1.07,36.25118,918.8762,0.001,1.07,0.100000,25.47725,0.001,1.07,0.100000,25.47725,0.001,1.07,na,na,na,na,na,na
A24019,0.4,11.70814521,90.67459023,60,67.97859963,74.00500344,77.94094908,79.73221888,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.318152,0.012630,0.,10.00000,0.318152,na,na,0.318152,0.000758,0.,10.00000,0.318152,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,29369.35,10627.98,0.001,1.07,34.04910,846.8218,0.001,1.07,0.100000,26.48731,0.001,1.07,0.100000,26.48731,0.001,1.07,na,na,na,na,na,na
A24021,0.4,8.89553794,86.16254679,60,74.64399958,82.41340547,54.50520348,55.60980594,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.039391,0.100000,0.,9.406731,0.039391,na,na,0.039391,0.011622,0.,9.406731,0.039391,na,na,0.000100,0.100000,0.100E-04,0.476344,0.200000,na,na,0.000100,0.100000,0.100E-04,0.079393,0.000100,25310.65,12421.23,0.001,1.07,39.50906,724.5662,0.001,1.07,0.100000,49.17229,0.001,1.07,0.100000,49.17229,0.001,1.07,na,na,na,na,na,na
A24023,0.4,8.592249922,84.09700285,60,75.90991824,84.01036186,51.66532222,52.68671617,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.250181,0.017874,0.,10.00000,0.250181,na,na,0.250181,0.001073,0.,10.00000,0.250181,na,na,0.000100,0.100000,0.100E-04,0.081153,0.200000,na,na,0.000100,0.100000,0.100E-04,0.045926,0.000100,18140.92,12282.93,0.001,1.07,55.12406,732.7235,0.001,1.07,0.100000,43.65236,0.001,1.07,0.100000,43.65236,0.001,1.07,na,na,na,na,na,na
A24025,0.4,9.829871706,76.05981816,60,74.10626944,81.7350589,70.96881411,72.55580036,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.027599,0.100000,0.,6.982291,0.027599,na,na,0.027599,0.019202,0.,6.982291,0.027599,na,na,0.000100,0.100000,0.100E-04,0.130691,0.200000,na,na,0.000100,0.100000,0.100E-04,0.098974,0.000100,31065.03,15670.81,0.001,1.07,32.19056,574.3159,0.001,1.07,0.100000,51.05032,0.001,1.07,0.100000,51.05032,0.001,1.07,na,na,na,na,na,na
A24027,0.4,9.197760165,69.92606107,60,72.0840588,79.18404018,69.37935528,70.91977039,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.031201,0.100000,0.,8.636856,0.031201,na,na,0.031201,0.015574,0.,8.636856,0.031201,na,na,0.000100,0.100000,0.100E-04,0.244446,0.200000,na,na,0.000100,0.100000,0.100E-04,0.057622,0.000100,26786.84,14040.69,0.001,1.07,37.33179,640.9938,0.001,1.07,0.100000,45.35061,0.001,1.07,0.100000,45.35061,0.001,1.07,na,na,na,na,na,na
A24029,0.4,11.48586698,84.6611575,60,76.52072595,84.78089578,86.57554961,88.61981322,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.055402,0.100000,0.,9.268619,0.055402,na,na,0.055402,0.007113,0.,9.268619,0.055402,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,33390.39,14489.29,0.001,1.07,29.94875,621.1494,0.001,1.07,0.100000,33.61591,0.001,1.07,0.100000,33.61591,0.001,1.07,na,na,na,na,na,na
A24031,0.4,8.755937943,66.26503337,60,74.40415743,82.1108446,65.6992694,67.13185799,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.033838,0.100000,0.,7.472908,0.033838,na,na,0.033838,0.013976,0.,7.472908,0.033838,na,na,0.000100,0.100000,0.100E-04,0.488245,0.200000,na,na,0.000100,0.100000,0.100E-04,0.081373,0.000100,26877.45,12902.92,0.001,1.07,37.20592,697.5154,0.001,1.07,0.100000,50.03577,0.001,1.07,0.100000,50.03577,0.001,1.07,na,na,na,na,na,na
A24033,0.4,11.53752725,73.89456743,60,71.07663311,77.91317267,71.05516723,72.64468363,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.037909,0.100000,0.,10.00000,0.037909,na,na,0.037909,0.011706,0.,10.00000,0.037909,na,na,0.000100,0.100000,0.100E-04,0.311152,0.200000,na,na,0.000100,0.100000,0.100E-04,0.051858,0.000100,36889.75,17436.92,0.001,1.07,27.10781,516.1461,0.001,1.07,0.100000,36.05402,0.001,1.07,0.100000,36.05402,0.001,1.07,na,na,na,na,na,na
A24035,0.4,11.54153265,85.61316461,60,78.63268025,87.44512613,85.41209625,87.42227067,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.033701,0.100000,0.,6.055006,0.033701,na,na,0.033701,0.014601,0.,6.055006,0.033701,na,na,0.000100,0.100000,0.100E-04,0.063009,0.200000,na,na,0.000100,0.100000,0.100E-04,0.063009,0.000100,37876.95,17155.45,0.001,1.07,26.40128,524.6147,0.001,1.07,0.100000,42.02971,0.001,1.07,0.100000,42.02971,0.001,1.07,na,na,na,na,na,na
A24037,0.4,11.11429624,93.03827618,60,73.47525329,80.93903203,77.7445653,79.53008106,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.085285,0.066860,0.,9.999999,0.085285,na,na,0.085285,0.004010,0.,9.999999,0.085285,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,36345.23,14209.52,0.001,1.07,27.51392,633.3781,0.001,1.07,0.100000,28.49127,0.001,1.07,0.100000,28.49127,0.001,1.07,na,na,na,na,na,na
A24039,0.4,11.78305931,95.89649455,60,67.64082678,73.57890299,78.18958008,79.98813478,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.338202,0.011883,0.,10.00000,0.338202,na,na,0.338202,0.000712,0.,10.00000,0.338202,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,32806.56,11560.46,0.001,1.07,30.48170,778.5161,0.001,1.07,0.100000,23.18755,0.001,1.07,0.100000,23.18755,0.001,1.07,na,na,na,na,na,na
A24041,0.4,11.21388506,92.02694503,60,78.02960156,86.68434236,86.40030399,88.4394329,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.113692,0.046888,0.,10.00000,0.113692,na,na,0.113692,0.002815,0.,10.00000,0.113692,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,32384.03,13177.86,0.001,1.07,30.87940,682.9636,0.001,1.07,0.100000,29.98874,0.001,1.07,0.100000,29.98874,0.001,1.07,na,na,na,na,na,na
A24043,0.4,9.597019723,78.31552516,60,76.01807415,84.14680054,67.44229361,68.92595281,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.002901,0.100000,0.,8.115782,0.002901,na,na,0.001414,0.100000,0.,8.115782,0.001414,na,na,0.000100,0.000100,0.010000,0.204194,0.200000,na,na,0.000100,0.000100,0.010000,0.034032,0.000100,50000.00,50000.00,0.001,1.07,9.808998,159.6348,0.001,1.07,0.304132,95.20415,0.001,1.07,0.304132,95.20415,0.001,1.07,na,na,na,na,na,na
A24045,0.4,13.23828486,83.80989144,60,74.97915329,82.83620188,72.17140257,73.79362467,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.222670,0.020399,0.,10.00000,0.222670,na,na,0.222670,0.001226,0.,10.00000,0.222670,na,na,0.000100,0.100000,0.100E-04,0.050016,0.200000,na,na,0.000100,0.100000,0.100E-04,0.021840,0.000100,41941.81,15737.69,0.001,1.07,23.84258,571.8757,0.001,1.07,0.100000,27.86190,0.001,1.07,0.100000,27.86190,0.001,1.07,na,na,na,na,na,na
A24047,0.4,11.8885762,86.69444663,60,78.02995913,86.68479344,76.87948708,78.63965606,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.243456,0.018249,0.,10.00000,0.243456,na,na,0.243456,0.001096,0.,10.00000,0.243456,na,na,0.000100,0.100000,0.100E-04,0.015237,0.200000,na,na,0.000100,0.100000,0.100E-04,0.015237,0.000100,36795.19,14091.46,0.001,1.07,27.17747,638.6840,0.001,1.07,0.100000,27.93480,0.001,1.07,0.100000,27.93480,0.001,1.07,na,na,na,na,na,na
A24510,0.4,10.89579994,79.58426696,60,70.83062273,77.60283057,61.87983072,63.20050976,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.041745,0.100000,0.,10.00000,0.041745,na,na,0.041745,0.010371,0.,10.00000,0.041745,na,na,0.000100,0.100000,0.100E-04,0.113351,0.200000,na,na,0.000100,0.100000,0.100E-04,0.057704,0.000100,31261.63,14363.85,0.001,1.07,31.98810,626.5726,0.001,1.07,0.100000,47.71306,0.001,1.07,0.100000,47.71306,0.001,1.07,na,na,na,na,na,na
A36003,0.4,7.474602486,82.35495606,60,73.5727919,81.06207698,73.85186718,75.52332688,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.325399,0.012900,0.,10.00000,0.325399,na,na,0.325399,0.000774,0.,10.00000,0.325399,na,na,0.000100,0.100000,0.100E-04,0.015315,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,14260.29,10837.19,0.001,1.07,70.12481,830.4739,0.001,1.07,0.100000,24.28239,0.001,1.07,0.100000,24.28239,0.001,1.07,na,na,na,na,na,na
A36007,0.4,7.321308689,81.16298478,60,71.68548359,78.68123755,73.05983793,74.70809118,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.222642,0.020756,0.,10.00000,0.222642,na,na,0.222642,0.001246,0.,10.00000,0.222642,na,na,0.000100,0.100000,0.100E-04,0.031533,0.200000,na,na,0.000100,0.100000,0.100E-04,0.031533,0.000100,14057.96,9360.332,0.001,1.07,71.13412,961.5032,0.001,1.07,0.100000,36.59739,0.001,1.07,0.100000,36.59739,0.001,1.07,na,na,na,na,na,na
A36015,0.4,7.431501112,79.05913952,60,71.62673414,78.60712512,71.91076191,73.52534724,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.467486,0.008237,0.,10.00000,0.467486,na,na,0.467486,0.000492,0.,10.00000,0.467486,na,na,0.000100,0.100000,0.100E-04,0.031485,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010659,0.000100,12567.90,8385.099,0.001,1.07,79.56784,1073.333,0.001,1.07,0.100000,27.03465,0.001,1.07,0.100000,27.03465,0.001,1.07,na,na,na,na,na,na
A36017,0.4,7.591879113,79.75088123,60,73.9809522,81.57697121,76.36737197,78.11253597,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.271504,0.015937,0.,10.00000,0.271504,na,na,0.271504,0.000957,0.,10.00000,0.271504,na,na,0.000100,0.100000,0.100E-04,0.032835,0.200000,na,na,0.000100,0.100000,0.100E-04,0.032835,0.000100,13253.82,9428.028,0.001,1.07,75.44993,954.6005,0.001,1.07,0.100000,37.83017,0.001,1.07,0.100000,37.83017,0.001,1.07,na,na,na,na,na,na
A36023,0.4,7.446880573,82.25339953,60,72.84524654,80.14427851,73.41298839,75.07158895,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.255156,0.017421,0.,10.00000,0.255156,na,na,0.255156,0.001047,0.,10.00000,0.255156,na,na,0.000100,0.100000,0.100E-04,0.048646,0.200000,na,na,0.000100,0.100000,0.100E-04,0.048646,0.000100,13442.42,9820.185,0.001,1.07,74.39137,916.4789,0.001,1.07,0.100000,45.14525,0.001,1.07,0.100000,45.14525,0.001,1.07,na,na,na,na,na,na
A36025,0.4,6.975776004,63.48152646,60,74.04848281,81.66216107,69.18969741,70.72455554,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.350486,0.011540,0.,8.898716,0.350486,na,na,0.350486,0.000691,0.,8.898716,0.350486,na,na,0.000100,0.100000,0.100E-04,0.103364,0.200000,na,na,0.000100,0.100000,0.100E-04,0.058511,0.000100,12524.98,8227.979,0.001,1.07,79.84036,1093.829,0.001,1.07,0.100000,45.99707,0.001,1.07,0.100000,45.99707,0.001,1.07,na,na,na,na,na,na
