TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.036757,0.100000,0.,7.984351,0.036757,na,na,0.036757,0.012814,0.,7.984351,0.036757,na,na,0.000100,0.100000,0.100E-04,0.104664,0.200000,na,na,0.000100,0.100000,0.100E-04,0.080833,0.000100,39067.78,17788.20,0.001,1.07,25.59653,505.9532,0.001,1.07,0.100000,44.34094,0.001,1.07,0.100000,44.34094,0.001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.080120,0.073540,0.,10.00000,0.080120,na,na,0.080120,0.004405,0.,10.00000,0.080120,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,32794.40,15121.98,0.001,1.07,30.49303,595.1605,0.001,1.07,0.100000,30.81112,0.001,1.07,0.100000,30.81112,0.001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.030031,0.100000,0.,10.00000,0.030031,na,na,0.030031,0.016019,0.,10.00000,0.030031,na,na,0.000100,0.021294,0.000206,0.015013,0.200000,na,na,0.000100,0.003336,0.000278,0.015013,0.000100,50000.00,39074.33,0.001,1.07,12.15100,230.3302,0.001,1.07,0.120431,58.10624,0.001,1.07,0.120431,58.10624,0.001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.058351,0.100000,0.,9.866307,0.058351,na,na,0.058351,0.006602,0.,9.866307,0.058351,na,na,0.000100,0.100000,0.100E-04,0.140543,0.200000,na,na,0.000100,0.100000,0.100E-04,0.023426,0.000100,29606.61,12954.05,0.001,1.07,33.77623,694.7628,0.001,1.07,0.100000,32.39418,0.001,1.07,0.100000,32.39418,0.001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.043046,0.100000,0.,10.00000,0.043046,na,na,0.043046,0.009408,0.,10.00000,0.043046,na,na,0.000100,0.100000,0.100E-04,1.375293,0.200000,na,na,0.000100,0.100000,0.100E-04,0.229213,0.000100,26091.19,14064.78,0.001,1.07,38.32710,639.8965,0.001,1.07,0.100000,38.32485,0.001,1.07,0.100000,38.32485,0.001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.044265,0.100000,0.,10.00000,0.044265,na,na,0.044265,0.009405,0.,10.00000,0.044265,na,na,0.000100,0.100000,0.100E-04,0.018745,0.200000,na,na,0.000100,0.100000,0.100E-04,0.018745,0.000100,38117.91,16905.68,0.001,1.07,26.23438,532.3650,0.001,1.07,0.100000,34.86069,0.001,1.07,0.100000,34.86069,0.001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.023244,0.100000,0.,6.773967,0.023244,na,na,0.023244,0.025296,0.,6.773967,0.023244,na,na,0.000100,0.100000,0.000014,0.163328,0.200000,na,na,0.000100,0.024477,0.000028,0.051780,0.000100,32281.78,16536.00,0.001,1.07,30.97721,544.2673,0.001,1.07,0.100000,53.62136,0.001,1.07,0.100000,53.62136,0.001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.034307,0.100000,0.,7.507150,0.034307,na,na,0.034307,0.013435,0.,7.507150,0.034307,na,na,0.000100,0.100000,0.100E-04,0.040023,0.200000,na,na,0.000100,0.100000,0.100E-04,0.040023,0.000100,43139.39,18857.29,0.001,1.07,23.18067,477.2690,0.001,1.07,0.100000,38.32419,0.001,1.07,0.100000,38.32419,0.001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.115742,0.045947,0.,10.00000,0.115742,na,na,0.115742,0.002753,0.,10.00000,0.115742,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,35814.79,14961.00,0.001,1.07,27.92141,601.5640,0.001,1.07,0.100000,30.42418,0.001,1.07,0.100000,30.42418,0.001,1.07,na,na,na,na,na,na
