landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,pas,puh,pul,trp,urs,css,nal,nhi,nho,nhy,nlo,npa
A10001,4259.199539,1.65,7.5,6.5625,0.5198,20.3584,2.25,6.1724,1.2,1.4718,0,0,5.066,5.4092,1.9872,1.9868,25.6935,126,0,1.32,4.9379,16.2867,1.1774,4.0528,4.3273
A10003,2035.320438,1.65,7.5,6.5625,0.5545,13.04,2.25,6.0037,1.2,1.1114,0,0,4.928,4.5481,3.8087,3.8082,21.6037,126,0,1.32,4.803,10.432,0.8891,3.9424,3.6385
A10005,13948.1818,1.65,7.5,6.5625,0.5928,22.092,2.25,6.9757,1.2,1.7734,0,0,5.7232,5.3957,3.1614,3.1615,25.6297,126,0,1.32,5.5805,17.6736,1.4187,4.5785,4.3166
A11001,45,1.65,7.5,6.5625,0.6373,10.5935,2.25,6.253,1.2,1.1938,0,0,5.1156,1.9984,1.8825,1.8785,9.4926,126,0,1.32,5.0024,8.4748,0.9551,4.0925,1.5988
A24001,176.9705767,1.65,7.5,6.5625,0.387,11.9814,2.25,9.5274,1.2,2.4118,0,0,7.8108,2.4646,1.7304,1.7286,11.707,126,0,1.32,7.6219,9.5851,1.9295,6.2486,1.9717
A24003,554.9508962,1.65,7.5,6.5625,0.5796,10.1694,2.25,6.1493,1.2,1.4196,0,0,5.0471,3.2514,3.5988,3.5985,15.4442,126,0,1.32,4.9194,8.1356,1.1357,4.0377,2.6011
A24005,260.6010017,1.65,7.5,6.5625,0.5708,13.6945,2.25,6.8697,1.2,2.6845,0,0,5.6365,3.7623,2.5689,2.568,17.871,126,0,1.32,5.4957,10.9556,2.1476,4.5092,3.0098
A24009,202.1807965,1.65,7.5,6.5625,0.4958,12.3484,2.25,6.6659,1.2,1.5278,0,0,5.4697,2.6925,2.2502,2.2496,12.7893,126,0,1.32,5.3327,9.8787,1.2222,4.3758,2.154
A24011,9065.437527,1.65,7.5,6.5625,0.5759,15.0027,2.25,7.5182,1.2,1.6815,0,0,6.167,4.6386,3.7647,3.765,22.0332,126,0,1.32,6.0146,12.0022,1.3452,4.9336,3.7109
A24013,450,1.65,7.5,6.5625,0.547,18.8581,2.25,7.2824,1.2,2.5695,0,0,5.9741,4.1635,2.4054,2.4047,19.7767,126,0,1.32,5.8259,15.0865,2.0556,4.7793,3.3308
A24015,1434.004565,1.65,7.5,6.5625,0.5447,13.3822,2.25,7.1475,1.2,2.6423,0,0,5.8637,3.9815,2.2638,2.2628,18.9121,126,0,1.32,5.718,10.7058,2.1139,4.691,3.1852
A24017,283.1880551,1.65,7.5,6.5625,0.482,10.1745,2.25,6.2261,1.2,1.3127,0,0,5.11,2.9497,2.3479,2.3464,14.0108,126,0,1.32,4.9809,8.1396,1.0502,4.088,2.3597
A24019,12874.55922,1.65,7.5,6.5625,0.4475,14.2532,2.25,5.8275,1.2,1.5978,0,0,4.7839,3.316,3.2528,3.2529,15.7509,126,0,1.32,4.662,11.4026,1.2782,3.8271,2.6528
A24021,408.703089,1.65,7.5,6.5625,0.5308,12.1259,2.25,7.5033,1.2,2.4933,0,0,6.1548,4.7148,2.3108,2.3099,22.3952,126,0,1.32,6.0026,9.7007,1.9947,4.9238,3.7718
A24023,318.1530025,1.65,7.5,6.5625,0.5186,12.7072,2.25,9.0915,1.2,2.4557,0,0,7.4541,3.0603,4.185,4.1847,14.5365,126,0,1.32,7.2732,10.1658,1.9646,5.9633,2.4483
A24025,190.7991625,1.65,7.5,6.5625,0.5433,13.8035,2.25,7.0209,1.2,2.5277,0,0,5.7601,3.8776,3.1365,3.1359,18.4186,126,0,1.32,5.6167,11.0428,2.0222,4.6081,3.1021
A24027,193.9506571,1.65,7.5,6.5625,0.5743,9.834,2.25,6.9924,1.2,2.6739,0,0,5.7369,3.6795,2.541,2.5407,17.4774,126,0,1.32,5.594,7.8672,2.1392,4.5895,2.9436
A24029,6596.933823,1.65,7.5,6.5625,0.5406,12.4979,2.25,7.6116,1.2,1.2055,0,0,6.2434,3.7874,3.5853,3.5851,17.99,126,0,1.32,6.0892,9.9983,0.9644,4.9947,3.0299
A24031,237.1890081,1.65,7.5,6.5625,0.565,9.5468,2.25,6.1727,1.2,2.5675,0,0,5.0663,3.79,2.1203,2.1194,18.0027,126,0,1.32,4.9382,7.6374,2.054,4.053,3.032
A24033,692.0875698,1.65,7.5,6.5625,0.552,12.1472,2.25,6.9626,1.2,1.4578,0,0,5.7125,3.4744,2.063,2.0623,16.5034,126,0,1.32,5.57,9.7177,1.1662,4.57,2.7795
A24035,4588.100766,1.65,7.5,6.5625,0.5278,16.4233,2.25,6.7689,1.2,1.1611,0,0,5.554,4.0411,2.7858,2.786,19.1954,126,0,1.32,5.4151,13.1387,0.9289,4.4432,3.2329
A24037,374.5685294,1.65,7.5,6.5625,0.4499,11.1458,2.25,6.3107,1.2,1.146,0,0,5.1792,3.2856,2.0662,2.0646,15.6067,126,0,1.32,5.0486,8.9166,0.9168,4.1433,2.6285
A24039,13612.36889,1.65,7.5,6.5625,0.5108,14.0797,2.25,5.6003,1.2,1.5272,0,0,4.598,4.2307,3.6149,3.6156,20.096,126,0,1.32,4.4802,11.2638,1.2217,3.6784,3.3846
A24041,5946.567911,1.65,7.5,6.5625,0.4905,14.1587,2.25,6.4186,1.2,1.3888,0,0,5.2675,3.7905,3.4638,3.4635,18.0047,126,0,1.32,5.1349,11.327,1.111,4.214,3.0324
A24043,754.5896071,1.65,7.5,6.5625,0.4918,11.9711,2.25,7.7966,1.2,2.3012,0,0,6.3948,4.0786,1.9144,1.9136,19.3734,126,0,1.32,6.2373,9.5769,1.8409,5.1158,3.2629
A24045,12492.90082,1.65,7.5,6.5625,0.5486,13.0863,2.25,6.5453,1.2,1.484,0,0,5.3711,5.4726,2.6813,2.6813,25.9948,126,0,1.32,5.2363,10.469,1.1872,4.2969,4.3781
A24047,13385.4098,1.65,7.5,6.5625,0.4789,13.3163,2.25,5.9106,1.2,1.7378,0,0,4.8518,3.6175,2.5688,2.5689,17.1833,126,0,1.32,4.7285,10.6531,1.3903,3.8815,2.894
A24510,45,1.65,7.5,6.5625,0.6634,13.5466,2.25,7.1154,1.2,2.8842,0,0,5.8212,2.0086,3.7737,3.7728,9.5407,126,0,1.32,5.6923,10.8373,2.3073,4.6569,1.6069
A36003,1347.753342,1.65,7.5,6.5625,0.4257,15.3083,2.25,10.7825,1.2,0.9893,0,0,8.8375,2.7107,2.3324,2.3302,12.8759,126,0,1.32,8.626,12.2466,0.7914,7.07,2.1686
A36007,1457.406769,1.65,7.5,6.5625,0.4257,12.9534,2.25,11.4961,1.2,1.1155,0,0,9.4214,2.6992,2.9184,2.9175,12.821,126,0,1.32,9.1969,10.3627,0.8924,7.5371,2.1593
A36015,1140.237,1.65,7.5,6.5625,0.4083,13.5106,2.25,9.9756,1.2,1.202,0,0,7.8641,2.5212,2.0924,2.0892,11.9756,126,0,1.32,7.9805,10.8085,0.9616,6.2912,2.0169
A36017,2003.484011,1.65,7.5,6.5625,0.4222,15.3211,2.25,11.6511,1.2,0.9942,0,0,9.5482,2.7635,3.4832,3.4825,13.1265,126,0,1.32,9.3209,12.2569,0.7954,7.6385,2.2108
A36023,2382.834415,1.65,7.5,6.5625,0.4553,12.741,2.25,11.5349,1.2,0.7892,0,0,9.4531,2.8494,3.6075,3.6065,13.5347,126,0,1.32,9.2279,10.1928,0.6313,7.5625,2.2795
A36025,1829.715772,1.65,7.5,6.5625,0.4014,12.716,2.25,12.0556,1.2,1.0606,0,0,10.0874,2.6322,2.9415,2.9406,12.5027,126,0,1.32,9.6445,10.1728,0.8485,8.0699,2.1057
A36043,2361.774634,1.65,7.5,6.5625,0.3823,14.7676,2.25,11.0399,1.2,0.9361,0,0,9.0481,2.8849,3.2847,3.2844,13.7031,126,0,1.32,8.8319,11.8141,0.7489,7.2385,2.3079
A36051,2647.198689,1.65,7.5,6.5625,0.4368,14.9107,2.25,10.5034,1.2,1.0767,0,0,8.6092,3.0945,2.6087,2.6083,14.6988,126,0,1.32,8.4027,11.9286,0.8614,6.8874,2.4756
A36053,2811.903243,1.65,7.5,6.5625,0.4682,11.3601,2.25,10.5174,1.2,0.9787,0,0,8.6207,3.0553,3.3035,3.3027,14.5129,126,0,1.32,8.4139,9.0881,0.7829,6.8965,2.4443
A36065,2113.825165,1.65,7.5,6.5625,0.4241,21.0062,2.25,10.1151,1.2,0.8973,0,0,8.2916,2.8901,3.3151,3.3146,13.7279,126,0,1.32,8.0921,16.805,0.7178,6.6333,2.3121
A36067,3278.454866,1.65,7.5,6.5625,0.5003,12.0761,2.25,9.7726,1.2,1.0141,0,0,8.0114,3.5743,3.6575,3.657,16.9778,126,0,1.32,7.8181,9.6609,0.8112,6.4091,2.8594
