landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,pas,puh,pul,trp,urs,css,,
A51097,173.7537116,0.7,7,3.5,0.099268626,2.57301409,0.8,1.938096858,0.4,0.987323765,2.088239721,2.088242295,1.450480486,0.591903574,0.37139658,0.370082268,7.101466727,85,2.088239721
A51099,29.36354798,0.7,7,3.5,0.099412823,2.55764453,0.8,2.562732962,0.4,0.896404935,2.15866021,2.158654067,1.907343619,0.698667801,0.718940204,0.71650004,8.387618492,85,2.15866021
A51101,169.2128515,0.7,7,3.5,0.100160277,2.497598269,0.8,1.981971949,0.4,0.87475771,2.06710555,2.067111056,1.482973592,0.702358824,0.387812585,0.388319237,8.429615746,85,2.06710555
A51103,56.72929261,0.7,7,3.5,0.100204823,2.505749067,0.8,1.784962288,0.4,0.487092645,2.250324614,2.250318438,1.334062458,0.547774281,0.836654851,0.834981257,6.56703674,85,2.250324614
A51107,65.18086769,0.7,7,3.5,0.10111663,2.388083644,0.8,2.550626724,0.4,0.759169228,1.985269907,1.985266676,1.902303975,0.595228436,0.485935309,0.48442211,7.138451114,85,1.985269907
A51109,65.77972492,0.7,7,3.5,0.097899679,2.422407678,0.8,4.840111367,0.4,1.137684809,2.05303361,2.053033285,3.584265847,0.705074359,0.593145509,0.592243503,8.462307064,85,2.05303361
A51113,82.04791122,0.7,7,3.5,0.097992931,2.513656186,0.8,4.757554623,0.4,0.631137,2.141186985,2.141192412,3.526104121,0.700018143,0.537028286,0.535250535,8.401020854,85,2.141186985
A51115,30.53371958,0.7,7,3.5,0.095345237,2.313483569,0.8,1.820364025,0.4,0.985735179,2.299765254,2.29976773,1.358663357,0.60650391,0.832987769,0.83298296,7.274548083,85,2.299765254
A51119,46.00203266,0.7,7,3.5,0.097520129,2.419500598,0.8,2.114313182,0.4,0.936714331,2.246799612,2.246799254,1.57753784,0.656339485,0.79004113,0.78973574,7.876552859,85,2.246799612
A51121,67.37332352,0.7,7,3.5,0.095150696,2.405083072,0.8,2.086203868,0.4,0.763323798,1.830789514,1.830811976,1.569140473,0.552878828,0.439653488,0.436009136,6.629205373,85,1.830789514
A51125,11.06309185,0.7,7,3.5,0.095776295,2.522910896,0.8,2.075241989,0.4,0.820896674,2.143398858,2.143398511,1.559716808,0.528169334,0.619277232,0.617404257,6.332310179,85,2.143398858
A51127,28.77033451,0.7,7,3.5,0.099253827,2.374012136,0.8,1.98229513,0.4,0.89482113,2.131502421,2.131502087,1.481632852,0.51480638,0.570789836,0.569824439,6.171501076,85,2.131502421
A51131,105.8842322,0.7,7,3.5,0.096022019,2.509820737,0.8,1.76077307,0.4,0.669946816,2.260325239,2.260319159,1.315037542,0.486600678,0.933852238,0.931637288,5.832262766,85,2.260325239
A51133,66.12798485,0.7,7,3.5,0.099927429,2.539127953,0.8,1.869866199,0.4,0.633263423,2.211517445,2.211511282,1.397751972,0.53794203,0.818588165,0.81890145,6.449193923,85,2.211517445
A51135,267.1385802,0.7,7,3.5,0.097919631,2.293560411,0.8,4.01810803,0.4,3.336185381,2.154738733,2.154735509,2.984841113,0.720979074,0.526012199,0.524069432,8.65308258,85,2.154738733
A51137,125.8756457,0.7,7,3.5,0.098089842,2.514509901,0.8,3.569668781,0.4,0.844269433,2.110004821,2.109998717,2.655454787,0.665258278,0.50121592,0.500215133,7.982167525,85,2.110004821
A51139,790.1344848,0.7,7,3.5,0.104351854,2.451108761,0.8,3.279730484,0.4,8.700319143,1.896196716,1.896193461,2.454301833,1.003447184,0.396592342,0.3959191,12.05125938,85,1.896196716
A51145,145.4412901,0.7,7,3.5,0.097832959,2.447182118,0.8,3.671979229,0.4,0.856869871,2.094202439,2.094210749,2.731972559,0.687792887,0.603067716,0.601955401,8.2527678,85,2.094202439
A51147,162.1098368,0.7,7,3.5,0.096691983,2.290285117,0.8,3.073075269,0.4,0.947800731,2.040138354,2.040140892,2.296084795,0.625324143,0.497856165,0.497216257,7.500749273,85,2.040138354
A51149,40.01286137,0.7,7,3.5,0.102715989,2.564843568,0.8,2.227050875,0.4,1.003911462,2.197449413,2.197449082,1.658919157,0.739549068,0.477339807,0.476550754,8.881948728,85,2.197449413
A51153,104.7473503,0.7,7,3.5,0.102186182,2.45661807,0.8,2.987948832,0.4,0.961099177,2.024592232,2.024594867,2.229455696,0.679076381,0.5836318,0.582559012,8.146442112,85,2.024592232
A51157,21.79425282,0.7,7,3.5,0.098653481,2.539279031,0.8,2.056963058,0.4,0.757053109,2.072923693,2.072920474,1.54691959,0.522291767,0.585924484,0.583205129,6.261126371,85,2.072923693
A51159,43.39813938,0.7,7,3.5,0.100029441,2.468584259,0.8,1.830835516,0.4,0.790137609,2.108772328,2.108766179,1.375202901,0.610355063,0.505738859,0.504758927,7.32328766,85,2.108772328
A51161,166.289078,0.7,7,3.5,0.095245353,2.549843258,0.8,2.171609073,0.4,3.184987455,1.891575017,1.891563323,1.631855596,0.691461748,0.534543448,0.530942372,8.298689796,85,1.891575017
A51163,58.52367287,0.7,7,3.5,0.094055404,2.510127155,0.8,2.01213328,0.4,0.84297919,1.988366883,1.988355226,1.511839859,0.552061848,0.496593424,0.495222005,6.619842696,85,1.988366883
A51165,918.8047016,0.7,7,3.5,0.10591834,2.532613646,0.8,3.55861621,0.4,10.00985467,1.874985963,1.874988687,2.657481529,1.0983949,0.36074577,0.359813722,13.19366106,85,1.874985963
A51171,350.5651356,0.7,7,3.5,0.100125861,2.542725962,0.8,2.06434227,0.4,3.99855541,1.818294618,1.818279779,1.550334339,0.733958338,0.393699035,0.392601904,8.80823987,85,1.818294618
A51177,67.69876213,0.7,7,3.5,0.099343236,2.427237549,0.8,1.942628102,0.4,0.783838399,2.075909038,2.075911615,1.457748837,0.676446893,0.574902043,0.572018824,8.114381624,85,2.075909038
A51179,30.16351065,0.7,7,3.5,0.100911365,2.506443347,0.8,3.443489835,0.4,1.866294684,2.077101005,2.077100685,2.554358352,0.650868122,0.569952526,0.568535757,7.81104605,85,2.077101005
A51181,1299.358258,0.7,7,3.5,0.098038892,2.174147958,0.8,1.838621346,0.4,3.089245331,2.268869736,2.268869376,1.37509632,6.384259186,0.515740464,0.514363435,76.80047336,85,2.268869736
A51187,39.77005441,0.7,7,3.5,0.097569055,2.530437718,0.8,1.977423765,0.4,0.878237659,1.825137767,1.8251346,1.485340499,0.531265495,0.397455576,0.396379553,6.369313868,85,1.825137767
A51193,28.07534941,0.7,7,3.5,0.099177019,2.425828587,0.8,1.983104389,0.4,0.508844646,2.102645985,2.102651455,1.484511488,0.668182892,0.511120755,0.51015105,8.023553351,85,2.102645985
A51199,147.1132949,0.7,7,3.5,0.099609801,2.54784871,0.8,1.918759158,0.4,4.732853435,2.349977307,2.349974034,1.429450244,1.080723531,0.838227697,0.83703938,12.97647059,85,2.349977307
A51510,10,0.7,7,3.5,0.10597688,1.890364862,0.8,1.834029486,0.4,0.83091054,2.098121395,2.098124088,1.370346294,0.379816761,0.276860565,0.275171183,4.547198017,85,2.098121395
A51530,10,0.7,7,3.5,0.093255078,2.522896698,0.8,2.071671699,0.4,0.803787596,2.040789079,2.040825428,1.551245954,0.378702172,0.497325584,0.489403735,4.535622485,85,2.040789079
A51540,10,0.7,7,3.5,0.099029396,1.985375496,0.8,1.867357455,0.4,0.800920807,2.291839316,2.291841855,1.397287168,0.379157116,0.583663637,0.580827395,4.540342061,85,2.291839316
A51550,163.2275716,0.7,7,3.5,0.099423419,2.565547846,0.8,1.617722047,0.4,0.877522393,2.356349451,2.356346179,1.204643099,0.838108626,0.810651232,0.809761537,10.05765556,85,2.356349451
A51570,10,0.7,7,3.5,0.103599453,1.886802867,0.8,1.830363629,0.4,0.830307984,2.236444849,2.236444514,1.367234036,0.379575977,0.710201832,0.708847914,4.544693701,85,2.236444849
A51580,10,0.7,7,3.5,0.094281006,2.528022531,0.8,2.07403344,0.4,0.803904405,1.82870505,1.82871325,1.553101427,0.378777403,0.559431325,0.551561664,4.536402423,85,1.82870505
A51600,10,0.7,7,3.5,0.107468195,1.994628161,0.8,1.880178935,0.4,0.802457623,2.290193241,2.290186867,1.408069108,0.379976404,0.829729771,0.827675804,4.548859526,85,2.290193241
A51610,10,0.7,7,3.5,0.108062357,1.993665004,0.8,1.879745941,0.4,0.802293759,2.214518413,2.214518098,1.407863107,0.38004193,0.353516448,0.352948063,4.549541763,85,2.214518413
A51630,10,0.7,7,3.5,0.101930197,1.991457869,0.8,1.871952811,0.4,0.801322848,2.103095635,2.103095315,1.40109429,0.379416509,0.403829233,0.399834454,4.543036238,85,2.103095635
A51650,10,0.7,7,3.5,0.091525567,1.885593645,0.8,1.817645333,0.4,0.828964244,2.262392368,2.262394788,1.356158272,0.3785805,0.774521349,0.773987684,4.534361482,85,2.262392368
A51660,10,0.7,7,3.5,0.106719248,2.532101398,0.8,2.08760262,0.4,0.805636891,1.906130261,1.906136004,1.564895918,0.379895378,0.327966588,0.326465986,4.548016125,85,1.906130261
A51670,10,0.7,7,3.5,0.117190878,1.894753229,0.8,1.851686152,0.4,0.832879374,2.4057071,2.405706792,1.385725714,0.381201637,0.756390832,0.754562024,4.561640766,85,2.4057071
A51678,10,0.7,7,3.5,0.09361268,2.522991252,0.8,2.071987338,0.4,0.803827733,2.008389092,2.008397239,1.551520139,0.378728132,0.403458671,0.402382691,4.535891598,85,2.008389092
A51680,10,0.7,7,3.5,0.097174763,1.984828973,0.8,1.865422262,0.4,0.800681246,2.091024623,2.091018544,1.395607582,0.379002436,0.492985528,0.491224367,4.538736601,85,2.091024623
A51683,10,0.7,7,3.5,0.104079738,1.993084385,0.8,1.875779471,0.4,0.80164387,2.16007977,2.160076479,1.404247646,0.379623301,0.928322858,0.927150873,4.545185748,85,2.16007977
A51685,10,0.7,7,3.5,0.104492737,1.987165918,0.8,1.873691235,0.4,0.801707604,2.178130401,2.178136031,1.402786488,0.379664523,0.946325392,0.945291513,4.545614403,85,2.178130401
A51700,10,0.7,7,3.5,0.099857174,1.887501491,0.8,1.825782891,0.4,0.829761204,2.34234073,2.342328727,1.363266275,0.379228915,0.807606897,0.806806635,4.541087567,85,2.34234073
A51710,10,0.7,7,3.5,0.103214907,1.88933866,0.8,1.830359389,0.4,0.830471695,2.407986402,2.407988999,1.367166249,0.379538556,0.822426405,0.821673187,4.544304676,85,2.407986402
A51730,10,0.7,7,3.5,0.101615515,1.888086911,0.8,1.827878814,0.4,0.830010637,2.162352633,2.162355237,1.365081519,0.379387301,0.459466607,0.458863015,4.542732744,85,2.162352633
A51735,10,0.7,7,3.5,0.089612735,1.87720396,0.8,1.814613721,0.4,0.827842608,2.233810423,2.23381282,1.353713061,0.378453184,0.759721555,0.759288403,4.533042542,85,2.233810423
A51740,10,0.7,7,3.5,0.103887509,1.889383184,0.8,1.831227248,0.4,0.830575327,2.42430334,2.424300011,1.367918129,0.379604282,0.821609064,0.820766939,4.544987985,85,2.42430334
A51760,10,0.7,7,3.5,0.105038143,1.889610899,0.8,1.832744173,0.4,0.830534663,2.132357972,2.132357658,1.36923248,0.379719715,0.549104742,0.548130617,4.546188437,85,2.132357972
A51790,10,0.7,7,3.5,0.098363435,2.524348185,0.8,2.076512901,0.4,0.804404032,1.922365824,1.922391506,1.555452159,0.379100601,0.393503252,0.39229024,4.539755388,85,1.922365824
A51800,413.3889507,0.7,7,3.5,0.098208661,2.199327919,0.8,1.731937473,0.4,0.830697215,2.264858765,2.264858407,1.296760738,0.649496827,0.707123759,0.704560451,7.792036308,85,2.264858765
A51810,774.3559373,0.7,7,3.5,0.09729548,2.542634108,0.8,1.69593648,0.4,0.922385885,2.35417503,2.354189028,1.263595697,0.879272053,0.812512398,0.811237154,10.55719695,85,2.35417503
A51820,10,0.7,7,3.5,0.099899841,2.52968294,0.8,2.079565337,0.4,0.804609037,2.333809407,2.333823593,1.55790817,0.379232663,0.826675964,0.821557062,4.541126489,85,2.333809407
A51830,10,0.7,7,3.5,0.0992661,1.885331343,0.8,1.825093229,0.4,0.82968022,2.378183467,2.378177293,1.362669048,0.37917747,0.87217152,0.870919576,4.540553382,85,2.378183467
A51840,10,0.7,7,3.5,0.099024487,2.529009641,0.8,2.078635285,0.4,0.804491374,1.875684881,1.875678794,1.557099876,0.379156695,0.404623083,0.403648365,4.540337694,85,1.875684881
A54003,94.12947672,0.7,7,3.5,0.099936089,2.556624401,0.8,1.882177814,0.4,0.655379607,1.862736538,1.862733339,1.418070025,0.54199742,0.42046987,0.420452672,6.498087839,85,1.862736538
A54023,360.1228907,0.7,7,3.5,0.102491298,2.577375056,0.8,2.217624936,0.4,2.28435898,2.497224194,2.497167803,1.670372834,0.615323347,1.071956894,1.068349715,7.380856966,85,2.497224194
A54027,103.0645804,0.7,7,3.5,0.097489249,2.557242267,0.8,1.969427464,0.4,0.623023004,1.774304153,1.774315371,1.484177461,0.5049666,0.442808773,0.43883644,6.053445887,85,1.774304153
A54031,838.4118346,0.7,7,3.5,0.100260156,2.557166808,0.8,2.384096153,0.4,5.551938704,1.859425062,1.859424774,1.789916704,0.891137262,0.612636865,0.609279333,10.70234982,85,1.859425062
A54037,193.3587385,0.7,7,3.5,0.099960292,2.563287017,0.8,1.833502703,0.4,0.518294691,1.862368192,1.862405724,1.377036439,0.576608488,0.356703103,0.355752971,6.913585612,85,1.862368192
A54057,87.12984594,0.7,7,3.5,0.098993384,2.517048012,0.8,2.050991727,0.4,0.913898477,2.081962373,2.082095303,1.546881948,0.487976995,0.643231703,0.638945974,5.848759305,85,2.081962373
A54063,72.45840293,0.7,7,3.5,0.094698124,2.502712383,0.8,2.014167622,0.4,0.578718978,1.849580892,1.849498255,1.518727138,0.532137966,0.598425963,0.59279105,6.380157421,85,1.849580892
A54065,34.08818373,0.7,7,3.5,0.099157653,2.572739183,0.8,2.079516674,0.4,0.713015182,1.895453833,1.895453536,1.566621532,0.495149413,0.60550534,0.604802407,5.934852309,85,1.895453833
A54071,544.2666427,0.7,7,3.5,0.096547563,2.609124952,0.8,2.355764826,0.4,3.864249738,1.706640386,1.706628662,1.770057425,0.725963155,0.537533245,0.534294979,8.714961042,85,1.706640386
A54077,53.32134101,0.7,7,3.5,0.104199051,2.765438047,0.8,1.900821645,0.4,0.480454256,2.882365356,2.882364928,1.462194284,0.550551374,1.819906992,1.817528486,6.599903594,85,2.882365356
A54093,27.29063317,0.7,7,3.5,0.10354719,2.625149578,0.8,2.137798542,0.4,0.726781658,3.091841829,3.091841368,1.700041802,0.479163217,2.096525348,2.088774711,5.741894118,85,3.091841829
B24001,40.13096622,0.7,7,3.5,0.098858073,2.499882876,0.8,2.292274246,0.4,0.614035846,2.090632282,2.090629059,1.722262378,0.582598213,0.685660717,0.683050794,6.985922891,85,2.090632282
B24021,90.68764376,0.7,7,3.5,0.103614437,2.490193927,0.8,1.888665169,0.4,0.323499084,2.158545181,2.158547822,1.418071027,1.254458731,0.540501753,0.538985712,15.056514,85,2.158545181
B42001,377.520074,0.7,7,3.5,0.104475544,2.554608587,0.8,2.077437181,0.4,1.315606068,2.390487964,2.39048761,1.56260936,0.988015982,1.099787972,1.100902547,11.85886174,85,2.390487964
B42009,101.5219595,0.7,7,3.5,0.100052516,2.548026588,0.8,2.040150138,0.4,0.5438076,1.979841868,1.97984156,1.536685759,0.875988489,0.802352922,0.798820875,10.50986114,85,1.979841868
B42015,114.4021146,0.7,7,3.5,0.100724451,2.561703529,0.8,1.825173995,0.4,0.495563519,2.127426129,2.127443326,1.37853842,0.906953473,0.870352955,0.863986836,10.88200256,85,2.127426129
B42027,93.58593036,0.7,7,3.5,0.10039459,2.451211999,0.8,1.820923473,0.4,0.508212555,2.278220571,2.27823772,1.371891397,0.982818806,0.70432674,0.700191839,11.793623,85,2.278220571
B42035,106.3874876,0.7,7,3.5,0.101145069,2.420446023,0.8,1.872261295,0.4,0.545681478,2.176619134,2.176615873,1.411051772,1.308185396,0.710065611,0.709297313,15.70390013,85,2.176619134
B42041,128.705429,0.7,7,3.5,0.103563146,2.540783736,0.8,2.025211863,0.4,0.566597146,2.221912309,2.221897164,1.524399693,1.382113965,0.466888329,0.467257221,16.59037908,85,2.221912309
B42043,262.2682406,0.7,7,3.5,0.106866753,2.492699115,0.8,2.086286234,0.4,0.590556737,2.174205278,2.174198939,1.570557121,1.346825615,0.793353852,0.79084827,16.16916285,85,2.174205278
B42055,279.8050241,0.7,7,3.5,0.102708044,2.54623227,0.8,2.07326372,0.4,0.556958853,2.080702234,2.080690122,1.56085046,1.682279673,0.607909653,0.605834921,20.19847969,85,2.080702234
B42079,47.59827138,0.7,7,3.5,0.100349957,2.570048493,0.8,1.822002656,0.4,0.632655745,2.374928291,2.374927924,1.372641693,0.812635275,1.130523852,1.126815706,9.749007228,85,2.374928291
B42081,82.67489443,0.7,7,3.5,0.100379429,2.549241072,0.8,1.81533659,0.4,0.584470818,2.045584556,2.045587156,1.367968975,0.911650688,0.633375143,0.629703049,10.9396564,85,2.045584556
B42119,264.6730918,0.7,7,3.5,0.102244969,2.527243569,0.8,1.958724965,0.4,1.76454628,2.090902099,2.090895897,1.474539778,1.737235501,0.726794621,0.722425404,20.86396289,85,2.090902099
B42131,69.97817898,0.7,7,3.5,0.100269252,2.533422566,0.8,1.791257708,0.4,0.526512473,2.334847503,2.334858803,1.351528047,0.739060261,1.032909583,1.02194041,8.864190265,85,2.334847503
B51003,45.28659449,0.7,7,3.5,0.1,2.527205507,0.8,2.523089411,0.4,0.829209842,2.355115887,2.35513008,1.890041761,0.54772063,0.635705574,0.643023805,6.566645498,85,2.355115887
B51009,11.7624717,0.7,7,3.5,0.095772472,2.497563807,0.8,1.971523445,0.4,0.865518099,2.256689078,2.256697276,1.485261612,0.536533629,0.933813712,0.932239994,6.432858439,85,2.256689078
B51015,366.2342126,0.7,7,3.5,0.098294139,2.394874995,0.8,2.060219627,0.4,3.28218865,2.187701586,2.187663704,1.55023976,0.685101345,0.841650611,0.844973654,8.220587112,85,2.187701586
B51017,28.81072342,0.7,7,3.5,0.092735005,2.476459157,0.8,2.072762874,0.4,0.953972309,1.990621682,1.990548141,1.556744742,0.48032799,0.718503059,0.713410562,5.757404707,85,1.990621682
B51019,36.63617736,0.7,7,3.5,0.095430574,2.429876513,0.8,4.641391562,0.4,0.811539477,2.006101536,2.006118308,3.453134618,0.590877647,0.480168928,0.478071975,7.086800979,85,2.006101536
B51023,47.98391882,0.7,7,3.5,0.095505945,2.484131958,0.8,2.090909241,0.4,0.895354874,2.187997421,2.188002768,1.572399045,0.552368419,0.6694024,0.657448799,6.623154714,85,2.187997421
B51061,111.5062647,0.7,7,3.5,0.099408153,2.479157351,0.8,2.311557473,0.4,0.741349746,2.153170932,2.153176401,1.731733065,0.591401283,0.568765403,0.568428073,7.092451659,85,2.153170932
B51079,67.34163224,0.7,7,3.5,0.100974742,2.508041308,0.8,7.353397422,0.4,1.176009519,2.375207418,2.37514562,5.434640845,0.660869047,0.878602799,0.874835809,7.929116832,85,2.375207418
B51091,121.7184567,0.7,7,3.5,0.0949124,2.51667727,0.8,2.429722512,0.4,1.171042131,2.043581057,2.043580723,1.805947642,0.456767457,0.664379755,0.663824106,5.474233429,85,2.043581057
B51113,82.09157221,0.7,7,3.5,0.100600218,2.514511881,0.8,4.761256983,0.4,0.631436424,2.256656063,2.255966693,3.529281669,0.700272363,0.766752927,0.759623189,8.403608759,85,2.256656063
B51125,11.09497749,0.7,7,3.5,0.097777819,2.523518091,0.8,2.077144124,0.4,0.821148264,2.256310557,2.256330364,1.561371607,0.52834046,0.928619404,0.930051052,6.334067557,85,2.256310557
B51139,790.1033374,0.7,7,3.5,0.102874817,2.450557938,0.8,3.277826676,0.4,8.699960411,2.064206237,2.064247254,2.452652284,1.003276171,0.538251108,0.537051733,12.04952983,85,2.064206237
B51157,21.82583699,0.7,7,3.5,0.10049531,2.539885379,0.8,2.058843238,0.4,0.757296074,2.163591844,2.16359151,1.548556427,0.522462492,0.753666407,0.752478946,6.262881443,85,2.163591844
B51163,58.54507702,0.7,7,3.5,0.095456395,2.51052687,0.8,2.013396176,0.4,0.843139908,2.069973184,2.069887348,1.512938028,0.552175326,0.512013719,0.507316707,6.621006262,85,2.069973184
B51165,918.6630502,0.7,7,3.5,0.099058648,2.530133473,0.8,3.549581817,0.4,10.00822971,1.703838601,1.703832542,2.649671781,1.097618994,0.557045625,0.556521586,13.18582709,85,1.703838601
B51171,350.5596662,0.7,7,3.5,0.099839985,2.542630935,0.8,2.064035123,0.4,3.998497168,1.926385617,1.926373687,1.550067402,0.733929843,0.724289306,0.720672509,8.807949846,85,1.926385617
B51187,39.79064043,0.7,7,3.5,0.09875649,2.53081461,0.8,1.978625082,0.4,0.878401542,2.01532094,2.015320623,1.486384717,0.53137144,0.541774445,0.5406415,6.370401959,85,2.01532094
B54023,360.0370355,0.7,7,3.5,0.097969455,2.575879138,0.8,2.213100026,0.4,2.283448284,1.763325238,1.763324958,1.666426435,0.614879137,0.397063362,0.389134912,7.376318256,85,1.763325238
B54031,838.3763843,0.7,7,3.5,0.098379391,2.556556082,0.8,2.382115657,0.4,5.551538167,1.709633556,1.709633285,1.788195545,0.890946663,0.435398633,0.42831052,10.70042211,85,1.709633556
B54057,87.07344269,0.7,7,3.5,0.095632919,2.516038241,0.8,2.048016301,0.4,0.913395384,1.760614684,1.760614398,1.544283215,0.48768833,0.340509997,0.337807102,5.845788896,85,1.760614684
B54071,544.2820011,0.7,7,3.5,0.097411729,2.609386571,0.8,2.356591325,0.4,3.864416772,1.902405914,1.902396987,1.770776435,0.726042783,0.583485468,0.582376988,8.715769462,85,1.902405914
C42009,101.5221132,0.7,7,3.5,0.100061144,2.548029473,0.8,2.04015873,0.4,0.54380879,1.957723403,1.957714367,1.536693252,0.875989339,0.683606842,0.683477446,10.5098698,85,1.957723403
C51015,366.1880837,0.7,7,3.5,0.095659586,2.394064122,0.8,2.057765138,0.4,3.281716244,1.965524122,1.965532359,1.548101932,0.684863828,0.792134898,0.78886084,8.218166754,85,1.965524122
C51165,918.7242601,0.7,7,3.5,0.10220266,2.531209207,0.8,3.553496937,0.4,10.00893207,2.187674355,2.187506319,2.653055769,1.097954755,0.615900414,0.612593905,13.18921621,85,2.187674355
