landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,pas,puh,pul,trp,urs,css,nal,nhi,nho,nhy,nlo,npa
A51049,190.5075715,0.165,0.75,0.6563,0.0387,2.3151,0.225,1.2197,0.12,0.9515,4.1872,4.1872,0.9995,0.2885,0.1831,0.1831,13.7027,12.6,4.1872,0.132,0.9758,1.852,0.7612,0.7996,0.2308
A51053,52.87809698,0.165,0.75,0.6563,0.0415,2.2385,0.225,0.62,0.12,0.8376,4.7431,4.7431,0.5089,0.2786,0.1859,0.1858,13.2339,12.6,4.7431,0.132,0.496,1.7908,0.6701,0.4071,0.2229
A51057,32.11572568,0.165,0.75,0.6563,0.0443,2.7277,0.225,0.6488,0.12,0.7334,4.8407,4.8407,0.5324,0.2578,0.2014,0.2014,12.2455,12.6,4.8407,0.132,0.519,2.1822,0.5867,0.4259,0.2062
A51059,105.4183387,0.165,0.75,0.6563,0.0574,2.4849,0.225,1.0565,0.12,0.8078,6.0459,6.0459,0.866,0.2913,0.1881,0.1879,13.8382,12.6,6.0459,0.132,0.8452,1.9879,0.6463,0.6928,0.2331
A51061,58.0386595,0.165,0.75,0.6563,0.0431,1.704,0.225,0.8463,0.12,0.6776,4.5229,4.5229,0.694,0.2471,0.1884,0.1882,11.7362,12.6,4.5229,0.132,0.677,1.3632,0.5421,0.5552,0.1977
A51065,15.31939956,0.165,0.75,0.6563,0.0382,2.3356,0.225,0.7974,0.12,0.7103,4.1836,4.1836,0.654,0.2356,0.1582,0.1584,11.1896,12.6,4.1836,0.132,0.6379,1.8685,0.5682,0.5232,0.1885
A51069,18.76401677,0.165,0.75,0.6563,0.0413,2.4313,0.225,0.7842,0.12,0.7207,3.9616,3.9616,0.6432,0.2346,0.1558,0.1557,11.1413,12.6,3.9616,0.132,0.6273,1.9451,0.5766,0.5145,0.1876
A51071,7.981520446,0.165,0.75,0.6563,0.0373,2.3209,0.225,0.8476,0.12,0.7337,3.7605,3.7605,0.6951,0.2195,0.2619,0.2619,10.424,12.6,3.7605,0.132,0.6781,1.8567,0.5869,0.556,0.1756
A51073,31.12168407,0.165,0.75,0.6563,0.0406,2.2477,0.225,0.5369,0.12,0.7291,5.0899,5.0899,0.4408,0.2695,0.3325,0.3325,12.8007,12.6,5.0899,0.132,0.4295,1.7981,0.5833,0.3527,0.2156
A51075,37.8649493,0.165,0.75,0.6563,0.0408,2.3249,0.225,0.8592,0.12,0.7593,4.3967,4.3967,0.7046,0.2594,0.1807,0.1807,12.3227,12.6,4.3967,0.132,0.6874,1.86,0.6074,0.5637,0.2075
A51079,30.76578892,0.165,0.75,0.6563,0.0407,2.337,0.225,1.3296,0.12,0.8339,4.8953,4.8953,1.0894,0.2582,0.2272,0.2271,12.2644,12.6,4.8953,0.132,1.0637,1.8696,0.6671,0.8715,0.2066
A51085,49.08919015,0.165,0.75,0.6563,0.0468,2.3224,0.225,0.6479,0.12,0.7376,4.9724,4.9724,0.5317,0.2739,0.1974,0.1973,13.0105,12.6,4.9724,0.132,0.5183,1.8579,0.5901,0.4253,0.2191
A51087,17.23749431,0.165,0.75,0.6563,0.0525,2.3717,0.225,0.6127,0.12,0.7655,5.6581,5.6581,0.5029,0.2508,0.2135,0.2134,11.9148,12.6,5.6581,0.132,0.4902,1.8973,0.6124,0.4023,0.2007
A51091,48.10077761,0.165,0.75,0.6563,0.0353,2.3813,0.225,0.9165,0.12,0.7842,4.0146,4.0146,0.7569,0.208,0.2658,0.2657,9.8787,12.6,4.0146,0.132,0.7332,1.9051,0.6273,0.6056,0.1664
A51093,402.8315415,0.165,0.75,0.6563,0.0423,2.0599,0.225,0.6485,0.12,0.6241,5.0647,5.0647,0.5321,0.3306,0.2094,0.2094,15.7023,12.6,5.0647,0.132,0.5188,1.6479,0.4993,0.4257,0.2645
A51095,70.19600106,0.165,0.75,0.6563,0.04,2.3396,0.225,0.6827,0.12,0.7893,4.9287,4.9287,0.5601,0.2797,0.3231,0.3231,13.2863,12.6,4.9287,0.132,0.5462,1.8717,0.6314,0.4481,0.2238
A51097,59.29218348,0.165,0.75,0.6563,0.0431,2.3762,0.225,0.661,0.12,0.6782,4.7366,4.7366,0.5424,0.2342,0.1705,0.1705,11.1239,12.6,4.7366,0.132,0.5288,1.901,0.5426,0.4339,0.1874
A51099,15.25234799,0.165,0.75,0.6563,0.0434,2.3854,0.225,0.6732,0.12,0.6352,4.9232,4.9232,0.5524,0.2546,0.3035,0.3035,12.0916,12.6,4.9232,0.132,0.5386,1.9084,0.5081,0.4419,0.2036
A51101,87.98636091,0.165,0.75,0.6563,0.0449,2.2595,0.225,0.6703,0.12,0.7193,4.8556,4.8556,0.55,0.2654,0.1732,0.1733,12.607,12.6,4.8556,0.132,0.5362,1.8076,0.5754,0.44,0.2123
A51103,24.279906,0.165,0.75,0.6563,0.045,2.4046,0.225,0.5612,0.12,0.618,5.3008,5.3008,0.4608,0.2391,0.3198,0.3197,11.3586,12.6,5.3008,0.132,0.449,1.9237,0.4944,0.3686,0.1913
A51107,32.52620631,0.165,0.75,0.6563,0.047,2.276,0.225,0.7528,0.12,0.6819,4.8385,4.8385,0.6175,0.2483,0.2045,0.2044,11.7954,12.6,4.8385,0.132,0.6022,1.8208,0.5455,0.494,0.1987
A51109,29.40542297,0.165,0.75,0.6563,0.0404,2.2578,0.225,0.9879,0.12,0.7371,4.4043,4.4043,0.8098,0.266,0.1864,0.1864,12.636,12.6,4.4043,0.132,0.7903,1.8062,0.5897,0.6479,0.2128
A51113,41.37835497,0.165,0.75,0.6563,0.0406,2.3596,0.225,1.0263,0.12,0.7379,4.6107,4.6107,0.8412,0.2666,0.2324,0.2323,12.6647,12.6,4.6107,0.132,0.821,1.8877,0.5903,0.673,0.2133
A51115,11.37437067,0.165,0.75,0.6563,0.0357,2.1513,0.225,0.5339,0.12,0.733,4.4407,4.4407,0.4384,0.2491,0.3122,0.3122,11.8332,12.6,4.4407,0.132,0.4271,1.7211,0.5864,0.3507,0.1993
A51119,22.29822556,0.165,0.75,0.6563,0.0397,2.2021,0.225,0.623,0.12,0.7052,4.7506,4.7506,0.5113,0.2511,0.3097,0.3097,11.9291,12.6,4.7506,0.132,0.4984,1.7616,0.5642,0.409,0.2009
A51121,34.36500448,0.165,0.75,0.6563,0.0353,2.1868,0.225,0.9065,0.12,0.7393,3.4883,3.4883,0.7433,0.2368,0.1734,0.1732,11.2497,12.6,3.4883,0.132,0.7252,1.7495,0.5914,0.5946,0.1895
A51125,5.280975854,0.165,0.75,0.6563,0.0364,2.3716,0.225,0.8716,0.12,0.696,4.211,4.211,0.7147,0.2291,0.2699,0.2698,10.8835,12.6,4.211,0.132,0.6972,1.8973,0.5568,0.5717,0.1833
A51127,11.92137817,0.165,0.75,0.6563,0.0431,2.3073,0.225,0.635,0.12,0.8095,4.8332,4.8332,0.5211,0.2261,0.2039,0.2038,10.7413,12.6,4.8332,0.132,0.508,1.8458,0.6476,0.4169,0.1809
A51131,40.41231664,0.165,0.75,0.6563,0.0369,3.4643,0.225,0.5318,0.12,0.2933,4.4901,4.4901,0.4367,0.219,0.315,0.315,10.4035,12.6,4.4901,0.132,0.4254,2.7715,0.2347,0.3494,0.1752
A51133,22.66708416,0.165,0.75,0.6563,0.0445,2.3612,0.225,0.5973,0.12,0.6843,5.1515,5.1515,0.4903,0.2347,0.3122,0.3122,11.1476,12.6,5.1515,0.132,0.4778,1.8889,0.5474,0.3922,0.1877
A51135,118.0531177,0.165,0.75,0.6563,0.0405,2.2349,0.225,0.9873,0.12,0.8885,4.628,4.628,0.8093,0.2725,0.1805,0.1803,12.9434,12.6,4.628,0.132,0.7898,1.7879,0.7108,0.6475,0.218
A51137,55.6229005,0.165,0.75,0.6563,0.0408,2.3534,0.225,0.9436,0.12,0.7074,4.5625,4.5625,0.7736,0.2606,0.1789,0.1789,12.3769,12.6,4.5625,0.132,0.7549,1.8827,0.5659,0.6189,0.2085
A51139,335.200845,0.165,0.75,0.6563,0.0542,2.3453,0.225,1.1769,0.12,1.1879,5.2191,5.2191,0.9644,0.3469,0.1784,0.1784,16.4758,12.6,5.2191,0.132,0.9415,1.8762,0.9503,0.7716,0.2775
A51145,71.37392329,0.165,0.75,0.6563,0.0403,2.2697,0.225,0.9815,0.12,0.7248,4.4767,4.4767,0.8046,0.2685,0.2018,0.2017,12.7522,12.6,4.4767,0.132,0.7852,1.8158,0.5799,0.6437,0.2148
A51147,72.04229941,0.165,0.75,0.6563,0.0381,2.1602,0.225,1.0155,0.12,0.7471,4.156,4.156,0.8324,0.2548,0.168,0.168,12.102,12.6,4.156,0.132,0.8124,1.7282,0.5977,0.666,0.2038
A51149,15.64744932,0.165,0.75,0.6563,0.0505,2.6791,0.225,0.6031,0.12,0.7071,5.7071,5.7071,0.4951,0.2554,0.2241,0.2241,12.1301,12.6,5.7071,0.132,0.4825,2.1433,0.5657,0.3961,0.2043
A51153,54.45508378,0.165,0.75,0.6563,0.0493,1.3682,0.225,0.9182,0.12,0.737,5.145,5.145,0.7528,0.2726,0.2084,0.2084,12.9469,12.6,5.145,0.132,0.7345,1.0946,0.5896,0.6022,0.2181
A51157,10.68499405,0.165,0.75,0.6563,0.0419,2.4125,0.225,0.8866,0.12,0.6959,4.582,4.5819,0.727,0.2299,0.2484,0.2484,10.922,12.6,4.582,0.132,0.7093,1.93,0.5567,0.5816,0.1839
A51159,18.96711362,0.165,0.75,0.6563,0.0447,2.3207,0.225,0.6261,0.12,0.7194,4.9287,4.9287,0.511,0.2396,0.2137,0.2136,11.3795,12.6,4.9287,0.132,0.5009,1.8566,0.5756,0.4088,0.1917
A51161,60.30559924,0.165,0.75,0.6563,0.0355,2.4226,0.225,0.9095,0.12,0.8122,3.6201,3.6201,0.7457,0.2619,0.2003,0.2002,12.4393,12.6,3.6201,0.132,0.7276,1.9381,0.6498,0.5966,0.2095
A51163,27.02819908,0.165,0.75,0.6563,0.0334,2.3525,0.225,0.8309,0.12,0.7587,3.6219,3.6219,0.6814,0.2345,0.1788,0.1788,11.1386,12.6,3.6219,0.132,0.6647,1.882,0.607,0.5451,0.1876
A51165,381.0546492,0.165,0.75,0.6563,0.058,2.438,0.225,1.1595,0.12,1.2607,5.4659,5.4659,0.9502,0.3716,0.1776,0.1776,17.6499,12.6,5.4659,0.132,0.9276,1.9504,1.0086,0.7601,0.2973
A51171,144.4713947,0.165,0.75,0.6563,0.0449,2.4386,0.225,0.837,0.12,0.9041,4.2529,4.2529,0.6864,0.28,0.1585,0.1584,13.2991,12.6,4.2529,0.132,0.6696,1.9509,0.7233,0.5491,0.224
A51177,35.12065106,0.165,0.75,0.6563,0.0433,2.2862,0.225,0.7533,0.12,0.6843,4.7211,4.7211,0.6179,0.2738,0.1856,0.1853,13.0042,12.6,4.7211,0.132,0.6026,1.829,0.5474,0.4943,0.219
A51179,15.6613049,0.165,0.75,0.6563,0.0465,2.41,0.225,0.7632,0.12,0.7403,5.0248,5.0248,0.626,0.2484,0.2041,0.204,11.799,12.6,5.0248,0.132,0.6105,1.928,0.5922,0.5008,0.1987
A51181,383.328268,0.165,0.75,0.6563,0.0407,2.0619,0.225,0.6013,0.12,0.6234,4.9079,4.9079,0.4936,1.7492,0.2197,0.2197,83.0856,12.6,4.9079,0.132,0.4811,1.6495,0.4987,0.3949,1.3993
A51187,17.71196328,0.165,0.75,0.6563,0.0398,2.3719,0.225,0.8045,0.12,0.6662,3.8469,3.8469,0.6598,0.231,0.1435,0.1434,10.9731,12.6,3.8469,0.132,0.6436,1.8975,0.533,0.5278,0.1848
A51193,11.92575985,0.165,0.75,0.6563,0.0429,2.7749,0.225,0.6864,0.12,0.7081,4.7518,4.7518,0.5632,0.2358,0.2163,0.2162,11.2004,12.6,4.7518,0.132,0.5491,2.22,0.5665,0.4505,0.1886
A51199,62.93806592,0.165,0.75,0.6563,0.0438,2.513,0.225,0.5131,0.12,0.8988,5.4146,5.4146,0.4214,0.3849,0.3431,0.3431,18.2815,12.6,5.4146,0.132,0.4104,2.0104,0.719,0.3371,0.3079
A51510,4.5,0.165,0.75,0.6563,0.0582,1.9392,0.225,0.6619,0.12,0.7231,6.1389,6.1389,0.5415,0.1977,0.177,0.1769,9.3901,12.6,6.1389,0.132,0.5295,1.5514,0.5785,0.4332,0.1581
A51530,4.5,0.165,0.75,0.6563,0.0321,2.5308,0.225,0.8271,0.12,0.695,3.5857,3.5858,0.6767,0.1876,0.1713,0.1708,8.9092,12.6,3.5857,0.132,0.6617,2.0247,0.556,0.5413,0.15
A51540,4.5,0.165,0.75,0.6563,0.0426,2.1452,0.225,0.7221,0.12,0.7037,5.1578,5.1578,0.5907,0.1917,0.1962,0.1959,9.1041,12.6,5.1578,0.132,0.5777,1.7162,0.563,0.4726,0.1533
A51550,68.59761114,0.165,0.75,0.6563,0.0434,2.6655,0.225,0.4073,0.12,0.7476,5.3918,5.3918,0.3349,0.3218,0.3397,0.3397,15.2847,12.6,5.3918,0.132,0.3259,2.1324,0.5981,0.2679,0.2574
A51570,4.5,0.165,0.75,0.6563,0.0525,1.9146,0.225,0.6519,0.12,0.7165,5.9983,5.9983,0.5333,0.1955,0.3232,0.3232,9.2853,12.6,5.9983,0.132,0.5215,1.5317,0.5732,0.4267,0.1564
A51580,4.5,0.165,0.75,0.6563,0.0338,2.5384,0.225,0.8302,0.12,0.697,3.3485,3.3485,0.6792,0.1882,0.1905,0.1902,8.9413,12.6,3.3485,0.132,0.6642,2.0307,0.5576,0.5433,0.1506
A51600,4.5,0.165,0.75,0.6563,0.062,2.2291,0.225,0.7558,0.12,0.7263,7.0768,7.0768,0.6183,0.1992,0.3224,0.3223,9.46,12.6,7.0768,0.132,0.6047,1.7833,0.5811,0.4947,0.1593
A51610,4.5,0.165,0.75,0.6563,0.0635,2.2358,0.225,0.7585,0.12,0.7282,6.9847,6.9847,0.6206,0.1998,0.2208,0.2207,9.4887,12.6,6.9847,0.132,0.6068,1.7886,0.5825,0.4965,0.1598
A51630,4.5,0.165,0.75,0.6563,0.0487,2.1718,0.225,0.7327,0.12,0.7108,5.2919,5.2919,0.5995,0.194,0.1584,0.158,9.2161,12.6,5.2919,0.132,0.5862,1.7374,0.5687,0.4796,0.1552
A51650,4.5,0.165,0.75,0.6563,0.0293,1.8141,0.225,0.6114,0.12,0.6893,3.6845,3.6846,0.5002,0.1865,0.2858,0.2858,8.8574,12.6,3.6845,0.132,0.4892,1.4513,0.5514,0.4002,0.1492
A51660,4.5,0.165,0.75,0.6563,0.06,2.6519,0.225,0.8759,0.12,0.7278,5.7168,5.7168,0.7166,0.1984,0.211,0.211,9.4245,12.6,5.7168,0.132,0.7008,2.1215,0.5822,0.5733,0.1587
A51670,4.5,0.165,0.75,0.6563,0.0915,2.0834,0.225,0.72,0.12,0.7622,10.2934,10.2934,0.589,0.2106,0.4402,0.4402,10.0039,12.6,10.2934,0.132,0.576,1.6667,0.6097,0.4712,0.1685
A51678,4.5,0.165,0.75,0.6563,0.0327,2.5334,0.225,0.8282,0.12,0.6957,3.585,3.585,0.6775,0.1878,0.1548,0.1548,8.9203,12.6,3.585,0.132,0.6625,2.0267,0.5566,0.542,0.1502
A51680,4.5,0.165,0.75,0.6563,0.039,2.1296,0.225,0.7158,0.12,0.6995,4.3546,4.3546,0.5856,0.1903,0.1917,0.1916,9.0376,12.6,4.3546,0.132,0.5726,1.7037,0.5596,0.4685,0.1522
A51683,4.5,0.165,0.75,0.6563,0.0536,2.1929,0.225,0.7412,0.12,0.7165,5.8959,5.8959,0.6064,0.1959,0.3388,0.3388,9.3058,12.6,5.8959,0.132,0.593,1.7543,0.5732,0.4851,0.1567
A51685,4.5,0.165,0.75,0.6563,0.0546,2.1968,0.225,0.7429,0.12,0.7177,6.0371,6.0372,0.6078,0.1963,0.3464,0.3464,9.3238,12.6,6.0371,0.132,0.5943,1.7574,0.5741,0.4862,0.157
A51700,4.5,0.165,0.75,0.6563,0.0443,1.8793,0.225,0.6377,0.12,0.7069,5.4508,5.4508,0.5217,0.1923,0.3401,0.3401,9.1351,12.6,5.4508,0.132,0.5102,1.5034,0.5655,0.4174,0.1539
A51710,4.5,0.165,0.75,0.6563,0.0516,1.9108,0.225,0.6504,0.12,0.7154,6.3793,6.3793,0.5321,0.1951,0.3644,0.3644,9.269,12.6,6.3793,0.132,0.5203,1.5286,0.5724,0.4257,0.1561
A51730,4.5,0.165,0.75,0.6563,0.048,1.8954,0.225,0.6442,0.12,0.7113,5.3801,5.3801,0.527,0.1938,0.2078,0.2078,9.2035,12.6,5.3801,0.132,0.5154,1.5163,0.569,0.4216,0.155
A51735,4.5,0.165,0.75,0.6563,0.0263,1.8013,0.225,0.6063,0.12,0.6858,3.3202,3.3202,0.496,0.1853,0.2741,0.2741,8.8033,12.6,3.3202,0.132,0.485,1.441,0.5487,0.3968,0.1483
A51740,4.5,0.165,0.75,0.6563,0.0531,1.9175,0.225,0.6531,0.12,0.7173,6.5853,6.5853,0.5343,0.1957,0.3665,0.3665,9.2976,12.6,6.5853,0.132,0.5225,1.534,0.5738,0.4275,0.1566
A51760,4.5,0.165,0.75,0.6563,0.0559,1.9293,0.225,0.6579,0.12,0.7205,6.0308,6.0308,0.5382,0.1968,0.2185,0.2184,9.3478,12.6,6.0308,0.132,0.5263,1.5434,0.5764,0.4306,0.1574
A51790,4.5,0.165,0.75,0.6563,0.0413,2.5709,0.225,0.8433,0.12,0.7058,4.1918,4.1919,0.6899,0.1912,0.153,0.1529,9.0798,12.6,4.1918,0.132,0.6746,2.0567,0.5647,0.5519,0.1529
A51800,163.7982088,0.165,0.75,0.6563,0.041,2.0912,0.225,0.5939,0.12,0.734,4.9355,4.9355,0.4875,0.2588,0.2239,0.2237,12.2917,12.6,4.9355,0.132,0.4751,1.6729,0.5872,0.39,0.207
A51810,247.0072977,0.165,0.75,0.6563,0.0393,3,0.225,0.4455,0.12,0.6394,4.9397,4.9397,0.3661,0.3147,0.3247,0.3247,14.9504,12.6,4.9397,0.132,0.3564,2.4,0.5115,0.2929,0.2518
A51820,4.5,0.165,0.75,0.6563,0.0444,2.5843,0.225,0.8487,0.12,0.7095,5.4351,5.4351,0.6943,0.1924,0.3334,0.3333,9.1367,12.6,5.4351,0.132,0.679,2.0674,0.5676,0.5555,0.1539
A51830,4.5,0.165,0.75,0.6563,0.0431,1.8741,0.225,0.6356,0.12,0.7055,5.4052,5.4052,0.52,0.1919,0.3405,0.3405,9.1129,12.6,5.4052,0.132,0.5085,1.4993,0.5644,0.416,0.1535
A51840,4.5,0.165,0.75,0.6563,0.0426,2.5766,0.225,0.8456,0.12,0.7074,4.1969,4.1969,0.6918,0.1917,0.1523,0.1522,9.1039,12.6,4.1969,0.132,0.6765,2.0613,0.5659,0.5534,0.1533
A54003,42.44882731,0.165,0.75,0.6563,0.0445,2.4506,0.225,0.8692,0.12,0.4796,4.326,4.326,0.7127,0.2352,0.1933,0.1933,11.1705,12.6,4.326,0.132,0.6953,1.9604,0.3836,0.5702,0.1881
A54023,153.0987276,0.165,0.75,0.6563,0.05,2.5543,0.225,1.0318,0.12,0.5882,6.4517,6.4516,0.8457,0.2504,0.4382,0.4381,11.8944,12.6,6.4517,0.132,0.8254,2.0434,0.4706,0.6766,0.2003
A54027,44.25201149,0.165,0.75,0.6563,0.0396,2.4221,0.225,0.9242,0.12,0.493,3.7259,3.7259,0.7577,0.2223,0.1586,0.1583,10.5575,12.6,3.7259,0.132,0.7393,1.9377,0.3944,0.6062,0.1778
A54031,341.8662585,0.165,0.75,0.6563,0.0452,2.4731,0.225,0.9684,0.12,0.7467,4.3739,4.3739,0.7939,0.3084,0.2157,0.2155,14.6472,12.6,4.3739,0.132,0.7748,1.9785,0.5973,0.6351,0.2467
A54037,95.69230914,0.165,0.75,0.6563,0.0445,2.4595,0.225,0.7339,0.12,0.4777,4.331,4.3311,0.602,0.2477,0.1693,0.1692,11.7647,12.6,4.331,0.132,0.5871,1.9676,0.3821,0.4816,0.1981
A54057,39.35143662,0.165,0.75,0.6563,0.0426,2.5126,0.225,0.9999,0.12,0.5299,4.6707,4.671,0.8196,0.2196,0.2409,0.2407,10.4329,12.6,4.6707,0.132,0.7999,2.0101,0.4239,0.6557,0.1757
A54063,33.79270165,0.165,0.75,0.6563,0.0345,2.4806,0.225,0.9697,0.12,0.4661,3.4514,3.4513,0.795,0.2296,0.2201,0.22,10.9063,12.6,3.4514,0.132,0.7758,1.9845,0.3729,0.636,0.1837
A54065,15.27859861,0.165,0.75,0.6563,0.0429,2.4689,0.225,0.9681,0.12,0.5005,4.2682,4.2682,0.7936,0.2223,0.2085,0.2085,10.5573,12.6,4.2682,0.132,0.7745,1.9751,0.4004,0.6349,0.1778
A54071,215.8337835,0.165,0.75,0.6563,0.0379,2.4976,0.225,0.9911,0.12,0.6468,3.443,3.443,0.8125,0.2659,0.1751,0.175,12.63,12.6,3.443,0.132,0.7929,1.9981,0.5174,0.65,0.2127
A54077,25.79818617,0.165,0.75,0.6563,0.0539,2.6387,0.225,1.0006,0.12,0.4855,7.9565,7.9565,0.8262,0.2423,0.6316,0.6316,11.5114,12.6,7.9565,0.132,0.8005,2.111,0.3884,0.6609,0.1939
A54093,12.51184721,0.165,0.75,0.6563,0.0524,2.5589,0.225,0.9962,0.12,0.5215,8.3478,8.3478,0.829,0.2216,0.6988,0.6987,10.5282,12.6,8.3478,0.132,0.797,2.0471,0.4172,0.6632,0.1773
B24001,17.77507528,0.165,0.75,0.6563,0.0423,2.4118,0.225,0.959,0.12,0.4866,4.6577,4.6577,0.7862,0.2479,0.2648,0.2648,11.7732,12.6,4.6577,0.132,0.7672,1.9295,0.3893,0.629,0.1983
B24021,40.85805599,0.165,0.75,0.6563,0.0525,2.4227,0.225,0.7493,0.12,0.498,5.7967,5.7967,0.6147,0.4713,0.2574,0.2574,22.3848,12.6,5.7967,0.132,0.5995,1.9382,0.3984,0.4917,0.377
B42001,140.5381766,0.165,0.75,0.6563,0.0545,2.5084,0.225,0.9039,0.12,0.5652,6.6364,6.6364,0.7411,0.3699,0.3774,0.3776,17.5713,12.6,6.6364,0.132,0.7231,2.0067,0.4522,0.5929,0.2959
B42009,47.86987486,0.165,0.75,0.6563,0.0447,2.4243,0.225,0.9405,0.12,0.4712,4.6227,4.6227,0.771,0.3464,0.289,0.2889,16.4555,12.6,4.6227,0.132,0.7524,1.9394,0.377,0.6168,0.2771
B42015,56.33019858,0.165,0.75,0.6563,0.0461,2.5971,0.225,0.9313,0.12,0.4691,5.1086,5.1086,0.7635,0.356,0.3094,0.3092,16.9079,12.6,5.1086,0.132,0.745,2.0776,0.3753,0.6108,0.2848
B42027,44.41594953,0.165,0.75,0.6563,0.0454,4.292,0.225,0.8367,0.12,0.4831,5.4131,5.4132,0.6861,0.3799,0.3347,0.3346,18.0474,12.6,5.4131,0.132,0.6693,3.4336,0.3865,0.5489,0.304
B42035,50.51468131,0.165,0.75,0.6563,0.047,2.3455,0.225,0.8759,0.12,0.4978,5.3196,5.3196,0.7182,0.481,0.2991,0.299,22.8478,12.6,5.3196,0.132,0.7007,1.8764,0.3982,0.5746,0.3848
B42041,52.64229148,0.165,0.75,0.6563,0.0524,2.4316,0.225,0.906,0.12,0.4993,5.9563,5.9563,0.7428,0.5122,0.2781,0.2781,24.3303,12.6,5.9563,0.132,0.7248,1.9453,0.3995,0.5942,0.4098
B42043,101.9656687,0.165,0.75,0.6563,0.0604,2.4829,0.225,0.9412,0.12,0.5442,6.5676,6.5676,0.7717,0.4895,0.3345,0.3344,23.2501,12.6,6.5676,0.132,0.753,1.9863,0.4354,0.6173,0.3916
B42055,105.2376003,0.165,0.75,0.6563,0.0504,2.4611,0.225,0.9372,0.12,0.5086,5.3951,5.395,0.7684,0.6031,0.2706,0.2705,28.647,12.6,5.3951,0.132,0.7498,1.9689,0.4068,0.6147,0.4825
B42079,23.09835212,0.165,0.75,0.6563,0.0453,2.4817,0.225,0.8356,0.12,0.4731,5.6356,5.6356,0.6852,0.3247,0.4231,0.4231,15.4218,12.6,5.6356,0.132,0.6685,1.9853,0.3785,0.5482,0.2597
B42081,36.51339408,0.165,0.75,0.6563,0.0454,2.5078,0.225,0.8413,0.12,0.4598,4.8495,4.8495,0.6899,0.3523,0.2684,0.2683,16.7333,12.6,4.8495,0.132,0.673,2.0062,0.3679,0.5519,0.2818
B42119,110.180334,0.165,0.75,0.6563,0.0494,2.87,0.225,0.8776,0.12,0.5577,5.3236,5.3236,0.7196,0.6005,0.2945,0.2945,28.5223,12.6,5.3236,0.132,0.7021,2.296,0.4462,0.5757,0.4804
B42131,35.91108266,0.165,0.75,0.6563,0.0452,2.3961,0.225,0.8739,0.12,0.4802,5.524,5.524,0.7166,0.3048,0.3633,0.363,14.4764,12.6,5.524,0.132,0.6992,1.9169,0.3842,0.5733,0.2438
B51003,22.87236,0.165,0.75,0.6563,0.0446,2.3965,0.225,0.9291,0.12,0.6917,5.5158,5.5159,0.7617,0.2379,0.2525,0.2529,11.3015,12.6,5.5158,0.132,0.7433,1.9172,0.5534,0.6094,0.1903
B51009,6.434431716,0.165,0.75,0.6563,0.0364,2.3629,0.225,0.9122,0.12,0.7181,4.4371,4.4371,0.7479,0.2315,0.3599,0.3598,10.9968,12.6,4.4371,0.132,0.7298,1.8903,0.5745,0.5983,0.1852
B51015,149.609133,0.165,0.75,0.6563,0.0412,2.233,0.225,0.9103,0.12,0.9097,4.7718,4.7717,0.7464,0.2669,0.333,0.333,12.679,12.6,4.7718,0.132,0.7283,1.7864,0.7277,0.5971,0.2135
B51017,14.35646393,0.165,0.75,0.6563,0.0312,2.2702,0.225,0.843,0.12,0.7183,3.4148,3.4147,0.6913,0.2146,0.2195,0.2193,10.1954,12.6,3.4148,0.132,0.6744,1.8161,0.5747,0.553,0.1717
B51019,19.4316034,0.165,0.75,0.6563,0.0358,2.2435,0.225,1.261,0.12,0.683,3.8815,3.8815,1.0332,0.2441,0.1843,0.1842,11.5965,12.6,3.8815,0.132,1.0088,1.7948,0.5464,0.8266,0.1953
B51023,24.32764659,0.165,0.75,0.6563,0.036,2.3134,0.225,0.9017,0.12,0.7013,4.2543,4.2543,0.7393,0.2363,0.2374,0.2369,11.2242,12.6,4.2543,0.132,0.7213,1.8508,0.561,0.5914,0.189
B51061,58.04458858,0.165,0.75,0.6563,0.0434,1.7052,0.225,0.8468,0.12,0.6779,4.9113,4.9113,0.6944,0.2472,0.2665,0.2665,11.7412,12.6,4.9113,0.132,0.6774,1.3641,0.5423,0.5555,0.1977
B51079,30.89479193,0.165,0.75,0.6563,0.0467,2.3628,0.225,1.3399,0.12,0.8408,5.7774,5.7773,1.0979,0.2605,0.3445,0.3444,12.374,12.6,5.7774,0.132,1.072,1.8902,0.6727,0.8783,0.2084
B51091,48.09121687,0.165,0.75,0.6563,0.0349,2.3794,0.225,0.9157,0.12,0.7836,3.8614,3.8614,0.7563,0.2078,0.2577,0.2577,9.8706,12.6,3.8614,0.132,0.7325,1.9036,0.6269,0.605,0.1662
B51113,41.49257079,0.165,0.75,0.6563,0.0459,2.3824,0.225,1.0355,0.12,0.744,5.4015,5.3999,0.8488,0.2687,0.3269,0.3267,12.7617,12.6,5.4015,0.132,0.8284,1.9059,0.5952,0.679,0.2149
B51125,5.362025114,0.165,0.75,0.6563,0.0402,2.3878,0.225,0.8781,0.12,0.7003,4.8239,4.824,0.72,0.2306,0.3728,0.3729,10.9523,12.6,4.8239,0.132,0.7025,1.9102,0.5603,0.576,0.1845
B51139,335.1268933,0.165,0.75,0.6563,0.0508,2.3305,0.225,1.1709,0.12,1.1839,5.3872,5.3873,0.9596,0.3455,0.2323,0.2323,16.413,12.6,5.3872,0.132,0.9367,1.8644,0.9471,0.7677,0.2764
