riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,css,wat
EL0_4562_0001,A10005,4.506,16.695,12,0,1184.325,420.075,11.963,1472.373,78.26,33.062,30.9,19.8,2723.967,0,0,0,0,0,0,59.241,24,113,0,0.297,0,0
EL0_4591_0000,A10005,0.507,3.908,0.67,0,235.871,40.437,2.383,141.731,18.319,7.739,0.43,0.03,262.21,0,0,0,0,0,0,13.867,0.46,0.42,0,0.033,0,0
EL0_4594_0000,A10005,3.189,14.453,5.2,0,2577.302,288.39,26.033,1010.812,67.754,28.624,5.69,8.42,1870.055,0,0,0,0,0,0,51.288,5.43,45,0,0.21,0,3.11
EL0_4597_0000,A10005,0.995,1.08,0.22,0,112.605,101.528,1.137,355.858,5.065,2.14,0.17,0,658.355,0,0,0,0,0,0,3.834,0.05,0,0,0.065,0,0
EL0_4631_0000,A10005,7.769,43.819,12,84.5,16008.786,673.459,161.705,2360.488,205.417,86.782,21.1,29.3,4367.024,0,0,0,0,0,0,155.494,21.2,229,0,0.511,0,56.7
EL0_4632_0000,A10005,16.16,57.267,45,44.3,21520.121,1515.161,217.375,5310.672,268.456,113.414,198,126,9825.02,0,0,0,0,0,0,203.213,161,809,0,1.063,0,187
EL0_4633_0000,A10005,38.754,201.483,123,64.3,33073.074,3417.136,334.071,11977.139,944.512,399.025,328,250,22158.326,0,0,0,0,0,0,714.966,256,1798,0,2.55,0,334
EL0_5400_0001,A10005,0.582,2.287,10.1,0,430.978,53.819,4.353,188.635,10.722,4.53,54.1,28.8,348.985,0,0,0,0,0,0,8.116,39.1,174,0,0.038,0,0
EL2_4590_0001,A10005,10.887,97.179,21,0,11703.178,822.987,118.214,2884.588,455.553,192.456,8.59,24,5336.636,0,0,0,0,0,0,344.84,8.76,191,0,0.716,0,0
EL2_4630_0000,A10005,28.645,107.293,127,143,17567.166,2666.198,177.446,9345.086,502.968,212.487,690.095,372,17288.889,0,0,0,0,0,0,380.731,490.655,2604,0,1.885,157.25,270
EL2_4634_0000,A10005,0.015,0,0,0,8.824,1.552,0.089,5.438,0,0,0,0,10.061,0,0,0,0,0,0,0,0,0,0,0.001,0,0
EL2_5110_5270,A10005,9.494,44.021,14,24,12203.362,855.181,123.266,2997.429,206.36,87.18,18.3,14,5545.397,0,0,0,0,0,0,156.208,14.5,94,0,0.625,0,1.56
PL0_4510_0001,A11001,0,0,2.43,0,75.42,0,0.762,0,0,0,520.393,79.6,0,0,0,0,0,0,0,0,450.757,461,0,0,60.85,0
PL1_4460_4780,A11001,0,0,0.34,0,470.273,0,4.75,0,0,0,28.7,54.5,0,0,0,0,0,0,0,0,30.2,276,0,0,0,0
PL1_4780_0001,A11001,0,0,10.3,0,2035.654,0,20.562,0,0,0,325.056,351,0,0,0,0,0,0,0,0,279.224,1935,0,0,252.72,56.3
PL2_4810_0000,A11001,0,0,31,0,1242.498,0,12.55,0,0,0,2805.328,441,0,0,0,0,0,0,0,0,2203.152,2763,0,0,181.52,161
PL2_4811_0000,A11001,0,0,0.68,0,55.053,0,0.556,0,0,0,28.8,16.8,0,0,0,0,0,0,0,0,25.1,110,0,0,0,0.22
PL2_4945_0004,A11001,0,0,3.478,0,152.96,0,1.545,0,0,0,0,113.925,0,0,0,0,0,0,0,0,0,682.838,0,0,11812.56,36
PL7_4910_0000,A11001,0,0,1.67,0,1001.051,0,10.112,0,0,0,219.892,142,0,0,0,0,0,0,0,0,181.918,750,0,0,53.19,46
PL7_4940_0000,A11001,0,0,2.5,0,21.639,0,0.219,0,0,0,334.849,63.4,0,0,0,0,0,0,0,0,210.101,474,0,0,36.05,113
PL7_4942_0000,A11001,0,0,0.24,0,3.753,0,0.038,0,0,0,9.99,12,0,0,0,0,0,0,0,0,9.36,130,0,0,0,0.67
PL7_4960_0000,A11001,0,0,0.6,0,331.471,0,3.348,0,0,0,1083,199,0,0,0,0,0,0,0,0,897,1139,0,0,0,0.89
PM7_4820_0001,A11001,0,0,3.6,0,287.103,0,2.9,0,0,0,157,117,0,0,0,0,0,0,0,0,126,603,0,0,0,14.5
PU0_3871_3690,A24001,3.8,85.068,6.4,0,30305.914,61.628,306.12,49.49,71.468,120.718,71.7,58.4,12.302,16.169,9.407,11.714,22.945,2.338,72.539,381.646,56.4,290,1.644,0.08,0,9.34
PU1_3100_3690,A24001,6.54,146.377,2.9,0,8028.766,106.769,81.099,85.74,122.976,207.721,28.3,47.6,21.313,27.822,16.296,20.293,39.481,4.051,124.818,656.7,26.4,253,2.829,0.138,0,10.2
PU1_3580_3780,A24001,9.283,205.438,0,6,12605.553,193.265,127.329,155.199,172.595,291.533,0,0,38.579,39.047,29.499,36.734,55.411,7.333,175.18,921.667,0,0,3.97,0.196,2631.98,243
PU2_3180_3370,A24001,0.691,15.665,0.02,0,1242.062,7.811,12.546,6.273,13.16,22.229,0,1.12,1.56,2.977,1.192,1.485,4.225,0.296,13.357,70.277,0,6.44,0.303,0.015,0,0
PU2_3370_4020,A24001,20.315,463.19,0,34.7,36274.707,177.993,366.411,142.935,389.141,657.304,108.1,66.7,35.531,88.038,27.168,33.831,124.933,6.753,394.969,2078.038,70.7,381,8.951,0.429,0,87.8
PU4_3780_3930,A24001,5.804,127.789,0,0,8780.56,132.583,88.693,106.47,107.36,181.343,177,86.6,26.466,24.289,20.236,25.2,34.468,5.03,108.968,573.31,115.7,437,2.469,0.123,0,249
PU4_3890_3990,A24001,0.232,4.797,0,0,44.325,11.123,0.448,8.932,4.03,6.807,0,0,2.22,0.912,1.698,2.114,1.294,0.422,4.09,21.52,0,0,0.093,0.005,842.91,55.1
PU4_3990_3780,A24001,0.231,4.437,0,0,43.28,17.165,0.437,13.784,3.728,6.296,0,0,3.426,0.843,2.62,3.262,1.197,0.651,3.784,19.906,0,0,0.086,0.005,911.91,50.5
PU5_3930_4170,A24001,8.714,199.292,0,0,21137.383,65.548,213.509,52.638,167.431,282.812,9.19,48.3,13.084,37.879,10.005,12.459,53.753,2.487,169.939,894.094,8.38,271,3.851,0.184,0,246
PU5_4170_4020,A24001,0.58,13.416,0,0,952.976,1.797,9.626,1.444,11.271,19.038,0,0.06,0.359,2.55,0.274,0.342,3.619,0.068,11.44,60.189,0,0.83,0.259,0.012,0,181
PU6_3870_3690,A24001,0.49,11.018,0.05,0,9740.323,6.92,98.387,5.557,9.256,15.635,0.49,3.35,1.381,2.094,1.056,1.315,2.972,0.263,9.395,49.429,0.4,17.8,0.213,0.01,0,1116
PU6_4020_3870,A24001,0.894,20.611,0.15,0,7933.05,3.906,80.132,3.137,17.316,29.249,0.22,5,0.78,3.918,0.596,0.742,5.559,0.148,17.575,92.47,0.23,25.9,0.398,0.019,0,216
WL0_4390_0000,A24003,0.101,1.206,30,0,5191.731,3.836,52.442,12.169,2.714,3.86,405,553,5.768,0.002,0.025,0.008,0.008,0.012,0.015,7.422,348,3391,0.005,0.014,0,24.2
WL0_4391_0000,A24003,0.334,1.872,2.7,0,3006.234,13.982,30.366,44.347,4.215,5.996,48.6,117,21.02,0.004,0.09,0.028,0.012,0.043,0.023,11.527,44.1,737,0.008,0.046,0,95.8
WL0_4392_0000,A24003,0.528,3.588,30,0,3730.892,21.676,37.686,68.755,8.076,11.487,250,510,32.589,0.007,0.14,0.044,0.023,0.066,0.045,22.083,248,2901,0.016,0.073,0,47.6
WL0_4393_0000,A24003,0.098,1.674,0.03,0,122.004,3.425,1.232,10.863,3.766,5.357,1.68,4.02,5.15,0.003,0.022,0.007,0.011,0.01,0.021,10.298,1.66,26.9,0.008,0.014,0,4.89
WL0_4394_0000,A24003,0.234,0.778,2,0,641.62,10.101,6.481,32.04,1.753,2.493,58.4,15.8,15.186,0.002,0.065,0.021,0.005,0.031,0.01,4.793,40.8,113,0.004,0.032,0,53.8
WL0_4420_0000,A24003,2.407,10.308,133,9.79,8311.023,102.636,83.95,325.552,23.205,33.003,735,711,154.309,0.021,0.663,0.209,0.067,0.314,0.129,63.448,688,4034,0.047,0.333,0,3.34
WL0_4421_0000,A24003,1.154,7.946,13,0,4361.471,47.363,44.055,150.228,17.886,25.438,67,273,71.207,0.016,0.306,0.096,0.052,0.145,0.1,48.905,60.2,1740,0.036,0.16,0,30.9
WL0_4422_0000,A24003,0.158,3.081,2.1,0,3005.261,5.234,30.356,16.604,6.934,9.862,3.66,58.1,7.87,0.006,0.034,0.011,0.02,0.016,0.039,18.958,3.9,379,0.014,0.022,0,44
WL0_4423_0000,A24003,0.423,5.215,58,0,5130.096,15.932,51.819,50.534,11.74,16.697,955,509,23.953,0.011,0.103,0.032,0.034,0.049,0.065,32.101,698,2997,0.024,0.059,0,87.8
WL0_4424_0000,A24003,2.189,38.678,12,0,3756.509,75.216,37.945,238.578,87.067,123.83,113.1,132,113.084,0.079,0.486,0.153,0.252,0.23,0.485,238.062,87.5,938,0.175,0.303,0,39.1
WL0_4425_0000,A24003,0.025,0,2,0,581.756,1.133,5.876,3.593,0,0,7.46,50.6,1.703,0,0.007,0.002,0,0.003,0,0,7.44,315,0,0.003,0,50
WL0_4600_0000,A24003,6.391,101.683,42,0,15504.116,226.516,156.607,718.484,228.895,325.545,293,431,340.555,0.207,1.463,0.461,0.663,0.693,1.274,625.857,240,2756,0.459,0.885,0,86.7
WL0_4601_0000,A24003,0.138,1.323,11.2,0,1532.346,5.419,15.478,17.188,2.978,4.236,55.8,183,8.147,0.003,0.035,0.011,0.009,0.017,0.017,8.143,52.9,1078,0.006,0.019,0,80.3
WL0_4602_0000,A24003,4.247,87.507,6.7,0,5672.956,138.186,57.303,438.309,196.983,280.159,34,119,207.755,0.178,0.892,0.281,0.57,0.423,1.097,538.603,27.8,808,0.395,0.588,0,99.8
WL0_4603_0000,A24003,2.192,39.203,61,0,6145.819,74.999,62.079,237.891,88.249,125.511,610,411,112.757,0.08,0.484,0.153,0.256,0.23,0.491,241.294,465,2597,0.177,0.303,0,91.2
WL0_4770_0000,A24003,5.331,84.007,7.3,0,4518.741,189.449,45.644,600.912,189.104,268.952,39,93.2,284.828,0.171,1.224,0.386,0.548,0.58,1.053,517.059,33.5,646,0.379,0.738,0,60.7
WL0_4771_0000,A24003,5.015,78.232,6,0,5045.066,178.72,50.96,566.88,176.103,250.462,59.7,84.3,268.696,0.159,1.154,0.364,0.51,0.547,0.98,481.512,45.3,651,0.353,0.694,0,17.6
WL0_4772_0000,A24003,0.998,16.154,8.3,0,4796.245,35.223,48.447,111.726,36.363,51.718,31.9,158,52.957,0.033,0.227,0.072,0.105,0.108,0.202,99.427,27.9,995,0.073,0.138,0,129
WM0_3961_0000,A24003,0.749,2.956,36,10,5471.218,29.987,55.265,95.118,7.095,9.465,1361.847,1180,45.085,0.202,6.501,2.05,0.647,3.082,1.24,18.147,1047.774,7081,0.068,0.104,5032.38,29.1
WM0_3962_0000,A24003,0.296,0.656,67,0,3644.038,12.168,36.808,38.596,1.576,2.102,1054,450,18.294,0.045,2.638,0.832,0.144,1.25,0.275,4.031,901,2440,0.015,0.041,0,95
WM0_3963_0000,A24003,0.438,0.656,8.2,0,4077.766,18.196,41.19,57.715,1.576,2.102,93.9,154,27.357,0.045,3.945,1.244,0.144,1.87,0.275,4.031,81.5,951,0.015,0.061,0,127
WM0_3966_0000,A24003,0.028,0,0.07,0,135.623,1.179,1.37,3.74,0,0,1.25,1.62,1.773,0,0.256,0.081,0,0.121,0,0,1.2,13.9,0,0.004,0,10
WM3_4060_0001,A24003,0.658,5.761,27,83.8,7082.995,24.396,71.545,77.385,13.828,18.446,1124.733,664,36.679,0.394,5.289,1.668,1.261,2.507,2.417,35.366,836.667,3998,0.132,0.091,959.6,111
XL3_4710_0000,A24003,12.155,228.914,2.8,28.5,5981.619,406.707,60.42,1290.034,517.278,732.882,55.8,97.1,611.464,1.347,7.592,2.394,4.313,3.599,8.284,1407.66,52.7,678,2.345,1.683,0,8.45
XL3_4711_0000,A24003,8.759,135.291,0.46,116,5182.951,311.482,52.353,987.987,305.718,433.143,36.3,47.4,468.297,0.796,5.815,1.833,2.549,2.756,4.896,831.945,34.9,453,1.386,1.213,0,60
XL3_4712_0000,A24003,2.795,52.652,9.2,0,2875.224,93.499,29.043,296.567,118.978,168.569,94.7,40.3,140.571,0.31,1.745,0.55,0.992,0.827,1.905,323.773,86.8,348,0.539,0.387,0,101
XL3_4713_0000,A24003,12.14,204.331,2.4,0,5990.674,421.283,60.512,1336.265,461.729,654.18,30.5,91.6,633.378,1.203,7.864,2.479,3.85,3.728,7.395,1256.494,29.1,932,2.093,1.681,0,82.3
XL3_4950_0000,A24003,2.548,38.181,0.46,0,1888.615,91.339,19.077,289.718,86.279,122.24,1.79,28.1,137.324,0.225,1.705,0.538,0.719,0.808,1.382,234.788,1.77,274,0.391,0.353,0,1.11
XU2_4270_4650,A24003,4.642,53.349,354,364,15330.271,176.417,154.851,559.574,120.554,170.801,1176,1130,265.233,0.314,3.293,1.038,1.005,1.561,1.931,328.061,990,7007,0.546,0.643,0,38.5
XU2_4480_4650,A24003,0.482,1.318,15,123,5659.383,20.946,57.165,66.436,2.978,4.22,53.8,150,31.491,0.008,0.391,0.123,0.025,0.185,0.048,8.105,56.6,824,0.014,0.067,0,3.78
XU3_4650_0001,A24003,1.799,16.511,1.1,0,1929.08,70.934,19.486,224.994,37.309,52.859,15.8,39.5,106.645,0.097,1.324,0.417,0.311,0.628,0.598,101.527,13.8,253,0.169,0.249,0,1.11
SL2_2910_3060,A24005,8.01,129.869,1.1,0,3935.733,181.19,39.755,365.348,145.347,159.082,4.72,13.3,1011.685,23.693,66.652,33.055,29.022,184.566,116.012,635.91,4.39,112,1.675,1.96,0,5.34
WM0_3650_0001,A24005,5.07,107.207,67,121,12914.648,104.197,130.451,210.102,108.408,131.322,1305,967,581.792,7.328,14.361,7.122,8.976,39.766,35.835,524.285,1007,7239,1.954,1.241,0,68.5
WM0_3740_0001,A24005,0.001,0.031,12.3,0,899.016,0.022,9.081,0.043,0.031,0.037,1593,541,0.121,0.002,0.003,0.001,0.003,0.008,0.01,0.151,1286,3275,0.001,0,0,8.01
WM0_3741_0000,A24005,0.158,0.063,25,18.7,1135.864,7.863,11.473,15.853,0.063,0.077,1246,348,43.9,0.004,1.084,0.537,0.005,3.001,0.021,0.305,977,2202,0.001,0.039,0,2.67
WM0_3742_0000,A24005,0.274,3.324,20,0,2193.443,9.104,22.156,18.356,3.361,4.071,1318,406,50.832,0.227,1.255,0.622,0.278,3.474,1.111,16.253,1024,2562,0.061,0.067,0,103
WM0_3743_0000,A24005,0.021,0,0.96,0,214.719,1.071,2.169,2.158,0,0,73.8,31.9,5.977,0,0.148,0.073,0,0.408,0,0,55.6,181,0,0.005,0,1.78
WM0_3744_0000,A24005,0.012,0.155,0.08,0,127.588,0.393,1.289,0.793,0.157,0.191,14.7,5.27,2.193,0.011,0.054,0.027,0.013,0.15,0.052,0.761,13.5,34.8,0.003,0.003,0,4
WM0_3745_0000,A24005,0.129,2.776,1.8,0,857.628,2.573,8.663,5.187,2.808,3.402,1.2,10.1,14.367,0.19,0.355,0.176,0.232,0.982,0.928,13.579,1.02,131,0.051,0.032,0,4.67
WM0_3881_3880,A24005,10.14,208.034,9.9,0,11752.642,217.332,118.714,438.224,210.364,254.827,76.7,129,1213.484,14.219,29.953,14.855,17.418,82.942,69.537,1017.367,68.6,933,3.791,2.481,0,771
WM0_3964_0000,A24005,0.134,3.057,4.7,0,1068.494,2.426,10.793,4.891,3.091,3.745,3311,471,13.544,0.209,0.334,0.166,0.256,0.926,1.022,14.95,2373,2796,0.056,0.033,0,112
WM0_3965_0000,A24005,0.224,5.757,0.15,0,761.75,3.192,7.694,6.436,5.821,7.051,6.59,11.8,17.821,0.393,0.44,0.218,0.482,1.218,1.924,28.152,6.76,75.6,0.105,0.055,0,22
WM1_3660_3910,A24005,3.477,51.536,261,48.9,7202.401,102.233,72.752,206.141,52.112,63.127,1869,1120,570.826,3.522,14.09,6.988,4.315,39.016,17.226,252.027,1527,7333,0.939,0.851,0,12.68
WM1_3910_0001,A24005,0.346,0.359,18,0,897.714,16.862,9.068,33.998,0.363,0.44,870,627,94.145,0.025,2.324,1.152,0.03,6.435,0.12,1.756,690,3650,0.007,0.085,0,4
WM3_3880_4060,A24005,8.742,195.133,40,189,10844.049,165.282,109.536,333.273,197.318,239.025,242,250,922.862,13.337,22.779,11.297,16.337,63.078,65.225,954.274,187,1768,3.556,2.139,0,14
WM3_4060_0001,A24005,0.363,10.377,103,0,5698.962,3.693,57.565,7.446,10.493,12.711,2043,1092,20.618,0.709,0.509,0.252,0.869,1.409,3.469,50.748,1642,6748,0.189,0.089,0,94.1
WU0_3021_3020,A24005,20.282,309.09,0.02,0,15982.269,486.427,161.437,980.823,345.927,378.614,8.06,32.6,2715.993,56.388,178.936,88.741,69.072,495.489,276.108,1513.467,7.06,387,3.988,4.963,0,1068
WU0_3540_0000,A24005,0.65,9.439,0.26,169,3132.255,16.238,31.639,32.742,10.564,11.563,125,85.1,90.666,1.722,5.973,2.962,2.109,16.54,8.432,46.22,112,485,0.122,0.159,0,153
WU0_3541_0000,A24005,0.12,2.256,0.03,0,864.992,2.289,8.737,4.616,2.524,2.763,72.7,39.9,12.782,0.411,0.842,0.418,0.504,2.332,2.015,11.043,64.1,262,0.029,0.029,0,26.7
WU0_3542_0000,A24005,0.001,0,0,0,105.029,0.059,1.061,0.119,0,0,0,0,0.332,0,0.022,0.011,0,0.061,0,0,0,0,0,0,0,11.3
