riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,css,wat
DE0_3380_0000,A10001,7.69,172.573,61,0,4522.09,1533.513,45.678,4028.212,112.388,249.479,308,164,6031.832,0,0,0,0,0,0,227.391,236,1023,0,1.34,0,225
DE0_3410_0000,A10001,16.588,396.018,126,171,32580.072,3278.146,329.092,8610.99,257.907,572.502,367,217,12894.067,0,0,0,0,0,0,521.814,293,1742,0,2.891,0,4101
DE0_3790_0000,A10001,11.387,294.711,188,282,9584.646,2222.004,96.815,5836.732,191.931,426.048,1563,688,8739.903,0,0,0,0,0,0,388.326,1041,4822,0,1.985,0,794
DE0_3791_0001,A10001,5.324,74.116,158,52.7,7177.162,1118.099,72.497,2937.007,48.268,107.146,711,325,4397.864,0,0,0,0,0,0,97.659,486,2488,0,0.928,0,174
DE0_3840_0000,A10001,3.682,83.107,86,51.6,5063.398,733.663,51.145,1927.175,54.123,120.143,403,204,2885.746,0,0,0,0,0,0,109.506,258,1920,0,0.642,0,996
DE0_4140_0000,A10001,20.571,1168.978,146,198,21572.279,3221.647,217.902,8462.58,761.296,1689.927,383,234,12671.84,0,0,0,0,0,0,1540.304,282,1752,0,3.585,0,716
DE0_4141_0001,A10001,5.145,214.894,14.4,16.2,5099.232,902.203,51.507,2369.895,139.949,310.66,30.6,23,3548.673,0,0,0,0,0,0,283.155,25,142,0,0.897,0,108
DE0_4230_0000,A10001,6.41,177.726,69,0,12174.867,1236.009,122.978,3246.731,115.744,256.928,342,143,4861.645,0,0,0,0,0,0,234.18,216,1072,0,1.117,0,810
DE0_4231_0001,A10001,1.081,38.484,1.1,0,1120.904,197.745,11.322,519.434,25.062,55.633,0.11,0.18,777.799,0,0,0,0,0,0,50.708,0.11,1.82,0,0.188,0,0
EL0_4560_4562,A10001,2.566,52.115,4.01,0,3619.1,174.607,36.557,458.655,82.684,75.34,7.37,11.3,686.788,74.848,658.72,250.77,108.203,986.365,0,167.292,6.68,92,0,0.447,0,2.22
EL2_4400_4590,A10001,10.986,225.374,26,0,13832.722,764.493,139.724,2008.159,350.802,325.809,19.2,25.9,3007.01,313.286,2791.498,1062.704,452.901,4179.979,0,709.765,16.1,188,0,1.915,0,2
EL2_4590_0001,A10001,2.914,62.938,5.9,0,4552.85,198.874,45.988,522.401,97.965,90.985,1.62,9.96,782.24,87.488,726.177,276.451,126.477,1087.375,0,198.208,1.72,71.7,0,0.508,0,0
EM2_3980_0001,A10001,15.383,230.606,47,39.6,24970.207,1323.986,252.224,3477.83,326.025,333.375,44.6,91.3,5207.69,270.009,4072.067,1550.208,390.336,6097.499,0,659.635,39.3,724,0,2.681,0,66.7
EM3_4326_0000,A10001,4.91,95.808,13.6,0,4870.927,394.977,49.201,1037.52,135.451,138.504,3.33,4.88,1553.579,112.178,1214.795,462.464,162.17,1819.029,0,274.053,2.76,36,0,0.856,0,0.22
EU2_3520_0001,A10001,5.862,60.338,12.2,0,9119.355,559.32,92.115,1469.213,82.542,87.228,4.47,34.1,2199.995,66.405,1616.92,615.55,95.998,2421.171,0,167.003,3.41,270,0,1.022,0,11.9
DE0_2590_0000,A10003,0.111,6.72,16.2,0,4455.896,8.546,45.009,67.652,3.843,15.271,120,219,67.321,0,0,0,0,0,0,11.534,103.7,1357,0,0.011,0,9.34
DE0_2600_0000,A10003,1.113,166.592,30,0,6763.511,30.403,68.318,240.675,95.28,378.578,1430,440,239.5,0,0,0,0,0,0,285.923,918,3441,0,0.114,0,107
DE0_2610_0000,A10003,0.022,0.856,10.95,0,2410.158,1.947,24.345,15.416,0.49,1.945,1127,650,15.341,0,0,0,0,0,0,1.469,749,4164,0,0.002,0,155
DE0_2640_0000,A10003,0.952,173.725,20,0,7352.994,8.753,74.273,69.292,99.359,394.787,441,484,68.953,0,0,0,0,0,0,298.165,339,3469,0,0.098,0,173
DE0_2690_0000,A10003,1.103,98.078,103,0,11442.465,67.176,115.58,531.782,56.094,222.881,2162,1550,529.185,0,0,0,0,0,0,168.332,1639,10706,0,0.113,0,132
DE0_2710_0000,A10003,1.086,58.471,330,288,12395.854,87.065,125.211,689.225,33.442,132.875,6484,2161,685.86,0,0,0,0,0,0,100.355,4466,14673,0,0.112,0,499
DE0_2800_0000,A10003,0.001,0,20,0,660.078,0.083,6.667,0.656,0,0,752,230,0.653,0,0,0,0,0,0,0,575,1548,0,0,0,14.5
DE0_2850_0000,A10003,0.53,21.493,82,0,1735.267,46.407,17.528,367.368,12.292,48.842,805,293,365.574,0,0,0,0,0,0,36.888,548,2031,0,0.055,0,13.1
