riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,css,wat
PU5_3930_4170,A24001,10.838,184.081,0,0,20974.854,89.95,211.867,65.202,184.756,454.387,9.19,48.1,26.492,0,0,0,0,0,0,1119.915,8.38,270,3.646,0.275,0,246
PU5_4170_4020,A24001,0.721,12.387,0,0,943.05,2.447,9.526,1.773,12.433,30.577,0,0.06,0.721,0,0,0,0,0,0,75.363,0,0.83,0.245,0.018,0,181
PU6_3870_3690,A24001,0.609,10.173,0.05,0,9730.176,9.418,98.285,6.827,10.21,25.111,0.158,3.46,2.774,0,0,0,0,0,0,61.89,0.146,18.3,0.201,0.015,0,1116
PU6_4020_3870,A24001,1.112,19.031,0.16,0,7918.278,5.316,79.983,3.853,19.101,46.976,0.124,4.89,1.566,0,0,0,0,0,0,115.781,0.125,25.3,0.377,0.028,0,216
WL0_4390_0000,A24003,0.158,1.028,30,0,5406.063,4.846,54.607,4.66,6.321,6.339,366,530,11.079,0,0,0,0,0,0,10.822,316,3260,0.009,0.01,0,24.6
WL0_4391_0000,A24003,0.457,0.864,2.6,0,3029.242,17.659,30.598,16.982,5.313,5.328,48.1,116,40.372,0,0,0,0,0,0,9.096,43.9,723,0.008,0.029,0,95.8
WL0_4392_0000,A24003,0.746,2.252,31,0,3845.107,27.379,38.839,26.329,13.853,13.892,232,496,62.592,0,0,0,0,0,0,23.718,230,2833,0.02,0.047,0,47.6
WL0_4393_0000,A24003,0.135,0.772,0.03,0,125.761,4.326,1.27,4.16,4.747,4.76,1.68,4.02,9.889,0,0,0,0,0,0,8.127,1.66,26.9,0.007,0.009,0,4.89
WL0_4394_0000,A24003,0.33,0.61,2,0,645.225,12.758,6.517,12.269,3.754,3.764,50,17.6,29.168,0,0,0,0,0,0,6.427,35.8,120,0.005,0.021,0,53.2
WL0_4420_0000,A24003,2.829,6.28,134,9.79,9035.074,107.598,91.263,103.473,38.629,38.738,625,650,245.985,0,0,0,0,0,0,66.139,585,3682,0.056,0.179,0,3.72
WL0_4421_0000,A24003,1.664,3.899,13,0,4492.7,62.971,45.381,60.558,23.982,24.05,51.2,259,143.96,0,0,0,0,0,0,41.061,45,1661,0.035,0.105,0,31.1
WL0_4422_0000,A24003,0.218,1.421,2,0,3012.626,6.708,30.431,6.451,8.739,8.763,3.66,58,15.335,0,0,0,0,0,0,14.962,3.9,378,0.013,0.014,0,44
WL0_4423_0000,A24003,0.629,3.648,57,0,5218.769,20.123,52.715,19.352,22.443,22.506,907,505,46.005,0,0,0,0,0,0,38.425,662,2980,0.032,0.04,0,88
WL0_4424_0000,A24003,3.003,18,12,0,3914.038,95.004,39.536,91.362,110.723,111.037,95.9,125,217.193,0,0,0,0,0,0,189.576,74.2,899,0.159,0.19,0,39.1
WL0_4425_0000,A24003,0.037,0.078,2,0,604.934,1.431,6.11,1.376,0.482,0.483,6.03,47.4,3.27,0,0,0,0,0,0,0.825,6.14,296,0.001,0.002,0,50
WL0_4600_0000,A24003,8.94,48.107,42,0,15954.39,292.131,161.155,280.933,295.925,296.763,221,408,667.851,0,0,0,0,0,0,506.668,186,2635,0.426,0.565,0,83.6
WL0_4601_0000,A24003,0.189,0.626,11.8,0,1552.727,6.845,15.684,6.582,3.848,3.859,54.5,181,15.648,0,0,0,0,0,0,6.588,51.5,1065,0.006,0.012,0,80.3
WL0_4602_0000,A24003,5.819,40.52,6.5,0,5866.929,174.539,59.262,167.849,249.252,249.958,29.5,118,399.021,0,0,0,0,0,0,426.758,25.3,802,0.359,0.368,0,99.8
WL0_4603_0000,A24003,3.347,18.969,60,0,6582.079,107.735,66.486,103.605,116.682,117.012,511,379,246.298,0,0,0,0,0,0,199.777,391,2373,0.168,0.211,0,91
WL0_4770_0000,A24003,7.296,38.744,7.1,0,4720.437,239.29,47.681,230.117,238.329,239.004,39,92.7,547.05,0,0,0,0,0,0,408.055,33.5,639,0.343,0.461,0,60.7
WL0_4771_0000,A24003,6.896,36.323,5.8,0,5228.904,226.696,52.817,218.006,223.433,224.066,56,84.6,518.258,0,0,0,0,0,0,382.552,42.4,645,0.321,0.436,0,17.8
WL0_4772_0000,A24003,1.393,7.45,8.1,0,4836.376,45.586,48.852,43.838,45.829,45.958,31.4,158,104.215,0,0,0,0,0,0,78.466,27.7,988,0.066,0.088,0,129
WM0_3961_0000,A24003,1.246,8.994,29,10,5970.43,36.824,60.307,35.412,55.322,55.479,1116.363,1156,84.186,0,0,0,0,0,0,94.507,873.257,6879,0.293,0.079,5032.38,28
WM0_3962_0000,A24003,0.439,1.093,68,0,3899.856,16.482,39.392,15.85,6.723,6.742,976,432,37.68,0,0,0,0,0,0,11.485,827,2337,0.036,0.028,0,95
WM0_3963_0000,A24003,0.599,0.323,8.1,0,4145.026,24.504,41.869,23.565,1.986,1.992,91.6,146,56.019,0,0,0,0,0,0,3.393,79.2,903,0.011,0.038,0,127
WM0_3966_0000,A24003,0.038,0,0.07,0,136.014,1.588,1.374,1.527,0,0,1.25,1.62,3.63,0,0,0,0,0,0,0,1.2,13.9,0,0.002,0,10
WM3_4060_0001,A24003,1.132,8.378,23,83.8,7303.206,33.128,73.77,31.858,51.539,51.685,992.568,653,75.736,0,0,0,0,0,0,88.044,737.832,3906,0.273,0.072,959.6,111
XL3_4710_0000,A24003,16.763,106.627,2.6,28.5,6492.698,519.922,65.583,499.991,655.9,657.758,49.7,93,1188.613,0,0,0,0,0,0,1122.497,47.3,647,1.448,1.059,0,7.08
XL3_4711_0000,A24003,12.555,65.219,0.43,116,5547.507,414.24,56.035,398.361,401.186,402.323,29.2,34.4,947.009,0,0,0,0,0,0,686.584,28.3,305,0.886,0.793,0,41.2
XL3_4712_0000,A24003,3.962,24.377,8.9,0,3013.624,124.299,30.441,119.535,149.948,150.373,94.3,37.2,284.165,0,0,0,0,0,0,256.619,86.6,303,0.331,0.25,0,101
XL3_4713_0000,A24003,16.877,94.681,2.3,0,6486.49,544.974,65.52,524.083,582.415,584.065,30.5,85.9,1245.884,0,0,0,0,0,0,996.737,29.1,855,1.286,1.066,0,82.3
XL3_4950_0000,A24003,3.491,17.758,0.44,0,1980.074,115.812,20.001,111.373,109.234,109.543,1.79,27.9,264.762,0,0,0,0,0,0,186.941,1.77,271,0.241,0.221,0,1.11
XU2_4270_4650,A24003,6.53,28.897,358,364,16046.819,223.958,162.089,215.372,177.753,178.257,1069,1057,511.999,0,0,0,0,0,0,304.204,895,6602,0.392,0.413,0,31.9
XU2_4480_4650,A24003,0.62,0.987,14,123,5701.258,24.23,57.588,23.302,6.072,6.09,52.1,146,55.393,0,0,0,0,0,0,10.392,54.7,800,0.013,0.039,0,3.78
XU3_4650_0001,A24003,2.463,7.676,1,0,1978.626,89.939,19.986,86.492,47.219,47.353,13.9,39.8,205.613,0,0,0,0,0,0,80.81,13,254,0.104,0.156,0,1.11
SL2_2910_3060,A24005,11.387,182.378,1,0,3411.979,257.791,34.464,722.948,176.064,252.545,4.72,13.3,1165.124,0,0,0,0,0,0,850.915,4.39,112,1.674,1.397,0,5.34
WM0_3650_0001,A24005,7.786,141.277,64,121,12889.348,152.755,130.195,428.388,136.386,195.63,1258,930,690.401,0,0,0,0,0,0,658.406,964,6875,2.038,0.956,0,63
WM0_3740_0001,A24005,0.004,0.108,9.6,0,906.005,0.028,9.152,0.077,0.105,0.15,1589,541,0.126,0,0,0,0,0,0,0.505,1284,3276,0.002,0,0,8.01
WM0_3741_0000,A24005,0.254,0.91,23,18.7,1151.688,10.23,11.633,28.688,0.879,1.26,1213,352,46.234,0,0,0,0,0,0,4.241,957,2219,0.013,0.031,0,0.92
WM0_3742_0000,A24005,0.47,4.715,18,0,2188.006,14.632,22.101,41.033,4.552,6.529,1303,405,66.13,0,0,0,0,0,0,21.975,1015,2547,0.068,0.058,0,103
WM0_3743_0000,A24005,0.03,0,0.87,0,213.098,1.376,2.153,3.859,0,0,73.1,32.1,6.219,0,0,0,0,0,0,0,55.2,182,0,0.004,0,1.78
WM0_3744_0000,A24005,0.017,0.198,0.05,0,126.786,0.505,1.281,1.416,0.191,0.273,14.7,5.27,2.282,0,0,0,0,0,0,0.92,13.5,34.8,0.003,0.002,0,4
WM0_3745_0000,A24005,0.183,3.523,1.6,0,849.664,3.308,8.582,9.276,3.401,4.878,1.2,10.1,14.949,0,0,0,0,0,0,16.419,1.02,131,0.051,0.022,0,4.67
WM0_3881_3880,A24005,14.612,267.785,9.4,0,11109.262,282.913,112.215,793.402,258.514,370.81,64.2,125,1278.669,0,0,0,0,0,0,1247.987,58.1,884,3.863,1.793,0,782
WM0_3964_0000,A24005,0.21,4.519,0.59,0,1073.928,3.118,10.848,8.745,4.363,6.258,3301,472,14.093,0,0,0,0,0,0,21.062,2368,2796,0.065,0.026,0,111
WM0_3965_0000,A24005,0.319,7.304,0.02,0,748.973,4.103,7.565,11.506,7.051,10.114,6.59,11.6,18.544,0,0,0,0,0,0,34.04,6.76,74.2,0.105,0.039,0,22.8
WM1_3660_3910,A24005,6.425,85.407,267,48.9,7753.56,170.303,78.319,477.599,82.45,118.265,1531,1029,769.712,0,0,0,0,0,0,398.029,1267,6741,1.232,0.789,0,9.17
WM1_3910_0001,A24005,0.564,2.74,16,0,923.652,21.699,9.33,60.852,2.645,3.794,841,624,98.071,0,0,0,0,0,0,12.77,668,3635,0.04,0.069,0,4
WM3_3880_4060,A24005,12.597,250.526,39,189,10300.572,216.004,104.046,605.761,241.852,346.91,228,244,976.262,0,0,0,0,0,0,1167.552,180,1736,3.614,1.546,0,14
WM3_4060_0001,A24005,0.762,20.284,105,0,6028.218,5.782,60.891,16.215,19.582,28.088,1942,1062,26.133,0,0,0,0,0,0,94.532,1568,6531,0.293,0.094,0,93.7
WU0_3021_3020,A24005,28.912,434.061,0,0,14580.756,695.732,147.28,1951.109,419.033,601.057,7.88,31.9,3144.465,0,0,0,0,0,0,2025.178,6.86,377,3.983,3.548,0,1112
WU0_3540_0000,A24005,0.977,14.234,0.18,169,3133.284,24.113,31.649,67.621,13.742,19.711,117,82.2,108.981,0,0,0,0,0,0,66.413,104,470,0.131,0.12,0,126
WU0_3541_0000,A24005,0.239,3.221,0.02,0,856.421,6.274,8.651,17.596,3.109,4.46,67,37.9,28.358,0,0,0,0,0,0,15.026,58.1,251,0.03,0.029,0,26.7
WU0_3542_0000,A24005,0.002,0,0,0,104.93,0.085,1.06,0.237,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0,11.3
WU0_3670_0001,A24005,0.641,11.165,139,50.3,2974.999,13.218,30.05,37.068,10.779,15.461,1311,563,59.74,0,0,0,0,0,0,52.093,1066,3904,0.102,0.079,0,8.04
WU0_3671_0000,A24005,2.685,48.842,5.6,31.4,3611.887,52.518,36.484,147.28,47.151,67.633,174,192,237.361,0,0,0,0,0,0,227.879,141,1234,0.448,0.33,0,34.9
WU0_3820_0000,A24005,0.292,5.801,0,0,2128.298,5.037,21.498,14.126,5.6,8.032,910,289,22.766,0,0,0,0,0,0,27.063,695,1862,0.053,0.036,0,40.9
WU0_3821_0000,A24005,0.345,5.187,0,0,477.606,8.282,4.824,23.225,5.007,7.182,2.37,4.04,37.43,0,0,0,0,0,0,24.199,2.52,31.8,0.048,0.042,0,15.1
WU1_3350_3490,A24005,56.31,1144.536,1.2,10.4,19394.598,930.546,195.905,2609.622,1104.912,1584.873,14.5,102,4205.743,0,0,0,0,0,0,5340.01,13,1035,10.503,6.91,0,23.8
WU1_3482_0001,A24005,18.814,382.906,3.4,0,9462.109,310.182,95.577,869.874,369.649,530.221,61.7,173,1401.914,0,0,0,0,0,0,1786.506,51.4,1681,3.514,2.309,0,24.2
WU1_3490_3480,A24005,6.673,108.182,122,292,8062.558,149.221,81.44,418.474,104.436,149.802,1104,425,674.425,0,0,0,0,0,0,504.738,756,3484,0.993,0.819,0,13
WU2_3020_3320,A24005,50.948,795.971,9.9,53.8,28606.67,1181.898,288.956,3314.514,768.414,1102.204,55.5,181,5341.767,0,0,0,0,0,0,3713.725,48.6,1941,7.305,6.252,0,34.9
