riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,css,wat
EL2_4590_0001,A10001,4.825,90.069,2.8,0,4120.355,581.502,41.62,908.006,487.34,183.586,1.62,9.9,2219.109,0,0,0,0,0,0,227.345,1.72,70.8,0,0.143,0,0
EM2_3980_0001,A10001,25.506,316.111,23,39.6,23722.734,3413.357,239.624,5329.905,1710.396,644.324,41.5,90.6,13025.947,0,0,0,0,0,0,797.902,37,717,0,0.754,0,57
EM3_4326_0000,A10001,8.177,131.436,7.1,0,4270.816,1030.45,43.14,1609.032,711.165,267.903,2,4.6,3932.373,0,0,0,0,0,0,331.759,2,34.8,0,0.242,0,0.22
EU2_3520_0001,A10001,9.792,79.028,6.3,0,8775.178,1400.06,88.638,2186.172,427.599,161.081,4.11,34,5342.865,0,0,0,0,0,0,199.476,3.23,267,0,0.29,0,11.3
DE0_2590_0000,A10003,0.146,8.529,9.1,0,4446.543,11.092,44.915,50.737,36.931,7.285,111,220,79.143,0,0,0,0,0,0,12.768,95.4,1364,0,0.007,0,9.56
DE0_2600_0000,A10003,1.535,212.146,19,0,6213.871,47.929,62.766,219.244,918.639,181.203,1343,431,341.995,0,0,0,0,0,0,317.6,867,3352,0,0.079,0,107
DE0_2610_0000,A10003,0.126,7.361,0.57,0,2483.035,9.566,25.081,43.757,31.876,6.288,1100,639,68.255,0,0,0,0,0,0,11.021,732,4016,0,0.006,0,154
DE0_2640_0000,A10003,1.268,215.362,14,0,6712.762,17.007,67.806,77.796,932.566,183.95,424,473,121.353,0,0,0,0,0,0,322.415,327,3406,0,0.065,0,171
DE0_2690_0000,A10003,2.471,200.354,117,0,11918.546,156.828,120.389,717.384,867.575,171.13,1743,1360,1119.04,0,0,0,0,0,0,299.946,1379,9225,0,0.126,0,127
DE0_2710_0000,A10003,2.997,223.819,346,288,13962.825,201.127,141.039,920.023,969.188,191.174,5538,1897,1435.133,0,0,0,0,0,0,335.076,3851,12415,0,0.153,0,493
DE0_2800_0000,A10003,0.059,10.006,17,0,838.25,0.748,8.467,3.419,43.327,8.546,627,224,5.334,0,0,0,0,0,0,14.979,508,1486,0,0.003,0,12.5
DE0_2850_0000,A10003,0.991,45.383,95,0,2030.108,82.682,20.506,378.218,196.52,38.764,573,251,589.978,0,0,0,0,0,0,67.943,417,1626,0,0.051,0,11.2
DE0_2870_0000,A10003,0.001,0.05,0.01,0,66.036,0.03,0.667,0.135,0.216,0.043,55.6,24,0.211,0,0,0,0,0,0,0.075,42.5,156,0,0,0,10.3
DE0_2920_0000,A10003,1.56,51.22,63,0,2881.09,141.501,29.102,647.275,221.794,43.749,244,166,1009.678,0,0,0,0,0,0,76.681,178,1146,0,0.08,0,107
DE0_2960_0000,A10003,1.849,44.549,68,0.67,2655.651,176.792,26.825,808.71,192.909,38.052,335,120,1261.498,0,0,0,0,0,0,66.694,194,857,0,0.095,0,25.3
DE0_2990_0000,A10003,8.029,303.151,73,118,12136.319,706.027,122.589,3229.613,1312.71,258.934,124,277,5037.837,0,0,0,0,0,0,453.842,109,1989,0,0.411,0,1965
DE0_3110_0000,A10003,12.221,378.909,72,83.2,9662.562,1121.12,97.602,5128.39,1640.759,323.642,228,162,7999.718,0,0,0,0,0,0,567.258,178,1090,0,0.625,0,925
DE0_3260_0000,A10003,5.139,219.769,8,0,11417.017,437.343,115.323,2000.558,951.65,187.714,36.6,44.3,3120.648,0,0,0,0,0,0,329.013,32.1,333,0,0.263,0,572
DE0_3280_0000,A10003,0.177,1.113,0,0,1275.117,18.688,12.88,85.483,4.818,0.95,0,0,133.345,0,0,0,0,0,0,1.666,0,0,0,0.009,0,35.8
DE0_3310_0000,A10003,0.933,3.55,1.6,0,3024.183,99.891,30.547,456.937,15.371,3.032,0.71,0.75,712.77,0,0,0,0,0,0,5.314,0.63,4.81,0,0.048,0,114
DE0_3380_0000,A10003,7.671,317.921,19,0,10325.146,658.501,104.294,3012.214,1376.669,271.55,75.5,49.1,4698.719,0,0,0,0,0,0,475.954,58.7,291,0,0.392,0,194
EU0_3010_0000,A10003,3.183,63.37,26,0,2385.307,311.908,24.094,1426.774,274.405,54.127,13.2,39.3,2225.608,0,0,0,0,0,0,94.87,12.1,348,0,0.163,0,14.6
EU0_3011_0000,A10003,1.415,25.134,12,0,1373.529,140.426,13.874,642.356,108.834,21.468,13.1,17.4,1002.003,0,0,0,0,0,0,37.627,12.5,107,0,0.072,0,72.6
EU0_3201_0000,A10003,2.982,112.565,11,0,1305.744,262.231,13.189,1199.535,487.431,96.146,11.38,13.4,1871.142,0,0,0,0,0,0,168.519,8.17,81.1,0,0.153,0,14.2
EU0_3361_0000,A10003,2.199,71.827,0.96,0,2070.406,199.715,20.913,913.565,311.027,61.351,0.43,3.41,1425.061,0,0,0,0,0,0,107.531,0.46,29.9,0,0.112,0,0.89
EU1_2981_0000,A10003,0.006,0,0.77,0,201.466,0.673,2.035,3.078,0,0,1.14,5.42,4.801,0,0,0,0,0,0,0,1.09,42.6,0,0,0,0
EU1_2983_0000,A10003,0.287,6.79,4.7,0,767.815,27.494,7.756,125.765,29.401,5.799,3.36,11.7,196.18,0,0,0,0,0,0,10.165,3.19,89.7,0,0.015,0,1.56
EU2_3520_0001,A10003,1.407,48.123,0.39,0,4554.122,126.511,46.001,578.705,208.383,41.104,0.361,1.39,902.714,0,0,0,0,0,0,72.044,0.385,17.1,0,0.072,0,3.11
DE0_4230_0000,A10005,13.98,158.393,31,0,7604.064,805.135,76.809,2390.899,1084.456,383.418,245,181,6005.981,0,0,0,0,0,0,319.328,198,1333,0,0.327,0,186
DE0_4350_0000,A10005,21.551,204.698,28,4.89,14703.191,1297.063,148.517,3851.71,1401.489,495.507,81.7,62.7,9675.567,0,0,0,0,0,0,412.681,74.9,460,0,0.504,0,759
DE0_4520_0000,A10005,36.043,183.368,149,182,32747.924,2394.344,330.787,7110.154,1255.449,443.874,605,437,17860.84,0,0,0,0,0,0,369.678,495,2869,0,0.842,0,1399
DE0_4570_0000,A10005,2.62,2.802,31,0,5897.644,188.956,59.572,561.116,19.186,6.783,594,185,1409.535,0,0,0,0,0,0,5.649,449,1085,0,0.061,0,318
DE0_4680_0000,A10005,17.981,88.129,116,202,17503.318,1199.202,176.801,3561.104,603.385,213.331,485,431,8945.563,0,0,0,0,0,0,177.672,403,2601,0,0.42,0,1060
DE0_4800_0000,A10005,28.626,155.525,100,366,26007.736,1887.614,262.704,5605.387,1064.821,376.476,467,289,14080.838,0,0,0,0,0,0,313.546,347,2256,0,0.669,0,906
DE0_4850_0000,A10005,22.487,156.66,138,131,21284.191,1434.001,214.992,4258.356,1072.593,379.224,674,526,10697.07,0,0,0,0,0,0,315.835,599,3339,0,0.525,0,1650
DE0_4990_0000,A10005,5.855,55.207,12,0,4434.446,352.96,44.792,1048.137,377.985,133.639,99.2,43.6,2632.941,0,0,0,0,0,0,111.301,74.6,280,0,0.137,0,168
DE0_5020_0000,A10005,10.562,99.302,82,33.4,9331.374,637.155,94.256,1892.072,679.882,240.377,578,226,4752.922,0,0,0,0,0,0,200.197,480,1213,0,0.247,0,1577
DE0_5021_0000,A10005,1.67,16.013,2.3,33.4,627.494,100.314,6.338,297.889,109.632,38.761,12.5,13.4,748.303,0,0,0,0,0,0,32.282,11.7,81.6,0,0.039,0,9.42
DE0_5170_0000,A10005,3.23,30.173,11,0,3146.026,195.13,31.778,579.452,206.583,73.039,113,50.8,1455.594,0,0,0,0,0,0,60.83,84.2,396,0,0.075,0,7.54
EL0_4560_4562,A10005,14.355,183.905,45,0,5771.515,796.677,58.298,2365.781,1259.131,445.176,192,109,5942.887,0,0,0,0,0,0,370.762,140,812,0,0.335,0,4.23
EL0_4561_4562,A10005,11.507,115.434,23,14,9742.107,683.845,98.405,2030.719,790.332,279.428,10.27,19,5101.204,0,0,0,0,0,0,232.72,8.36,166,0,0.269,0,5.03
EL0_4562_0001,A10005,5.644,34.714,11,0,1371.787,366.409,13.856,1088.074,237.672,84.031,30.4,20,2733.261,0,0,0,0,0,0,69.985,23.5,114,0,0.132,0,0
EL0_4591_0000,A10005,0.635,8.126,0.64,0,221.225,35.271,2.235,104.738,55.634,19.67,0.299,0.08,263.105,0,0,0,0,0,0,16.382,0.316,0.645,0,0.015,0,0
EL0_4594_0000,A10005,3.994,30.053,4.9,0,2663.437,251.547,26.903,746.983,205.764,72.75,5.56,8.45,1876.435,0,0,0,0,0,0,60.589,5.29,45.1,0,0.093,0,3.11
EL0_4597_0000,A10005,1.246,2.247,0.22,0,199.641,88.557,2.017,262.976,15.381,5.438,0.17,0,660.601,0,0,0,0,0,0,4.529,0.05,0,0,0.029,0,0
EL0_4631_0000,A10005,9.548,90.459,12,84.5,16216.417,574.988,163.802,1707.462,619.339,218.972,20.8,29.2,4289.176,0,0,0,0,0,0,182.37,21.1,228,0,0.223,0,56.7
EL0_4632_0000,A10005,20.173,120.154,43,44.3,22336.613,1315.333,225.622,3905.962,822.648,290.854,184,126,9811.853,0,0,0,0,0,0,242.236,152,807,0,0.471,0,170
EL0_4633_0000,A10005,48.607,419.732,117,64.3,33716.176,2984.895,340.567,8863.83,2873.747,1016.036,309,243,22266.111,0,0,0,0,0,0,846.201,244,1729,0,1.136,0,331
EL0_5400_0001,A10005,0.731,4.875,9.8,0,454.401,46.943,4.59,139.4,33.38,11.802,52.1,28.8,350.175,0,0,0,0,0,0,9.829,38.3,174,0,0.017,0,0
EL2_4590_0001,A10005,13.535,201.71,20,0,11238.351,711.08,113.519,2111.595,1381.035,488.276,8.05,23.9,5304.369,0,0,0,0,0,0,406.658,8.19,190,0,0.316,0,0
EL2_4630_0000,A10005,35.935,225.789,121,143,18783.73,2326.34,189.735,6908.211,1545.892,546.562,659.383,370,17353.559,0,0,0,0,0,0,455.202,472.367,2568,0,0.84,157.25,270
EL2_4634_0000,A10005,0.018,0,0,0,10.388,1.353,0.105,4.019,0,0,0,0,10.095,0,0,0,0,0,0,0,0,0,0,0,0,0
EL2_5110_5270,A10005,11.867,91.534,14,24,12461.465,744.236,125.873,2210.055,626.702,221.575,16.5,14.3,5551.7,0,0,0,0,0,0,184.538,14.4,94.3,0,0.277,0,1.56
PL0_4510_0001,A11001,0,0,0.91,0,80.984,0,0.818,0,0,0,518.417,79.5,0,0,0,0,0,0,0,0,449.733,460,0,0,60.85,0
PL1_4460_4780,A11001,0,0,0.13,0,470.481,0,4.752,0,0,0,28.7,54.5,0,0,0,0,0,0,0,0,30.2,276,0,0,0,0
PL1_4780_0001,A11001,0,0,8.3,0,2036.644,0,20.572,0,0,0,325.056,351,0,0,0,0,0,0,0,0,279.224,1936,0,0,252.72,56.3
PL2_4810_0000,A11001,0,0,25,0,1260.318,0,12.73,0,0,0,2794.399,442,0,0,0,0,0,0,0,0,2198.081,2766,0,0,181.52,161
PL2_4811_0000,A11001,0,0,0.56,0,58.538,0,0.591,0,0,0,27.6,16.7,0,0,0,0,0,0,0,0,24,109,0,0,0,0.22
PL2_4945_0004,A11001,0,0,1.228,0,206.519,0,2.086,0,0,0,0,106.511,0,0,0,0,0,0,0,0,0,638.402,0,0,11812.56,36
PL7_4910_0000,A11001,0,0,0.74,0,1003.952,0,10.141,0,0,0,218.881,142,0,0,0,0,0,0,0,0,180.929,750,0,0,53.19,46
PL7_4940_0000,A11001,0,0,1.7,0,22.431,0,0.227,0,0,0,334.849,63.4,0,0,0,0,0,0,0,0,210.101,474,0,0,36.05,113
PL7_4942_0000,A11001,0,0,0.16,0,4.248,0,0.043,0,0,0,9.78,12,0,0,0,0,0,0,0,0,9.15,130,0,0,0,0.67
PL7_4960_0000,A11001,0,0,0.5,0,336.52,0,3.399,0,0,0,1079,199,0,0,0,0,0,0,0,0,895,1140,0,0,0,0.89
PM7_4820_0001,A11001,0,0,2.9,0,300.666,0,3.037,0,0,0,152,116,0,0,0,0,0,0,0,0,121,601,0,0,0,14.5
PU0_3871_3690,A24001,4.13,79.491,6.2,0,30272.381,80.746,305.782,61.796,71.301,199.796,59.6,56.1,17.534,0,0,0,0,0,0,475.178,48.1,278,1.579,0.04,0,9.48
PU1_3100_3690,A24001,7.087,136.15,2.8,0,7924.239,145.49,80.043,111.345,122.123,342.207,24.7,45.9,31.593,0,0,0,0,0,0,813.878,23.6,244,2.705,0.069,0,10.2
PU1_3580_3780,A24001,10.109,192.044,0,6,12408.376,264.862,125.337,202.701,172.258,482.694,0,0,57.514,0,0,0,0,0,0,1148.001,0,0,3.815,0.098,2631.98,243
PU2_3180_3370,A24001,0.751,14.617,0.01,0,1230.284,10.631,12.427,8.136,13.111,36.74,0,1.02,2.309,0,0,0,0,0,0,87.38,0,5.99,0.29,0.007,0,0
PU2_3370_4020,A24001,21.996,430.585,0,34.7,36033.199,239.847,363.972,183.557,386.223,1082.256,72.9,61.5,52.082,0,0,0,0,0,0,2573.951,53.9,354,8.553,0.214,0,86.2
PU4_3780_3930,A24001,6.424,121.533,0,0,8758.616,181.725,88.471,139.076,109.012,305.467,137,77.7,39.461,0,0,0,0,0,0,726.498,87,394,2.414,0.063,0,242
PU4_3890_3990,A24001,0.252,4.455,0,0,38.048,15.138,0.384,11.585,3.996,11.197,0,0,3.287,0,0,0,0,0,0,26.63,0,0,0.088,0.002,842.91,55.1
PU4_3990_3780,A24001,0.25,4.121,0,0,35.33,23.359,0.357,17.878,3.696,10.357,0,0,5.072,0,0,0,0,0,0,24.633,0,0,0.082,0.002,911.91,50.5
PU5_3930_4170,A24001,9.433,185.153,0,0,20999.492,89.759,212.116,68.693,166.077,465.374,9.19,48.2,19.491,0,0,0,0,0,0,1106.807,8.38,270,3.678,0.092,0,246
PU5_4170_4020,A24001,0.628,12.46,0,0,944.556,2.446,9.541,1.872,11.176,31.317,0,0.06,0.531,0,0,0,0,0,0,74.481,0,0.83,0.248,0.006,0,181
PU6_3870_3690,A24001,0.53,10.232,0.05,0,9731.75,9.417,98.301,7.207,9.178,25.718,0.252,3.43,2.045,0,0,0,0,0,0,61.166,0.219,18.1,0.203,0.005,0,1116
PU6_4020_3870,A24001,0.968,19.142,0.16,0,7920.465,5.316,80.005,4.068,17.17,48.112,0.151,4.92,1.154,0,0,0,0,0,0,114.426,0.155,25.4,0.38,0.009,0,216
WL0_4390_0000,A24003,0.147,1.186,30,0,5346.355,4.292,54.004,6.527,6.536,6.415,377,536,7.837,0,0,0,0,0,0,9.722,325,3297,0.008,0.011,0,24.5
WL0_4391_0000,A24003,0.442,1.148,2.6,0,3028.604,15.641,30.592,23.785,6.324,6.207,48.2,117,28.559,0,0,0,0,0,0,9.406,44,727,0.008,0.033,0,95.8
WL0_4392_0000,A24003,0.714,2.756,31,0,3819.56,24.249,38.581,36.876,15.189,14.907,238,500,44.278,0,0,0,0,0,0,22.591,235,2853,0.019,0.054,0,47.6
WL0_4393_0000,A24003,0.13,1.025,0.03,0,125.272,3.831,1.265,5.826,5.65,5.545,1.68,4.02,6.996,0,0,0,0,0,0,8.404,1.66,26.9,0.007,0.01,0,4.89
WL0_4394_0000,A24003,0.316,0.715,2,0,648.942,11.3,6.555,17.185,3.942,3.869,52.4,17.1,20.633,0,0,0,0,0,0,5.863,37.2,118,0.005,0.024,0,53.4
WL0_4420_0000,A24003,2.861,7.765,134,9.79,8869.961,100.877,89.596,153.404,42.788,41.995,656,668,184.196,0,0,0,0,0,0,63.642,615,3782,0.053,0.215,0,3.61
WL0_4421_0000,A24003,1.583,5.094,13,0,4477.291,54.925,45.225,83.525,28.073,27.552,55.7,263,100.289,0,0,0,0,0,0,41.754,49.4,1683,0.035,0.119,0,31.1
WL0_4422_0000,A24003,0.21,1.888,2.1,0,3011.138,5.917,30.416,8.998,10.402,10.209,3.66,58.1,10.804,0,0,0,0,0,0,15.471,3.9,378,0.013,0.016,0,44
WL0_4423_0000,A24003,0.594,4.376,57,0,5196.043,17.823,52.485,27.104,24.113,23.666,921,506,32.544,0,0,0,0,0,0,35.865,672,2985,0.03,0.045,0,88
WL0_4424_0000,A24003,2.9,23.917,12,0,3878.825,84.145,39.18,127.96,131.793,129.351,100.8,127,153.644,0,0,0,0,0,0,196.024,78,910,0.163,0.218,0,39.1
WL0_4425_0000,A24003,0.035,0.074,2,0,598.265,1.267,6.043,1.926,0.41,0.403,6.44,48.3,2.314,0,0,0,0,0,0,0.61,6.51,302,0.001,0.003,0,50
WL0_4600_0000,A24003,8.578,63.385,42,0,15871.199,257.164,160.315,391.07,349.282,342.808,242,415,469.567,0,0,0,0,0,0,519.509,202,2670,0.431,0.645,0,84.5
WL0_4601_0000,A24003,0.183,0.826,11.6,0,1548.21,6.062,15.638,9.219,4.551,4.466,54.9,182,11.069,0,0,0,0,0,0,6.769,51.9,1069,0.006,0.014,0,80.3
WL0_4602_0000,A24003,5.618,53.733,6.5,0,5817.693,154.59,58.765,235.085,296.092,290.604,30.8,119,282.271,0,0,0,0,0,0,440.396,26,804,0.365,0.422,0,99.8
WL0_4603_0000,A24003,3.138,24.882,60,0,6470.434,92.148,65.358,140.129,137.112,134.571,539,388,168.256,0,0,0,0,0,0,203.936,412,2437,0.169,0.236,0,91
WL0_4770_0000,A24003,7.047,51.481,7.1,0,4702.535,211.939,47.5,322.297,283.681,278.423,39,92.8,386.988,0,0,0,0,0,0,421.936,33.5,641,0.35,0.53,0,60.7
WL0_4771_0000,A24003,6.652,48.156,5.9,0,5214.529,200.542,52.672,304.965,265.359,260.441,57,84.5,366.178,0,0,0,0,0,0,394.686,43.2,647,0.327,0.5,0,17.7
WL0_4772_0000,A24003,1.339,9.899,8.1,0,4832.135,40.133,48.809,61.03,54.549,53.538,31.5,158,73.28,0,0,0,0,0,0,81.135,27.7,990,0.067,0.101,0,129
WM0_3961_0000,A24003,1.141,9.087,31,10,5827.38,33.464,58.862,50.889,50.076,49.147,1186.255,1163,61.103,0,0,0,0,0,0,74.309,923.365,6937,0.233,0.086,5032.38,28.3
WM0_3962_0000,A24003,0.414,1.159,68,0,3832.966,14.574,38.717,22.162,6.389,6.27,998,437,26.611,0,0,0,0,0,0,9.48,848,2366,0.03,0.031,0,95
WM0_3963_0000,A24003,0.579,0.429,8.1,0,4136.649,21.703,41.784,33.004,2.364,2.32,92.3,148,39.629,0,0,0,0,0,0,3.508,79.8,917,0.011,0.044,0,127
WM0_3966_0000,A24003,0.037,0,0.07,0,136.641,1.406,1.38,2.139,0,0,1.25,1.62,2.568,0,0,0,0,0,0,0,1.2,13.9,0,0.003,0,10
WM3_4060_0001,A24003,1.029,9.031,24,83.8,7238.874,29.22,73.12,44.435,49.762,48.84,1030.518,657,53.355,0,0,0,0,0,0,73.844,765.882,3932,0.232,0.077,959.6,111
XL3_4710_0000,A24003,16.154,141.357,2.7,28.5,6391.65,459.404,64.562,698.617,778.94,764.502,51.5,94.2,838.844,0,0,0,0,0,0,1158.018,48.9,656,1.509,1.214,0,7.47
XL3_4711_0000,A24003,11.972,85.694,0.44,116,5511.089,362.043,55.668,550.56,472.21,463.458,31.3,38.1,661.068,0,0,0,0,0,0,702.016,30.2,347,0.915,0.9,0,46.6
XL3_4712_0000,A24003,3.789,32.39,9,0,2985.652,108.637,30.158,165.204,178.482,175.174,94.4,38.1,198.365,0,0,0,0,0,0,265.343,86.6,316,0.346,0.285,0,101
XL3_4713_0000,A24003,16.229,125.806,2.4,0,6420.736,479.895,64.856,729.777,693.244,680.395,30.5,87.5,876.259,0,0,0,0,0,0,1030.619,29.1,877,1.343,1.22,0,82.3
XL3_4950_0000,A24003,3.372,23.595,0.45,0,1974.244,102.575,19.942,155.986,130.02,127.61,1.79,27.9,187.295,0,0,0,0,0,0,193.296,1.77,272,0.252,0.253,0,1.11
XU2_4270_4650,A24003,6.26,36.787,357,364,15891.223,198.36,160.517,301.646,202.713,198.956,1100,1078,362.193,0,0,0,0,0,0,301.366,922,6718,0.393,0.47,0,33.7
XU2_4480_4650,A24003,0.61,1.169,15,123,5698.33,22.067,57.559,33.557,6.442,6.323,52.5,147,40.293,0,0,0,0,0,0,9.577,55.3,807,0.012,0.046,0,3.78
XU3_4650_0001,A24003,2.379,10.189,1,0,1991.893,79.659,20.12,121.138,56.145,55.104,14.4,39.7,145.453,0,0,0,0,0,0,83.469,13.2,254,0.109,0.179,0,1.11
SL2_2910_3060,A24005,9.92,186.602,1.1,0,3484.594,248.052,35.198,609.63,224.896,242.167,4.72,13.3,1189.056,0,0,0,0,0,0,834.897,4.39,112,1.719,1.835,0,5.34
WM0_3650_0001,A24005,6.64,143.001,65,121,12841.609,141.883,129.713,348.701,172.347,185.582,1271,940,680.126,0,0,0,0,0,0,639.128,976,6979,2.006,1.229,0,64.6
WM0_3740_0001,A24005,0.003,0.091,10.4,0,904.38,0.027,9.135,0.066,0.109,0.118,1590,541,0.128,0,0,0,0,0,0,0.405,1285,3275,0.001,0.001,0,8.01
WM0_3741_0000,A24005,0.214,0.688,24,18.7,1147.286,9.809,11.589,24.107,0.829,0.893,1222,351,47.021,0,0,0,0,0,0,3.076,963,2214,0.01,0.04,0,1.42
WM0_3742_0000,A24005,0.39,4.679,19,0,2188.778,13.277,22.109,32.631,5.639,6.072,1307,405,63.645,0,0,0,0,0,0,20.911,1018,2551,0.066,0.072,0,103
WM0_3743_0000,A24005,0.026,0,0.9,0,213.298,1.324,2.155,3.254,0,0,73.3,32.1,6.347,0,0,0,0,0,0,0,55.3,182,0,0.005,0,1.78
WM0_3744_0000,A24005,0.015,0.202,0.06,0,126.941,0.486,1.282,1.194,0.244,0.262,14.7,5.27,2.329,0,0,0,0,0,0,0.903,13.5,34.8,0.003,0.003,0,4
WM0_3745_0000,A24005,0.16,3.605,1.7,0,850.329,3.183,8.589,7.822,4.344,4.678,1.2,10.1,15.256,0,0,0,0,0,0,16.11,1.02,131,0.051,0.03,0,4.67
WM0_3881_3880,A24005,12.679,272.803,9.6,0,11178.188,271.253,112.911,666.653,328.787,354.036,67.8,126,1300.275,0,0,0,0,0,0,1219.265,61.1,898,3.827,2.346,0,779
WM0_3964_0000,A24005,0.178,4.433,1.76,0,1071.868,3,10.827,7.374,5.343,5.753,3303,472,14.383,0,0,0,0,0,0,19.813,2369,2796,0.062,0.033,0,111
WM0_3965_0000,A24005,0.278,7.473,0.06,0,749.168,3.948,7.567,9.702,9.007,9.698,6.59,11.7,18.925,0,0,0,0,0,0,33.401,6.76,74.6,0.105,0.051,0,22.6
WM1_3660_3910,A24005,5.229,81.559,265,48.9,7579.048,153.18,76.556,376.466,98.296,105.844,1628,1055,734.28,0,0,0,0,0,0,364.518,1341,6910,1.144,0.968,0,10.17
WM1_3910_0001,A24005,0.473,2.135,16,0,917.118,20.873,9.264,51.299,2.574,2.771,849,625,100.057,0,0,0,0,0,0,9.544,675,3639,0.03,0.088,0,4
WM3_3880_4060,A24005,10.931,255.417,39,189,10345.965,206.872,104.505,508.423,307.833,331.473,232,246,991.656,0,0,0,0,0,0,1141.561,182,1745,3.583,2.022,0,14
WM3_4060_0001,A24005,0.605,18.751,104,0,5927.922,5.272,59.878,12.957,22.599,24.335,1971,1070,25.272,0,0,0,0,0,0,83.807,1589,6593,0.263,0.112,0,93.8
WU0_3021_3020,A24005,25.168,444.113,0.01,0,14802.808,668.477,149.523,1642.898,535.253,576.356,7.93,32.1,3204.394,0,0,0,0,0,0,1987.055,6.92,380,4.092,4.657,0,1099
WU0_3540_0000,A24005,0.839,14.291,0.2,169,3127.993,22.959,31.596,56.425,17.224,18.546,119,83,110.055,0,0,0,0,0,0,63.941,106,474,0.132,0.155,0,134
WU0_3541_0000,A24005,0.191,3.277,0.02,0,858.444,5.211,8.671,12.807,3.949,4.253,68.6,38.5,24.981,0,0,0,0,0,0,14.662,59.8,254,0.03,0.035,0,26.7
WU0_3542_0000,A24005,0.002,0,0,0,104.963,0.081,1.06,0.2,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,11.3
WU0_3670_0001,A24005,0.513,9.94,138,50.3,2852.896,12.439,28.817,30.572,11.98,12.9,1359,569,59.627,0,0,0,0,0,0,44.474,1103,3955,0.092,0.095,0,8.09
WU0_3671_0000,A24005,2.267,49.791,5.7,31.4,3618.51,47.132,36.551,115.836,60.009,64.617,181,195,225.932,0,0,0,0,0,0,222.775,148,1253,0.459,0.419,0,35
WU0_3820_0000,A24005,0.255,5.726,0,0,2108.875,5.138,21.302,12.629,6.9,7.43,912,290,24.631,0,0,0,0,0,0,25.617,701,1873,0.053,0.047,0,40.9
WU0_3821_0000,A24005,0.3,5.307,0,0,480.037,7.969,4.849,19.584,6.396,6.887,2.37,4.04,38.199,0,0,0,0,0,0,23.744,2.52,31.8,0.049,0.056,0,15.1
WU1_3350_3490,A24005,48.989,1171.043,1.2,10.4,19584.234,891.99,197.821,2192.222,1411.36,1519.742,14.9,104,4275.825,0,0,0,0,0,0,5239.488,13.5,1064,10.79,9.064,0,23.8
WU1_3482_0001,A24005,16.32,391.592,3.4,0,9519.036,295.184,96.152,725.466,471.953,508.195,61.9,175,1414.988,0,0,0,0,0,0,1752.062,51.5,1709,3.608,3.02,0,29.9
WU1_3490_3480,A24005,5.37,105.225,123,292,8029.757,128.642,81.109,316.16,126.819,136.558,1120,443,616.655,0,0,0,0,0,0,470.8,767,3681,0.97,0.994,0,12.7
