TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.002395,0.,6.925400,1.000000,na,na,0.000100,0.004792,0.,3.462701,1.000000,na,na,0.000100,0.000815,0.002744,1.373309,0.200000,na,na,0.000100,0.000815,0.002744,0.262965,0.000100,3587.980,2364.159,0.0001,1.07,278.7082,3806.849,0.0001,1.07,18.90208,23.29834,0.0001,1.07,18.90208,23.29834,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000100,0.,9.848027,1.000000,na,na,0.000100,0.000187,0.,4.924014,1.000000,na,na,0.000100,0.001348,0.001664,2.603074,0.200000,na,na,0.000100,0.001348,0.001664,0.479440,0.000100,116.7367,1338.799,0.0001,1.07,8566.290,6722.437,0.0001,1.07,22.46676,29.85107,0.0001,1.07,22.46676,29.85107,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.012033,0.,4.628625,1.000000,na,na,0.000100,0.024076,0.,2.314312,1.000000,na,na,0.000100,0.000630,0.002777,0.660086,0.200000,na,na,0.000100,0.000630,0.002777,0.110014,0.000100,50000.00,35235.40,0.0001,1.07,6.573324,255.4249,0.0001,1.07,30.90443,39.27089,0.0001,1.07,30.90443,39.27089,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000637,0.,5.467870,1.000000,na,na,0.000100,0.001270,0.,2.733933,1.000000,na,na,0.000100,0.001481,0.001531,1.119433,0.200000,na,na,0.000100,0.001481,0.001531,0.186571,0.000100,1123.764,23880.62,0.0001,1.07,889.8648,376.8746,0.0001,1.07,9.775718,18.62273,0.0001,1.07,9.775718,18.62273,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000300,0.,6.762111,1.000000,na,na,0.000100,0.000603,0.,3.381056,1.000000,na,na,0.000100,0.001154,0.001979,2.117257,0.200000,na,na,0.000100,0.001154,0.001979,0.432786,0.000100,214.9080,1423.892,0.0001,1.07,4653.153,6320.713,0.0001,1.07,16.09842,22.10941,0.0001,1.07,16.09842,22.10941,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000114,0.,4.877252,1.000000,na,na,0.000100,0.000227,0.,2.438627,1.000000,na,na,0.000100,0.001543,0.001744,1.106211,0.200000,na,na,0.000100,0.001543,0.001753,0.184366,0.000100,185.0802,536.3950,0.0001,1.07,5403.063,16778.68,0.0001,1.07,23.16417,31.33364,0.0001,1.07,23.16417,31.33364,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000857,0.,7.109761,1.000000,na,na,0.000100,0.001717,0.,3.554882,1.000000,na,na,0.000100,0.000275,0.007549,0.340259,0.200000,na,na,0.000100,0.000275,0.007549,0.056711,0.000100,882.0152,453.9412,0.0001,1.07,1133.766,19826.35,0.0001,1.07,31.36344,32.63685,0.0001,1.07,31.36344,32.63685,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000497,0.,5.994241,1.000000,na,na,0.000100,0.000998,0.,2.997121,1.000000,na,na,0.000100,0.000951,0.002284,1.844531,0.200000,na,na,0.000100,0.000951,0.002284,0.369734,0.000100,445.5314,227.0255,0.0001,1.07,1546.619,39643.14,0.0001,1.07,19.51258,22.66683,0.0001,1.07,19.51258,22.66683,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000100,0.,7.256042,1.000000,na,na,0.000100,0.000148,0.,3.628022,1.000000,na,na,0.000100,0.001148,0.001902,2.012752,0.200000,na,na,0.000100,0.001148,0.001902,0.335458,0.000100,276.7294,3781.709,0.0001,1.07,3613.636,2379.875,0.0001,1.07,23.41758,29.41072,0.0001,1.07,23.41758,29.41072,0.0001,1.07,0.5,0.1,0,0,1.07,20
