TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.011682,0.174155,0,0.001169,0.011682,0.500000,0.000174,0.053343
A10003,1,0,0,1,0,1,0,1,0,0.003293,0.049085,0,0.000329,0.003293,0.500000,0.000049,0.054528
A10005,1,0,0,1,0,1,0,1,0,0.040930,0.610166,0,0.004094,0.040930,0.500000,0.000610,0.037162
A11001,1,0,0,1,0,1,0,1,0,0.034091,0.508216,0,0.003410,0.034091,0.500000,0.000508,0.079926
A24001,1,0,0,1,0,1,0,1,0,0.009284,0.138408,0,0.000929,0.009284,0.500000,0.000138,0.109801
A24003,1,0,0,1,0,1,0,1,0,0.005247,0.078227,0,0.000525,0.005247,0.500000,0.000078,0.061792
A24005,1,0,0,1,0,1,0,1,0,0.002056,0.030641,0,0.000206,0.002056,0.500000,0.000030,0.047901
A24009,1,0,0,1,0,1,0,1,0,0.002390,0.035629,0,0.000239,0.002390,0.500000,0.000036,0.058203
A24011,1,0,0,1,0,1,0,1,0,0.029576,0.440914,0,0.002959,0.029576,0.500000,0.000441,0.056166
A24013,1,0,0,1,0,1,0,1,0,0.003132,0.046687,0,0.000313,0.003132,0.500000,0.000047,0.066072
A24015,1,0,0,1,0,1,0,1,0,0.005134,0.076535,0,0.000514,0.005134,0.500000,0.000077,0.060511
A24017,1,0,0,1,0,1,0,1,0,0.006760,0.100782,0,0.000676,0.006760,0.500000,0.000101,0.079764
A24019,1,0,0,1,0,1,0,1,0,0.020107,0.299741,0,0.002011,0.020107,0.500000,0.000300,0.067777
A24021,1,0,0,1,0,1,0,1,0,0.001778,0.026497,0,0.000178,0.001778,0.500000,0.000026,0.070401
A24023,1,0,0,1,0,1,0,1,0,0.004317,0.064357,0,0.000432,0.004317,0.500000,0.000064,0.050855
A24025,1,0,0,1,0,1,0,1,0,0.006435,0.095933,0,0.000644,0.006435,0.500000,0.000096,0.045874
A24027,1,0,0,1,0,1,0,1,0,0.000836,0.012469,0,0.000084,0.000836,0.500000,0.000012,0.058967
A24029,1,0,0,1,0,1,0,1,0,0.002074,0.030916,0,0.000208,0.002074,0.500000,0.000031,0.051564
A24031,1,0,0,1,0,1,0,1,0,0.002129,0.031735,0,0.000213,0.002129,0.500000,0.000031,0.061243
A24033,1,0,0,1,0,1,0,1,0,0.000882,0.013148,0,0.000089,0.000882,0.500000,0.000013,0.075566
A24035,1,0,0,1,0,1,0,1,0,0.013951,0.207969,0,0.001395,0.013951,0.500000,0.000208,0.047398
A24037,1,0,0,1,0,1,0,1,0,0.008089,0.120582,0,0.000809,0.008089,0.500000,0.000121,0.084303
A24039,1,0,0,1,0,1,0,1,0,0.030083,0.448461,0,0.003009,0.030083,0.500000,0.000448,0.068036
A24041,1,0,0,1,0,1,0,1,0,0.033987,0.506662,0,0.003400,0.033987,0.500000,0.000507,0.054575
A24043,1,0,0,1,0,1,0,1,0,0.002070,0.030855,0,0.000207,0.002070,0.500000,0.000031,0.035209
A24045,1,0,0,1,0,1,0,1,0,0.012501,0.186353,0,0.001250,0.012501,0.500000,0.000186,0.066007
A24047,1,0,0,1,0,1,0,1,0,0.008665,0.129170,0,0.000867,0.008665,0.500000,0.000129,0.067336
A24510,1,0,0,1,0,1,0,1,0,0.008368,0.124750,0,0.000837,0.008368,0.500000,0.000125,0.051818
A36003,1,0,0,1,0,1,0,1,0,0.002670,0.039798,0,0.000267,0.002670,0.500000,0.000040,0.109765
A36007,1,0,0,1,0,1,0,1,0,0.011798,0.175873,0,0.001180,0.011798,0.500000,0.000176,0.057958
A36011,1,0,0,1,0,1,0,1,0,0.245,22.75,0,0.245,2.45,1.64,0.002184,0.002184
A36015,1,0,0,1,0,1,0,1,0,0.004382,0.065328,0,0.000438,0.004382,0.500000,0.000065,0.104521
A36017,1,0,0,1,0,1,0,1,0,0.006205,0.092502,0,0.000621,0.006205,0.500000,0.000093,0.047844
A36023,1,0,0,1,0,1,0,1,0,0.011687,0.174221,0,0.001169,0.011687,0.500000,0.000174,0.041578
A36025,1,0,0,1,0,1,0,1,0,0.005983,0.089190,0,0.000598,0.005983,0.500000,0.000089,0.052482
A36043,1,0,0,1,0,1,0,1,0,0.007510,0.111950,0,0.000751,0.007510,0.500000,0.000112,0.046374
A36051,1,0,0,1,0,1,0,1,0,0.004583,0.068320,0,0.000458,0.004583,0.500000,0.000068,0.071568
A36053,1,0,0,1,0,1,0,1,0,0.012709,0.189460,0,0.001271,0.012709,0.500000,0.000189,0.039952
A36065,1,0,0,1,0,1,0,1,0,0.010312,0.153730,0,0.001032,0.010312,0.500000,0.000154,0.041833
A36067,1,0,0,1,0,1,0,1,0,0.021155,0.315366,0,0.002116,0.021155,0.500000,0.000315,0.038990
A36069,1,0,0,1,0,1,0,1,0,0.002673,0.039852,0,0.000267,0.002673,0.500000,0.000040,0.073285
A36077,1,0,0,1,0,1,0,1,0,0.001150,0.017141,0,0.000115,0.001150,0.500000,0.000017,0.049083
A36095,1,0,0,1,0,1,0,1,0,0.006878,0.102530,0,0.000688,0.006878,0.500000,0.000103,0.047024
A36097,1,0,0,1,0,1,0,1,0,0.005857,0.087316,0,0.000586,0.005857,0.500000,0.000087,0.077173
A36101,1,0,0,1,0,1,0,1,0,0.008078,0.120427,0,0.000808,0.008078,0.500000,0.000120,0.084116
A36107,1,0,0,1,0,1,0,1,0,0.004534,0.067594,0,0.000454,0.004534,0.500000,0.000068,0.073452
A36109,1,0,0,1,0,1,0,1,0,0.015005,0.223691,0,0.001501,0.015005,0.500000,0.000224,0.073425
A36123,1,0,0,1,0,1,0,1,0,0.005388,0.080319,0,0.000539,0.005388,0.500000,0.000080,0.072238
A37001,1,0,0,1,0,1,0,1,0,0.004005,0.035666,0,0.000400,0.004005,0.500000,0.000036,0.000055
A37005,1,0,0,1,0,1,0,1,0,0.001273,0.012638,0,0.000127,0.001273,0.500000,0.000013,0.000018
A37009,1,0,0,1,0,1,0,1,0,0.000695,0.008095,0,0.000070,0.000695,0.500000,0.810E-05,0.000013
A37033,1,0,0,1,0,1,0,1,0,0.002606,0.029517,0,0.000261,0.002606,0.500000,0.000030,0.000039
A37067,1,0,0,1,0,1,0,1,0,0.001838,0.018472,0,0.000184,0.001838,0.500000,0.000018,0.000030
A37077,1,0,0,1,0,1,0,1,0,0.001387,0.015908,0,0.000139,0.001387,0.500000,0.000015,0.000041
A37081,1,0,0,1,0,1,0,1,0,0.003161,0.031479,0,0.000316,0.003161,0.500000,0.000032,0.000031
A37131,1,0,0,1,0,1,0,1,0,0.002322,0.027576,0,0.000232,0.002322,0.500000,0.000028,0.000041
A37135,1,0,0,1,0,1,0,1,0,0.004058,0.036207,0,0.000406,0.004058,0.500000,0.000036,0.000055
A37145,1,0,0,1,0,1,0,1,0,0.003199,0.033780,0,0.000320,0.003199,0.500000,0.000034,0.000044
A37157,1,0,0,1,0,1,0,1,0,0.001319,0.014468,0,0.000132,0.001319,0.500000,0.000014,0.000032
A37169,1,0,0,1,0,1,0,1,0,0.002409,0.026045,0,0.000241,0.002409,0.500000,0.000026,0.000027
A37171,1,0,0,1,0,1,0,1,0,0.002038,0.017931,0,0.000204,0.002038,0.500000,0.000018,0.000025
A37181,1,0,0,1,0,1,0,1,0,0.001839,0.022568,0,0.000184,0.001839,0.500000,0.000023,0.000041
A37185,1,0,0,1,0,1,0,1,0,0.001964,0.019888,0,0.000197,0.001964,0.500000,0.000019,0.000050
A37189,1,0,0,1,0,1,0,1,0,0.000664,0.007352,0,0.000067,0.000664,0.500000,0.735E-05,0.000014
A42001,1,0,0,1,0,1,0,1,0,0.011215,0.167190,0,0.001122,0.011215,0.500000,0.000167,0.108234
A42009,1,0,0,1,0,1,0,1,0,0.002506,0.037351,0,0.000251,0.002506,0.500000,0.000037,0.059557
A42011,1,0,0,1,0,1,0,1,0,0.003409,0.050822,0,0.000341,0.003409,0.500000,0.000051,0.067994
A42013,1,0,0,1,0,1,0,1,0,0.010062,0.149993,0,0.001006,0.010062,0.500000,0.000150,0.053958
A42015,1,0,0,1,0,1,0,1,0,0.009251,0.137910,0,0.000925,0.009251,0.500000,0.000138,0.076251
A42021,1,0,0,1,0,1,0,1,0,0.009670,0.144161,0,0.000967,0.009670,0.500000,0.000144,0.051715
A42023,1,0,0,1,0,1,0,1,0,0.008207,0.122347,0,0.000821,0.008207,0.500000,0.000122,0.060576
