TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.000552,0.069527,0,0.000055,0.000552,0.500000,0.000070,0.005189
A10003,1,0,0,1,0,1,0,1,0,0.000402,0.050573,0,0.000040,0.000402,0.500000,0.000051,0.003890
A10005,1,0,0,1,0,1,0,1,0,0.001369,0.172436,0,0.000137,0.001369,0.500000,0.000172,0.003513
A11001,1,0,0,1,0,1,0,1,0,0.001319,0.166134,0,0.000132,0.001319,0.500000,0.000166,0.007755
A24001,1,0,0,1,0,1,0,1,0,0.000411,0.051755,0,0.000041,0.000411,0.500000,0.000052,0.009264
A24003,1,0,0,1,0,1,0,1,0,0.000176,0.022188,0,0.000018,0.000176,0.500000,0.000022,0.004524
A24005,1,0,0,1,0,1,0,1,0,0.000147,0.018433,0,0.000015,0.000147,0.500000,0.000018,0.004381
A24009,1,0,0,1,0,1,0,1,0,0.000082,0.010296,0,0.819E-05,0.000082,0.500000,0.000010,0.005199
A24011,1,0,0,1,0,1,0,1,0,0.000672,0.084657,0,0.000067,0.000672,0.500000,0.000085,0.004220
A24013,1,0,0,1,0,1,0,1,0,0.000446,0.056209,0,0.000045,0.000446,0.500000,0.000056,0.005644
A24015,1,0,0,1,0,1,0,1,0,0.000259,0.032541,0,0.000026,0.000259,0.500000,0.000032,0.005431
A24017,1,0,0,1,0,1,0,1,0,0.000124,0.015566,0,0.000013,0.000124,0.500000,0.000015,0.007007
A24019,1,0,0,1,0,1,0,1,0,0.000681,0.085767,0,0.000068,0.000681,0.500000,0.000086,0.005067
A24021,1,0,0,1,0,1,0,1,0,0.000179,0.022524,0,0.000018,0.000179,0.500000,0.000022,0.005772
A24023,1,0,0,1,0,1,0,1,0,0.000407,0.051308,0,0.000041,0.000407,0.500000,0.000051,0.003877
A24025,1,0,0,1,0,1,0,1,0,0.000260,0.032685,0,0.000026,0.000260,0.500000,0.000032,0.003901
A24027,1,0,0,1,0,1,0,1,0,0.000225,0.028294,0,0.000023,0.000225,0.500000,0.000028,0.005062
A24029,1,0,0,1,0,1,0,1,0,0.000331,0.041685,0,0.000033,0.000331,0.500000,0.000042,0.003859
A24031,1,0,0,1,0,1,0,1,0,0.000170,0.021392,0,0.000017,0.000170,0.500000,0.000021,0.005701
A24033,1,0,0,1,0,1,0,1,0,0.000080,0.010088,0,0.802E-05,0.000080,0.500000,0.000010,0.006788
A24035,1,0,0,1,0,1,0,1,0,0.000426,0.053610,0,0.000043,0.000426,0.500000,0.000054,0.004036
A24037,1,0,0,1,0,1,0,1,0,0.000228,0.028691,0,0.000023,0.000228,0.500000,0.000028,0.007083
A24039,1,0,0,1,0,1,0,1,0,0.000784,0.098740,0,0.000078,0.000784,0.500000,0.000099,0.005156
A24041,1,0,0,1,0,1,0,1,0,0.000784,0.098711,0,0.000078,0.000784,0.500000,0.000099,0.004110
A24043,1,0,0,1,0,1,0,1,0,0.000306,0.038567,0,0.000031,0.000306,0.500000,0.000039,0.004127
A24045,1,0,0,1,0,1,0,1,0,0.000620,0.078128,0,0.000062,0.000620,0.500000,0.000078,0.006131
A24047,1,0,0,1,0,1,0,1,0,0.000563,0.070872,0,0.000056,0.000563,0.500000,0.000071,0.005884
A24510,1,0,0,1,0,1,0,1,0,0.000564,0.071030,0,0.000056,0.000564,0.500000,0.000071,0.003868
A36003,1,0,0,1,0,1,0,1,0,0.000642,0.080869,0,0.000064,0.000642,0.500000,0.000081,0.007858
A36007,1,0,0,1,0,1,0,1,0,0.000668,0.084133,0,0.000067,0.000668,0.500000,0.000084,0.004543
A36011,1,0,0,1,0,1,0,1,0,0.245,22.75,0,0.245,2.45,1.64,0.002184,0.002184
A36015,1,0,0,1,0,1,0,1,0,0.000423,0.053218,0,0.000042,0.000423,0.500000,0.000053,0.008262
A36017,1,0,0,1,0,1,0,1,0,0.000381,0.047928,0,0.000038,0.000381,0.500000,0.000048,0.003643
A36023,1,0,0,1,0,1,0,1,0,0.000508,0.064007,0,0.000051,0.000508,0.500000,0.000064,0.003312
A36025,1,0,0,1,0,1,0,1,0,0.000512,0.064441,0,0.000051,0.000512,0.500000,0.000064,0.004311
A36043,1,0,0,1,0,1,0,1,0,0.000325,0.040916,0,0.000033,0.000325,0.500000,0.000041,0.003802
