TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
A51840,50,1.000000,0.932247,1.5,20.00000,26.81692,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54003,50,1.000000,1.613991,1.5,20.00000,15.48956,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54023,50,1.000000,0.523961,1.5,20.00000,47.71347,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54027,50,1.000000,1.270988,1.5,20.00000,19.66974,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54031,50,1.000000,1.246433,1.5,20.00000,20.05723,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54037,50,1.000000,2.924555,1.5,20.00000,8.548314,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54057,50,1.000000,0.682127,1.5,20.00000,36.65010,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54063,50,1.000000,9.904593,1.5,20.00000,2.524082,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54065,50,1.000000,0.662597,1.5,20.00000,37.73030,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54071,50,1.000000,1.943149,1.5,20.00000,12.86573,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54077,50,1.000000,0.220018,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54093,50,1.000000,0.038960,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24001,50,1.000000,1.113352,1.5,20.00000,22.45472,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24021,50,1.000000,3.353206,1.5,20.00000,7.455548,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B37005,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B37009,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B42001,50,1.000000,0.318451,1.5,20.00000,78.50478,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42009,50,1.000000,0.524355,1.5,20.00000,47.67754,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42015,50,1.000000,0.568639,1.5,20.00000,43.96464,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42027,50,1.000000,61.95401,1.5,20.00000,0.403525,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42035,50,1.000000,1.417071,1.5,20.00000,17.64202,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42041,50,1.000000,39.05228,1.5,20.00000,0.640168,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42043,50,1.000000,0.540198,1.5,20.00000,46.27929,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42055,50,1.000000,0.628914,1.5,20.00000,39.75108,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42079,50,1.000000,0.453660,1.5,20.00000,55.10725,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42081,50,1.000000,0.881630,1.5,20.00000,28.35661,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42119,50,1.000000,1.064355,1.5,20.00000,23.48842,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42131,50,1.000000,0.588433,1.5,20.00000,42.48577,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51003,50,1.000000,0.703896,1.5,20.00000,35.51660,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51009,50,1.000000,0.617206,1.5,20.00000,40.50515,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51015,50,1.000000,1.089081,1.5,20.00000,22.95513,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51017,50,1.000000,1.818339,1.5,20.00000,13.74883,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51019,50,1.000000,2.804248,1.5,20.00000,8.915047,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51023,50,1.000000,1.230483,1.5,20.00000,20.31722,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51035,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51061,50,1.000000,1.403819,1.5,20.00000,17.80856,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51067,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51077,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51079,50,1.000000,1.207430,1.5,20.00000,20.70515,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51091,50,1.000000,24.62888,1.5,20.00000,1.015070,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51105,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51113,50,1.000000,0.996527,1.5,20.00000,25.08710,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51125,50,1.000000,0.500692,1.5,20.00000,49.93084,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51139,50,1.000000,35.96062,1.5,20.00000,0.695206,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51141,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51157,50,1.000000,0.528991,1.5,20.00000,47.25986,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51161,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51163,50,1.000000,38.08878,1.5,20.00000,0.656362,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51165,50,1.000000,0.952602,1.5,20.00000,26.24389,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51167,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51169,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51171,50,1.000000,0.655336,1.5,20.00000,38.14832,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51173,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51185,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51187,50,1.000000,2.432535,1.5,20.00000,10.27734,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51191,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51195,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51197,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B54023,50,1.000000,29.89611,1.5,20.00000,0.836229,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54031,50,1.000000,2.391001,1.5,20.00000,10.45587,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54057,50,1.000000,4.008655,1.5,20.00000,6.236509,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54071,50,1.000000,15.84740,1.5,20.00000,1.577547,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C42009,50,1.000000,0.670958,1.5,20.00000,37.26014,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51015,50,1.000000,0.891157,1.5,20.00000,28.05340,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
C51165,50,1.000000,1.300983,1.5,20.00000,19.21626,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
end,,,,,,,,,,,,,
