TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.641480,0.100000,0.,8.459743,0.641480,na,na,0.641480,0.100000,0.,5.003256,0.641480,na,na,0.094451,0.003549,0.000191,4.222731,0.094451,na,na,0.000100,0.003549,0.000191,0.703781,0.000100,21326.12,50000.00,0.0001,1.07,46.89090,81.16835,0.0001,1.07,6.530212,2.773978,0.0001,1.07,6.530212,2.773978,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.736011,0.027412,0.,9.429974,0.736011,na,na,0.736011,0.005470,0.,5.749603,0.736011,na,na,0.143748,0.100000,0.100E-04,5.781651,0.143748,na,na,0.000100,0.100000,0.100E-04,0.963614,0.000100,778.9102,13487.70,0.0001,1.07,1283.845,667.2753,0.0001,1.07,0.440616,6.030534,0.0001,1.07,0.440616,6.030534,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.282741,0.100000,0.,6.363682,0.282741,na,na,0.210048,0.100000,0.,3.181843,0.210048,na,na,0.021005,0.000100,0.010000,0.388427,0.021005,na,na,0.000100,0.000100,0.010000,0.064738,0.000100,50000.00,21769.29,0.0001,1.07,12.54366,43.74613,0.0001,1.07,15.49644,5.358564,0.0001,1.07,15.49644,5.358564,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.062195,0.,1.095029,1.000000,na,na,0.000100,0.012453,0.,0.547514,1.000000,na,na,0.000100,0.000217,0.008553,0.012328,0.200000,na,na,0.000100,0.000217,0.008553,0.010000,0.000100,6037.223,49868.23,0.0001,1.07,165.6389,132.7438,0.0001,1.07,4.426492,4.435823,0.0001,1.07,4.426492,4.435823,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.220922,0.100000,0.,3.691225,0.220922,na,na,0.220922,0.023875,0.,3.116992,0.220922,na,na,0.033722,0.013454,0.000126,7.046665,0.033722,na,na,0.000100,0.013454,0.000148,1.174443,0.000100,3824.230,18799.07,0.0001,1.07,261.4906,478.7469,0.0001,1.07,1.806268,4.536121,0.0001,1.07,1.806268,4.536121,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.154521,0.033162,0.,3.739057,0.154521,na,na,0.154521,0.006635,0.,2.223526,0.154521,na,na,0.021517,0.100000,0.000014,1.270518,0.021517,na,na,0.000100,0.100000,0.000018,0.211751,0.000100,2318.751,2450.794,0.0001,1.07,431.2668,3672.280,0.0001,1.07,0.358665,7.668747,0.0001,1.07,0.358665,7.668747,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.384158,0.100000,0.,7.213137,0.384158,na,na,0.384158,0.100000,0.,3.606569,0.384158,na,na,0.055006,0.002819,0.000412,2.020800,0.055006,na,na,0.000100,0.002819,0.000412,0.336800,0.000100,14991.06,5943.909,0.0001,1.07,66.70642,1514.154,0.0001,1.07,7.759869,6.122281,0.0001,1.07,7.759869,6.122281,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.980571,0.100000,0.,10.00000,0.980571,na,na,0.980571,0.100000,0.,6.092575,0.980571,na,na,0.169499,0.036937,0.000042,9.567911,0.169499,na,na,0.000100,0.036937,0.000044,1.594648,0.000100,3541.694,3519.622,0.0001,1.07,282.3508,2557.094,0.0001,1.07,1.154536,4.630915,0.0001,1.07,1.154536,4.630915,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.530177,0.100000,0.,7.249535,0.530177,na,na,0.530177,0.028270,0.,4.122497,0.530177,na,na,0.079038,0.007112,0.000123,3.933786,0.079038,na,na,0.000100,0.007112,0.000123,0.655634,0.000100,4161.861,42144.01,0.0001,1.07,240.2768,213.5534,0.0001,1.07,4.039533,5.244707,0.0001,1.07,4.039533,5.244707,0.0001,1.07,0.5,0.1,0,0,1.07,20
