TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.000906,0.045515,0,0.000091,0.000906,0.500000,0.000046,0.015083
A10003,1,0,0,1,0,1,0,1,0,0.000628,0.031558,0,0.000063,0.000628,0.500000,0.000031,0.011444
A10005,1,0,0,1,0,1,0,1,0,0.002213,0.111186,0,0.000221,0.002213,0.500000,0.000111,0.009937
A11001,1,0,0,1,0,1,0,1,0,0.002162,0.108599,0,0.000216,0.002162,0.500000,0.000109,0.023434
A24001,1,0,0,1,0,1,0,1,0,0.000718,0.036070,0,0.000072,0.000718,0.500000,0.000036,0.028369
A24003,1,0,0,1,0,1,0,1,0,0.000279,0.014027,0,0.000028,0.000279,0.500000,0.000014,0.013150
A24005,1,0,0,1,0,1,0,1,0,0.000233,0.011683,0,0.000023,0.000233,0.500000,0.000012,0.012658
A24009,1,0,0,1,0,1,0,1,0,0.000126,0.006340,0,0.000012,0.000126,0.500000,0.634E-05,0.014921
A24011,1,0,0,1,0,1,0,1,0,0.001102,0.055365,0,0.000110,0.001102,0.500000,0.000055,0.012205
A24013,1,0,0,1,0,1,0,1,0,0.000723,0.036342,0,0.000072,0.000723,0.500000,0.000036,0.016657
A24015,1,0,0,1,0,1,0,1,0,0.000423,0.021250,0,0.000042,0.000423,0.500000,0.000021,0.016093
A24017,1,0,0,1,0,1,0,1,0,0.000198,0.009952,0,0.000020,0.000198,0.500000,0.000010,0.021073
A24019,1,0,0,1,0,1,0,1,0,0.001127,0.056628,0,0.000113,0.001127,0.500000,0.000057,0.014896
