TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
VARS->,QSD,VPFW,QSO,VQO,SQO,POTFW,ACQOP,SQOLIM,WSQOP
A10001,1,0,1,0,26.93566,0.322826,2.693566,26.93566,0.500000
A10003,1,0,1,0,26.55651,0.318282,2.655651,26.55651,0.500000
A10005,1,0,1,0,26.75627,0.320676,2.675627,26.75627,0.500000
A11001,1,0,1,0,27.37705,0.328116,2.737705,27.37705,0.500000
A24001,1,0,1,0,27.76192,0.332729,2.776192,27.76192,0.500000
A24003,1,0,1,0,26.83504,0.321620,2.683504,26.83504,0.500000
A24005,1,0,1,0,26.79857,0.321183,2.679857,26.79857,0.500000
A24009,1,0,1,0,26.70344,0.320043,2.670343,26.70344,0.500000
A24011,1,0,1,0,26.33799,0.315663,2.633799,26.33799,0.500000
A24013,1,0,1,0,26.82162,0.321459,2.682162,26.82162,0.500000
A24015,1,0,1,0,26.84082,0.321689,2.684082,26.84082,0.500000
A24017,1,0,1,0,27.16394,0.325562,2.716394,27.16394,0.500000
A24019,1,0,1,0,26.58480,0.318621,2.658480,26.58480,0.500000
A24021,1,0,1,0,27.20246,0.326024,2.720246,27.20246,0.500000
A24023,1,0,1,0,24.51163,0.293774,2.451164,24.51163,0.500000
A24025,1,0,1,0,26.67708,0.319727,2.667708,26.67708,0.500000
A24027,1,0,1,0,26.97649,0.323315,2.697649,26.97649,0.500000
A24029,1,0,1,0,26.62447,0.319096,2.662447,26.62447,0.500000
A24031,1,0,1,0,27.33542,0.327617,2.733542,27.33542,0.500000
A24033,1,0,1,0,27.03565,0.324024,2.703565,27.03565,0.500000
A24035,1,0,1,0,26.80367,0.321244,2.680367,26.80367,0.500000
A24037,1,0,1,0,27.02299,0.323873,2.702299,27.02299,0.500000
A24039,1,0,1,0,26.93848,0.322860,2.693848,26.93848,0.500000
A24041,1,0,1,0,26.55297,0.318239,2.655297,26.55297,0.500000
A24043,1,0,1,0,27.38307,0.328188,2.738307,27.38307,0.500000
A24045,1,0,1,0,27.19609,0.325947,2.719609,27.19609,0.500000
A24047,1,0,1,0,27.21630,0.326189,2.721629,27.21630,0.500000
A24510,1,0,1,0,26.93600,0.322830,2.693599,26.93600,0.500000
A36003,1,0,1,0,27.16587,0.325585,2.716587,27.16587,0.500000
A36007,1,0,1,0,26.33556,0.315634,2.633556,26.33556,0.500000
A36011,1,0,1,0,.1,5,.1,1,0.64
A36015,1,0,1,0,27.67250,0.331657,2.767250,27.67250,0.500000
A36017,1,0,1,0,25.65496,0.307477,2.565496,25.65496,0.500000
A36023,1,0,1,0,25.66865,0.307641,2.566865,25.66865,0.500000
A36025,1,0,1,0,26.30947,0.315321,2.630947,26.30947,0.500000
A36043,1,0,1,0,25.55893,0.306326,2.555893,25.55893,0.500000
A36051,1,0,1,0,27.07799,0.324532,2.707798,27.07799,0.500000
A36053,1,0,1,0,25.96500,0.311193,2.596500,25.96500,0.500000
A36065,1,0,1,0,25.68632,0.307853,2.568632,25.68632,0.500000
A36067,1,0,1,0,25.98001,0.311372,2.598001,25.98001,0.500000
A36069,1,0,1,0,27.33327,0.327591,2.733327,27.33327,0.500000
A36077,1,0,1,0,25.79699,0.309179,2.579699,25.79699,0.500000
A36095,1,0,1,0,26.03088,0.311982,2.603088,26.03088,0.500000
A36097,1,0,1,0,27.37435,0.328084,2.737435,27.37435,0.500000
A36101,1,0,1,0,28.28945,0.339051,2.828945,28.28945,0.500000
A36107,1,0,1,0,26.89216,0.322305,2.689216,26.89216,0.500000
A36109,1,0,1,0,26.23656,0.314447,2.623656,26.23656,0.500000
A36123,1,0,1,0,27.43993,0.328870,2.743993,27.43993,0.500000
A37001,1,0,1,0,131.0368,0.322789,13.10368,131.0368,0.500000
A37005,1,0,1,0,92.45749,0.317700,9.245749,92.45749,0.500000
A37009,1,0,1,0,65.56495,0.311225,6.556495,65.56495,0.500000
A37033,1,0,1,0,33.79575,0.326693,3.379575,33.79575,0.500000
A37067,1,0,1,0,63.35767,0.328951,6.335769,63.35767,0.500000
A37077,1,0,1,0,51.34588,0.321304,5.134588,51.34588,0.500000
A37081,1,0,1,0,61.33348,0.330613,6.133348,61.33348,0.500000
A37131,1,0,1,0,70.52896,0.323781,7.052897,70.52896,0.500000
A37135,1,0,1,0,106.3763,0.322628,10.63764,106.3763,0.500000
A37145,1,0,1,0,34.38768,0.326667,3.438768,34.38768,0.500000
A37157,1,0,1,0,35.40664,0.327928,3.540663,35.40664,0.500000
A37169,1,0,1,0,56.08560,0.325274,5.608562,56.08560,0.500000
A37171,1,0,1,0,75.09131,0.316940,7.509131,75.09131,0.500000
A37181,1,0,1,0,73.74577,0.324498,7.374578,73.74577,0.500000
A37185,1,0,1,0,68.16994,0.323686,6.816993,68.16994,0.500000
A37189,1,0,1,0,110.1843,0.307035,11.01843,110.1843,0.500000
A42001,1,0,1,0,27.43183,0.328773,2.743183,27.43183,0.500000
A42009,1,0,1,0,27.15178,0.325416,2.715178,27.15178,0.500000
A42011,1,0,1,0,25.92325,0.310692,2.592325,25.92325,0.500000
A42013,1,0,1,0,26.34418,0.315737,2.634418,26.34418,0.500000
A42015,1,0,1,0,27.23625,0.326429,2.723625,27.23625,0.500000
A42021,1,0,1,0,25.61917,0.307048,2.561917,25.61917,0.500000
A42023,1,0,1,0,25.39423,0.304352,2.539423,25.39423,0.500000
A42025,1,0,1,0,25.18834,0.301884,2.518834,25.18834,0.500000
A42027,1,0,1,0,26.45887,0.317112,2.645887,26.45887,0.500000
A42029,1,0,1,0,26.28384,0.315014,2.628384,26.28384,0.500000
A42033,1,0,1,0,25.26964,0.302859,2.526964,25.26964,0.500000
A42035,1,0,1,0,25.33435,0.303634,2.533435,25.33435,0.500000
A42037,1,0,1,0,25.73930,0.308487,2.573930,25.73930,0.500000
A42041,1,0,1,0,27.11243,0.324944,2.711242,27.11243,0.500000
A42043,1,0,1,0,26.53158,0.317983,2.653158,26.53158,0.500000
A42047,1,0,1,0,25.23499,0.302443,2.523499,25.23499,0.500000
A42055,1,0,1,0,27.13318,0.325193,2.713318,27.13318,0.500000
A42057,1,0,1,0,26.98332,0.323397,2.698332,26.98332,0.500000
A42061,1,0,1,0,26.52127,0.317859,2.652127,26.52127,0.500000
A42063,1,0,1,0,25.30945,0.303336,2.530945,25.30945,0.500000
A42065,1,0,1,0,25.44269,0.304933,2.544269,25.44269,0.500000
A42067,1,0,1,0,26.73821,0.320460,2.673821,26.73821,0.500000
A42069,1,0,1,0,25.88830,0.310273,2.588830,25.88830,0.500000
A42071,1,0,1,0,26.61433,0.318975,2.661433,26.61433,0.500000
A42075,1,0,1,0,26.50955,0.317719,2.650955,26.50955,0.500000
A42079,1,0,1,0,25.94925,0.311004,2.594925,25.94925,0.500000
A42081,1,0,1,0,26.19932,0.314001,2.619931,26.19932,0.500000
A42083,1,0,1,0,24.97727,0.299354,2.497726,24.97727,0.500000
A42087,1,0,1,0,26.23660,0.314448,2.623659,26.23660,0.500000
A42093,1,0,1,0,26.54579,0.318153,2.654579,26.54579,0.500000
A42097,1,0,1,0,26.51945,0.317838,2.651944,26.51945,0.500000
A42099,1,0,1,0,26.47225,0.317272,2.647225,26.47225,0.500000
A42105,1,0,1,0,26.12033,0.313054,2.612033,26.12033,0.500000
A42107,1,0,1,0,25.79887,0.309201,2.579887,25.79887,0.500000
A42109,1,0,1,0,26.36312,0.315964,2.636312,26.36312,0.500000
A42111,1,0,1,0,26.56238,0.318352,2.656238,26.56238,0.500000
A42113,1,0,1,0,25.79202,0.309119,2.579202,25.79202,0.500000
A42115,1,0,1,0,25.76335,0.308776,2.576335,25.76335,0.500000
A42117,1,0,1,0,27.48929,0.329461,2.748929,27.48929,0.500000
A42119,1,0,1,0,25.93430,0.310825,2.593430,25.93430,0.500000
A42127,1,0,1,0,25.08441,0.300639,2.508441,25.08441,0.500000
A42131,1,0,1,0,26.76995,0.320840,2.676994,26.76995,0.500000
A42133,1,0,1,0,27.17767,0.325726,2.717767,27.17767,0.500000
A47091,1,0,1,0,30.86215,0.304466,3.086215,30.86215,0.500000
A47163,1,0,1,0,40.00257,0.311794,4.000256,40.00257,0.500000
A51001,1,0,1,0,26.54712,0.318169,2.654712,26.54712,0.500000
A51003,1,0,1,0,27.25906,0.326702,2.725906,27.25906,0.500000
A51005,1,0,1,0,27.49184,0.329492,2.749184,27.49184,0.500000
A51007,1,0,1,0,27.24017,0.326475,2.724017,27.24017,0.500000
A51009,1,0,1,0,27.07660,0.324515,2.707660,27.07660,0.500000
A51011,1,0,1,0,27.33679,0.327633,2.733679,27.33679,0.500000
A51013,1,0,1,0,26.62507,0.319103,2.662507,26.62507,0.500000
A51015,1,0,1,0,27.69114,0.331880,2.769114,27.69114,0.500000
A51017,1,0,1,0,26.76659,0.320800,2.676659,26.76659,0.500000
A51019,1,0,1,0,27.05143,0.324214,2.705143,27.05143,0.500000
A51021,1,0,1,0,30.05028,0.311334,3.005029,30.05028,0.500000
A51023,1,0,1,0,27.44886,0.328977,2.744886,27.44886,0.500000
A51025,1,0,1,0,60.23832,0.320980,6.023831,60.23832,0.500000
A51027,1,0,1,0,31.86052,0.305124,3.186052,31.86052,0.500000
A51029,1,0,1,0,27.45167,0.329010,2.745167,27.45167,0.500000
A51031,1,0,1,0,27.58939,0.330661,2.758939,27.58939,0.500000
A51033,1,0,1,0,27.24006,0.326474,2.724006,27.24006,0.500000
A51035,1,0,1,0,43.26798,0.318854,4.326798,43.26798,0.500000
A51036,1,0,1,0,27.17418,0.325685,2.717418,27.17418,0.500000
A51037,1,0,1,0,90.98627,0.330181,9.098628,90.98627,0.500000
A51041,1,0,1,0,27.58005,0.330549,2.758005,27.58005,0.500000
A51043,1,0,1,0,28.19426,0.337910,2.819426,28.19426,0.500000
A51045,1,0,1,0,27.14085,0.325285,2.714084,27.14085,0.500000
A51047,1,0,1,0,27.11935,0.325027,2.711935,27.11935,0.500000
A51049,1,0,1,0,27.50215,0.329615,2.750215,27.50215,0.500000
A51051,1,0,1,0,23.18903,0.297882,2.318903,23.18903,0.500000
A51053,1,0,1,0,26.83778,0.321653,2.683778,26.83778,0.500000
A51057,1,0,1,0,27.26857,0.326816,2.726856,27.26857,0.500000
A51059,1,0,1,0,27.21985,0.326232,2.721985,27.21985,0.500000
A51061,1,0,1,0,27.41920,0.328621,2.741920,27.41920,0.500000
A51063,1,0,1,0,41.46039,0.325829,4.146039,41.46039,0.500000
A51065,1,0,1,0,27.50711,0.329675,2.750711,27.50711,0.500000
A51067,1,0,1,0,61.44360,0.328853,6.144361,61.44360,0.500000
A51069,1,0,1,0,28.03693,0.336025,2.803693,28.03693,0.500000
A51071,1,0,1,0,27.05714,0.324282,2.705714,27.05714,0.500000
A51073,1,0,1,0,26.45558,0.317072,2.645558,26.45558,0.500000
A51075,1,0,1,0,27.61650,0.330986,2.761650,27.61650,0.500000
A51077,1,0,1,0,51.84333,0.322965,5.184333,51.84333,0.500000
A51079,1,0,1,0,27.12671,0.325116,2.712671,27.12671,0.500000
A51081,1,0,1,0,26.96265,0.323138,2.696265,26.96265,0.500000
A51083,1,0,1,0,23.96117,0.325792,2.396117,23.96117,0.500000
A51085,1,0,1,0,27.18224,0.325781,2.718224,27.18224,0.500000
A51087,1,0,1,0,27.40666,0.328471,2.740666,27.40666,0.500000
A51089,1,0,1,0,31.76358,0.319857,3.176359,31.76358,0.500000
A51091,1,0,1,0,26.55124,0.318219,2.655124,26.55124,0.500000
A51093,1,0,1,0,26.57010,0.318445,2.657010,26.57010,0.500000
A51095,1,0,1,0,26.39096,0.316298,2.639096,26.39096,0.500000
A51097,1,0,1,0,27.11290,0.324950,2.711290,27.11290,0.500000
A51099,1,0,1,0,26.63880,0.319268,2.663880,26.63880,0.500000
A51101,1,0,1,0,27.43544,0.328816,2.743544,27.43544,0.500000
A51103,1,0,1,0,26.70547,0.320067,2.670547,26.70547,0.500000
A51105,1,0,1,0,18.29085,0.286026,1.829085,18.29085,0.500000
A51107,1,0,1,0,27.47741,0.329319,2.747741,27.47741,0.500000
A51109,1,0,1,0,27.35263,0.327823,2.735263,27.35263,0.500000
A51111,1,0,1,0,17.75865,0.323587,1.775865,17.75865,0.500000
A51113,1,0,1,0,27.22032,0.326238,2.722032,27.22032,0.500000
A51115,1,0,1,0,26.51834,0.317824,2.651834,26.51834,0.500000
A51117,1,0,1,0,38.84765,0.324729,3.884765,38.84765,0.500000
A51119,1,0,1,0,26.60820,0.318901,2.660820,26.60820,0.500000
A51121,1,0,1,0,27.49958,0.329585,2.749958,27.49958,0.500000
A51125,1,0,1,0,26.75397,0.320648,2.675397,26.75397,0.500000
A51127,1,0,1,0,27.02473,0.323893,2.702473,27.02473,0.500000
A51131,1,0,1,0,26.43067,0.316774,2.643067,26.43067,0.500000
A51133,1,0,1,0,26.46064,0.317133,2.646064,26.46064,0.500000
A51135,1,0,1,0,27.20070,0.326002,2.720069,27.20070,0.500000
A51137,1,0,1,0,27.24102,0.326486,2.724102,27.24102,0.500000
A51139,1,0,1,0,28.17094,0.337631,2.817094,28.17094,0.500000
A51141,1,0,1,0,38.67895,0.316939,3.867894,38.67895,0.500000
