TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,QSO,VQO,SQO,POTFW,ACQOP,SQOLIM,WSQOP
A10001,1,0,1,0,1.367015,0.316968,0.136702,1.367015,0.500000
A10003,1,0,1,0,1.279567,0.296692,0.127957,1.279567,0.500000
A10005,1,0,1,0,1.379145,0.319780,0.137915,1.379145,0.500000
A11001,1,0,1,0,1.411061,0.327181,0.141107,1.411061,0.500000
A24001,1,0,1,0,1.404144,0.325577,0.140415,1.404144,0.500000
A24003,1,0,1,0,1.329619,0.308297,0.132962,1.329619,0.500000
A24005,1,0,1,0,1.239217,0.287336,0.123922,1.239217,0.500000
A24009,1,0,1,0,1.248548,0.289499,0.124855,1.248548,0.500000
A24011,1,0,1,0,1.356486,0.314527,0.135649,1.356486,0.500000
A24013,1,0,1,0,1.285795,0.298136,0.128580,1.285795,0.500000
A24015,1,0,1,0,1.327513,0.307809,0.132752,1.327513,0.500000
A24017,1,0,1,0,1.358513,0.314997,0.135852,1.358513,0.500000
A24019,1,0,1,0,1.364208,0.316317,0.136421,1.364208,0.500000
A24021,1,0,1,0,1.236537,0.286714,0.123654,1.236537,0.500000
A24023,1,0,1,0,1.209161,0.280367,0.120917,1.209161,0.500000
A24025,1,0,1,0,1.332678,0.309006,0.133268,1.332678,0.500000
A24027,1,0,1,0,1.172523,0.271871,0.117253,1.172523,0.500000
A24029,1,0,1,0,1.234020,0.286131,0.123402,1.234020,0.500000
A24031,1,0,1,0,1.267643,0.293927,0.126765,1.267643,0.500000
A24033,1,0,1,0,1.178303,0.273212,0.117831,1.178303,0.500000
A24035,1,0,1,0,1.365405,0.316595,0.136541,1.365405,0.500000
A24037,1,0,1,0,1.361459,0.315680,0.136146,1.361459,0.500000
A24039,1,0,1,0,1.388517,0.321954,0.138852,1.388517,0.500000
A24041,1,0,1,0,1.368705,0.317360,0.136871,1.368705,0.500000
A24043,1,0,1,0,1.264527,0.293204,0.126453,1.264527,0.500000
A24045,1,0,1,0,1.385070,0.321154,0.138508,1.385070,0.500000
A24047,1,0,1,0,1.372071,0.318140,0.137208,1.372071,0.500000
A24510,1,0,1,0,1.358412,0.314973,0.135842,1.358412,0.500000
A36003,1,0,1,0,1.286705,0.298347,0.128671,1.286705,0.500000
A36007,1,0,1,0,1.340659,0.310857,0.134066,1.340659,0.500000
A36011,1,0,1,0,0.01,.5,0.01,0.1,0.64
