TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,1.431000,1,0.03,0.3,0,50,466.4435,5,0.5,2,0,550,193.7390,5,1,8,0,300,4.058000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.334000,1,0.03,0.3,0,50,686.7495,5,0.5,2,0,550,40.55350,5,1,8,0,300,1.423000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.844000,1,0.03,0.3,0,50,475.2490,5,0.5,2,0,550,180.8900,5,1,8,0,300,4.350500,6,0.5,1,0,100,0,0,0,0,na,na
A11001,0.,1,0.03,0.3,0,50,10.69800,5,0.5,2,0,550,21.93750,5,1,8,0,300,0.089000,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.165500,1,0.03,0.3,0,50,75.14300,5,0.5,2,0,550,33.98750,5,1,8,0,300,0.343000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.267500,1,0.03,0.3,0,50,294.6720,5,0.5,2,0,550,25.68050,5,1,8,0,300,0.943000,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.920500,1,0.03,0.3,0,50,98.14150,5,0.5,2,0,550,69.63100,5,1,8,0,300,1.466000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.795500,1,0.03,0.3,0,50,239.4600,5,0.5,2,0,550,132.7005,5,1,8,0,300,3.100000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.410500,1,0.03,0.3,0,50,650.6055,5,0.5,2,0,550,37.77150,5,1,8,0,300,1.461500,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.633500,1,0.03,0.3,0,50,218.0055,5,0.5,2,0,550,45.26050,5,1,8,0,300,1.513000,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.637000,1,0.03,0.3,0,50,337.5515,5,0.5,2,0,550,102.1370,5,1,8,0,300,2.642000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.175500,1,0.03,0.3,0,50,248.1195,5,0.5,2,0,550,26.37400,5,1,8,0,300,0.854000,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.034000,1,0.03,0.3,0,50,340.2355,5,0.5,2,0,550,17.83850,5,1,8,0,300,0.610500,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.805500,1,0.03,0.3,0,50,516.3780,5,0.5,2,0,550,83.38250,5,1,8,0,300,2.224500,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.067000,1,0.03,0.3,0,50,472.5485,5,0.5,2,0,550,28.46650,5,1,8,0,300,1.182500,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.872500,1,0.03,0.3,0,50,342.8835,5,0.5,2,0,550,81.61000,5,1,8,0,300,2.371500,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.495500,1,0.03,0.3,0,50,289.1500,5,0.5,2,0,550,82.08650,5,1,8,0,300,2.373000,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.239500,1,0.03,0.3,0,50,434.9255,5,0.5,2,0,550,51.63200,5,1,8,0,300,1.535000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.645500,1,0.03,0.3,0,50,272.0430,5,0.5,2,0,550,106.2545,5,1,8,0,300,2.678000,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.403000,1,0.03,0.3,0,50,245.7130,5,0.5,2,0,550,71.04950,5,1,8,0,300,1.662500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.858000,1,0.03,0.3,0,50,326.1005,5,0.5,2,0,550,102.5795,5,1,8,0,300,2.478500,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.332500,1,0.03,0.3,0,50,246.7840,5,0.5,2,0,550,37.29000,5,1,8,0,300,0.840500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,0.065500,1,0.03,0.3,0,50,591.0690,5,0.5,2,0,550,26.82950,5,1,8,0,300,0.941500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.249500,1,0.03,0.3,0,50,444.0925,5,0.5,2,0,550,37.34200,5,1,8,0,300,1.252000,6,0.5,1,0,100,0,0,0,0,na,na
A24043,4.845000,1,0.03,0.3,0,50,127.1200,5,0.5,2,0,550,369.2300,5,1,8,0,300,4.904000,6,0.5,1,0,100,0,0,0,0,na,na
A24045,0.271000,1,0.03,0.3,0,50,825.2100,5,0.5,2,0,550,69.49350,5,1,8,0,300,2.476500,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.169500,1,0.03,0.3,0,50,357.5525,5,0.5,2,0,550,47.06600,5,1,8,0,300,1.710000,6,0.5,1,0,100,0,0,0,0,na,na
A24510,0.,1,0.03,0.3,0,50,11.02150,5,0.5,2,0,550,29.19750,5,1,8,0,300,0.216000,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.008500,1,0.03,0.3,0,50,242.0875,5,0.5,2,0,550,9.985500,5,1,8,0,300,0.181000,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.019000,1,0.03,0.3,0,50,233.6410,5,0.5,2,0,550,35.17150,5,1,8,0,300,1.131500,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.010500,1,0.03,0.3,0,50,174.8390,5,0.5,2,0,550,17.24200,5,1,8,0,300,0.332500,6,0.5,1,0,100,0,0,0,0,na,na
A36017,0.010000,1,0.03,0.3,0,50,289.9805,5,0.5,2,0,550,31.96300,5,1,8,0,300,1.175000,6,0.5,1,0,100,0,0,0,0,na,na
A36023,0.015000,1,0.03,0.3,0,50,287.9960,5,0.5,2,0,550,41.93000,5,1,8,0,300,1.409000,6,0.5,1,0,100,0,0,0,0,na,na
A36025,0.228000,1,0.03,0.3,0,50,230.9345,5,0.5,2,0,550,32.89400,5,1,8,0,300,1.317000,6,0.5,1,0,100,0,0,0,0,na,na
A36043,0.023000,1,0.03,0.3,0,50,340.9550,5,0.5,2,0,550,35.02400,5,1,8,0,300,1.431500,6,0.5,1,0,100,0,0,0,0,na,na
A36051,0.060000,1,0.03,0.3,0,50,426.4025,5,0.5,2,0,550,16.69450,5,1,8,0,300,0.444000,6,0.5,1,0,100,0,0,0,0,na,na
A36053,0.277500,1,0.03,0.3,0,50,299.8690,5,0.5,2,0,550,58.85550,5,1,8,0,300,1.660000,6,0.5,1,0,100,0,0,0,0,na,na
A36065,0.054000,1,0.03,0.3,0,50,301.4380,5,0.5,2,0,550,39.78350,5,1,8,0,300,1.453500,6,0.5,1,0,100,0,0,0,0,na,na
A36067,0.063500,1,0.03,0.3,0,50,451.3275,5,0.5,2,0,550,58.72850,5,1,8,0,300,1.984500,6,0.5,1,0,100,0,0,0,0,na,na
A36069,0.104000,1,0.03,0.3,0,50,471.8890,5,0.5,2,0,550,27.92950,5,1,8,0,300,0.841500,6,0.5,1,0,100,0,0,0,0,na,na
A36077,0.039500,1,0.03,0.3,0,50,241.3715,5,0.5,2,0,550,34.39250,5,1,8,0,300,1.281000,6,0.5,1,0,100,0,0,0,0,na,na
A36095,0.236500,1,0.03,0.3,0,50,269.1285,5,0.5,2,0,550,38.60000,5,1,8,0,300,1.500500,6,0.5,1,0,100,0,0,0,0,na,na
A36097,0.056000,1,0.03,0.3,0,50,214.7680,5,0.5,2,0,550,13.59400,5,1,8,0,300,0.354000,6,0.5,1,0,100,0,0,0,0,na,na
A36101,0.194500,1,0.03,0.3,0,50,172.1545,5,0.5,2,0,550,28.05900,5,1,8,0,300,0.576500,6,0.5,1,0,100,0,0,0,0,na,na
A36107,0.006500,1,0.03,0.3,0,50,280.8345,5,0.5,2,0,550,23.61150,5,1,8,0,300,0.733500,6,0.5,1,0,100,0,0,0,0,na,na
A36109,0.019500,1,0.03,0.3,0,50,475.4660,5,0.5,2,0,550,14.35550,5,1,8,0,300,0.468500,6,0.5,1,0,100,0,0,0,0,na,na
A36123,0.057500,1,0.03,0.3,0,50,364.7210,5,0.5,2,0,550,23.54550,5,1,8,0,300,0.709500,6,0.5,1,0,100,0,0,0,0,na,na
A37001,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37005,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37009,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37033,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37067,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37077,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37081,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37131,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37135,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37145,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37157,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37169,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37171,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37181,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37185,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37189,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A42001,0.459500,1,0.03,0.3,0,50,130.4685,5,0.5,2,0,550,2.816500,5,1,8,0,300,0.046500,6,0.5,1,0,100,0,0,0,0,na,na
A42009,0.411500,1,0.03,0.3,0,50,412.9765,5,0.5,2,0,550,49.08800,5,1,8,0,300,1.611500,6,0.5,1,0,100,0,0,0,0,na,na
A42011,0.922500,1,0.03,0.3,0,50,1299.612,5,0.5,2,0,550,23.11700,5,1,8,0,300,0.785000,6,0.5,1,0,100,0,0,0,0,na,na
A42013,0.516000,1,0.03,0.3,0,50,235.5635,5,0.5,2,0,550,29.25550,5,1,8,0,300,1.160000,6,0.5,1,0,100,0,0,0,0,na,na
A42015,0.316500,1,0.03,0.3,0,50,138.1975,5,0.5,2,0,550,10.00650,5,1,8,0,300,0.335500,6,0.5,1,0,100,0,0,0,0,na,na
A42021,0.273500,1,0.03,0.3,0,50,493.2125,5,0.5,2,0,550,32.71350,5,1,8,0,300,1.235500,6,0.5,1,0,100,0,0,0,0,na,na
A42023,0.903500,1,0.03,0.3,0,50,2000.246,5,0.5,2,0,550,62.54200,5,1,8,0,300,2.067000,6,0.5,1,0,100,0,0,0,0,na,na
A42025,0.176500,1,0.03,0.3,0,50,479.9655,5,0.5,2,0,550,19.71700,5,1,8,0,300,0.950000,6,0.5,1,0,100,0,0,0,0,na,na
A42027,2.208000,1,0.03,0.3,0,50,118.4130,5,0.5,2,0,550,97.79000,5,1,8,0,300,2.404500,6,0.5,1,0,100,0,0,0,0,na,na
A42029,0.451000,1,0.03,0.3,0,50,80.95250,5,0.5,2,0,550,19.37800,5,1,8,0,300,0.729500,6,0.5,1,0,100,0,0,0,0,na,na
A42033,0.128500,1,0.03,0.3,0,50,195.4260,5,0.5,2,0,550,22.42850,5,1,8,0,300,0.955500,6,0.5,1,0,100,0,0,0,0,na,na
A42035,0.700000,1,0.03,0.3,0,50,222.4815,5,0.5,2,0,550,33.25000,5,1,8,0,300,1.461000,6,0.5,1,0,100,0,0,0,0,na,na
A42037,0.331500,1,0.03,0.3,0,50,495.3755,5,0.5,2,0,550,32.94750,5,1,8,0,300,1.154000,6,0.5,1,0,100,0,0,0,0,na,na
A42041,0.893000,1,0.03,0.3,0,50,283.8800,5,0.5,2,0,550,48.01700,5,1,8,0,300,1.849500,6,0.5,1,0,100,0,0,0,0,na,na
A42043,0.359500,1,0.03,0.3,0,50,121.6570,5,0.5,2,0,550,17.41750,5,1,8,0,300,0.609500,6,0.5,1,0,100,0,0,0,0,na,na
A42047,0.350000,1,0.03,0.3,0,50,444.1870,5,0.5,2,0,550,25.16400,5,1,8,0,300,0.932000,6,0.5,1,0,100,0,0,0,0,na,na
A42055,1.554000,1,0.03,0.3,0,50,273.4905,5,0.5,2,0,550,124.8240,5,1,8,0,300,3.438500,6,0.5,1,0,100,0,0,0,0,na,na
A42057,0.121000,1,0.03,0.3,0,50,214.9545,5,0.5,2,0,550,10.52600,5,1,8,0,300,0.210000,6,0.5,1,0,100,0,0,0,0,na,na
A42061,0.195000,1,0.03,0.3,0,50,260.9845,5,0.5,2,0,550,26.14250,5,1,8,0,300,0.804000,6,0.5,1,0,100,0,0,0,0,na,na
A42063,0.274000,1,0.03,0.3,0,50,555.4420,5,0.5,2,0,550,27.96500,5,1,8,0,300,1.021000,6,0.5,1,0,100,0,0,0,0,na,na
A42065,0.208000,1,0.03,0.3,0,50,464.8780,5,0.5,2,0,550,22.68250,5,1,8,0,300,0.843500,6,0.5,1,0,100,0,0,0,0,na,na
A42067,0.470000,1,0.03,0.3,0,50,322.1665,5,0.5,2,0,550,49.22600,5,1,8,0,300,1.838500,6,0.5,1,0,100,0,0,0,0,na,na
A42069,0.949500,1,0.03,0.3,0,50,57.13950,5,0.5,2,0,550,35.19700,5,1,8,0,300,1.759500,6,0.5,1,0,100,0,0,0,0,na,na
A42071,2.150500,1,0.03,0.3,0,50,265.1525,5,0.5,2,0,550,155.9535,5,1,8,0,300,5.016500,6,0.5,1,0,100,0,0,0,0,na,na
A42075,2.501500,1,0.03,0.3,0,50,364.3990,5,0.5,2,0,550,149.8465,5,1,8,0,300,4.198500,6,0.5,1,0,100,0,0,0,0,na,na
A42079,0.318000,1,0.03,0.3,0,50,124.1790,5,0.5,2,0,550,28.59350,5,1,8,0,300,1.458500,6,0.5,1,0,100,0,0,0,0,na,na
A42081,0.309000,1,0.03,0.3,0,50,648.6430,5,0.5,2,0,550,38.44000,5,1,8,0,300,1.589500,6,0.5,1,0,100,0,0,0,0,na,na
A42083,0.280000,1,0.03,0.3,0,50,329.0095,5,0.5,2,0,550,15.16150,5,1,8,0,300,0.550500,6,0.5,1,0,100,0,0,0,0,na,na
A42087,0.479500,1,0.03,0.3,0,50,255.7595,5,0.5,2,0,550,19.57600,5,1,8,0,300,0.816000,6,0.5,1,0,100,0,0,0,0,na,na
A42093,0.062500,1,0.03,0.3,0,50,119.4530,5,0.5,2,0,550,3.016500,5,1,8,0,300,0.069000,6,0.5,1,0,100,0,0,0,0,na,na
A42097,2.633000,1,0.03,0.3,0,50,224.8600,5,0.5,2,0,550,107.4365,5,1,8,0,300,2.791500,6,0.5,1,0,100,0,0,0,0,na,na
A42099,0.432500,1,0.03,0.3,0,50,308.3660,5,0.5,2,0,550,27.88100,5,1,8,0,300,1.054000,6,0.5,1,0,100,0,0,0,0,na,na
A42105,0.378500,1,0.03,0.3,0,50,491.9255,5,0.5,2,0,550,32.27250,5,1,8,0,300,1.093000,6,0.5,1,0,100,0,0,0,0,na,na
