TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.263532,0.929943,0,0.026355,0.263532,0.500000,0.000930,0.009575
A10003,1,0,0,1,0,1,0,1,0,0.162445,0.573231,0,0.016245,0.162445,0.500000,0.000573,0.007140
A10005,1,0,0,1,0,1,0,1,0,0.533255,1.881733,0,0.053328,0.533255,0.500000,0.001882,0.006515
A11001,1,0,0,1,0,1,0,1,0,0.371879,1.312274,0,0.037190,0.371879,0.500000,0.001312,0.014275
A24001,1,0,0,1,0,1,0,1,0,0.137339,0.484637,0,0.013735,0.137339,0.500000,0.000485,0.016835
A24003,1,0,0,1,0,1,0,1,0,0.080123,0.282736,0,0.008013,0.080123,0.500000,0.000283,0.008251
A24005,1,0,0,1,0,1,0,1,0,0.105157,0.371074,0,0.010516,0.105157,0.500000,0.000371,0.008046
A24009,1,0,0,1,0,1,0,1,0,0.050119,0.176859,0,0.005013,0.050119,0.500000,0.000177,0.009512
A24011,1,0,0,1,0,1,0,1,0,0.242123,0.854395,0,0.024214,0.242123,0.500000,0.000854,0.007876
A24013,1,0,0,1,0,1,0,1,0,0.179545,0.633574,0,0.017955,0.179545,0.500000,0.000634,0.010448
A24015,1,0,0,1,0,1,0,1,0,0.116496,0.411086,0,0.011650,0.116496,0.500000,0.000411,0.009845
A24017,1,0,0,1,0,1,0,1,0,0.062080,0.219065,0,0.006208,0.062080,0.500000,0.000219,0.012941
A24019,1,0,0,1,0,1,0,1,0,0.224340,0.791645,0,0.022435,0.224340,0.500000,0.000792,0.009445
A24021,1,0,0,1,0,1,0,1,0,0.083697,0.295348,0,0.008370,0.083697,0.500000,0.000295,0.010491
A24023,1,0,0,1,0,1,0,1,0,0.142432,0.502610,0,0.014244,0.142432,0.500000,0.000503,0.007245
A24025,1,0,0,1,0,1,0,1,0,0.122101,0.430868,0,0.012211,0.122101,0.500000,0.000431,0.007079
A24027,1,0,0,1,0,1,0,1,0,0.107876,0.380669,0,0.010788,0.107876,0.500000,0.000381,0.009306
A24029,1,0,0,1,0,1,0,1,0,0.142081,0.501370,0,0.014209,0.142081,0.500000,0.000501,0.007080
A24031,1,0,0,1,0,1,0,1,0,0.086609,0.305624,0,0.008661,0.086609,0.500000,0.000306,0.010369
A24033,1,0,0,1,0,1,0,1,0,0.039946,0.140958,0,0.003994,0.039946,0.500000,0.000141,0.012445
A24035,1,0,0,1,0,1,0,1,0,0.198629,0.700916,0,0.019864,0.198629,0.500000,0.000701,0.007498
A24037,1,0,0,1,0,1,0,1,0,0.100944,0.356210,0,0.010095,0.100944,0.500000,0.000356,0.012889
A24039,1,0,0,1,0,1,0,1,0,0.225793,0.796770,0,0.022580,0.225793,0.500000,0.000797,0.009494
A24041,1,0,0,1,0,1,0,1,0,0.269301,0.950301,0,0.026932,0.269301,0.500000,0.000950,0.007489
A24043,1,0,0,1,0,1,0,1,0,0.179479,0.633339,0,0.017949,0.179479,0.500000,0.000633,0.007880
A24045,1,0,0,1,0,1,0,1,0,0.238781,0.842603,0,0.023879,0.238781,0.500000,0.000843,0.011463
A24047,1,0,0,1,0,1,0,1,0,0.209046,0.737674,0,0.020906,0.209046,0.500000,0.000738,0.010885
A24510,1,0,0,1,0,1,0,1,0,0.216996,0.765730,0,0.021701,0.216996,0.500000,0.000766,0.007186
A36003,1,0,0,1,0,1,0,1,0,0.161768,0.570843,0,0.016178,0.161768,0.500000,0.000571,0.014377
A36007,1,0,0,1,0,1,0,1,0,0.206919,0.730170,0,0.020693,0.206919,0.500000,0.000730,0.008473
A36011,1,0,0,1,0,1,0,1,0,0.07,6.5,0,0.07,0.7,1.64,0.000624,0.000624
A36015,1,0,0,1,0,1,0,1,0,0.141867,0.500615,0,0.014187,0.141867,0.500000,0.000501,0.015323
A36017,1,0,0,1,0,1,0,1,0,0.146700,0.517671,0,0.014671,0.146700,0.500000,0.000518,0.006953
A36023,1,0,0,1,0,1,0,1,0,0.194894,0.687735,0,0.019490,0.194894,0.500000,0.000688,0.006219
A36025,1,0,0,1,0,1,0,1,0,0.195471,0.689771,0,0.019548,0.195471,0.500000,0.000690,0.008049
