CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.15E+07,6.73E+06,5.24E+07,6.02E+06,1.21E+07,,,,,,
1986,8.31E+06,2.83E+06,1.92E+07,1.82E+06,4.32E+06,,,,,,
1987,8.80E+06,3.60E+06,1.82E+07,1.66E+06,3.80E+06,,,,,,
1988,1.01E+07,4.07E+06,2.09E+07,1.85E+06,4.38E+06,,,,,,
1989,1.62E+07,8.44E+06,2.83E+07,2.65E+06,5.12E+06,,,,,,
1990,1.19E+07,4.21E+06,2.69E+07,2.33E+06,5.96E+06,,,,,,
1991,4.80E+06,2.79E+06,7.71E+06,5.99E+05,1.26E+06,,,,,,
1992,4.89E+06,2.78E+06,8.00E+06,5.66E+05,1.34E+06,,,,,,
1993,4.19E+07,1.38E+07,9.86E+07,1.27E+07,2.24E+07,,,,,,
1994,1.53E+07,6.36E+06,3.13E+07,3.25E+06,6.49E+06,,,,,,
1995,5.65E+06,2.74E+06,1.04E+07,7.58E+05,1.97E+06,,,,,,
1996,9.05E+07,1.27E+07,3.25E+08,4.16E+07,8.97E+07,,,,,,
1997,8.21E+06,2.73E+06,1.93E+07,1.51E+06,4.36E+06,,,,,,
1998,1.25E+07,6.57E+06,2.18E+07,2.13E+06,3.93E+06,,,,,,
1999,3.58E+06,1.67E+06,6.79E+06,4.89E+05,1.33E+06,,,,,,
2000,4.04E+06,1.74E+06,8.06E+06,5.31E+05,1.64E+06,,,,,,
2001,3.31E+06,1.66E+06,5.94E+06,3.99E+05,1.11E+06,,,,,,
2002,3.91E+06,2.19E+06,6.47E+06,4.95E+05,1.10E+06,,,,,,
2003,2.51E+07,1.14E+07,4.83E+07,5.41E+06,9.56E+06,,,,,,
2004,2.31E+07,5.75E+06,6.38E+07,6.76E+06,1.56E+07,,,,,,
