CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.59E+06,1.77E+06,6.51E+06,3.01E+05,1.22E+06,,,,,,
1986,9.03E+05,6.55E+05,1.21E+06,4.92E+04,1.43E+05,,,,,,
1987,1.56E+06,1.14E+06,2.09E+06,7.78E+04,2.41E+05,,,,,,
1988,1.34E+06,9.38E+05,1.87E+06,6.96E+04,2.38E+05,,,,,,
1989,1.48E+06,1.20E+06,1.81E+06,5.95E+04,1.56E+05,,,,,,
1990,9.79E+05,7.90E+05,1.20E+06,3.38E+04,1.05E+05,,,,,,
1991,8.23E+05,6.49E+05,1.03E+06,3.16E+04,9.70E+04,,,,,,
1992,8.38E+05,6.78E+05,1.02E+06,2.79E+04,8.83E+04,,,,,,
1993,2.75E+06,2.14E+06,3.47E+06,1.44E+05,3.38E+05,,,,,,
1994,2.25E+06,1.81E+06,2.78E+06,1.07E+05,2.48E+05,,,,,,
1995,8.00E+05,6.61E+05,9.58E+05,2.58E+04,7.58E+04,,,,,,
1996,7.73E+06,5.17E+06,1.11E+07,5.04E+05,1.53E+06,,,,,,
1997,9.57E+05,7.30E+05,1.23E+06,3.00E+04,1.28E+05,,,,,,
1998,2.86E+06,2.32E+06,3.47E+06,1.26E+05,2.93E+05,,,,,,
1999,4.69E+05,4.03E+05,5.44E+05,1.40E+04,3.58E+04,,,,,,
2000,6.59E+05,5.65E+05,7.64E+05,2.22E+04,5.10E+04,,,,,,
2001,6.87E+05,5.74E+05,8.15E+05,2.82E+04,6.14E+04,,,,,,
2002,8.08E+05,6.69E+05,9.68E+05,4.11E+04,7.63E+04,,,,,,
2003,8.30E+06,6.57E+06,1.04E+07,5.67E+05,9.65E+05,,,,,,
2004,3.62E+06,2.77E+06,4.66E+06,2.77E+05,4.85E+05,,,,,,
