CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.54E+04,2.70E+04,4.55E+04,2.82E+03,4.73E+03,,,,,,
1986,3.01E+04,2.31E+04,3.85E+04,2.00E+03,3.94E+03,,,,,,
1987,3.47E+04,2.73E+04,4.36E+04,1.81E+03,4.16E+03,,,,,,
1988,2.23E+04,1.67E+04,2.92E+04,1.04E+03,3.19E+03,,,,,,
1989,5.13E+04,3.94E+04,6.57E+04,2.17E+03,6.73E+03,,,,,,
1990,4.05E+04,3.31E+04,4.91E+04,1.21E+03,4.07E+03,,,,,,
1991,1.66E+04,1.37E+04,2.00E+04,4.99E+02,1.60E+03,,,,,,
1992,3.32E+04,2.62E+04,4.16E+04,8.55E+02,3.93E+03,,,,,,
1993,5.56E+04,4.24E+04,7.18E+04,1.70E+03,7.52E+03,,,,,,
1994,3.75E+04,3.20E+04,4.35E+04,1.18E+03,2.94E+03,,,,,,
1995,2.47E+04,1.95E+04,3.08E+04,7.05E+02,2.90E+03,,,,,,
1996,1.20E+05,9.14E+04,1.55E+05,4.68E+03,1.64E+04,,,,,,
1997,1.29E+04,9.98E+03,1.64E+04,4.25E+02,1.63E+03,,,,,,
1998,3.29E+04,2.70E+04,3.97E+04,1.28E+03,3.23E+03,,,,,,
1999,1.93E+04,1.51E+04,2.44E+04,7.70E+02,2.38E+03,,,,,,
2000,2.38E+04,1.90E+04,2.94E+04,1.04E+03,2.68E+03,,,,,,
2001,8.76E+03,6.91E+03,1.10E+04,4.44E+02,1.03E+03,,,,,,
2002,1.95E+04,1.59E+04,2.36E+04,1.29E+03,1.95E+03,,,,,,
2003,7.78E+04,6.02E+04,9.90E+04,6.23E+03,9.93E+03,,,,,,
2004,4.55E+04,3.50E+04,5.81E+04,4.19E+03,5.92E+03,,,,,,
